"X1" "X2" "X3" "X4" "X5" "X6"
"1" -0.658756397050603 0.223836870455392 0.218950699635377 -0.102667245507045 0.0280420135487652 -0.047131730071374
"2" -0.129878512289048 0.0793144476739209 0.186850248052224 -0.131360819635753 0.127580599268555 -0.0843438479294427
"3" 0.0607980038553663 0.0437212178044074 0.174928016996273 0.00192209649126128 0.116464590197503 -0.0537410014500626
"4" 0.106288352651961 -0.0990617529008824 0.259730003094272 -0.127148933801211 0.0749510335824078 -0.0555065081466464
"5" 0.0918049863855517 -0.178359601100258 0.0832120534764882 -0.0795399682096848 0.00567042839279369 -0.0959305863811929
"6" 0.359693635063849 0.10822796139588 0.178017384861664 -0.0608842492922845 0.0497908158841894 0.0178762847969883
"7" 0.133353784735672 -0.268412968309308 0.239253964743394 -0.0834155233580415 0.142958974739315 -0.00163173885319297
"8" 0.0701915232477865 -0.222159939577678 0.0999515873598086 -0.0670737693117782 -0.0216599919154512 -0.122059519896456
"9" 0.278627563074528 -0.332698378777534 0.138436728373502 0.0174373034246746 0.0841733928358138 -0.0951724272805581
"10" 0.547203555142549 0.151325673692515 0.242423437395474 -0.130762910240985 -0.0179072686280681 0.0559346117236996
"11" -0.0161096748297567 -0.171712088952803 0.191307637412142 -0.119708438481722 0.102147582069245 -0.0251407721259992
"12" 0.118381268178909 -0.246941283683971 0.152584206976245 -0.086970080259884 0.0106732872179304 -0.0608219680379837
"13" 0.200732512608744 -0.335020787217813 0.125580692977556 0.00306716946259278 -0.0286361783373186 -0.122463820457423
"14" 0.322723033531313 -0.339365815122534 0.138130598851532 -0.0394799345063083 0.00599135084825016 -0.103937003096464
"15" 0.57803317805586 0.0552841321026007 0.197967978712248 -0.113781372626177 0.00899053122426811 0.0365540138114072
"16" 0.224247895098464 0.570729629284782 0.205988342285818 0.2221101003744 -0.0215464532495679 0.0529705941001565
"17" 0.154888912824213 -0.191237628650545 0.255287099120985 -0.123199801505055 0.123800279664718 -0.000105254679008678
"18" 0.249666147420422 -0.326419816811274 0.0970192308307314 -0.0411810108346491 -0.0601028813805973 -0.11932936960201
"19" 0.206390984321257 -0.289026500476105 0.113864909168099 -0.0218524774105522 -0.0475910296613151 -0.0744917203255681
"20" 0.313344249330828 -0.373212978879949 0.0929131558965534 0.00860596673598544 -0.0837127568420186 -0.0983357902588093
"21" 0.305254313909387 -0.280736850900853 -0.00588514006419466 -0.100719062495085 -0.0688237115885706 -0.0253688575086116
"22" 0.417392748542871 -0.0498564140412757 0.0298477711498971 -0.0684848645071743 -0.0296949211713224 -0.00297092557177721
"23" 0.39163487602832 0.335269483396079 0.156724221455122 0.113807791233434 0.0157111792106806 0.00740810342464305
"24" -0.0563817839972844 -0.0959498454219334 0.229501799704211 -0.119466387210754 0.14080535723443 -0.0207370185652105
"25" 0.0709855099696877 -0.167882998776304 0.127676095398059 -0.072834052747258 -0.0328640841786414 -0.0791278745293234
"26" 0.433107587875702 -0.399669630796143 0.0413220078900756 0.0136919309717937 -0.0962757481045558 -0.100362847963078
"27" 0.284414416762458 -0.387101646796562 0.0997528011355169 -0.00698138539385494 -0.0342759299143187 -0.0732783395721871
"28" 0.259950065532371 -0.329456718676789 0.0109942471234708 -0.0948395824202698 -0.110508835726865 -0.0412410680074128
"29" 0.154097375064141 -0.275769260032836 -0.0765693631319049 -0.0679243332911432 -0.00719320873138852 -0.0318451723616828
"30" 0.189192070024639 -0.0599754963568976 -0.0924288100854069 -0.122242243038101 -0.0689518866648544 -0.0262845501485616
"31" 0.479911901106277 0.447896420711879 0.126783592453432 -0.362617576959547 -0.32718833312203 0.178439966008909
"32" 0.0250161352439291 -0.0818573779729622 -0.0147179454296014 -0.062204560608675 -0.090810181269681 -0.115035877840634
"33" 0.0863514563714285 -0.306320852762794 -0.0151579578130404 -0.0452936373624514 -0.0924374538846678 -0.12580006809128
"34" 0.410223748607088 -0.416616836226695 -0.0369432576298054 -0.0588281105550359 -0.0442907702739162 -0.0652884012991904
"35" 0.291789414022265 -0.387570026528844 0.0220558458681797 -0.0550906288526797 -0.0849701185877039 -0.100541079995104
"36" 0.212187450394765 -0.232527986575312 -0.0478395973706884 -0.14218941875313 -0.144847041789211 -0.0365388998216633
"37" 0.023219968592752 -0.132303427959237 -0.115815766397975 -0.0666063741016244 -0.0642675528924087 -0.0333797450216883
"38" 0.0716017007407673 -0.0132237020756221 -0.121036435390955 -0.0702958943563989 -0.161278654010795 -0.0495062836025524
"39" 0.442830333249805 0.378607028688226 0.125332016752266 -0.341179933749638 -0.282017918767395 0.16572290396237
"40" -0.029954837770658 0.127617242427042 0.00265397927051809 0.00734467923116851 -0.116819623257026 -0.127588827154049
"41" 0.115575888959906 -0.267904604990317 -0.168013712650351 -0.00182309334454321 -0.111426926369609 -0.142223733235552
"42" 0.043927338819991 -0.328883266794833 -0.114397376715074 -0.0499465677219692 -0.131764934338606 -0.160366494878241
"43" 0.310088010649531 -0.387485921119765 -0.116921305595611 -0.0999153227730616 -0.0589399299524355 -0.0926055363357865
"44" 0.30766677639769 -0.328749674802107 -0.0446732683645748 -0.120396143249975 -0.0584811466538607 -0.053033620882521
"45" 0.22356133121984 -0.218385062046278 -0.0934116913165858 -0.118907096241064 -0.140033901668727 -0.0538215280587376
"46" -0.00813649031335975 -0.0135656423151169 -0.133774638969906 -0.0857788597635071 -0.196806458130048 -0.0527690673035998
"47" 0.0388940428817116 -0.0121705776489877 -0.0935375537647803 -0.0448801115771687 -0.145632013210104 -0.0441425294731278
"48" 0.487538008307022 0.186476564959614 0.0332038017862083 -0.138646074448681 -0.105530252547614 -0.00695391739767986
