"X1" "X2" "X3" "X4" "X5"
"1" 1.59937580984416 -0.0393637472906644 0.143674998650856 0.128241274331073 -0.0638829117039014
"2" 1.40590754480631 0.0652283685176567 0.145650284276116 0.163282153053812 -0.0627015921036685
"3" 0.700318384605335 -0.0989739588784351 -0.141015746554468 0.148117218122453 -0.070320242501903
"4" 0.887517330174184 -0.20876398091545 -0.432194618606007 0.0934145643124833 -0.107045860914381
"5" 0.665337843730331 -0.289225795433134 -0.230073609278379 0.132986345500441 -0.130253724574613
"6" 0.608664091310352 -0.427976671271612 -0.416625659338573 0.1133454208293 -0.104136726003504
"7" 1.27779252779074 -0.0757741095967882 -0.256213983284451 0.189584642971477 -0.269809671600997
"8" 1.46229368393759 0.0894908922802854 0.312886855966961 0.167528379060343 0.0171277318778111
"9" 0.306441612931207 0.00209442227140585 0.169501365289491 0.201350684904825 -0.00357777930688188
"10" -0.150483009349087 0.0683425982737556 -0.0584564138626399 0.15643146515156 -0.0131954321479499
"11" -0.100027103033197 0.0251720876423254 -0.167043550222267 0.120696466351518 -0.0565008459345074
"12" -0.197377172292198 -0.098669924918472 -0.143110659760386 0.0583086713328761 -0.0675169088837256
"13" -0.0264643211132244 -0.234230370794495 -0.314017087340999 -0.000167471368995942 -0.017937962986516
"14" 0.602031714529881 -0.103102073382433 -0.445498841825981 0.113909659159588 -0.140575210447402
"15" -0.133728535401568 -0.199424668641812 0.151632409686177 0.222244512888266 0.0423607303074872
"16" -0.27341980899345 -0.146089976765308 -0.0793509259678225 0.192584221571273 0.0875753778732992
"17" -0.329473147375917 -0.00707986162129314 -0.0665707521493386 0.171282200801445 0.0537626967365462
"18" -0.339164473188097 0.0111435071406092 -0.089755806846764 0.0855298283657362 0.0114745470887689
"19" -0.321909189059149 0.0122850412820028 -0.10776881682966 0.0649649015924103 0.0226079206900689
"20" 0.0919731421772629 -0.0443325476941424 -0.381708354035921 0.119685768570404 -0.00949462199115541
"21" 1.09643105552844 -0.0138879503669367 -0.450788395917496 0.0976680297439034 -0.0744205670003424
"22" -0.19734683124272 -0.273735921820002 0.0070471391332934 0.222533193069652 0.159461891100354
"23" -0.399384578618323 -0.163515112404519 -0.0531054809219766 0.196695857849072 0.105743875030786
"24" -0.360173895644082 -0.0593440518873636 -0.0877519948525012 0.158445132313153 0.0785825227094172
"25" -0.36707558026982 -0.00399975950897551 -0.133600445387037 0.169252128037916 0.0441106141491787
"26" -0.27416909279319 0.0213431700873426 -0.199365636572779 0.171772376137162 0.00398945329042717
"27" 0.411886024349337 -0.023091539802453 -0.408560083210447 0.136127650388252 -0.00892916906252365
"28" 0.219175726951584 -0.0190791422106035 0.40451637069832 0.230413757562577 0.197971004773357
"29" -0.370677230263112 -0.208100602342654 0.0447252488058999 0.241853116785074 0.114005340585775
"30" -0.394339103088758 -0.0893466079858296 -0.0438632099675074 0.172449874446198 0.0813658032295245
"31" -0.383569856905665 -0.0249496098149612 -0.0984660270066687 0.18421490943591 0.0378088006222595
"32" -0.336972800506025 0.0362614336842037 -0.146965661958847 0.176163440852873 0.00548401636332704
"33" 0.159642453905227 0.00427139809610797 -0.336810231807072 0.15870277687911 0.00665278237212926
"34" 1.27899451300867 0.0248036165402645 -0.312570318517793 0.0367494372771595 0.0293298812750449
"35" 0.105161037439271 0.000577844638053899 0.378590557524898 0.223692176907285 0.110685468950192
"36" -0.255210665938633 -0.0277153045233865 0.0210056604236765 0.13601943038634 0.130325056236236
"37" -0.211619579916923 0.084926870442883 -0.169707235348792 0.0709936364712304 0.103286960300645
"38" -0.281645477604669 0.164232595128616 -0.0788213847400689 0.105376126148561 0.00352692209854071
"39" -0.0471052655934171 0.181735607392463 -0.209153513693234 0.0976725571936302 0.00932395273248604
"40" 1.03408692696506 0.0746073696443749 -0.560341795090353 0.0254109547879088 0.0350653793846918
"41" 0.873342252334705 0.185901098645884 0.607522319404961 0.178847791176089 0.164937924899876
"42" -0.123925948446234 0.0496491683287578 0.210122466116099 0.159919542565764 0.138448218484192
"43" -0.157303542011965 0.184972277584535 -0.156230429745174 0.049675535231689 0.107660611069759
"44" -0.232226851387677 0.304904073777936 -0.0151650269200886 0.0122705277855373 -0.0169415134698599
"45" 0.0499716795684961 0.323495412646749 -0.225131413307207 -0.0350997749074813 0.0654646819464176
"46" 0.781666668595065 0.232008876302571 -0.581132282937927 -0.04851437647717 0.0895991633751661
