"X1" "X2" "X3" "X4" "X5" "X6" "X7"
"1" -0.209605096553924 0.300413095854178 -0.173596796024396 -0.0565529696766068 -0.0383998857372232 0.0231977332351559 0.0406986453097502
"2" -0.231364045426957 -0.461420027034568 -0.0984291575502065 0.18391954230162 0.174505406202351 -0.0256236075723089 0.102208103243583
"3" -0.302319248818123 -0.120242609981369 -0.102802871913643 -0.0540743331381403 0.0894249883883218 0.0706699508979438 0.00178470336850691
"4" 0.147844497488129 -0.0111701076118391 -0.151915967784965 -0.0393666303631369 0.0896149324676099 0.0439667064054473 0.0172953712628994
"5" 0.130289707759307 -0.513658225986183 -0.00834279179579685 0.214622756146967 0.142181933434296 -0.122933219680813 0.0581553405893709
"6" 0.089055529260869 0.210330998087068 -0.081091376342045 0.0221067498445112 0.0497855925562958 0.100020552346189 0.0528162340676624
"7" 0.304914895799418 -0.0727640447459177 -0.268507303806058 0.0298972134118662 0.176781505044551 0.0921767536780058 0.0135485788606208
"8" 0.170404630964908 -0.0940830698832155 -0.12303941347337 -0.0166472927364245 0.020675942882633 -0.031044633605534 -0.00828705909092274
"9" 0.254749455950901 -0.346233355713108 -0.0591611015896142 0.217871998664828 0.0885429216870881 -0.129950878348694 0.0531866384509495
"10" 0.19906830383602 0.384417120295253 -0.151504217539009 -0.0172701655004888 0.00172756947310603 0.0934768703671887 0.0449074661915279
"11" 0.17905074859886 -0.0396754355014426 -0.181162558613383 -0.0187161500824317 0.0808244919157111 0.041847973448221 0.0365734224874005
"12" 0.139637679694093 -0.102545102419923 -0.1548274479655 -0.0392488660184075 0.044320238525025 0.0277739684500998 0.00792830415159231
"13" 0.237591264661263 -0.0914228262762473 -0.051115254317097 -0.106313334011684 -0.0387987998218214 -0.0455248256760257 -0.0261293849402823
"14" 0.324117131083753 -0.237201021859523 -0.00104282005092807 0.0821542919507509 0.0403568693713949 -0.117873181060692 0.0362301980866992
"15" 0.278418862102971 0.348615391672608 -0.0909375568867529 0.0308140630573889 -0.0417107648818283 0.123161750481443 0.0578299353025628
"16" 0.165110117357166 0.630377879055124 -0.230321207404305 -0.0694962919022711 -0.0123950787513231 -0.117512152112607 0.0283601025948211
"17" 0.144838504621838 0.0458292343921608 -0.259415251981875 -0.00568630485614756 0.101191767596366 0.0455936255491315 0.0381335001134492
"18" 0.29020826768579 -0.127859336015455 -0.0716263751025306 -0.0783522005489592 -0.0348679323493468 -0.047455864166052 0.020989495041582
"19" 0.187160096698283 -0.107204887039652 -0.121788387783057 -0.00293495252581264 -0.00173722171728735 -0.00975520587107019 -0.00651565034418676
"20" 0.293398121149528 -0.0790045814210024 -0.0761858451868972 -0.0522329770879141 -0.0372591090571665 -0.0867987894156808 0.0149631840007212
