"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 3235.12521420578 3222.71724428536 3222.71724428536 4107.86624021118 4107.86624021118 3308.1100265535 3250.31400283577 3250.31400283577 4107.86624021118 4107.86624021118 4107.86624021118 4107.86624021118 3308.1100265535 3250.31400283577 3250.31400283577 3250.31400283577 2618.51630711216 2600.11898624112 2600.11898624112 2600.11898624112 2600.11898624112 2600.11898624112 2853.02989672504 2795.31378707095 2795.31378707095 2795.31378707095 2341.54235511539 2618.51630711216 2600.11898624112 2600.11898624112 2600.11898624112 2600.11898624112 2600.11898624112 2853.02989672504 2795.31378707095 2795.31378707095 2795.31378707095 2795.31378707095 2600.11898624112 2600.11898624112 2600.11898624112 2600.11898624112 2600.11898624112 2853.02989672504 2795.31378707095 2795.31378707095 2795.31378707095 2795.31378707095 2795.31378707095 2600.11898624112 2600.11898624112 2853.02989672504 2795.31378707095 2795.31378707095 2795.31378707095 2795.31378707095 2795.31378707095
"X2" 3020.85152925935 3030.87899928358 3030.87899928358 3662.82603622027 3662.82603622027 2981.36671706727 3012.2223715507 3012.2223715507 3662.82603622027 3662.82603622027 3662.82603622027 3662.82603622027 2981.36671706727 3012.2223715507 3012.2223715507 3012.2223715507 2426.54239581992 2435.84770838467 2435.84770838467 2435.84770838467 2435.84770838467 2435.84770838467 2616.63905836135 2646.12370849991 2646.12370849991 2646.12370849991 2205.77953404156 2426.54239581992 2435.84770838467 2435.84770838467 2435.84770838467 2435.84770838467 2435.84770838467 2616.63905836135 2646.12370849991 2646.12370849991 2646.12370849991 2646.12370849991 2435.84770838467 2435.84770838467 2435.84770838467 2435.84770838467 2435.84770838467 2616.63905836135 2646.12370849991 2646.12370849991 2646.12370849991 2646.12370849991 2646.12370849991 2435.84770838467 2435.84770838467 2616.63905836135 2646.12370849991 2646.12370849991 2646.12370849991 2646.12370849991 2646.12370849991
"X3" 2814.58197827692 2846.22060316687 2846.22060316687 3230.08870121265 3230.08870121265 2668.67472389608 2783.38216558511 2783.38216558511 3230.08870121265 3230.08870121265 3230.08870121265 3230.08870121265 2668.67472389608 2783.38216558511 2783.38216558511 2783.38216558511 2247.5793645023 2283.53559501336 2283.53559501336 2283.53559501336 2283.53559501336 2283.53559501336 2395.35764961733 2509.03939283734 2509.03939283734 2509.03939283734 2080.84013912316 2247.5793645023 2283.53559501336 2283.53559501336 2283.53559501336 2283.53559501336 2283.53559501336 2395.35764961733 2509.03939283734 2509.03939283734 2509.03939283734 2509.03939283734 2283.53559501336 2283.53559501336 2283.53559501336 2283.53559501336 2283.53559501336 2395.35764961733 2509.03939283734 2509.03939283734 2509.03939283734 2509.03939283734 2509.03939283734 2283.53559501336 2283.53559501336 2395.35764961733 2509.03939283734 2509.03939283734 2509.03939283734 2509.03939283734 2509.03939283734
"X4" 2630.07499546408 2680.45826392466 2680.45826392466 2836.04167765709 2836.04167765709 2394.71209457494 2579.87249361452 2579.87249361452 2836.04167765709 2836.04167765709 2836.04167765709 2836.04167765709 2394.71209457494 2579.87249361452 2579.87249361452 2579.87249361452 2100.03508257679 2158.71387722538 2158.71387722538 2158.71387722538 2158.71387722538 2158.71387722538 2209.86699334146 2395.93728640258 2395.93728640258 2395.93728640258 1977.95830080668 2100.03508257679 2158.71387722538 2158.71387722538 2158.71387722538 2158.71387722538 2158.71387722538 2209.86699334146 2395.93728640258 2395.93728640258 2395.93728640258 2395.93728640258 2158.71387722538 2158.71387722538 2158.71387722538 2158.71387722538 2158.71387722538 2209.86699334146 2395.93728640258 2395.93728640258 2395.93728640258 2395.93728640258 2395.93728640258 2158.71387722538 2158.71387722538 2209.86699334146 2395.93728640258 2395.93728640258 2395.93728640258 2395.93728640258 2395.93728640258
"X5" 2477.79152918469 2542.33477673336 2542.33477673336 2502.58133809816 2502.58133809816 2178.32856342826 2413.96432091196 2413.96432091196 2502.58133809816 2502.58133809816 2502.58133809816 2502.58133809816 2178.32856342826 2413.96432091196 2413.96432091196 2413.96432091196 1996.74437424372 2071.90800705719 2071.90800705719 2071.90800705719 2071.90800705719 2071.90800705719 2075.33759251166 2314.82783192184 2314.82783192184 2314.82783192184 1904.64453205313 1996.74437424372 2071.90800705719 2071.90800705719 2071.90800705719 2071.90800705719 2071.90800705719 2075.33759251166 2314.82783192184 2314.82783192184 2314.82783192184 2314.82783192184 2071.90800705719 2071.90800705719 2071.90800705719 2071.90800705719 2071.90800705719 2075.33759251166 2314.82783192184 2314.82783192184 2314.82783192184 2314.82783192184 2314.82783192184 2071.90800705719 2071.90800705719 2075.33759251166 2314.82783192184 2314.82783192184 2314.82783192184 2314.82783192184 2314.82783192184
"X6" 2364.91080843703 2437.82514777649 2437.82514777649 2245.61415261553 2245.61415261553 2032.20423117485 2294.03462411908 2294.03462411908 2245.61415261553 2245.61415261553 2245.61415261553 2245.61415261553 2032.20423117485 2294.03462411908 2294.03462411908 2294.03462411908 1945.72328830561 2029.56631675823 2029.56631675823 2029.56631675823 2029.56631675823 2029.56631675823 2001.62075872299 2270.65609282855 2270.65609282855 2270.65609282855 1865.38228729675 1945.72328830561 2029.56631675823 2029.56631675823 2029.56631675823 2029.56631675823 2029.56631675823 2001.62075872299 2270.65609282855 2270.65609282855 2270.65609282855 2270.65609282855 2029.56631675823 2029.56631675823 2029.56631675823 2029.56631675823 2029.56631675823 2001.62075872299 2270.65609282855 2270.65609282855 2270.65609282855 2270.65609282855 2270.65609282855 2029.56631675823 2029.56631675823 2001.62075872299 2270.65609282855 2270.65609282855 2270.65609282855 2270.65609282855 2270.65609282855
"X7" 2289.17501231974 2365.12020466834 2365.12020466834 2062.52111844896 2062.52111844896 1950.90039248313 2217.15988384492 2217.15988384492 2062.52111844896 2062.52111844896 2062.52111844896 2062.52111844896 1950.90039248313 2217.15988384492 2217.15988384492 2217.15988384492 1941.70481889449 2027.15246377475 2027.15246377475 2027.15246377475 2027.15246377475 2027.15246377475 1983.34162486522 2260.19227920696 2260.19227920696 2260.19227920696 1856.48510409771 1941.70481889449 2027.15246377475 2027.15246377475 2027.15246377475 2027.15246377475 2027.15246377475 1983.34162486522 2260.19227920696 2260.19227920696 2260.19227920696 2260.19227920696 2027.15246377475 2027.15246377475 2027.15246377475 2027.15246377475 2027.15246377475 1983.34162486522 2260.19227920696 2260.19227920696 2260.19227920696 2260.19227920696 2260.19227920696 2027.15246377475 2027.15246377475 1983.34162486522 2260.19227920696 2260.19227920696 2260.19227920696 2260.19227920696 2260.19227920696
"X8" 2245.99891528792 2320.49209229184 2320.49209229184 1946.1157635093 1946.1157635093 1924.50346906067 2177.62823064661 2177.62823064661 1946.1157635093 1946.1157635093 1946.1157635093 1946.1157635093 1924.50346906067 2177.62823064661 2177.62823064661 2177.62823064661 1976.14006012031 2057.41689814847 2057.41689814847 2057.41689814847 2057.41689814847 2057.41689814847 2011.36521612851 2278.1912696573 2278.1912696573 2278.1912696573 1872.24935484591 1976.14006012031 2057.41689814847 2057.41689814847 2057.41689814847 2057.41689814847 2057.41689814847 2011.36521612851 2278.1912696573 2278.1912696573 2278.1912696573 2278.1912696573 2057.41689814847 2057.41689814847 2057.41689814847 2057.41689814847 2057.41689814847 2011.36521612851 2278.1912696573 2278.1912696573 2278.1912696573 2278.1912696573 2278.1912696573 2057.41689814847 2057.41689814847 2011.36521612851 2278.1912696573 2278.1912696573 2278.1912696573 2278.1912696573 2278.1912696573
"X9" 2230.83523915876 2300.24574221268 2300.24574221268 1889.28930382969 1889.28930382969 1943.1634472857 2169.77123491019 2169.77123491019 1889.28930382969 1889.28930382969 1889.28930382969 1889.28930382969 1943.1634472857 2169.77123491019 2169.77123491019 2169.77123491019 2040.52394741878 2113.14728125587 2113.14728125587 2113.14728125587 2113.14728125587 2113.14728125587 2076.60983131034 2319.44087386105 2319.44087386105 2319.44087386105 1906.99991022346 2040.52394741878 2113.14728125587 2113.14728125587 2113.14728125587 2113.14728125587 2113.14728125587 2076.60983131034 2319.44087386105 2319.44087386105 2319.44087386105 2319.44087386105 2113.14728125587 2113.14728125587 2113.14728125587 2113.14728125587 2113.14728125587 2076.60983131034 2319.44087386105 2319.44087386105 2319.44087386105 2319.44087386105 2319.44087386105 2113.14728125587 2113.14728125587 2076.60983131034 2319.44087386105 2319.44087386105 2319.44087386105 2319.44087386105 2319.44087386105
"X10" 2239.16948526424 2300.71467163545 2300.71467163545 1885.00257350645 1885.00257350645 1997.08268571244 2187.9574654437 2187.9574654437 1885.00257350645 1885.00257350645 1885.00257350645 1885.00257350645 1997.08268571244 2187.9574654437 2187.9574654437 2187.9574654437 2126.38557592913 2187.16026929864 2187.16026929864 2187.16026929864 2187.16026929864 2187.16026929864 2170.03669895432 2378.75587457294 2378.75587457294 2378.75587457294 1955.08366407824 2126.38557592913 2187.16026929864 2187.16026929864 2187.16026929864 2187.16026929864 2187.16026929864 2170.03669895432 2378.75587457294 2378.75587457294 2378.75587457294 2378.75587457294 2187.16026929864 2187.16026929864 2187.16026929864 2187.16026929864 2187.16026929864 2170.03669895432 2378.75587457294 2378.75587457294 2378.75587457294 2378.75587457294 2378.75587457294 2187.16026929864 2187.16026929864 2170.03669895432 2378.75587457294 2378.75587457294 2378.75587457294 2378.75587457294 2378.75587457294
"X11" 2266.51479476332 2318.25680693098 2318.25680693098 1926.27801442526 1926.27801442526 2076.50476747263 2226.58607983635 2226.58607983635 1926.27801442526 1926.27801442526 1926.27801442526 1926.27801442526 2076.50476747263 2226.58607983635 2226.58607983635 2226.58607983635 2225.27854797095 2272.29332147764 2272.29332147764 2272.29332147764 2272.29332147764 2272.29332147764 2282.6396701931 2450.97209271462 2450.97209271462 2450.97209271462 2010.86307716192 2225.27854797095 2272.29332147764 2272.29332147764 2272.29332147764 2272.29332147764 2272.29332147764 2282.6396701931 2450.97209271462 2450.97209271462 2450.97209271462 2450.97209271462 2272.29332147764 2272.29332147764 2272.29332147764 2272.29332147764 2272.29332147764 2282.6396701931 2450.97209271462 2450.97209271462 2450.97209271462 2450.97209271462 2450.97209271462 2272.29332147764 2272.29332147764 2282.6396701931 2450.97209271462 2450.97209271462 2450.97209271462 2450.97209271462 2450.97209271462
"X12" 2308.40683274302 2349.25032818381 2349.25032818381 2006.19171895631 2006.19171895631 2171.70338808879 2280.0804411322 2280.0804411322 2006.19171895631 2006.19171895631 2006.19171895631 2006.19171895631 2171.70338808879 2280.0804411322 2280.0804411322 2280.0804411322 2328.77134140847 2361.3965258814 2361.3965258814 2361.3965258814 2361.3965258814 2361.3965258814 2405.43493952626 2530.94047052009 2530.94047052009 2530.94047052009 2068.70973423139 2328.77134140847 2361.3965258814 2361.3965258814 2361.3965258814 2361.3965258814 2361.3965258814 2405.43493952626 2530.94047052009 2530.94047052009 2530.94047052009 2530.94047052009 2361.3965258814 2361.3965258814 2361.3965258814 2361.3965258814 2361.3965258814 2405.43493952626 2530.94047052009 2530.94047052009 2530.94047052009 2530.94047052009 2530.94047052009 2361.3965258814 2361.3965258814 2405.43493952626 2530.94047052009 2530.94047052009 2530.94047052009 2530.94047052009 2530.94047052009
"X13" 2360.39869174652 2390.08953121549 2390.08953121549 2117.86551883406 2117.86551883406 2272.97126923154 2342.88175537718 2342.88175537718 2117.86551883406 2117.86551883406 2117.86551883406 2117.86551883406 2272.97126923154 2342.88175537718 2342.88175537718 2342.88175537718 2428.43769069094 2447.32443611767 2447.32443611767 2447.32443611767 2447.32443611767 2447.32443611767 2529.45078476668 2613.52116767803 2613.52116767803 2613.52116767803 2122.99790902561 2428.43769069094 2447.32443611767 2447.32443611767 2447.32443611767 2447.32443611767 2447.32443611767 2529.45078476668 2613.52116767803 2613.52116767803 2613.52116767803 2613.52116767803 2447.32443611767 2447.32443611767 2447.32443611767 2447.32443611767 2447.32443611767 2529.45078476668 2613.52116767803 2613.52116767803 2613.52116767803 2613.52116767803 2613.52116767803 2447.32443611767 2447.32443611767 2529.45078476668 2613.52116767803 2613.52116767803 2613.52116767803 2613.52116767803 2613.52116767803
"X14" 2418.05581038774 2437.18070355917 2437.18070355917 2254.45911348337 2254.45911348337 2370.60908898201 2409.44272462157 2409.44272462157 2254.45911348337 2254.45911348337 2254.45911348337 2254.45911348337 2370.60908898201 2409.44272462157 2409.44272462157 2409.44272462157 2515.84697237787 2522.92791173511 2522.92791173511 2522.92791173511 2522.92791173511 2522.92791173511 2645.71731741435 2693.57766543576 2693.57766543576 2693.57766543576 2168.09813162599 2515.84697237787 2522.92791173511 2522.92791173511 2522.92791173511 2522.92791173511 2522.92791173511 2645.71731741435 2693.57766543576 2693.57766543576 2693.57766543576 2693.57766543576 2522.92791173511 2522.92791173511 2522.92791173511 2522.92791173511 2522.92791173511 2645.71731741435 2693.57766543576 2693.57766543576 2693.57766543576 2693.57766543576 2693.57766543576 2522.92791173511 2522.92791173511 2645.71731741435 2693.57766543576 2693.57766543576 2693.57766543576 2693.57766543576 2693.57766543576
"X15" 2479.18894715549 2489.20127554556 2489.20127554556 2410.94545208629 2410.94545208629 2458.42124290162 2476.68325244818 2476.68325244818 2410.94545208629 2410.94545208629 2410.94545208629 2410.94545208629 2458.42124290162 2476.68325244818 2476.68325244818 2476.68325244818 2586.87164812283 2585.17477686758 2585.17477686758 2585.17477686758 2585.17477686758 2585.17477686758 2748.45684853108 2768.73160413613 2768.73160413613 2768.73160413613 2201.96110213902 2586.87164812283 2585.17477686758 2585.17477686758 2585.17477686758 2585.17477686758 2585.17477686758 2748.45684853108 2768.73160413613 2768.73160413613 2768.73160413613 2768.73160413613 2585.17477686758 2585.17477686758 2585.17477686758 2585.17477686758 2585.17477686758 2748.45684853108 2768.73160413613 2768.73160413613 2768.73160413613 2768.73160413613 2768.73160413613 2585.17477686758 2585.17477686758 2748.45684853108 2768.73160413613 2768.73160413613 2768.73160413613 2768.73160413613 2768.73160413613
"X16" 2550.56629461937 2553.88858708478 2553.88858708478 2589.45500997512 2589.45500997512 2544.23002162818 2551.37358897857 2551.37358897857 2589.45500997512 2589.45500997512 2589.45500997512 2589.45500997512 2544.23002162818 2551.37358897857 2551.37358897857 2551.37358897857 2654.63469191443 2647.53372923861 2647.53372923861 2647.53372923861 2647.53372923861 2647.53372923861 2844.67982997152 2847.64283593334 2847.64283593334 2847.64283593334 2236.88717968698 2654.63469191443 2647.53372923861 2647.53372923861 2647.53372923861 2647.53372923861 2647.53372923861 2844.67982997152 2847.64283593334 2847.64283593334 2847.64283593334 2847.64283593334 2647.53372923861 2647.53372923861 2647.53372923861 2647.53372923861 2647.53372923861 2844.67982997152 2847.64283593334 2847.64283593334 2847.64283593334 2847.64283593334 2847.64283593334 2647.53372923861 2647.53372923861 2844.67982997152 2847.64283593334 2847.64283593334 2847.64283593334 2847.64283593334 2847.64283593334
"X17" 2640.53834684787 2640.42645059815 2640.42645059815 2793.9555587173 2793.9555587173 2639.16053574568 2642.21619606759 2642.21619606759 2793.9555587173 2793.9555587173 2793.9555587173 2793.9555587173 2639.16053574568 2642.21619606759 2642.21619606759 2642.21619606759 2735.60387650598 2726.45347904339 2726.45347904339 2726.45347904339 2726.45347904339 2726.45347904339 2943.80023989548 2940.33112251488 2940.33112251488 2940.33112251488 2288.55981178555 2735.60387650598 2726.45347904339 2726.45347904339 2726.45347904339 2726.45347904339 2726.45347904339 2943.80023989548 2940.33112251488 2940.33112251488 2940.33112251488 2940.33112251488 2726.45347904339 2726.45347904339 2726.45347904339 2726.45347904339 2726.45347904339 2943.80023989548 2940.33112251488 2940.33112251488 2940.33112251488 2940.33112251488 2940.33112251488 2726.45347904339 2726.45347904339 2943.80023989548 2940.33112251488 2940.33112251488 2940.33112251488 2940.33112251488 2940.33112251488
"X18" 2753.20957303853 2752.92301145999 2752.92301145999 3027.51839127517 3027.51839127517 2751.88081856295 2754.21645867126 2754.21645867126 3027.51839127517 3027.51839127517 3027.51839127517 3027.51839127517 2751.88081856295 2754.21645867126 2754.21645867126 2754.21645867126 2839.81113213159 2831.1309332115 2831.1309332115 2831.1309332115 2831.1309332115 2831.1309332115 3050.20804967808 3048.92292977396 3048.92292977396 3048.92292977396 2370.20159332647 2839.81113213159 2831.1309332115 2831.1309332115 2831.1309332115 2831.1309332115 2831.1309332115 3050.20804967808 3048.92292977396 3048.92292977396 3048.92292977396 3048.92292977396 2831.1309332115 2831.1309332115 2831.1309332115 2831.1309332115 2831.1309332115 3050.20804967808 3048.92292977396 3048.92292977396 3048.92292977396 3048.92292977396 3048.92292977396 2831.1309332115 2831.1309332115 3050.20804967808 3048.92292977396 3048.92292977396 3048.92292977396 3048.92292977396 3048.92292977396
