"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106"
"X1" 2047.30539460667 1867.97802135467 1224.29258550904 2164.16612541052 2194.17542887651 2016.9290367521 896.111469383938 645.124062533867 1996.61688112109 1942.45292070562 2184.62678191083 1810.65401944323 1184.67549975268 1879.21694157684 2001.00668019826 2312.95665772161 2398.19247779763 1763.0302989805 1916.79533434072 2270.83576279032 2508.33213854587 2505.35215113118 1933.6842270968 1040.29013184769 1782.51108958421 2064.88104306772 2315.40295281794 2364.11056371931 2461.96632178406 1982.41427787146 1696.83623315515 1947.76384195325 2063.79933470098 2146.97398863024 2092.3723707088 2166.95227796322 1771.34685260171 1627.74766815404 2005.91039937848 2081.58271560337 2102.39098985301 2013.37233052117 1974.56084052114 1726.32245759068 1155.62078524198 485.751751687375 1574.81301236359 2027.98986022119 2091.65193540032 2034.88067682863 1989.29317052022 1916.66406694635 1866.32625232933 1630.27813329603 947.035809487873 1561.13601870372 2008.8512640212 2013.07351388703 1982.63494611557 1976.88345925344 1936.56360207736 1910.99842624196 1801.35214802655 1387.89577387346 1567.04574406069 2041.25549008668 2092.11430324406 2007.72010117443 1951.64310174087 1960.11662119068 1927.35410871975 1907.54369098914 1657.95488363848 1606.5629309217 2156.60137408495 2101.63185165561 1914.27665044603 1894.87141306193 1898.26679180387 1844.49766390904 1865.31666822321 1419.27187602167 1249.25627686183 2012.50448665023 1968.21491595751 1854.44002285443 1778.75197935825 1798.62931740197 1686.48863303889 1779.53754539328 1829.21592243353 1752.5223401003 1601.84218733431 1457.90707853616 1628.42337274903 1461.02283994442 1358.34089860657 1351.02423320054 1358.62149863466 1303.97506268905 1032.85257793029 1146.26290077903 677.778824001564 767.087259879688 696.542740062935 461.966081126327
"X2" 1832.04498911257 1712.55315342842 1063.80814207068 2105.52955330617 2153.26887974277 1876.8975996973 879.837956054002 595.590564828889 2009.48557055217 2020.07613216177 2177.614746373 1836.55605372886 1226.6774345334 1921.43965784337 2030.10454435787 2315.41647375962 2421.09953957703 1826.47294301201 1944.4803117431 2253.71911834883 2509.86699391381 2537.94109341515 1988.39539147977 1050.37895403007 1698.0043742259 2066.05361235669 2316.20423604679 2417.11478925174 2506.5657907646 2004.21858545684 1631.71849823173 1912.14724056181 2068.03182538457 2184.89419682483 2147.64755893102 2197.59797086945 1764.9441074927 1634.56575659195 1971.39119710309 2050.44902163021 2070.66543505631 1981.40002986667 1971.95654615683 1703.70581580367 1096.83996683097 451.686984955175 1594.5552313764 1965.08401967406 2000.09782864462 1962.75478084511 1924.14404098779 1878.71323640795 1816.93036607367 1565.07800549033 899.922435163214 1582.48445534888 1942.58491639736 1947.87389877233 1920.27604151377 1905.26736159481 1867.27761970623 1833.12361337456 1747.1386711652 1320.62045265733 1577.32541602761 1974.011300468 1999.43231370344 1945.98064909936 1902.90415775244 1893.93445998122 1870.42213214976 1846.60809505065 1575.64307655072 1625.77784415163 2064.15654856686 2016.9953745355 1904.04408329174 1877.90820563036 1856.16577098877 1816.35638968418 1809.73542625976 1381.67492462379 1371.896987796 1978.53390344286 1936.47275607449 1862.54308260358 1787.15721938737 1789.95842063414 1678.01364131765 1754.4865843318 1823.80888339285 1756.66558320506 1648.31624469018 1502.06551893212 1638.26367589502 1407.09114667264 1378.28983665248 1390.58449688259 1415.88336303473 1370.71039182887 1114.88930252035 1155.61154790349 710.226388370116 810.717140940221 749.033065844279 524.560311787342
"X3" 1644.2898595126 1574.72520169989 921.811832449796 2059.01378146022 2120.36310932909 1749.50489432824 871.030115958343 557.956752873397 2027.82451226318 2096.15727200545 2172.40497107989 1864.70938304016 1271.41570192718 1964.13909261561 2060.13807507127 2319.50129947503 2443.83506391714 1889.19261727035 1973.39637897895 2239.52238695426 2512.0274256189 2569.66979719799 2042.73763848617 1063.57801166897 1623.58161679006 2069.45408019659 2318.18678076452 2467.71842667724 2549.18286775712 2026.91949473168 1575.42464375025 1881.13517823045 2073.58148130792 2221.2221647159 2199.13186851921 2227.39516910202 1761.23388828645 1644.83519639839 1939.6183577719 2020.47818706184 2040.15021827923 1950.8851313048 1969.16307841462 1683.1445700562 1043.4329712889 423.719261776625 1616.74404525258 1907.00048539528 1915.74024526764 1895.8522168905 1862.30864314082 1841.89585157495 1769.21812646027 1504.34439892045 858.410253938557 1606.00341563966 1880.69671358224 1885.57235237174 1861.49533544593 1837.14785982641 1801.4465764999 1758.76525708607 1695.36867304767 1258.99535156484 1588.79865236601 1909.31527304742 1911.19734755758 1888.2871202499 1856.02040727961 1830.39643822678 1816.09077110666 1787.39836704801 1498.23781017484 1645.09393923152 1976.03254930778 1936.19857056067 1894.73526717604 1861.43650158508 1816.00840267767 1789.29975097221 1755.8655431491 1347.16737304438 1488.9282547891 1946.09990413485 1904.69593739098 1869.01043539022 1794.77323073938 1781.56334472856 1670.25861228926 1729.873582087 1816.82373426623 1758.51683943546 1690.65380268385 1543.96062185626 1648.10381801055 1357.13602593117 1395.107020993 1426.80275637813 1468.42112664702 1433.01983303786 1192.08499319658 1165.50808882948 741.528777725781 851.725956880054 798.794268666351 587.264647619787
"X4" 1516.23411357311 1479.09425487567 822.141461121312 2041.65346738581 2107.88586670753 1655.20701483268 877.220708047755 545.9235207483 2058.40406648058 2169.97795313513 2174.34979632426 1898.18310476887 1321.81402253344 2008.74975794867 2094.3692160067 2330.19530411584 2468.48063523696 1951.09210558787 2006.49053164487 2234.62481526683 2518.62596243469 2601.84184668884 2097.75264154724 1084.31001880693 1572.8854957567 2080.44077164938 2325.5916018299 2514.93168617048 2589.88307832888 2053.93264090274 1539.64379676485 1863.03483114504 2084.81653509864 2256.18347977887 2244.52130638786 2258.14193662709 1766.3691807346 1662.94501625577 1917.33409730924 1996.87720227684 2015.84741987768 1927.24490999005 1969.96886111944 1671.51178172631 1004.30643713873 409.697793178278 1643.75504748529 1863.55212759354 1851.11427669389 1844.09805198422 1812.08957402087 1811.74544015921 1730.24687017818 1458.06942788492 830.943593799861 1634.20470227164 1832.47604625198 1834.53966493117 1814.78218474665 1781.43721433498 1747.03521279188 1697.17678929936 1653.84283238715 1213.59710089584 1603.39143612922 1854.91369150926 1838.2133314016 1843.45359440836 1817.74581742515 1777.30041504888 1771.81283896943 1737.03303707604 1436.41753940699 1664.54752377615 1902.89618525532 1869.47307611971 1890.68216744011 1849.82014875596 1784.27640563843 1768.39677762156 1710.44784192722 1322.89633603577 1591.34971890248 1920.45840892877 1877.26359583268 1875.29067569992 1803.72331840899 1777.33192687944 1667.23332733574 1708.63283789124 1809.98452857492 1758.77229738035 1726.12237268643 1582.2483764231 1660.51010435242 1319.35235662792 1406.47011743984 1457.43056762138 1512.27116185071 1486.13581373538 1259.33145403162 1177.73854527978 771.317764168113 888.227764250061 843.663297979517 650.373259414411
"X5" 1467.29498138153 1442.67324823202 781.856412194235 2062.23419616331 2123.3894024588 1608.70113892132 902.985741781622 567.838592392173 2103.69967697364 2239.85081144828 2186.98235937846 1938.69514711539 1379.51319426799 2055.05449803262 2134.52308390737 2351.01806835484 2496.2130805259 2011.84765878689 2044.82384152736 2243.30709627702 2532.53633772799 2635.22392792063 2154.00267576722 1115.7565136329 1554.0159599164 2101.92304568803 2340.9178113705 2557.25346051323 2628.54478367865 2087.59611053945 1530.64030055527 1862.77454109091 2104.06704343079 2289.34938221812 2281.81838338647 2290.86655755114 1784.50480662723 1690.13127483068 1908.67368248136 1983.32557764144 2001.31095484864 1914.24496556795 1976.94121569772 1673.45532229501 985.891082622489 414.904379513202 1675.55037178099 1841.12958719703 1814.51912193174 1814.13995280621 1779.40047099147 1792.27322126516 1705.02830999815 1433.26068627142 823.65045725171 1667.19526300715 1804.18698223942 1800.95353874013 1786.20916810621 1744.8368805929 1709.79622311822 1654.98710887933 1628.10731676722 1192.00510537159 1621.40173965194 1816.58210338798 1788.63209256474 1817.76578276394 1793.42172341559 1740.57640431241 1742.99283505491 1700.93189015316 1398.07609787447 1683.12111915954 1852.44811349563 1824.49809722432 1894.9753302031 1846.5519929004 1765.96847012245 1757.47322408468 1678.75548073905 1314.13572054575 1671.16282982522 1904.92480290345 1857.79255911313 1882.66092728315 1815.64949597809 1780.34633299655 1671.97059054763 1692.6802384675 1804.63799943921 1758.1640788279 1752.75409501603 1615.47652593257 1677.3747845044 1299.94343785297 1410.49641611503 1480.38551346376 1544.14903496997 1525.82639599547 1312.1302936742 1193.31808939265 798.569142705673 918.274130418467 881.320652988095 712.176574874413
"X6" 1506.90907538684 1475.21971593209 811.116966421922 2123.93208562606 2170.53518717764 1618.83758871098 950.491503815944 627.709573945188 2163.64086127739 2303.96972123059 2212.22419890976 1986.85902486259 1445.0698876164 2102.04485314621 2181.19808214513 2384.00281037789 2527.49991749514 2070.99446357349 2088.28879975016 2267.93293761404 2555.53662246681 2670.14193007101 2211.62655593939 1159.79634289403 1570.82322815937 2135.04620227673 2365.35181529069 2593.3161836528 2664.95715739599 2129.20411729408 1550.99799872979 1882.70178385346 2132.26390427363 2320.0951826044 2309.59193869046 2325.98980764877 1817.95163351222 1725.91720416647 1915.76913394106 1982.09234561945 1998.72469834126 1914.13352025573 1991.54917052458 1691.6188032267 992.158265574379 442.300761784694 1710.96917089814 1843.2534495423 1810.66322927555 1809.81333436954 1767.88103897635 1786.00624596214 1696.64955083182 1434.14628936912 840.321078355983 1703.93848113967 1799.42513164987 1788.74609483132 1779.51516727451 1731.64180424199 1693.33575115141 1636.3228269933 1621.57770990146 1198.89169815703 1642.28139754042 1798.01201681441 1767.71382255065 1815.05872804603 1786.61606333627 1724.10350162436 1733.02904722472 1682.67613477718 1388.24224799572 1699.47202690564 1829.45869883874 1806.22088356762 1909.47707953814 1853.96764412519 1764.35624667776 1759.01399829717 1664.32272825612 1324.17798687894 1722.43149518732 1901.26260472051 1848.81341931094 1892.05861046891 1831.62512812467 1792.65499803915 1686.40163043786 1683.08174409662 1801.73524597803 1757.34307056259 1769.38805189175 1642.4892214385 1699.85770103351 1302.8894022993 1405.9728994703 1494.22234189598 1561.88698560128 1549.13507831036 1347.32782571779 1212.73922732338 822.270223171386 940.375926998764 909.950793591541 770.508416308514
"X7" 1617.85582998448 1565.64958438143 899.885368741091 2215.87116060786 2242.50551381457 1677.38630154404 1015.33945743609 717.758589440527 2232.23233060245 2360.90513301023 2247.49196954004 2040.26421596271 1516.02727550562 2147.13214986433 2232.06156126866 2426.83853061335 2560.91106117817 2127.71264567513 2133.98089351969 2305.44616464448 2586.08454792922 2705.72311820866 2269.56785820327 1214.45779635174 1615.9040296211 2176.41319057881 2396.64064391329 2622.70607482114 2698.73579846823 2177.04040179343 1594.10843844864 1918.34846692936 2166.82773841339 2347.62716857564 2328.28868462713 2362.30629444779 1863.78904583897 1766.07050932625 1935.46429442793 1991.4697027685 2006.37543004592 1924.87988848743 2012.18730617843 1723.02002789355 1019.95521272216 488.308080780686 1746.67719400847 1865.59025922327 1834.39338209107 1827.20062226139 1774.68372010761 1791.21396428968 1702.7345896084 1457.07378338639 877.936977759938 1741.1420402248 1814.35090203192 1795.30264960691 1791.74761154516 1739.00225065377 1695.10177513993 1638.17343620167 1631.60932283329 1230.57605677676 1663.68181951745 1796.76100543138 1772.13245158892 1832.12666861006 1795.44842083882 1725.66725827871 1739.54969673587 1680.41375411994 1403.57421456409 1711.92097569141 1830.23622183697 1811.52115286005 1932.49931727574 1870.80274824635 1777.49666433128 1771.54096519435 1665.42040062676 1350.47019679428 1746.09798699612 1907.07180989327 1849.44328836984 1903.30451648428 1851.00600034141 1813.11522899496 1709.15561952453 1678.58789954847 1801.08622550637 1756.64801563426 1777.26263027605 1663.34977740161 1726.94293524116 1325.51871218768 1393.84953018244 1499.7794242829 1566.96510648382 1557.47261671804 1366.33090041243 1235.19776999726 842.031087197875 954.8424992451 929.785733330689 823.21090394447
"X8" 1776.306768804 1697.71506640677 1033.12285685191 2323.68437585065 2329.88215026941 1771.88658168157 1091.50346545129 827.284983321208 2302.0029199764 2409.31486870179 2289.08401014018 2095.74802705722 1589.179037331 2187.33001870067 2284.05098639569 2476.13602291047 2594.5435161423 2181.09118976235 2178.29723302054 2351.44582277726 2621.81380702527 2740.79542899121 2326.47125670322 1276.81503635853 1679.06377379895 2221.49726946012 2431.67651288361 2645.24153298087 2729.4505034433 2228.64093328242 1651.08258639336 1963.55485493329 2204.30617616578 2371.10607633074 2338.81676472573 2398.20465129803 1917.79832754639 1805.42226129477 1963.29089553879 2008.7642745669 2021.58387376066 1943.39229033684 2036.48615751819 1763.28072968266 1064.36573010546 547.727263930537 1778.79570078435 1901.85919811504 1878.11316494628 1860.46341417742 1795.3540002576 1805.11068740592 1719.5533535818 1496.43849804063 931.794733442425 1774.94877606858 1843.28176582313 1816.38729117173 1818.29643562898 1762.2991150644 1711.01753215211 1655.76095885195 1654.05595628781 1281.30944350506 1682.80398019415 1808.86753146434 1796.43622968003 1864.01957148821 1816.68918887276 1741.54464644631 1758.75392397817 1690.94782540891 1438.65838907128 1718.70061142484 1848.99287142446 1835.28114865704 1961.47293753842 1894.90069839609 1802.15513346984 1792.59427663719 1679.01648655121 1389.01145798835 1744.80019912457 1918.91904048221 1857.95383842214 1915.94158370318 1872.72113548849 1839.79329863086 1738.04309345177 1677.37440609812 1802.21738911976 1756.3396064215 1778.20859650508 1678.42074606432 1757.07430733258 1363.51320253764 1375.6105887797 1498.45903537192 1561.76478092237 1553.32875495767 1371.67279030711 1259.56762002813 857.614031422037 962.426351276354 941.561864552821 868.122440330148
"X9" 1958.48752706987 1855.21596850447 1195.841659564 2433.02149351189 2423.26424880099 1889.91899454286 1172.97021816737 945.61011320492 2365.48224078449 2447.84675499603 2333.30589908032 2150.15014754222 1661.32125687923 2219.64613249312 2334.10501844234 2528.51349764756 2626.49462891573 2230.21518713506 2217.63305634064 2401.54060866244 2660.3639973579 2774.18622277693 2380.98014713649 1343.95092299298 1750.12828516847 2265.77562931672 2467.35561038647 2660.73257975119 2756.66752256106 2281.54594537193 1713.04696750262 2012.17212052459 2241.24995244362 2389.68760147936 2342.07451526762 2432.07287549847 1975.77001252753 1838.80219288784 1994.78994469584 2031.29172701456 2041.67925163075 1966.58764186097 2062.08021919113 1808.03254686237 1120.49258228224 615.3744759535 1803.44124944108 1945.79534700707 1934.24892861469 1903.78124512905 1825.45308288495 1824.92049636385 1743.38795332694 1546.65454230323 997.209574873364 1801.49711999491 1880.55121845442 1847.78080502507 1854.56782920836 1796.9313987112 1737.02221811894 1684.32541965457 1684.78567910281 1345.36499747309 1696.8460973167 1830.38554185174 1835.19616868222 1905.80410804021 1847.12290808396 1768.02888439571 1786.85526512968 1711.09627436499 1488.10386472003 1718.03695442481 1879.96141879088 1872.40422064496 1993.83529292674 1924.11317683354 1835.11025294528 1819.72384892331 1702.09347934416 1435.81505894954 1721.14684043596 1933.37787088201 1872.62563305795 1929.5140272267 1895.70207059846 1870.76266338216 1770.88173709956 1677.62067765088 1804.65708482388 1756.67868823591 1774.04845378425 1688.05769380384 1788.69912780296 1412.57241566544 1352.73316130496 1491.65544264248 1548.6553868832 1539.17851859592 1365.87092717333 1284.72470471093 868.77661338212 963.872156796255 946.006365069293 903.072074541905
"X10" 2140.65081364336 2021.98127488814 1373.0879430335 2529.53278553308 2513.25767492458 2019.0912596229 1253.73238708939 1062.06520357393 2415.19220149691 2475.13710572632 2376.46627283609 2200.30906316512 1729.24878065706 2241.07881993465 2379.16005101119 2580.59275350483 2654.85994318623 2274.16480523907 2248.3776474488 2451.34389264316 2699.37795296745 2804.72096728013 2431.73511605538 1412.95369652936 1818.93224450451 2304.72426871469 2500.57458430821 2668.98065933286 2779.94908522365 2333.29715297836 1771.13358633272 2058.05537277683 2274.20900430637 2402.52145517027 2338.95150349546 2462.29651438154 2033.499113582 1861.0328333186 2025.50667640532 2056.37373289435 2063.9962631006 1991.38806626672 2086.60527767825 1852.91207777951 1183.45192799376 686.075221996089 1816.72128801394 1991.14258324867 1995.24119401755 1951.34498274981 1860.55285842495 1847.87410361593 1770.52847881237 1602.14847222825 1069.51005716921 1816.91671819206 1920.50235491856 1885.27589707902 1895.97902924352 1838.31099304091 1769.06638187979 1719.11945407665 1719.67615318449 1417.03123533599 1703.00045842058 1857.38000267514 1882.99988780244 1952.55805742814 1883.54462699436 1801.42523706553 1820.07736350126 1737.68827950251 1546.53632296663 1708.14739323318 1917.38868230867 1917.80904988716 2027.02729373107 1956.2977286572 1873.1501634531 1850.48659347641 1731.64496576954 1486.90395092245 1677.7204090381 1947.02495335633 1891.74618954915 1943.56683565847 1918.88165720865 1904.10178997569 1805.49391967465 1677.50778462164 1807.93503952618 1757.92657135189 1766.59852839993 1692.60961701863 1820.26644628872 1468.40872236848 1326.68883008066 1480.75650741528 1529.99700726718 1517.48504003355 1351.42977996793 1309.54570359469 875.271390037684 959.917622199644 943.838042016789 925.877049039438
