"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X11" 2511.43437921669 2511.43437921669 2590.48285063187 2590.48285063187 2590.48285063187 2590.48285063187 2590.48285063187 2590.48285063187 2590.48285063187 2590.48285063187 2590.48285063187 2717.28159419036 2717.28159419036 2717.28159419036 2717.28159419036 2717.28159419036 3018.27286786504 2717.28159419036 2717.28159419036 2717.28159419036 2717.28159419036 2717.28159419036 3018.27286786504 2717.28159419036 2717.28159419036 2717.28159419036 3018.27286786504 3018.27286786504 3347.72920129338
"X12" 2545.11084865838 2545.11084865838 2596.18339315792 2596.18339315792 2596.18339315792 2596.18339315792 2596.18339315792 2596.18339315792 2596.18339315792 2596.18339315792 2596.18339315792 2658.43197693201 2658.43197693201 2658.43197693201 2658.43197693201 2658.43197693201 3028.01846828451 2658.43197693201 2658.43197693201 2658.43197693201 2658.43197693201 2658.43197693201 3028.01846828451 2658.43197693201 2658.43197693201 2658.43197693201 3028.01846828451 3028.01846828451 3277.31608110379
"X13" 2577.80664926642 2577.80664926642 2603.27324882748 2603.27324882748 2603.27324882748 2603.27324882748 2603.27324882748 2603.27324882748 2603.27324882748 2603.27324882748 2603.27324882748 2604.59812261909 2604.59812261909 2604.59812261909 2604.59812261909 2604.59812261909 3048.74980906128 2604.59812261909 2604.59812261909 2604.59812261909 2604.59812261909 2604.59812261909 3048.74980906128 2604.59812261909 2604.59812261909 2604.59812261909 3048.74980906128 3048.74980906128 3220.30774756829
"X14" 2597.20942665004 2597.20942665004 2603.0136618529 2603.0136618529 2603.0136618529 2603.0136618529 2603.0136618529 2603.0136618529 2603.0136618529 2603.0136618529 2603.0136618529 2558.4932640733 2558.4932640733 2558.4932640733 2558.4932640733 2558.4932640733 3079.21828891517 2558.4932640733 2558.4932640733 2558.4932640733 2558.4932640733 2558.4932640733 3079.21828891517 2558.4932640733 2558.4932640733 2558.4932640733 3079.21828891517 3079.21828891517 3182.25900818665
"X15" 2595.33539621722 2595.33539621722 2590.19176635142 2590.19176635142 2590.19176635142 2590.19176635142 2590.19176635142 2590.19176635142 2590.19176635142 2590.19176635142 2590.19176635142 2523.84579199087 2523.84579199087 2523.84579199087 2523.84579199087 2523.84579199087 3118.5059310132 2523.84579199087 2523.84579199087 2523.84579199087 2523.84579199087 2523.84579199087 3118.5059310132 2523.84579199087 2523.84579199087 2523.84579199087 3118.5059310132 3118.5059310132 3168.04657611524
"X16" 2582.03456604835 2582.03456604835 2574.11824071149 2574.11824071149 2574.11824071149 2574.11824071149 2574.11824071149 2574.11824071149 2574.11824071149 2574.11824071149 2574.11824071149 2508.42311964904 2508.42311964904 2508.42311964904 2508.42311964904 2508.42311964904 3166.98157735125 2508.42311964904 2508.42311964904 2508.42311964904 2508.42311964904 2508.42311964904 3166.98157735125 2508.42311964904 2508.42311964904 2508.42311964904 3166.98157735125 3166.98157735125 3179.77575321759
"X17" 2572.48428364621 2572.48428364621 2568.11496555565 2568.11496555565 2568.11496555565 2568.11496555565 2568.11496555565 2568.11496555565 2568.11496555565 2568.11496555565 2568.11496555565 2520.13693542535 2520.13693542535 2520.13693542535 2520.13693542535 2520.13693542535 3225.35777136719 2520.13693542535 2520.13693542535 2520.13693542535 2520.13693542535 2520.13693542535 3225.35777136719 2520.13693542535 2520.13693542535 2520.13693542535 3225.35777136719 3225.35777136719 3218.1121902557
"X18" 2584.32879581635 2584.32879581635 2585.91409496479 2585.91409496479 2585.91409496479 2585.91409496479 2585.91409496479 2585.91409496479 2585.91409496479 2585.91409496479 2585.91409496479 2562.17169130166 2562.17169130166 2562.17169130166 2562.17169130166 2562.17169130166 3294.28230616046 2562.17169130166 2562.17169130166 2562.17169130166 2562.17169130166 2562.17169130166 3294.28230616046 2562.17169130166 2562.17169130166 2562.17169130166 3294.28230616046 3294.28230616046 3280.18576768531
"X19" 2628.11859827104 2628.11859827104 2633.94553092656 2633.94553092656 2633.94553092656 2633.94553092656 2633.94553092656 2633.94553092656 2633.94553092656 2633.94553092656 2633.94553092656 2631.16179667824 2631.16179667824 2631.16179667824 2631.16179667824 2631.16179667824 3373.74740070069 2631.16179667824 2631.16179667824 2631.16179667824 2631.16179667824 2631.16179667824 3373.74740070069 2631.16179667824 2631.16179667824 2631.16179667824 3373.74740070069 3373.74740070069 3360.38058457406
"X20" 2700.99795160821 2700.99795160821 2707.35471654692 2707.35471654692 2707.35471654692 2707.35471654692 2707.35471654692 2707.35471654692 2707.35471654692 2707.35471654692 2707.35471654692 2719.50152645306 2719.50152645306 2719.50152645306 2719.50152645306 2719.50152645306 3462.94887173319 2719.50152645306 2719.50152645306 2719.50152645306 2719.50152645306 2719.50152645306 3462.94887173319 2719.50152645306 2719.50152645306 2719.50152645306 3462.94887173319 3462.94887173319 3452.80747490994
"X21" 2789.86447535753 2789.86447535753 2793.7201241504 2793.7201241504 2793.7201241504 2793.7201241504 2793.7201241504 2793.7201241504 2793.7201241504 2793.7201241504 2793.7201241504 2819.59308115722 2819.59308115722 2819.59308115722 2819.59308115722 2819.59308115722 3560.72450485781 2819.59308115722 2819.59308115722 2819.59308115722 2819.59308115722 2819.59308115722 3560.72450485781 2819.59308115722 2819.59308115722 2819.59308115722 3560.72450485781 3560.72450485781 3553.14496407419
"X22" 2881.55151721527 2881.55151721527 2881.35762982862 2881.35762982862 2881.35762982862 2881.35762982862 2881.35762982862 2881.35762982862 2881.35762982862 2881.35762982862 2881.35762982862 2926.08564895368 2926.08564895368 2926.08564895368 2926.08564895368 2926.08564895368 3666.06441524032 2926.08564895368 2926.08564895368 2926.08564895368 2926.08564895368 2926.08564895368 3666.06441524032 2926.08564895368 2926.08564895368 2926.08564895368 3666.06441524032 3666.06441524032 3658.24990595343
"X23" 2973.53771331284 2973.53771331284 2970.01541597397 2970.01541597397 2970.01541597397 2970.01541597397 2970.01541597397 2970.01541597397 2970.01541597397 2970.01541597397 2970.01541597397 3043.51820694142 3043.51820694142 3043.51820694142 3043.51820694142 3043.51820694142 3778.87113712188 3043.51820694142 3043.51820694142 3043.51820694142 3043.51820694142 3043.51820694142 3778.87113712188 3043.51820694142 3043.51820694142 3043.51820694142 3778.87113712188 3778.87113712188 3768.53831826562
"X24" 3078.65887384382 3078.65887384382 3074.4116384999 3074.4116384999 3074.4116384999 3074.4116384999 3074.4116384999 3074.4116384999 3074.4116384999 3074.4116384999 3074.4116384999 3185.87978333767 3185.87978333767 3185.87978333767 3185.87978333767 3185.87978333767 3899.60151148055 3185.87978333767 3185.87978333767 3185.87978333767 3185.87978333767 3185.87978333767 3899.60151148055 3185.87978333767 3185.87978333767 3185.87978333767 3899.60151148055 3899.60151148055 3887.05176091483
"X25" 3220.29059324378 3220.29059324378 3218.29945703625 3218.29945703625 3218.29945703625 3218.29945703625 3218.29945703625 3218.29945703625 3218.29945703625 3218.29945703625 3218.29945703625 3369.19673596411 3369.19673596411 3369.19673596411 3369.19673596411 3369.19673596411 4027.84468207935 3369.19673596411 3369.19673596411 3369.19673596411 3369.19673596411 3369.19673596411 4027.84468207935 3369.19673596411 3369.19673596411 3369.19673596411 4027.84468207935 4027.84468207935 4016.34385630606
"X26" 3419.54850915977 3419.54850915977 3421.51260460906 3421.51260460906 3421.51260460906 3421.51260460906 3421.51260460906 3421.51260460906 3421.51260460906 3421.51260460906 3421.51260460906 3601.28125817092 3601.28125817092 3601.28125817092 3601.28125817092 3601.28125817092 4160.51774972243 3601.28125817092 3601.28125817092 3601.28125817092 3601.28125817092 3601.28125817092 4160.51774972243 3601.28125817092 3601.28125817092 3601.28125817092 4160.51774972243 4160.51774972243 4155.11143074028
"X27" 3680.58727827568 3680.58727827568 3686.01372763869 3686.01372763869 3686.01372763869 3686.01372763869 3686.01372763869 3686.01372763869 3686.01372763869 3686.01372763869 3686.01372763869 3873.30821404613 3873.30821404613 3873.30821404613 3873.30821404613 3873.30821404613 4290.6470099855 3873.30821404613 3873.30821404613 3873.30821404613 3873.30821404613 3873.30821404613 4290.6470099855 3873.30821404613 3873.30821404613 3873.30821404613 4290.6470099855 4290.6470099855 4296.08348624189
"X28" 3981.69642530409 3981.69642530409 3988.16261251672 3988.16261251672 3988.16261251672 3988.16261251672 3988.16261251672 3988.16261251672 3988.16261251672 3988.16261251672 3988.16261251672 4157.60546915332 4157.60546915332 4157.60546915332 4157.60546915332 4157.60546915332 4407.61759214173 4157.60546915332 4157.60546915332 4157.60546915332 4157.60546915332 4157.60546915332 4407.61759214173 4157.60546915332 4157.60546915332 4157.60546915332 4407.61759214173 4407.61759214173 4426.31128551005
"X29" 4277.70866819556 4277.70866819556 4282.08475615797 4282.08475615797 4282.08475615797 4282.08475615797 4282.08475615797 4282.08475615797 4282.08475615797 4282.08475615797 4282.08475615797 4413.62092565233 4413.62092565233 4413.62092565233 4413.62092565233 4413.62092565233 4499.21404909734 4413.62092565233 4413.62092565233 4413.62092565233 4413.62092565233 4413.62092565233 4499.21404909734 4413.62092565233 4413.62092565233 4413.62092565233 4499.21404909734 4499.21404909734 4530.08449833984
"X30" 4514.22370602439 4514.22370602439 4514.17039295941 4514.17039295941 4514.17039295941 4514.17039295941 4514.17039295941 4514.17039295941 4514.17039295941 4514.17039295941 4514.17039295941 4600.50488523559 4600.50488523559 4600.50488523559 4600.50488523559 4600.50488523559 4554.97620230815 4600.50488523559 4600.50488523559 4600.50488523559 4600.50488523559 4600.50488523559 4554.97620230815 4600.50488523559 4600.50488523559 4600.50488523559 4554.97620230815 4554.97620230815 4593.60720514808
"X31" 4648.71209235517 4648.71209235517 4643.66255726471 4643.66255726471 4643.66255726471 4643.66255726471 4643.66255726471 4643.66255726471 4643.66255726471 4643.66255726471 4643.66255726471 4691.74102363902 4691.74102363902 4691.74102363902 4691.74102363902 4691.74102363902 4569.73418931538 4691.74102363902 4691.74102363902 4691.74102363902 4691.74102363902 4691.74102363902 4569.73418931538 4691.74102363902 4691.74102363902 4691.74102363902 4569.73418931538 4569.73418931538 4609.7808930064
"X32" 4670.34766710218 4670.34766710218 4661.44837478311 4661.44837478311 4661.44837478311 4661.44837478311 4661.44837478311 4661.44837478311 4661.44837478311 4661.44837478311 4661.44837478311 4686.21540026713 4686.21540026713 4686.21540026713 4686.21540026713 4686.21540026713 4545.99731920825 4686.21540026713 4686.21540026713 4686.21540026713 4686.21540026713 4686.21540026713 4545.99731920825 4686.21540026713 4686.21540026713 4686.21540026713 4545.99731920825 4545.99731920825 4581.32543488435
"X33" 4603.77199858485 4603.77199858485 4593.05822263219 4593.05822263219 4593.05822263219 4593.05822263219 4593.05822263219 4593.05822263219 4593.05822263219 4593.05822263219 4593.05822263219 4607.47037473704 4607.47037473704 4607.47037473704 4607.47037473704 4607.47037473704 4493.20341352793 4607.47037473704 4607.47037473704 4607.47037473704 4607.47037473704 4607.47037473704 4493.20341352793 4607.47037473704 4607.47037473704 4607.47037473704 4493.20341352793 4493.20341352793 4519.77205893365
"X34" 4480.90805680353 4480.90805680353 4471.12079174467 4471.12079174467 4471.12079174467 4471.12079174467 4471.12079174467 4471.12079174467 4471.12079174467 4471.12079174467 4471.12079174467 4484.03510462301 4484.03510462301 4484.03510462301 4484.03510462301 4484.03510462301 4422.16280351017 4484.03510462301 4484.03510462301 4484.03510462301 4484.03510462301 4484.03510462301 4422.16280351017 4484.03510462301 4484.03510462301 4484.03510462301 4422.16280351017 4422.16280351017 4438.39724849873
"X35" 4335.85251780496 4335.85251780496 4330.11454568288 4330.11454568288 4330.11454568288 4330.11454568288 4330.11454568288 4330.11454568288 4330.11454568288 4330.11454568288 4330.11454568288 4344.57944949853 4344.57944949853 4344.57944949853 4344.57944949853 4344.57944949853 4343.59832962347 4344.57944949853 4344.57944949853 4344.57944949853 4344.57944949853 4344.57944949853 4343.59832962347 4344.57944949853 4344.57944949853 4344.57944949853 4343.59832962347 4343.59832962347 4350.30208988264
"X36" 4211.1211346059 4211.1211346059 4211.36250744912 4211.36250744912 4211.36250744912 4211.36250744912 4211.36250744912 4211.36250744912 4211.36250744912 4211.36250744912 4211.36250744912 4216.98324623732 4216.98324623732 4216.98324623732 4216.98324623732 4216.98324623732 4267.41963423572 4216.98324623732 4216.98324623732 4216.98324623732 4216.98324623732 4216.98324623732 4267.41963423572 4216.98324623732 4216.98324623732 4216.98324623732 4267.41963423572 4267.41963423572 4267.23937278394
"X37" 4143.75862286894 4143.75862286894 4149.61554696464 4149.61554696464 4149.61554696464 4149.61554696464 4149.61554696464 4149.61554696464 4149.61554696464 4149.61554696464 4149.61554696464 4120.79746799291 4120.79746799291 4120.79746799291 4120.79746799291 4120.79746799291 4200.56681161738 4120.79746799291 4120.79746799291 4120.79746799291 4120.79746799291 4120.79746799291 4200.56681161738 4120.79746799291 4120.79746799291 4120.79746799291 4200.56681161738 4200.56681161738 4196.93513355559
"X38" 4149.13750588254 4149.13750588254 4158.06375510148 4158.06375510148 4158.06375510148 4158.06375510148 4158.06375510148 4158.06375510148 4158.06375510148 4158.06375510148 4158.06375510148 4062.42056018491 4062.42056018491 4062.42056018491 4062.42056018491 4062.42056018491 4145.76110933314 4062.42056018491 4062.42056018491 4062.42056018491 4062.42056018491 4062.42056018491 4145.76110933314 4062.42056018491 4062.42056018491 4062.42056018491 4145.76110933314 4145.76110933314 4141.75765392132
"X39" 4212.16906539516 4212.16906539516 4220.69761831421 4220.69761831421 4220.69761831421 4220.69761831421 4220.69761831421 4220.69761831421 4220.69761831421 4220.69761831421 4220.69761831421 4036.12535073561 4036.12535073561 4036.12535073561 4036.12535073561 4036.12535073561 4101.86941281766 4036.12535073561 4036.12535073561 4036.12535073561 4036.12535073561 4036.12535073561 4101.86941281766 4036.12535073561 4036.12535073561 4036.12535073561 4101.86941281766 4101.86941281766 4099.47608183367
"X40" 4287.83797094154 4287.83797094154 4293.53953394257 4293.53953394257 4293.53953394257 4293.53953394257 4293.53953394257 4293.53953394257 4293.53953394257 4293.53953394257 4293.53953394257 4029.41547647202 4029.41547647202 4029.41547647202 4029.41547647202 4029.41547647202 4065.44862683492 4029.41547647202 4029.41547647202 4029.41547647202 4029.41547647202 4029.41547647202 4065.44862683492 4029.41547647202 4029.41547647202 4029.41547647202 4065.44862683492 4065.44862683492 4065.44162397973
"X41" 4310.20170066621 4310.20170066621 4313.64573010763 4313.64573010763 4313.64573010763 4313.64573010763 4313.64573010763 4313.64573010763 4313.64573010763 4313.64573010763 4313.64573010763 4029.63882506338 4029.63882506338 4029.63882506338 4029.63882506338 4029.63882506338 4032.64596966735 4029.63882506338 4029.63882506338 4029.63882506338 4029.63882506338 4029.63882506338 4032.64596966735 4029.63882506338 4029.63882506338 4029.63882506338 4032.64596966735 4032.64596966735 4035.05838492675
"X42" 4207.1270989683 4207.1270989683 4213.1142922743 4213.1142922743 4213.1142922743 4213.1142922743 4213.1142922743 4213.1142922743 4213.1142922743 4213.1142922743 4213.1142922743 4028.71589871259 4028.71589871259 4028.71589871259 4028.71589871259 4028.71589871259 4000.62664029285 4028.71589871259 4028.71589871259 4028.71589871259 4028.71589871259 4028.71589871259 4000.62664029285 4028.71589871259 4028.71589871259 4028.71589871259 4000.62664029285 4000.62664029285 4005.46131477817
"X43" 3917.64684755283 3917.64684755283 3935.12251014023 3935.12251014023 3935.12251014023 3935.12251014023 3935.12251014023 3935.12251014023 3935.12251014023 3935.12251014023 3935.12251014023 4024.17844579157 4024.17844579157 4024.17844579157 4024.17844579157 4024.17844579157 3968.05469647597 4024.17844579157 4024.17844579157 4024.17844579157 4024.17844579157 4024.17844579157 3968.05469647597 4024.17844579157 4024.17844579157 4024.17844579157 3968.05469647597 3968.05469647597 3975.82481890463
