"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106"
"X1" 3287.7712033623 3827.67093407657 3823.43774991572 3043.56707194519 3433.86929560012 3431.1496800152 3507.92475725433 3584.33720047817 3132.24907900415 3488.05662546191 3451.24814262619 3468.04436491462 3454.59806687549 3043.996827991 3391.78413431644 3337.08466524305 3468.04436491462 3454.59806687549 3058.263004183 3401.70171716799 3343.63546099909 3497.49282255089 3471.91975037927 3892.52308703204 2887.83208901957 2893.74497754541 3151.45515567229 3082.63676881597 3497.49282255089 3471.91975037927 2779.6391838057 2909.26615803803 2903.83491350648 3171.94108841634 3155.13707682085 3080.68712086652 3042.99104511994 2647.40123321386 2706.84584018102 2701.7867658781 2764.99058406039 2748.58656430389 3080.68712086652 3042.99104511994 3571.47004127243 3509.54208686262 2675.22549037035 2732.12489586282 2734.610645905 2796.14279277358 2801.26291455745 2650.98297311937 2621.21791407556 2949.46350067946 2889.87500338026 3026.01505244957 2692.06482324918 2694.16850741654 2763.15842448396 2770.12098682451 2650.98297311937 2621.21791407556 2949.46350067946 2889.87500338026 3026.91487895047 2692.72044776595 2707.43976136753 2770.89686949486 2770.27567281643 2710.12514000457 2700.50541391204 2866.08523895068 2816.62845396414 3152.27467764617 2808.2955903589 2821.8922907482 2777.1343460142 2769.90880748083 2710.12514000457 2700.50541391204 2866.08523895068 2816.62845396414 3153.27448789183 2805.47184402996 2806.32864546289 2756.59261455828 2767.66364260637 2719.31852227089 2675.84776905295 2350.7273915794 2350.7273915794 2290.28390382303 2290.28390382303 2193.71493359194 2719.31852227089 2675.84776905295 2437.84118722363 2437.84118722363 2416.69908866106 2416.69908866106 2255.58904085105 2255.58904085105 2140.13883883424 2234.27467948917 2234.27467948917 2879.73639603144
"X2" 3230.31841675253 3661.53524848368 3663.37267888423 2987.42128800291 3387.64923832345 3389.73851694467 3428.38881421883 3394.71602700945 2961.28851925248 3306.32421639113 3358.22438224954 3366.35443101645 3377.68218157377 2893.99019242817 3208.29304002062 3255.81528095236 3366.35443101645 3377.68218157377 2887.06216346059 3200.04909511812 3250.12436897311 3375.51004061865 3398.23447006683 3723.18206359197 2780.75316342879 2777.24507970422 2984.84027161349 3031.22092322606 3375.51004061865 3398.23447006683 2629.52662774889 2759.47241061773 2762.85488267023 2972.09775054558 2982.53700820847 2937.2455024406 2962.9987585558 2528.12223235503 2593.57132482771 2597.05134766789 2643.59917241683 2654.11894338625 2937.2455024406 2962.9987585558 3350.19068689477 3380.95684534766 2513.24092716478 2577.12781909619 2575.58265001521 2622.16506525099 2617.57940220762 2505.8877709377 2530.65971993889 2780.41621877836 2811.05871814038 2788.98733082089 2560.24432776775 2558.60833362599 2597.27977488629 2592.99470399351 2505.8877709377 2530.65971993889 2780.41621877836 2811.05871814038 2788.55037245026 2559.73261478711 2548.79428907459 2575.51863469762 2592.89946401896 2538.96733073403 2544.73938716956 2659.85435184376 2686.96236285003 3238.56203124704 2663.60452490859 2652.45033635916 2591.39473976633 2597.79931821149 2538.96733073403 2544.73938716956 2659.85435184376 2686.96236285003 3235.88772762578 2665.99917358607 2665.26967226282 2604.39488686349 2599.10403808844 2559.85537626859 2583.14237727697 2284.65980845077 2284.65980845077 2219.64599213303 2219.64599213303 2156.96424434635 2559.85537626859 2583.14237727697 2222.96887025757 2222.96887025757 2153.62293944383 2153.62293944383 2119.42089314097 2119.42089314097 1960.73988631312 2056.58976647573 2056.58976647573 2547.79176404551
"X3" 3201.89375546306 3511.21919853637 3518.88176318654 3012.45597596117 3345.837328651 3352.43366902301 3355.39846463911 3215.15667800477 2810.77435120084 3134.89495910442 3271.09902255255 3270.00543426203 3304.77864646114 2759.67293560943 3036.24744052876 3180.3760168809 3270.00543426203 3304.77864646114 2732.55715337445 3010.87684574676 3163.1443729446 3260.12107927145 3328.68384154775 3552.98922162341 2683.16785813082 2670.75705808754 2829.58175224522 2985.50435242987 3260.12107927145 3328.68384154775 2494.55778241696 2620.61602959954 2632.30755255814 2785.38994214383 2821.61380333335 2801.27866716951 2886.71581045451 2418.03409999846 2487.72800030933 2499.24960434257 2530.09597436599 2566.09137505801 2801.27866716951 2886.71581045451 3134.4836118792 3253.49030873476 2361.98496409724 2431.99144851752 2426.64950107117 2458.69423531665 2444.69116532261 2368.61509238632 2445.076287327 2619.85308707636 2736.47370999414 2563.8124362806 2435.48864830012 2430.32361852471 2440.62573763827 2425.67469809233 2368.61509238632 2445.076287327 2619.85308707636 2736.47370999414 2562.10001581482 2433.87533950232 2398.76484833467 2391.3247060906 2425.34246585681 2377.34699454302 2397.69826829141 2464.20995226237 2564.52503210184 2982.95157773918 2525.10321570052 2490.54413008614 2417.1858028516 2436.48543842117 2377.34699454302 2397.69826829141 2464.20995226237 2564.52503210184 2985.20439942658 2532.43296393228 2530.20325530189 2461.82573687794 2441.1654321973 2408.48309750812 2495.93748773543 2222.77129073744 2222.77129073744 2159.24752047545 2159.24752047545 2121.62976904521 2408.48309750812 2495.93748773543 2018.29284091419 2018.29284091419 1906.02510076652 1906.02510076652 1989.87761947268 1989.87761947268 1787.87004918275 1804.36931323987 1804.36931323987 2227.46462031223
"X4" 3209.79148804343 3396.19572320993 3408.77921954534 3093.07577506105 3314.14617737833 3324.77767357041 3295.425476115 3063.68920121606 2704.31423432249 2991.47708821215 3199.53628713419 3188.48807125979 3243.03115339854 2660.21597666176 2894.45653709017 3119.90479694283 3188.48807125979 3243.03115339854 2616.08756198123 2854.74845698302 3093.00191299781 3162.76304866005 3270.21432776844 3388.61023678836 2607.68201034893 2587.81322809998 2702.91116375018 2951.86735524926 3162.76304866005 3270.21432776844 2392.55971401205 2509.02471447903 2527.6554013952 2632.28265343156 2690.18105429121 2686.20855713222 2821.16815023881 2327.62905746656 2400.90688162827 2419.14375041899 2435.56143174381 2493.0265493972 2686.20855713222 2821.16815023881 2938.43115453872 3131.98013564917 2236.27054300565 2312.37239832812 2303.8618636793 2321.80857543621 2299.60946555861 2252.09002504494 2372.20949906986 2482.41242331398 2671.64960281618 2371.76852561832 2330.2917626138 2322.16620759357 2307.68022094233 2283.74214774664 2252.09002504494 2372.20949906986 2482.41242331398 2671.64960281618 2368.97856304108 2327.75428367401 2272.41438178965 2235.75228681434 2283.21023535195 2240.75965701701 2273.37600089796 2296.10360741273 2458.47682332518 2569.00005816043 2404.99845503501 2350.73434123934 2272.28695413406 2302.39235893966 2240.75965701701 2273.37600089796 2296.10360741273 2458.47682332518 2580.19082420185 2416.48484883809 2412.99150636652 2343.25688436301 2309.92322293644 2279.6417960681 2422.08591132764 2170.76376083977 2170.76376083977 2114.54245410964 2114.54245410964 2090.81628062512 2279.6417960681 2422.08591132764 1843.00821402301 1843.00821402301 1699.54530727723 1699.54530727723 1880.44675168632 1880.44675168632 1638.4737045964 1542.02725693207 1542.02725693207 1947.14849438476
"X5" 3251.90143503452 3326.96787520673 3343.05903535097 3199.250228946 3295.46627287841 3309.55125933705 3250.0676299995 2951.2751045863 2654.63303607489 2889.06168431915 3149.958563525 3128.26451761655 3197.06828464017 2606.47744008614 2796.45859262798 3080.3876055709 3128.26451761655 3197.06828464017 2550.1927136805 2746.54256831102 3046.58099705903 3091.54247429741 3227.34787635246 3235.83366721006 2561.74178760699 2536.57032011525 2616.57509516014 2933.36019650177 3091.54247429741 3227.34787635246 2333.30341641292 2435.44744353286 2458.98871074677 2527.0248821093 2600.43589564199 2601.42528629339 2770.98556898545 2262.49536225184 2340.6960846336 2363.69108060648 2367.26687333679 2440.19895085763 2601.42528629339 2770.98556898545 2772.61951302874 3019.75328070263 2145.21652121817 2228.94961768964 2218.19810907883 2222.74875031417 2194.37253317762 2165.34853488191 2317.01074982971 2378.07914664318 2619.46608062675 2227.55081355626 2253.65542554394 2243.41353481808 2208.92013545041 2178.52853948448 2165.34853488191 2317.01074982971 2378.07914664318 2619.46608062675 2223.9877977554 2250.45724566772 2180.71053012484 2121.487585497 2177.85324364368 2140.50250468433 2181.90562236501 2167.79877058957 2374.93636999764 2159.55666167699 2312.48545387746 2244.04608802332 2169.24926400159 2207.02455934073 2140.50250468433 2181.90562236501 2167.79877058957 2374.93636999764 2179.5778812014 2326.9646300933 2322.56137131192 2258.67727281912 2216.60778742635 2183.60546210957 2366.47127326754 2130.77687605104 2130.77687605104 2086.69608991137 2086.69608991137 2065.44718670139 2183.60546210957 2366.47127326754 1710.75950670644 1710.75950670644 1551.82103132112 1551.82103132112 1799.91033135769 1799.91033135769 1522.81201653625 1322.15473197274 1322.15473197274 1726.79396769189
"X6" 3322.27781656446 3307.95570992956 3325.80466284253 3304.34234219317 3290.93185975751 3307.81720985657 3218.71441977045 2883.7079356021 2667.08314869064 2835.84726674272 3126.06936792875 3093.22023161279 3169.55837693784 2603.49909801647 2750.68210400088 3065.24900933763 3093.22023161279 3169.55837693784 2541.02503863628 2695.5621030564 3027.89451559626 3051.55168005195 3202.76118776557 3099.23208741643 2549.09763731044 2521.24342644698 2577.58326403986 2931.12082501778 3051.55168005195 3202.76118776557 2321.20277877803 2406.01822991583 2432.01344862856 2478.27483790663 2559.68490078112 2552.77797111353 2738.97793786018 2225.09463778554 2311.47538292516 2336.86150019924 2329.49273126796 2410.56456217931 2552.77797111353 2738.97793786018 2644.21937172105 2919.14683131517 2093.70468015422 2188.10903412883 2176.23841873094 2168.46078916469 2136.49074419251 2114.03619254374 2282.39861841977 2312.94096072838 2581.29396081151 2140.03184079027 2211.26760584745 2199.93451283228 2151.05403890169 2117.30821045966 2114.03619254374 2282.39861841977 2312.94096072838 2581.29396081151 2136.07101999366 2207.72867463775 2130.6247513314 2056.64842931006 2116.55839589112 2083.83944578786 2129.78301585808 2087.20867297033 2317.70394490683 1879.62849130746 2253.64146988866 2177.76683974454 2115.88576308267 2157.50715184614 2083.83944578786 2129.78301585808 2087.20867297033 2317.70394490683 1905.19760143842 2269.69442273972 2264.81252498576 2214.24938555668 2168.16188448337 2126.95148947842 2331.96860697935 2103.35208564177 2103.35208564177 2075.05868512892 2075.05868512892 2045.64386560442 2126.95148947842 2331.96860697935 1630.17955985789 1630.17955985789 1473.58931530247 1473.58931530247 1753.47632878335 1753.47632878335 1446.53349404958 1182.79854491786 1182.79854491786 1578.88431835267
"X7" 3408.64110998996 3328.39074607913 3346.42994979162 3397.67979608256 3297.50337678851 3316.55547461347 3196.66400445558 2853.46227057202 2728.6139387777 2826.06790512522 3124.14012542963 3080.17289001968 3157.97885630981 2641.58307431359 2750.87816468887 3070.99958884725 3080.17289001968 3157.97885630981 2578.27230266103 2695.03620709786 3033.10913823087 3039.43789077465 3194.30326222699 2979.65653228302 2564.04406542831 2535.85260820695 2579.86378147693 2941.97556367794 3039.43789077465 3194.30326222699 2347.45943289225 2414.3176941894 2440.5720510105 2479.02672602192 2561.6881724265 2536.30291152104 2723.20766967697 2210.3595246232 2309.0195678293 2334.68073247093 2318.57444082566 2401.18078532392 2536.30291152104 2723.20766967697 2550.64109992301 2830.14948139813 2075.59427394601 2184.39016925309 2172.40239348277 2153.92746279639 2120.75132429201 2094.42890228653 2266.08295425174 2282.4728317908 2555.14489733884 2101.87646329818 2199.37807312853 2187.87423153754 2130.09620625114 2095.78402400459 2094.42890228653 2266.08295425174 2282.4728317908 2555.14489733884 2097.85509527094 2195.78568245554 2117.64229183534 2036.28734332281 2095.0216348578 2066.50821792554 2113.17721745621 2049.96706908485 2284.52038063522 1733.41144642526 2225.43911567636 2148.19951849128 2106.71663752279 2148.75668076967 2066.50821792554 2113.17721745621 2049.96706908485 2284.52038063522 1761.1222321233 2241.78721311474 2236.8153139099 2205.54300207982 2159.59955443606 2105.99255869754 2316.50337400941 2086.14686882242 2086.14686882242 2075.98036889329 2075.98036889329 2030.44691584702 2105.99255869754 2316.50337400941 1595.88474733436 1595.88474733436 1456.57180035117 1456.57180035117 1737.02215752445 1737.02215752445 1403.77962559953 1118.46634957125 1118.46634957125 1495.18139627694
"X8" 3497.09342866632 3373.73763801248 3390.71033220971 3472.55565328445 3311.10656220075 3331.73351770702 3178.19748303555 2849.71207755963 2821.61198993677 2850.50268358369 3138.60229143875 3084.19143687264 3158.52256355929 2707.37903080343 2787.1667067362 3092.43866257424 3084.19143687264 3158.52256355929 2647.54297769573 2734.21750608635 3056.44972582018 3049.76036766189 3198.62963945921 2877.04226304576 2598.53384850119 2571.89337185847 2614.10834840307 2961.68325919159 3049.76036766189 3198.62963945921 2400.00204906704 2450.81900315831 2475.57014314507 2518.39958924133 2596.85442023739 2545.60992710111 2720.56386841742 2211.35844317687 2326.97434945045 2351.20885995044 2328.88348195962 2407.64717188953 2545.60992710111 2720.56386841742 2486.88408418057 2752.17261813158 2082.01595471272 2209.40171335057 2198.10109126022 2171.1738023602 2138.7958186765 2100.48666278969 2264.4867294284 2279.52509583457 2538.20049998519 2101.73784139967 2211.90257573983 2200.97312108615 2139.41814543264 2106.79910034939 2100.48666278969 2264.4867294284 2279.52509583457 2538.20049998519 2097.92828515977 2208.4893147377 2134.4078722406 2052.22760317649 2106.07433964645 2081.39793296827 2125.705295055 2048.67410917648 2271.6318494625 1694.87269234694 2222.60064713636 2148.93178195315 2132.97527634509 2172.67111233959 2081.39793296827 2125.705295055 2048.67410917648 2271.6318494625 1721.95829462286 2238.20344201157 2233.4578137651 2225.50914539065 2182.98548551575 2114.50468750484 2316.77911081211 2076.10530319892 2076.10530319892 2085.03930227838 2085.03930227838 2018.6299372526 2114.50468750484 2316.77911081211 1599.025757898 1599.025757898 1487.78645362083 1487.78645362083 1744.11671712252 1744.11671712252 1385.84182899975 1112.80466645617 1112.80466645617 1462.31898677521
"X9" 3573.6785206895 3429.48867343024 3444.44746541578 3522.22474494592 3327.67526848518 3349.32625670512 3157.5988523756 2861.66047867933 2928.49909134127 2899.97030714607 3163.90634368544 3100.36457610518 3167.39640112488 2787.56811950767 2849.70945256062 3124.38381579125 3100.36457610518 3167.39640112488 2734.48194056702 2802.40458190939 3092.16221556701 3077.10438821941 3212.41074050037 2791.34357156497 2644.54227925936 2620.88590704166 2671.04546761281 2986.01296667232 3077.10438821941 3212.41074050037 2466.78879468827 2506.02789151298 2527.94389376317 2585.55692097233 2655.63053342883 2574.33853221981 2727.95082829582 2221.1777457869 2359.00921509192 2380.52778438852 2354.8159030037 2425.58166991541 2574.33853221981 2727.95082829582 2447.98163195707 2684.63998140123 2104.12845614411 2254.78570109143 2244.77983879794 2212.2615544321 2182.30482281936 2126.19919677018 2274.05003120854 2296.97955716806 2527.65286158378 2128.3123598923 2242.78523701516 2233.00084492434 2172.42621250199 2143.23400487486 2126.19919677018 2274.05003120854 2296.97955716806 2527.65286158378 2124.92238662399 2239.72926000536 2173.60072649653 2096.33425587366 2142.58539221283 2121.43491193615 2161.01798046284 2075.97131150608 2275.30792703309 1737.91218555598 2239.87771256284 2173.58636688722 2185.93548308099 2221.18565211054 2121.43491193615 2161.01798046284 2075.97131150608 2275.30792703309 1762.24611183406 2253.93174355017 2249.65665806142 2267.13153098515 2230.42078105602 2146.29738165089 2329.51692036506 2070.17894780815 2070.17894780815 2097.78036180761 2097.78036180761 2008.96974345198 2146.29738165089 2329.51692036506 1630.79625350339 1630.79625350339 1554.30617621561 1554.30617621561 1768.35516058506 1768.35516058506 1384.03923384056 1149.47441073947 1149.47441073947 1466.98816913369
"X10" 3624.36510957766 3481.14728101621 3493.45308253366 3539.89515863296 3343.14684604169 3365.31149482275 3129.14850353509 2878.52749273167 3031.71224733354 2965.31867635576 3194.51548392289 3123.79519911403 3180.81703119923 2868.84784134554 2928.69874116961 3161.66501798772 3123.79519911403 3180.81703119923 2824.75415547083 2888.92981806652 3134.50708870918 3116.07509939629 3232.32808994095 2722.53374775246 2694.0580494072 2674.36545230435 2741.4299088331 3010.73914036267 3116.07509939629 3232.32808994095 2535.79363676232 2570.47187773258 2588.64972010592 2669.69435240664 2728.49072591682 2616.15071610354 2742.28452354197 2232.91385354858 2398.81024299672 2416.73450922751 2390.78595046112 2450.61564233678 2616.15071610354 2742.28452354197 2428.99534016558 2626.98701612028 2133.10854616925 2312.20802103314 2303.90851758962 2269.28015942018 2242.98852940484 2165.5791252128 2291.226020143 2327.7414050165 2520.70136638368 2170.32679398404 2285.99168173635 2277.74922799023 2222.55411487272 2197.99865417353 2165.5791252128 2291.226020143 2327.7414050165 2520.70136638368 2167.49982465776 2283.41691428727 2227.92629058913 2160.50487012942 2197.45307015709 2179.57464607389 2212.79245336077 2124.53319636446 2291.83734175066 1836.33419770691 2272.04539717705 2215.81385084686 2256.90155280986 2286.2635732656 2179.57464607389 2212.79245336077 2124.53319636446 2291.83734175066 1856.43202367581 2283.98325899848 2280.35127014344 2323.41858645627 2294.03397613646 2195.20660036353 2351.45173781943 2065.32337784362 2065.32337784362 2109.70956836585 2109.70956836585 2000.24497553072 2195.20660036353 2351.45173781943 1682.42287361868 1682.42287361868 1643.24411588118 1643.24411588118 1803.35162557152 1803.35162557152 1389.70885217527 1212.1325764787 1212.1325764787 1495.9222284743
