"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131"
"X1" 1746.13947983397 1155.24442446908 1282.6388108643 1229.33928561399 1143.10376478811 1396.5387399448 1340.36849326415 1291.12719359952 1275.88279861513 1478.70838085871 1435.61609333208 1384.14026850482 1398.98400284511 1439.86538505998 1349.75293735914 1847.93386807604 1390.09479604274 1388.05886571014 1424.37203706078 1489.4565838939 1576.00994978097 1368.26406729341 1805.84947965239 1302.99267880588 1333.95219210687 1413.52142391494 1487.04898126721 1571.53620081349 1490.54809534706 1343.64273116837 1529.24328644532 1266.28461820023 1348.73016836219 1407.09314955359 1510.10927138841 1496.50687249907 1344.35255854164 1208.87855402327 1361.46900467135 1170.1661890563 1352.17218624712 1407.29973102214 1412.43975679244 1442.57685150836 1314.06958500813 1203.66171078575 1090.96619991553 1276.78406405201 1069.98843152839 1338.4262977796 1412.16097471485 1427.22375771673 1394.07951304172 1383.55876889308 1254.13060450425 1193.03999741651 1159.81423465882 1160.35950526638 762.947856658267 1203.68476613685 1459.47200668203 1434.73944230655 1433.77902732415 1382.00824854254 1373.74933083316 1305.84338595993 1280.71039005849 1232.23901320334 983.544361418448 1110.04630462223 1463.22542024908 1613.58239313348 1555.22289425124 1516.03628360797 1437.2566066455 1426.45062154313 1339.62315143418 1293.37163918664 1189.80147805182 1090.4468721754 1269.9335573751 874.258000790247 1397.58465315654 1783.80530670111 1883.15672765428 1786.29393220571 1695.50484168564 1578.4100372708 1520.33748048547 1383.78227355698 1335.15519568128 1257.75166654925 1167.56609776188 1155.82395894436 1709.72184665263 1824.03910054244 1864.08430622553 1791.53414902453 1666.13678393379 1614.34309985858 1455.56262672609 1397.91517074009 1308.4597734083 1193.42114577363 1149.5151571529 1637.84096997712 1669.63063567097 1663.11831547019 1657.20757064382 1539.20918357237 1478.02006865564 1379.29402616846 1295.18057096699 1021.14244098609 1521.41981855633 1538.82528934606 1610.36650968087 1545.94357351992 1457.81477633504 1376.92516541518 1037.39152374799 1525.1470490515 1548.26333739233 1522.97218283952 1428.24151601239 1211.71753808841 1384.31248967851 1404.86495931494 1369.00841275094 1405.30519357759 1371.11746517666
"X2" 1718.76991941045 1072.12774458373 1366.11902220034 1168.30514397639 1060.00275291359 1304.68192376963 1220.11540247866 1168.0715016157 1155.34150108553 1405.77802972356 1310.14564927363 1251.34045645213 1256.44808470178 1289.71758426853 1335.18375790407 1786.34383981076 1289.90408126545 1244.84938992519 1276.68313700551 1335.63561275997 1403.96417543969 1265.92811947294 1735.30151296237 1209.04425975421 1190.4297816703 1242.15939974057 1324.18324380957 1392.60175686603 1330.3311179485 1211.40237439883 1418.49736345571 1115.69538282712 1196.63657290093 1257.15910823693 1338.59159873189 1313.38032276004 1198.12860307356 1081.31323236707 1198.39364413273 1024.67116639409 1144.19962957691 1199.66923272946 1245.8438390256 1269.83735699813 1164.73211368449 1076.48946452439 972.655327989378 1117.35051174611 967.248327861402 1135.74526570737 1178.58305252562 1200.46379780952 1230.54735044605 1215.89830806078 1118.92612067844 1062.52413242754 1026.19000230068 1028.49674521702 756.698788991325 1130.86877142178 1269.43137981173 1254.40926592941 1256.09075288005 1220.8098585385 1205.73872476525 1156.77687654446 1133.00186793759 1097.04986100974 1053.59204615002 940.87493502044 1363.65439295598 1405.09180441522 1352.37991275252 1320.11529546164 1271.66123979222 1250.11609367467 1186.72354619019 1160.84167990475 1091.63052694803 998.604167041415 1156.08759828171 752.228454637034 1235.02683056884 1607.12590124348 1628.4082508662 1544.34104382595 1477.06848952284 1387.19739227725 1335.61646506621 1236.7325866357 1201.5466242524 1144.45641347386 1067.71854696367 1036.64185526261 1560.82128770258 1641.17471227373 1654.56951474629 1592.6060080587 1502.1145736068 1447.41796983437 1322.05986014257 1270.52649721514 1204.60912942838 1116.07723520957 1015.12072030175 1523.67469121276 1545.8842420091 1525.89052441794 1495.45781799564 1403.5390731228 1349.3215440716 1273.30824248556 1201.32700196445 934.801052397711 1418.69087375702 1415.14871357738 1448.78417931978 1401.70312260304 1331.92032592407 1268.34420031996 963.506262223526 1391.04311968008 1396.93146783353 1371.41546622077 1302.69953937088 1119.39257285025 1205.52001833478 1297.50577257408 1257.79517405194 1260.25201153132 1251.71309321135
"X3" 1690.06747796697 995.551885595181 1319.73052955713 1058.60773583624 986.36450056171 1220.30526972539 1110.23240450844 1056.47421152933 1046.96962578995 1337.2110651543 1195.31522925233 1130.81987939602 1127.50324530619 1151.78648841714 1319.98206234949 1723.96692462289 1198.59016449184 1113.85443063122 1142.21259688882 1194.26437206865 1244.23513756744 1170.63900040749 1664.28796037815 1123.9902918682 1059.915570722 1086.18212447736 1175.62997322934 1226.87225756312 1181.95627594718 1089.51776566905 1312.77428078653 980.505976386055 1058.42384542657 1120.47901770667 1180.49817036506 1143.83613925973 1063.69946050279 963.968995224799 1045.40751602533 894.368675368787 984.095666662259 1036.04345276074 1093.2088248957 1110.99708585716 1027.76884607925 960.217235481647 865.732576913585 968.079792668528 874.351588895284 974.053799114779 1004.35350024991 1029.20451319337 1081.82020628899 1062.01104755514 995.738847093904 943.55150252707 904.061903562651 905.770871949922 749.978165091988 1061.38518525353 1095.98386326778 1088.91460064979 1094.44836166416 1073.68542313599 1050.81841993747 1020.8645248584 997.814030750663 972.548536879518 954.773072135729 785.885455310908 1267.55129854759 1211.78553543734 1164.5557259104 1140.31637477147 1117.96008880215 1087.63257052869 1046.26988894331 1039.3992215411 1001.62897383804 913.826754259632 1047.33805207312 642.06459670076 1083.47633041136 1438.86964005457 1391.93952933302 1319.92778116405 1274.02564267193 1209.0692106197 1164.47672195721 1100.77909624451 1077.89296984168 1040.32544923938 975.689514187015 925.087189805939 1420.27507484069 1469.27176167704 1458.17503843862 1405.84463107613 1347.06014339553 1291.44188938611 1198.18383431336 1152.20754391789 1108.05233201988 1044.53269179495 889.712161574577 1415.36872850393 1428.02305264111 1396.07289754407 1344.70725240738 1277.35680795901 1230.21343595025 1174.76691542678 1113.7174027271 855.541970726945 1321.22750833956 1299.17153774192 1299.35185852535 1268.13038874719 1215.40417127304 1166.97970119301 896.299993112236 1265.30383678481 1256.30245407387 1231.30050852833 1185.96675034701 1033.11262237093 1036.90147622682 1196.17622195112 1153.14846252536 1124.1942009913 1138.11911695674
"X4" 1660.47600198852 935.588316945238 1211.35283874416 942.279343657374 933.096664885147 1153.04368752259 1024.77889555487 971.183194491839 965.268600830439 1279.64353572404 1105.03448976119 1038.25552615626 1027.99567954225 1041.41930053018 1304.93787281555 1661.77232567937 1127.31993308903 1010.99417214884 1037.30173043027 1081.23412858789 1113.23126169386 1092.65067935237 1595.01876892113 1058.70425332487 958.249221896556 964.16726916342 1057.64979561972 1091.54150366105 1061.79494485938 992.210567885231 1221.94551451863 877.733622987549 949.803939905301 1012.24091312512 1053.25014805302 1006.4082486277 956.978750596987 870.641409196185 919.469866522084 795.280541321059 877.03024376382 921.848793566183 970.910054477377 984.230060030569 919.213103856115 868.936050674063 784.694857819454 846.764571155187 803.187918542117 862.759604763427 888.643710442193 913.540397450408 964.195955852765 939.482083940691 899.339996324768 850.001601630563 808.064104463697 806.791895503765 743.033322321862 1001.30373848438 957.449831559614 955.503729536641 966.170714008506 956.428993813365 925.861558007146 913.382841247299 890.43298780561 873.232225751843 782.853542985024 662.775023634845 1182.11422530474 1053.08258492268 1010.50905363553 995.067801252249 991.501117622005 956.063018485333 933.477919352109 942.91658385343 930.596488632154 847.018343975762 953.324450600113 558.232544282226 957.081310687443 1292.19952835793 1196.06930295583 1135.01111503356 1105.88244101265 1061.48190428956 1025.01728498053 990.239914763533 977.46771154172 957.742742357275 902.802041134669 833.75531827124 1300.07552270579 1324.13001801067 1293.30991865462 1248.70021888369 1215.14566116046 1161.87785908526 1096.69997173134 1055.11521929096 1028.94028206041 987.185604782182 787.982987720153 1322.9093018513 1326.43164522871 1285.2440473672 1219.28618745108 1173.35099383275 1133.16895114683 1094.10238215643 1041.96347207108 793.784103527676 1237.62729436202 1202.21260941739 1177.28500731244 1158.92596063572 1120.78033228951 1083.45607732515 844.846454807054 1160.18901300682 1140.25556963518 1117.16401681716 1090.20895168021 962.085408208703 894.732812020891 1110.55488234247 1065.08514954258 1010.88073483317 1040.89278860144
"X5" 1630.483801694 898.840947653817 1100.52754606479 853.556495422519 906.448386902156 1108.7793857452 972.6918174094 921.333400873098 918.948768087158 1237.30337739304 1047.98012820842 983.110429064229 967.551173793764 968.674612610855 1290.55645739666 1600.68542280839 1082.78629782803 946.140197518101 971.909253147909 1006.93481159512 1022.18065307476 1038.94152871783 1529.46723002087 1019.71202982857 895.062441995206 887.69500693021 980.463878276795 998.26540788301 980.904147272303 928.883627921461 1153.31134977776 817.484626188935 880.271052853874 941.925298147294 968.276178208282 913.464353521437 888.143169887168 810.165250312414 832.049897553082 737.124810562258 821.920080481857 856.954557708268 889.445448392054 901.399471471598 849.512359935792 811.584051441146 738.342319261937 765.208695359589 761.173918355528 804.345964118163 825.821297743685 848.812499078209 887.844099273504 859.717704094568 839.133683922007 790.621904771359 747.496167578253 741.250574575698 736.079733473169 954.996647940605 865.734694348654 865.430119431082 882.14375914816 879.027949216213 842.101152758077 843.994330329471 820.661135602735 808.616551801808 621.422489735349 583.578876272177 1113.05851315222 942.249374874804 902.791768685607 896.365870625075 902.781317087622 866.722589959061 858.216676264231 880.32220181711 885.542449178053 805.482282325194 880.922074401403 509.954938148856 865.953106517654 1177.17300552723 1055.9800681287 1004.42809393903 986.053965072822 956.505474907824 929.592455400205 914.576350692833 909.046472783321 904.784653462375 856.455704900771 771.185649175142 1209.00553241713 1216.91400563621 1172.93366959151 1133.61817715242 1116.91392934457 1069.57519420257 1026.18857122337 987.380470699055 974.19177589615 949.533384134008 720.059991039125 1253.61474559171 1248.96270150388 1202.03916893656 1129.0987484556 1100.16701899034 1066.5678946108 1038.35370995063 992.593326121055 756.412310710516 1174.23299216177 1132.22726771356 1092.87378032594 1083.29212923738 1056.27243835967 1025.12494289143 815.002662951781 1084.52993340788 1058.23706440299 1038.62668909221 1023.6561768066 912.846514954861 790.77097639869 1047.80700554238 1000.94598038063 930.220227561457 968.064462219577
"X6" 1600.55754010428 889.032389623249 1032.64281071364 816.92788914194 909.360642830529 1090.54127180794 958.814622302985 911.690484029685 912.402618924479 1212.48977578192 1028.79227679309 970.230750295581 951.097307336327 939.213428034883 1277.13163094958 1541.48611506104 1068.38510996086 924.531591493982 951.211255971295 977.167908536714 977.722227355379 1013.62694039471 1468.65916884726 1010.3073639314 875.331081707328 862.889342537138 949.548731326071 953.843422355968 945.731902072617 904.881819781392 1108.50027344648 804.764880412701 854.699282884402 914.568751917976 932.006297493173 872.129615251715 862.801372771026 787.419697863254 789.846109174329 724.80822160573 814.752582969486 838.418406101799 854.591815911137 869.148009929566 824.504230974743 793.015864807015 731.188996526838 730.159643372083 752.168972907692 797.42738079644 808.698893621986 828.677521593494 858.18137873287 829.066549854611 820.222947320546 770.116118784651 727.414483575221 714.684389588476 729.300891533153 925.200351214567 827.470232970978 825.022568605573 848.21334164424 846.903939521106 805.973918942108 817.914802942637 793.878659903154 784.075474798148 533.798953605474 555.16536516128 1064.32468980192 887.146943885905 848.713463214553 850.951265445076 858.021498044893 826.075271465751 825.98303929058 856.524407002079 870.365131234161 793.438747992246 834.389089882914 502.111785204069 816.253314676691 1100.49744437003 980.691976719772 936.919194801949 922.570593557178 901.400457946601 885.482937901297 879.196551051759 877.646235729991 885.985281423622 840.844413676457 742.361025734734 1152.69631845273 1154.53178199382 1104.99782623723 1068.33685272162 1059.16097867654 1021.15934117974 991.661318782276 953.745472279749 947.912319293351 934.717144567679 691.957794476685 1212.11472912703 1200.7321991842 1152.02758725412 1080.11988974717 1062.93683108213 1035.29529888728 1011.66202396814 969.485663623877 747.345971463424 1135.09761759838 1094.06175176399 1052.14445350487 1046.59815004647 1026.59722907668 996.432883202301 810.032307833042 1043.81313775214 1015.83495887121 1001.21726804325 991.183958469588 889.428171553638 732.336355605571 1012.50187703055 965.398237304217 888.390410064367 924.884877693783
"X7" 1571.06283790345 902.030378878078 1008.468225507 827.629283916007 936.326659428411 1093.84657950174 976.990909658268 935.490885915181 938.749060481667 1202.31734320556 1041.42781689071 992.43790608732 971.223095042767 946.693254986326 1264.41438377499 1484.46420561414 1078.9557715356 939.184141785925 967.880597465833 985.191369505763 973.683275579024 1012.87267240934 1412.52698181684 1025.35799382085 891.851177523751 881.352168793635 957.711224127742 951.559342870911 949.957366438762 914.425651374265 1083.72947603389 831.317425913111 865.922954975164 923.385801714422 937.21104488325 875.110541723067 874.314971078908 796.673447602644 786.342664917844 750.527857631622 845.588126711595 857.263722949385 859.410417580892 879.899279712497 837.481515028538 807.152836394646 756.51996425063 734.507020180956 770.475732365526 831.784398198219 828.001211295283 844.202246312776 868.002303588054 840.157804320338 836.135590553633 782.381015987015 741.496701642722 721.244240101415 722.795141432328 909.965146894133 834.946107207526 827.229746848746 856.780546981551 853.287735262536 810.717952052772 828.44852574338 803.537818534394 793.686002698424 519.420360668795 569.792557842233 1034.47393274063 880.592207521034 841.204225180719 851.315760112193 851.527022839203 827.270675844977 830.417207663634 865.551249434554 880.515282796008 806.609891959925 810.528610815246 527.720840095025 802.739893714971 1058.97543468378 962.18667657463 924.419431899406 908.448260595899 889.97319714502 885.820380274571 878.438371494059 878.014193728371 896.257533726116 851.485123258429 742.377226419301 1127.70036935656 1131.88314210542 1083.31303715424 1047.205415465 1037.72292077283 1011.34292715406 988.308443563388 949.674316181314 946.409936127048 939.517737585435 698.153733095483 1195.22550998951 1178.74797196811 1131.78559459184 1067.35734964944 1057.0585556371 1034.61153853955 1010.19270952267 969.216461832049 762.389937564363 1117.6076592373 1083.76323464572 1049.31647587637 1043.66487800442 1026.97854190112 993.723928409387 826.21201616739 1033.89228472378 1007.93852675912 999.301896619539 988.445474595437 888.75027337142 713.951350507795 1001.60897698551 955.361881570953 880.843182494303 908.331173439696
"X8" 1542.34071004721 931.757451482258 1017.58865286233 873.572168325954 979.746726573747 1112.35189848283 1018.34036697251 983.115685521555 988.314844786138 1202.61631914972 1077.19860527013 1039.57530531751 1017.46240741664 981.800875560481 1252.02065712746 1429.78911831244 1107.21871593019 980.086929876046 1011.49443915039 1021.15815780933 1000.72150875961 1030.87723116125 1360.7759793404 1057.64483049311 934.403015368794 931.089671857052 994.622610841584 981.352773794258 984.099791668027 948.98182866211 1074.13609297468 885.600965855447 903.796236280442 958.664868399142 973.279930877316 911.545124877167 913.013602942663 829.568417455172 811.751399245872 803.334279203946 903.033008659142 903.026649318606 893.816062628567 922.557089433755 878.631590738112 845.209362631953 804.838849997422 767.7074442638 808.02976742152 895.023003210739 873.951706860666 885.826880082044 906.977963509427 882.224714573244 877.533745933949 818.638051917421 780.603197092392 752.260941358414 716.639891846148 906.182072809803 876.904119540033 861.69034103015 896.91999415691 888.39375309178 846.305000947253 865.951446126732 840.138207298549 828.728433182695 561.733401730984 616.101284640271 1020.73877431488 911.68138761795 869.637848356857 886.426609189723 874.656037709592 860.164091030432 862.224977758235 898.737220337783 909.352240306835 838.613663968852 804.298681993067 576.861411731315 817.349957279952 1046.96319731787 988.233544231277 954.708134297512 932.990214580422 912.702669414106 920.235692491461 903.900374762067 902.35596030028 928.132561396781 881.746713960722 763.881645758524 1128.32682074355 1140.8990476488 1098.19325957256 1061.2625319225 1045.72634056149 1031.89235992395 1008.89043989833 968.33580809673 964.063619377452 959.14190653437 730.268777219395 1197.83052760151 1178.01286104435 1135.66617150326 1083.10700745034 1075.52273605497 1057.39592075423 1028.1378959009 986.554732266425 795.33995804381 1117.50106736569 1095.20215349857 1075.68873764793 1066.70378640784 1050.29145916836 1011.33787959353 858.088769604506 1048.23835122452 1026.79072681929 1024.48509758112 1008.81272529475 905.973499467661 726.972122214523 1010.21817883406 965.84124009273 900.377364033845 913.334425838546
"X9" 1514.73330055598 972.155351105729 1049.53604137003 942.640706367967 1032.03975427483 1139.73119872396 1074.00945296664 1044.97329615276 1051.45310803208 1209.22889695824 1127.44309789898 1101.514879521 1079.37911955281 1035.25485743143 1239.5669235786 1377.63321740211 1145.91475622746 1037.258898478 1071.6607829625 1075.25355932118 1049.53055077922 1061.86071009925 1313.11679359013 1099.96859733489 992.79670061513 1000.14373730097 1049.98727855075 1033.20047074946 1038.71288839394 1000.04572610119 1074.87468493245 956.105790181606 958.203958358071 1010.72488573084 1029.63801520347 970.609699256457 969.257916162353 877.773454740618 856.316923644927 872.309498382503 975.720910444699 965.262886178763 947.757728787364 986.061871960551 938.174033437425 898.427111636681 866.675209326006 819.249970374595 856.788933285029 974.783903626481 936.793467371845 944.011641666224 964.813042244899 944.536060363433 935.108678177394 870.136030547956 835.622683138506 799.092876820671 710.913071985771 910.755655470452 942.126147793002 918.080405969486 957.742796403671 942.469434443044 902.742136973713 920.810276835264 894.209966360607 880.51188633483 644.138154045486 682.769233651559 1020.3706415799 969.554531552632 923.429895719984 945.291371246494 918.800991934586 914.647305190323 912.143452528149 947.444364621532 950.256650021472 883.089297528951 810.677622086488 639.640111804086 852.053309261168 1058.8513341592 1046.65390515277 1015.61438305667 985.544471092936 960.107362977067 978.399034938088 947.21121534626 942.904575243319 974.1661609074 925.020282257364 799.546176599589 1148.91457968169 1173.54730766784 1139.99489522763 1101.5876275568 1076.33198977728 1074.60911562367 1046.19538251943 1002.92484404588 995.274344384447 988.813325118501 779.953532359918 1214.83585082425 1193.5544062829 1158.05027240125 1119.69759346434 1111.34800579883 1096.55473430366 1059.71198608398 1016.28965651195 840.012208330615 1130.53594079721 1122.27401984755 1122.59373241395 1107.95621441861 1089.4372211153 1043.63788467931 900.22745905442 1080.35033525464 1064.66526136212 1068.40247810367 1045.68419759938 936.279220173123 762.791190622263 1033.44190934105 991.864244592181 939.82294814472 934.850730551853
"X10" 1488.58428432374 1017.1781487715 1093.77777330092 1022.67776865336 1085.63464851425 1169.66863932431 1135.16133719434 1111.48856268202 1118.5323964384 1218.00450182561 1183.51650394058 1168.14556908782 1146.55523925123 1097.79499570521 1226.66976240242 1328.17201399427 1187.79683373983 1100.73750232664 1138.00665297308 1137.68402224027 1110.82935423241 1100.05822053807 1269.26506289738 1145.14164461993 1056.86056889015 1076.57834572171 1113.53102953851 1097.104941348 1104.37408711553 1059.13171786452 1081.11173834186 1031.34067550518 1019.05010692731 1069.90428386879 1095.73388135451 1041.50663439941 1033.42860859901 932.974863377836 910.305547286791 946.554552172222 1052.29963957499 1033.53541709076 1011.20712466225 1059.37810776348 1006.34949082681 958.065062707994 932.573755230714 878.644154774542 908.724225574069 1058.72826405834 1006.77757649449 1009.22541732002 1031.23409678533 1016.38394851003 999.570194224141 928.141146060186 897.461845341294 853.116180171351 705.693225696112 920.60039962455 1019.42137329818 986.101614183154 1028.38416260694 1005.78414210537 970.060385466828 983.431553003647 956.303002108041 940.364419900574 749.969639982563 758.498074612515 1030.63673918891 1043.38315946235 992.025658294572 1016.94539609137 975.378845886361 980.637104568227 970.930500531316 1003.052453682 996.622940244145 933.69008107426 824.658325207455 706.179606481686 898.843307463517 1089.05845012654 1125.30717452424 1095.00316417283 1055.49169136174 1022.7344922997 1050.0080692785 1000.02011655485 991.911670948928 1026.93030931868 974.711627614225 842.058887964024 1183.82588558741 1221.82344801707 1199.10582525394 1159.29074325069 1122.72701416729 1131.32041582326 1093.03072400108 1046.65467014487 1034.45870152833 1023.76716863411 838.878755952497 1241.16439387802 1220.41920010865 1193.3404385963 1169.48195915836 1157.57314773202 1145.01317948366 1099.14507818124 1053.22466516063 890.236262836982 1152.48570764956 1158.89248042695 1181.38769303047 1159.68453938463 1137.33515079346 1085.00403024281 947.204705007697 1123.74786447553 1113.85778473486 1122.71121250221 1092.47735720749 974.864020956272 812.82765622668 1066.40959459101 1028.47677781343 992.032952076264 967.855475928384
