"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X1" 3196.06830769938 3158.25522538468 2706.87978246995 2767.60138996541 2755.91523299394 2736.04092484361 3038.0468272396 2706.87978246995 2767.60138996541 2755.91523299394 2736.04092484361 2871.03185455896 2522.75451137689 2535.57725809769 2315.60791700917 2337.86402086121 3054.99155489176 2871.03185455896 2522.75451137689 2535.57725809769 2315.60791700917 2337.86402086121 3054.99155489176 2514.79242082248 2230.458083062 2230.458083062 2400.8210532748 2400.8210532748 3250.33988377756
"X2" 3280.05375118213 3097.21900274298 2739.66984941409 2701.76006496489 2711.80779226473 2798.77005268515 2995.0660463648 2739.66984941409 2701.76006496489 2711.80779226473 2798.77005268515 2935.62623291035 2478.89770269631 2432.46162451804 2254.99536049184 2413.47406567793 3000.3621055158 2935.62623291035 2478.89770269631 2432.46162451804 2254.99536049184 2413.47406567793 3000.3621055158 2444.55554334556 2166.55112634188 2166.55112634188 2345.75428318114 2345.75428318114 3262.96391999911
"X3" 3220.31952689521 3035.13407251599 2766.35846759977 2634.77931731304 2666.6059495366 2854.72003074319 2946.81343940347 2766.35846759977 2634.77931731304 2666.6059495366 2854.72003074319 2786.51938776051 2435.13405970126 2332.51824596117 2197.00670081724 2484.25405990206 2944.55526960314 2786.51938776051 2435.13405970126 2332.51824596117 2197.00670081724 2484.25405990206 2944.55526960314 2375.37791113417 2105.16577138223 2105.16577138223 2291.63674885663 2291.63674885663 3270.69247269074
"X4" 3074.64051152987 2971.95964667936 2779.615290264 2568.58498397585 2621.57694144569 2895.56759733675 2888.45337600507 2779.615290264 2568.58498397585 2621.57694144569 2895.56759733675 2533.68555791618 2394.23016133726 2243.83385683027 2147.13441204857 2543.1950230376 2888.22692621232 2533.68555791618 2394.23016133726 2243.83385683027 2147.13441204857 2543.1950230376 2888.22692621232 2311.44637128789 2051.83297645634 2051.83297645634 2241.95678350512 2241.95678350512 3267.58397238587
"X5" 2897.24091167623 2907.87525756223 2773.88009928995 2504.81012194348 2578.13975518979 2915.0877863307 2816.79054754253 2773.88009928995 2504.81012194348 2578.13975518979 2915.0877863307 2276.31422514235 2358.67406388919 2173.13506897147 2109.83728322242 2584.8028933524 2832.32277624942 2276.31422514235 2358.67406388919 2173.13506897147 2109.83728322242 2584.8028933524 2832.32277624942 2256.33557246145 2011.06260000623 2011.06260000623 2199.60707823124 2199.60707823124 3249.17591760719
"X6" 2731.64995456083 2843.29486804602 2745.70810901932 2444.77506222068 2537.61910027765 2909.434346158 2730.26952671587 2745.70810901932 2444.77506222068 2537.61910027765 2909.434346158 2091.32076190942 2330.41467641991 2125.23346835673 2088.26842769774 2605.50891134177 2777.8859762838 2091.32076190942 2330.41467641991 2125.23346835673 2088.26842769774 2605.50891134177 2777.8859762838 2212.72642378841 1986.07603551083 1986.07603551083 2166.74634939704 2166.74634939704 3212.79632063911
"X7" 2585.70599244084 2779.36219773497 2698.12500792541 2388.91595994568 2500.8909821496 2881.93715075889 2632.14903067042 2698.12500792541 2388.91595994568 2500.8909821496 2881.93715075889 1983.47972971398 2309.6417235337 2098.93777327852 2081.58116876593 2607.70281342214 2726.11781509257 1983.47972971398 2309.6417235337 2098.93777327852 2081.58116876593 2607.70281342214 2726.11781509257 2180.49756102431 1976.15362464404 1976.15362464404 2143.3176980862 2143.3176980862 3161.27769788165
"X8" 2458.28821269872 2717.40442842887 2635.7581721577 2337.45183665253 2468.72294944823 2837.70220482689 2526.88199147934 2635.7581721577 2337.45183665253 2468.72294944823 2837.70220482689 1939.49177763992 2296.1118612188 2091.57458969562 2087.94165576048 2595.24861852659 2678.26194574715 1939.49177763992 2296.1118612188 2091.57458969562 2087.94165576048 2595.24861852659 2678.26194574715 2158.83706219909 1979.60343860448 1979.60343860448 2128.71863025719 2128.71863025719 3098.81647996101
"X9" 2348.22261199983 2658.75119835732 2563.21797703628 2290.60700628248 2441.88804949544 2781.81632825951 2418.91283377565 2563.21797703628 2290.60700628248 2441.88804949544 2781.81632825951 1945.98797638119 2289.59034123431 2100.49263810025 2105.5312340764 2571.99349036021 2635.56676331217 1945.98797638119 2289.59034123431 2100.49263810025 2105.5312340764 2571.99349036021 2635.56676331217 2146.94543007115 1994.74915136507 1994.74915136507 2122.35703068362 2122.35703068362 3029.59661906648
"X10" 2254.28112838261 2604.73611834875 2485.10304772242 2248.61134661749 2421.16571755728 2719.35294918648 2312.68253278447 2485.10304772242 2248.61134661749 2421.16571755728 2719.35294918648 1989.51507247712 2289.8507540125 2123.0597497425 2132.54438110724 2541.77211473782 2599.28683145384 1989.51507247712 2289.8507540125 2123.0597497425 2132.54438110724 2541.77211473782 2599.28683145384 2144.03469180259 2019.92813812043 2019.92813812043 2123.65049665636 2123.65049665636 2957.79435200605
