"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99"
"X1" 4603.98549172728 4291.43890521688 4011.65954003624 3063.10187301178 3232.20148080026 3955.03020596737 4951.42336345716 4332.52641826891 4233.86175948771 3568.58991733684 3053.08345435257 2913.76838189296 2919.45918159655 3126.45183426079 3473.50261431918 3640.85822318388 4555.25993394907 3392.15176462269 3352.72887155942 3175.52849333845 3116.084150033 3305.61612008777 3314.20419712851 3298.38306964179 3036.07766690057 2917.23318804037 3718.2541803379 1503.7335042826 2231.03277580443 2923.2113730249 3280.13973656657 3311.63568959158 3381.06900395402 3328.86804066802 2906.11999122403 2798.91904895048 3142.89495841363 4933.54850641869 4600.61732476568 4489.17015641546 4813.12006335998 2928.86818453061 3020.86111087594 2652.08996941851 2299.39093136178 2021.97865541225 2094.12744780701 2409.51704827771 3610.35465138921 4891.28983201363 5774.50952214954 5778.34682820173 4918.58613099245 4451.89482096734 4209.08024980341 4054.86491333 4110.2380414942 4544.15931831498 4579.3581749277 2060.80525327336 1859.35216227544 1428.98719523785 1152.58562223292 1148.34648526675 1018.50535667816 1232.32270081761 1930.40489132756 2726.18360878279 5634.00279366622 5676.38347467031 5332.8654906705 4672.20920093074 3860.74205950823 3672.43008729925 3847.14554367481 4024.0674970407 4325.94927527917 4530.5320553793 4526.40127570559 1665.72668783871 1219.29470107528 1432.92287083618 1895.46939638975 3601.62784080289 3938.93465113212 4141.99395322538 3738.19182883102 3346.87192460328 3601.24170499664 3770.05059857006 3963.98733954614 4031.70459834621 3944.15869854569 2238.66236130688 2779.879470396 3034.0615814575 2721.74007474159 3072.57554958009 3544.85665342969
"X2" 4184.82795025117 4205.17484865713 4342.34347010037 3265.1977948289 3417.10911051877 4268.88040260079 5390.60263704339 3934.19612561617 4251.91327177182 3664.94395014752 3068.12415963802 2797.32625379119 2849.8695318656 3152.1806568542 3669.10013056905 3742.48203285355 3856.35810227989 3324.75661778973 3185.96588882063 3101.43129605546 3044.67427391421 3198.86535251527 3243.66541057074 3215.42876012426 2999.44068794108 2912.81514165565 3567.52179872731 1674.36622101 2031.44643439177 2775.79620675066 3149.1575454394 3221.39794149685 3240.80113719621 2966.24199280926 2579.70506410699 2578.04533131106 3371.69773429082 4965.34948875471 4745.0167599413 4670.13926922127 4830.34880330918 2593.69459337734 2658.94325861113 2278.27591959129 2066.58725814853 1805.60203299223 1821.38462212178 2463.50823741076 3907.76715455792 5688.0078759211 5952.26514386501 5694.01631723522 5138.45485846634 4672.48851598974 4328.90056262625 4142.17097233237 4209.18784307009 4656.98022554226 4795.86006158101 1768.77564021755 1488.68049878792 1141.33161622641 981.446333324513 898.230832806388 865.241816277376 1238.66144933839 2259.81227949544 3430.03103798825 5837.62450984968 5883.91711547499 5491.40674265209 4803.8689134801 3917.88108226096 3712.89028776448 3921.16248797861 4073.2031460299 4383.57946904945 4578.1351480163 4510.48058121261 1306.53236119146 1026.70093421507 1374.16231435611 1908.48616777274 3519.05784220915 3901.04641512961 3994.89444973576 3587.26216837051 3340.98208318479 3567.59969591269 3795.76847159072 4029.17812217771 4113.48056745629 4055.18496719366 2121.59182130933 2492.1093071978 2659.14110957968 2596.70863163932 3029.38803761668 3506.32302512171
"X3" 4226.35194349711 4317.87531525128 4663.35554940601 3463.19847354427 3596.73674213104 4570.61697186899 5807.93356969627 3834.71062334157 4259.84113411376 3752.23524395755 3084.06464354597 2691.12170387789 2790.43508900461 3185.29439448187 3861.445235062 3842.8760939536 3746.98743206786 3251.86580233386 3136.00267830644 3022.89975927945 2971.97695703988 3093.70519776613 3173.27761989161 3134.94694723963 2965.9126544643 2908.87884400561 3430.66793918156 1467.27665069721 1847.41417642055 2628.8443099249 3015.75271079956 3124.30916861794 3096.70071685908 2833.52467559697 2407.18413058885 2454.16237456651 3586.88338852235 5102.22821734674 4886.87418914373 4844.85637266675 4848.31511371363 2271.98794165002 2312.95894293667 1929.26462100819 1819.86731015346 1542.99016533749 1608.89523087411 2518.40362140941 4522.24756024708 6440.15932616399 6121.26616777732 5918.66103513162 5348.44901302577 4885.57468683945 4447.28950034168 4229.79371193025 4308.76875931528 4768.92617363375 5005.46348233687 1353.69342860515 1150.38371478532 887.057374391854 832.260456046859 681.81602790728 735.71462220262 1253.91340794057 2571.6954271384 4091.19579564496 6030.9172230006 6077.25027512943 5635.67442386195 4929.97835666475 3976.63318368091 3756.44893708265 3998.42892438024 4125.66058170509 4444.15312034632 4627.43143702596 4497.06706366191 985.037872088199 859.404077930087 1327.96141221206 1918.27769069359 3438.60402593959 3857.41743085218 3845.10032796268 3436.69063969317 3333.23629174135 3534.07458671212 3821.02291183302 4092.33107587951 4189.99540401022 4154.50398053501 2007.39793894771 2211.67404904801 2293.30574002101 2467.89732843272 2976.82026026932 3450.99957122659
"X4" 4514.17050457813 4526.4719063698 4943.62464766022 3645.96093121268 3759.18751516015 4835.18477993695 6161.71012043498 3887.31023406115 4242.3879665216 3817.14973807708 3101.97455745062 2610.20503513339 2753.91570517441 3232.52450403525 4040.50270595152 3935.38184392498 3950.57050757125 3170.07285106365 3138.51943165381 2938.15907532047 2900.70214608817 2996.43648648264 3105.95038618212 3062.54692222387 2940.05091247887 2905.82853364268 3323.97273427705 1100.11540405535 1699.32800626351 2488.2637132642 2882.31251873013 3017.47094396217 2949.04415785138 2820.14971336033 2328.5052092455 2391.82146381738 3765.22597392183 5286.0737860205 5016.64356264928 4999.72316465723 4866.57401294018 1988.91230363954 2010.75729756955 1641.56362742304 1605.26213547114 1303.01218953566 1469.94921043723 2568.54013283196 5224.12170267824 7067.40805582779 6257.86047085584 6279.52237969694 5529.9592434273 5075.73132141369 4558.91963291174 4315.60073717097 4406.71863733709 4876.00090655819 5194.09693242033 948.334988096642 891.666051972382 710.203105068723 744.702862095652 545.319842999568 659.998126700546 1287.1144258976 2837.0293374272 4638.61806356801 6196.05299639112 6235.29640017359 5747.87045119838 5042.2796471719 4038.03738414856 3805.6693795532 4080.12191846914 4183.37375274705 4508.86027329208 4679.02443312281 4489.02400520788 750.437877311809 748.256080531774 1305.52429719805 1921.22573469739 3367.94727585236 3807.20257128759 3698.64183415751 3293.46750128236 3320.74943942447 3502.68440071904 3845.47046490287 4149.72624466027 4254.31283041679 4228.14735890581 1904.23323364725 1957.01397546713 1959.12770700047 2336.30629020763 2907.20108899594 3363.89784571983
"X5" 4850.07321223791 4736.15512891494 5155.28147598963 3802.80749905938 3893.44992278783 5041.04706739468 6417.59855077261 3960.04751098421 4188.56938940309 3849.36324759001 3122.39452807205 2565.92727993913 2749.45370061546 3297.77645791621 4197.02840898223 4013.39808742062 4213.62944830157 3076.58375210652 3137.51220765451 2848.36436294124 2835.22252216052 2914.18621309568 3046.38936157822 3004.59481026881 2926.35408554161 2904.25685465395 3257.5646259406 760.593278700049 1599.72252183999 2359.71469084492 2752.81929736279 2901.81047331692 2801.03899766308 2829.28792910944 2288.77832327895 2357.47906572216 3887.9602364675 5462.16699648676 5125.06080575047 5122.92985333097 4883.82223539274 1763.1787951809 1772.48069778849 1439.11778870333 1455.16887462192 1136.78679201485 1406.20583791704 2606.50887127902 5812.71148480393 7506.20409495542 6341.78237539736 6619.86245794583 5667.03346774369 5229.32548359532 4658.68106524917 4397.29511379735 4500.3750916302 4974.21396409428 5349.22610870932 656.838373846709 741.879532351586 636.348941211122 740.672535550544 514.641746016415 654.916301755982 1340.90132460056 3032.03790919302 5017.3054258504 6317.91155665453 6341.91082079318 5816.05543205913 5134.59674611753 4102.33784778481 3862.12487963276 4166.30273399444 4247.37473635106 4578.10138482957 4733.18227921106 4488.43209479015 633.31577906416 711.594115834617 1311.66502269316 1914.26749824327 3313.15264428037 3751.5046807268 3562.97176788203 3165.78148622691 3302.50922484578 3476.06347743936 3869.55349694494 4198.92184064337 4301.58566008148 4266.35382282699 1818.39878851865 1743.47044334682 1675.63545928413 2204.17764689669 2816.89751742501 3238.23518253335
"X6" 5077.692748061 4872.52748323682 5277.77958144468 3925.3101570606 3991.07121300005 5172.55496682829 6551.63377275819 3950.88663416395 4091.83368035135 3842.17197748226 3145.47927738174 2565.48288589608 2782.45809708419 3382.57162721085 4323.78002726579 4071.60819055867 4337.9174805214 2969.99048633298 3090.99863430786 2756.04503141608 2779.86589682484 2853.05146160232 2999.22954013579 2966.52537291544 2928.32008414704 2904.73940526295 3236.61620172096 589.873046216933 1555.22379603519 2247.95468186946 2631.61182898483 2780.28252279721 2657.14083302007 2787.57608180851 2245.11975091633 2324.47769619414 3942.42642195676 5587.06786122196 5204.78907936536 5205.8152922474 4898.51872558611 1607.27340411388 1611.33255578601 1335.87829824338 1390.24528439244 1078.3935158996 1413.62188594178 2626.06705427719 6137.17032694482 7713.94047838967 6358.4971935311 6818.24829513401 5748.1134601556 5336.17861295563 4742.42959271512 4472.80580473886 4587.26275495008 5060.19685235649 5461.5183112057 551.671984000888 716.656819831626 677.763585741359 829.894193314212 601.365181412283 727.847244037521 1414.60072536108 3140.43219358218 5191.35016424905 6385.51634835044 6386.32644294875 5833.30832538562 5202.79333056083 4169.18562490154 3926.43170714619 4256.29354080743 4317.89725449086 4651.64292692286 4789.82652218001 4496.53345015875 649.454307627734 758.255217173725 1347.42629646638 1895.41650803584 3278.42621971399 3692.30118067415 3444.93494937675 3060.92207068752 3278.78331438334 3456.67643813996 3893.94950606032 4238.54552421874 4328.99736671059 4263.54948036403 1754.28598384595 1582.20022236705 1456.91361430137 2074.44336461119 2705.34057516095 3072.96556733284
"X7" 5179.6736577535 4928.9715006787 5315.29498283403 4013.03818988277 4052.41252413301 5233.11207588767 6572.45184162642 3854.62409524254 3958.67143616123 3799.94108814014 3170.37615093816 2603.58430221909 2847.35511876074 3481.81573284362 4420.28741939877 4109.43080375656 4307.3421339734 2853.68006877185 3001.59121924372 2666.46632929137 2737.41215988104 2814.58639307242 2967.33860073683 2949.64826419068 2945.73189690807 2907.63008450285 3252.89973634124 583.939725343283 1557.00037198745 2154.65228095929 2523.11632901595 2660.31446811126 2524.12692387286 2696.22070762949 2194.25477207502 2289.75335267862 3935.11462885071 5655.81608285671 5255.44239544597 5249.97988356563 4908.93014925161 1515.92953191533 1521.17668874473 1319.09179831843 1399.33237024418 1114.03692107522 1476.54250025516 2626.88912219301 6205.87225939185 7712.32830331607 6312.06141094287 6869.12533854834 5775.83550133785 5397.5068983193 4809.41366702884 4541.00782470775 4665.90335738694 5132.86200732179 5532.31913351973 612.435963980257 795.400915461614 812.495445861661 991.616994696191 780.655607151646 861.973239173085 1500.56643416656 3169.58653091814 5182.86673403336 6401.08925069279 6373.71695934335 5806.55096610211 5248.58227976152 4236.6412911949 3996.41448294518 4347.53740699134 4392.90263971812 4727.49658858472 4847.83063716662 4512.07513621775 774.877293795245 872.029808197359 1405.12531994966 1866.29347963635 3262.40842444183 3633.26147366193 3347.97141935725 2981.85271065863 3253.09196485317 3445.85037717977 3919.54587932346 4270.1469052898 4339.59476207443 4226.36024734657 1710.74885958145 1471.3881048007 1301.64681411006 1951.70179214816 2580.13971319651 2881.74620630874
"X8" 5173.39426332997 4915.75945613626 5278.11233924063 4067.52969399404 4080.00688252059 5230.824240318 6496.74320551866 3690.26509235239 3798.80448541847 3729.77383400521 3195.98197612179 2671.85549857033 2935.85133027629 3588.771468333 4487.74680399452 4127.45049909323 4151.36661249021 2732.23091252162 2883.01570709226 2585.58167946788 2710.26649786424 2799.2298683989 2953.15664893078 2954.26075587323 2977.45716181231 2913.22959273502 3294.86752639112 702.461438634215 1592.39388456546 2080.72071244431 2431.79352054858 2550.45565815973 2409.36677459707 2575.01736050709 2142.7762415952 2256.11947856692 3877.2506940877 5673.02843810768 5278.3470007076 5259.55606044758 4913.27082340011 1479.49713430944 1491.10162145942 1369.39988829371 1463.31797680647 1217.96033112343 1576.41652024697 2610.11291847414 6066.81691518487 7538.98308887254 6211.12617209532 6795.85288859306 5756.33865754031 5417.3357820051 4859.71482548819 4601.00576532809 4735.06003608166 5191.67996007918 5565.60788262051 795.607680663525 948.540345129242 1010.11175847406 1197.52534467768 1018.64479312216 1034.47513391113 1589.41740792963 3132.72451093744 5028.32353484587 6370.10714339114 6313.19303739353 5746.12932210487 5275.11946164034 4302.36752473086 4069.20397786293 4437.00765712756 4469.78714354076 4803.23648311873 4905.80667134197 4533.18643352435 975.756799019596 1030.50050235378 1474.91535879609 1829.41271430656 3262.3640723106 3578.47899126446 3274.68924546378 2930.4785612764 3229.76794745769 3444.63588126756 3947.28361096546 4295.99930292515 4337.87648809352 4164.43380883806 1685.27480485016 1406.01952603376 1204.72502671398 1840.97568779808 2450.93974874033 2681.89189146783
"X9" 5076.23429443379 4843.10427953735 5176.43088646716 4090.28413842414 4076.34810797803 5173.72442209864 6341.08675410389 3476.83990970239 3621.9243605014 3638.74123950435 3221.19439947046 2761.95538721401 3039.6804907323 3696.71018188273 4527.32047877145 4126.22895032814 3899.5177547799 2610.21564125395 2748.96520885922 2519.3549493179 2700.85212172473 2807.44781494925 2959.14444584758 2980.68507076051 3022.38007571565 2921.84179922087 3351.00174129679 905.030231024248 1648.7846046323 2027.0960127982 2362.12439329559 2459.26752824809 2320.25151372947 2443.71220707484 2097.23903893746 2226.36565046311 3780.00214543643 5643.27182078418 5274.79694843709 5238.63605897052 4909.74798443698 1488.38980883201 1510.26492129723 1467.52129672864 1563.07286453668 1364.39190962219 1694.68562507036 2576.85660574012 5767.81704421114 7231.32260815699 6064.28040461727 6621.74544955129 5695.70711681908 5399.64245416917 4893.39493662879 4651.8943908612 4793.48460533877 5236.10490806539 5565.32026381026 1057.74735259992 1146.58774787879 1240.25139568296 1419.35097377782 1281.52916299162 1222.57711548479 1671.7758546273 3042.99364210491 4764.02098260024 6297.99306414894 6213.80974624779 5662.3499784074 5285.53804154116 4364.02467789525 4141.93388402102 4521.67514298907 4545.94880037255 4876.43617092847 4962.36628125985 4558.00289264384 1218.35205994307 1211.30190122283 1546.96448812147 1787.27988291251 3275.57636851635 3532.05185020555 3227.72373497715 2908.73667926927 3213.14683185953 3454.09470490479 3978.10594132265 4318.36904336071 4328.3265807159 4087.38896052747 1675.37227337379 1381.13286513647 1161.10639867254 1747.30223829056 2327.38142148293 2490.70790982255
"X10" 4905.59176418063 4721.16951102049 5020.37600421967 4082.76406967907 4043.89365145201 5069.78182803431 6121.96865876764 3233.42385717505 3437.70331477019 3533.89014312141 3244.91063522016 2865.56833909063 3150.59414843485 3798.90421740262 4540.13813530385 4106.30556552223 3581.41639000454 2492.20630778554 2613.11461706908 2473.76723005983 2711.61302333066 2839.73375382715 2987.78619373893 3029.26873624595 3079.40011435211 2933.77408283982 3409.80132749455 1151.11747245393 1713.57709461201 1994.73810610086 2318.61530249411 2395.33333580121 2264.20229197433 2322.02209034123 2064.16569418064 2203.25959779047 3654.49089753278 5571.0675438518 5246.05556342894 5191.27656647654 4896.55975357787 1533.07391128713 1567.88087759134 1594.22996988115 1679.42841547341 1527.51501598998 1812.76235350214 2528.21993219424 5356.55011724475 6826.60940668992 5880.06056618416 6370.09732754585 5599.97710825841 5348.36037637864 4910.49626547828 4692.75760236811 4839.91613046838 5265.57409162619 5535.35285708431 1355.44958490247 1360.10637141487 1472.59036815619 1628.84086266314 1535.5313844416 1403.52083186255 1738.2565869105 2913.48030809364 4426.1327702705 6190.12238634549 6084.57686071088 5565.49185871337 5282.95204434078 4419.26811557157 4211.7375483644 4598.50478809391 4618.78445637201 4944.66588782695 5016.11914475587 4584.66420917956 1468.97114869289 1392.09517960514 1611.44441659772 1742.39488520188 3299.34383740241 3498.08752801672 3209.74044607415 2918.59822173613 3207.57189942368 3475.30097411116 4012.95942188483 4339.51802638328 4315.41956446832 4004.82654951441 1678.56796568522 1391.81382217018 1165.81154202085 1675.73879969209 2219.11236368086 2325.50972078524
