"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 1244.68027215945 1211.31746289674 1312.71559617102 1475.16929984323 1458.92655185423 1541.49791435887 1542.93929540519 1393.5442085276 1279.15040874934 1236.14567856303 1475.16929984323 1458.92655185423 1541.49791435887 1542.93929540519 1393.5442085276 1409.64267443973 1553.03847071432 1497.89309725466 1772.28967896365 1758.0551386813 1749.71237018032 1751.69627415776 1741.62333355823 1746.24412750558 1617.27416603582 1630.90633136269 1225.70514347909 1553.03847071432 1497.89309725466 1772.28967896365 1758.0551386813 1749.71237018032 1751.69627415776 1741.62333355823 1746.24412750558 1617.27416603582 1630.90633136269 1288.92179504219 1768.48133068375 1857.17967723424 1864.65607198094 1842.19674454763 1837.78854631612 1836.02987950742 1840.45539578785 1783.11185230181 1795.90973806729 1253.18158979606 1273.31313158895 1842.19674454763 1837.78854631612 1836.02987950742 1840.45539578785 1783.11185230181 1795.90973806729 1544.91085736538 1558.07864714038
"X2" 1137.17258629105 1151.79280881785 1249.35704983902 1412.25875037045 1421.79640213484 1512.39588445257 1497.46805298378 1355.2770218347 1185.70852700434 1203.49655960028 1412.25875037045 1421.79640213484 1512.39588445257 1497.46805298378 1355.2770218347 1333.57752189915 1472.30539840593 1509.34955175725 1723.20456270096 1732.02789775664 1751.03168438682 1743.3125375301 1733.50926658843 1724.5259977104 1620.66526972711 1581.04269385679 1218.07788916824 1472.30539840593 1509.34955175725 1723.20456270096 1732.02789775664 1751.03168438682 1743.3125375301 1733.50926658843 1724.5259977104 1620.66526972711 1581.04269385679 1272.02053232592 1770.1297680851 1844.63052599332 1838.94643688002 1820.4389357423 1823.48299686252 1824.48190708482 1816.27559576866 1780.59675883337 1754.98332150391 1289.24885024494 1279.53629131129 1820.4389357423 1823.48299686252 1824.48190708482 1816.27559576866 1780.59675883337 1754.98332150391 1536.58278014071 1524.88081595867
"X3" 1042.94867351211 1103.53143982415 1193.23784191462 1356.50105663562 1390.66116634216 1486.56651812333 1456.08470317767 1322.49705827675 1106.35797450544 1183.400541206 1356.50105663562 1390.66116634216 1486.56651812333 1456.08470317767 1322.49705827675 1264.30297677124 1399.83121269722 1520.17086992797 1677.64520388686 1708.17594958134 1753.36351019232 1736.44708880513 1727.09915328326 1705.2526065657 1624.79357334538 1534.64356272819 1217.43308084949 1399.83121269722 1520.17086992797 1677.64520388686 1708.17594958134 1753.36351019232 1736.44708880513 1727.09915328326 1705.2526065657 1624.79357334538 1534.64356272819 1259.27329877903 1773.93657404628 1833.64879233487 1815.52705738809 1800.44312750812 1810.53618489463 1814.10808686186 1793.96320136172 1778.40328958703 1716.23337244813 1326.97335985226 1288.82586814418 1800.44312750812 1810.53618489463 1814.10808686186 1793.96320136172 1778.40328958703 1716.23337244813 1530.26084107723 1495.04228970898
"X4" 978.080017357605 1077.44677904056 1155.05411820493 1317.7199766501 1372.82750352987 1470.67546729123 1427.04047576574 1302.90867510799 1055.37556697775 1183.30825742716 1317.7199766501 1372.82750352987 1470.67546729123 1427.04047576574 1302.90867510799 1212.75867633591 1345.18979614801 1530.79657030473 1641.76406725104 1690.59268337549 1759.8190584618 1735.09632188108 1726.97751669398 1694.07028181031 1632.84564109008 1499.61404633445 1227.06182183232 1345.18979614801 1530.79657030473 1641.76406725104 1690.59268337549 1759.8190584618 1735.09632188108 1726.97751669398 1694.07028181031 1632.84564109008 1499.61404633445 1257.75897690527 1782.19192592267 1826.98215325967 1798.18283971372 1785.36862335569 1801.41682653333 1807.83614414852 1777.67911632078 1778.73491227399 1685.53910296333 1367.98950206526 1305.88475596496 1785.36862335569 1801.41682653333 1807.83614414852 1777.67911632078 1778.73491227399 1685.53910296333 1530.02673598751 1475.01409283445
"X5" 952.035301779736 1079.02254699414 1141.12191696287 1302.39912541642 1372.74749706549 1469.49863631758 1416.39247731831 1301.43583842263 1040.1973966889 1205.17136746103 1302.39912541642 1372.74749706549 1469.49863631758 1416.39247731831 1301.43583842263 1186.68606758125 1314.38415686624 1541.44520516745 1620.35899576532 1682.49096805029 1772.71600580475 1742.2836865488 1736.59943180615 1695.27373337293 1647.17886780597 1482.08548878467 1246.71276693594 1314.38415686624 1541.44520516745 1620.35899576532 1682.49096805029 1772.71600580475 1742.2836865488 1736.59943180615 1695.27373337293 1647.17886780597 1482.08548878467 1271.66799734896 1795.51596187223 1826.49638881994 1789.59184527414 1777.72869264902 1798.1149223133 1808.17709919263 1770.93679124046 1783.55432576116 1667.8715925394 1412.27106238483 1333.06208536102 1777.72869264902 1798.1149223133 1808.17709919263 1770.93679124046 1783.55432576116 1667.8715925394 1539.00040372232 1469.74818098557
"X6" 969.447041396614 1110.25962073113 1154.61252806735 1314.21906466906 1392.72463149683 1485.97703159829 1427.94927347094 1320.75509431662 1063.81235643929 1248.24064521291 1314.21906466906 1392.72463149683 1485.97703159829 1427.94927347094 1320.75509431662 1190.79265760223 1310.63860486765 1552.16263780896 1616.60740989747 1686.00286658952 1793.51086190133 1759.94272639295 1758.17510941344 1711.64227730522 1669.29471877885 1486.12943420517 1274.85667354131 1310.63860486765 1552.16263780896 1616.60740989747 1686.00286658952 1793.51086190133 1759.94272639295 1758.17510941344 1711.64227730522 1669.29471877885 1486.12943420517 1303.08987996735 1813.77436844473 1833.31781121382 1791.42701153732 1779.2768790517 1802.03994274145 1816.95517334218 1776.23399488332 1794.3252371141 1666.75318813759 1459.12326484293 1371.23099367473 1779.2768790517 1802.03994274145 1816.95517334218 1776.23399488332 1794.3252371141 1666.75318813759 1559.18294129846 1482.45464005389
"X7" 1022.41807900546 1164.70348254553 1190.6448343509 1349.18489389351 1429.43040397801 1517.77715497258 1458.95033570886 1357.47481850331 1118.34809152281 1306.30440172469 1349.18489389351 1429.43040397801 1517.77715497258 1458.95033570886 1357.47481850331 1221.12248862791 1329.78916242451 1562.53225278239 1628.75547396348 1699.95063753856 1821.1017436909 1786.74276969121 1790.20388605987 1741.41857945349 1698.19338747946 1509.60396388359 1308.20707904007 1329.78916242451 1562.53225278239 1628.75547396348 1699.95063753856 1821.1017436909 1786.74276969121 1790.20388605987 1741.41857945349 1698.19338747946 1509.60396388359 1348.70012649645 1835.44187623749 1846.55603533999 1802.53960113365 1789.47541645512 1812.839195484 1833.77766521783 1792.81086828595 1810.85048757257 1681.04629086311 1506.76418957052 1417.73923665858 1789.47541645512 1812.839195484 1833.77766521783 1792.81086828595 1810.85048757257 1681.04629086311 1589.18918736904 1511.07677621968
"X8" 1099.94722199635 1233.80401101736 1242.34240995235 1401.40169473585 1478.14180762325 1561.25961431425 1505.0090639592 1406.70047590277 1193.241024352 1371.79647996969 1401.40169473585 1478.14180762325 1561.25961431425 1505.0090639592 1406.70047590277 1271.57539246285 1365.84345867757 1572.02150228445 1653.82987907572 1722.33786431625 1853.7527997957 1820.54469411877 1830.26610697738 1781.72235340463 1732.25543053809 1548.83013595734 1343.04187713761 1365.84345867757 1572.02150228445 1653.82987907572 1722.33786431625 1853.7527997957 1820.54469411877 1830.26610697738 1781.72235340463 1732.25543053809 1548.83013595734 1403.83179019597 1858.64761933105 1864.82171061091 1821.0830619135 1807.22092425704 1829.72517972362 1857.70447446679 1819.1026873913 1832.52261572682 1708.46141334613 1553.14012434156 1469.05945144022 1807.22092425704 1829.72517972362 1857.70447446679 1819.1026873913 1832.52261572682 1708.46141334613 1626.7953973159 1552.25427674293
"X9" 1191.06137277876 1309.02797383559 1302.84644006099 1464.99434904941 1534.14961203153 1612.79865065169 1561.75640684731 1463.5519847703 1277.95045710183 1437.15921707268 1464.99434904941 1534.14961203153 1612.79865065169 1561.75640684731 1463.5519847703 1336.07448343893 1412.82865216928 1580.09697246609 1688.87229894089 1751.17794931261 1889.73408818142 1859.21753312627 1875.95151045927 1829.68557413049 1769.86747879782 1600.14732094002 1375.64081433074 1412.82865216928 1580.09697246609 1688.87229894089 1751.17794931261 1889.73408818142 1859.21753312627 1875.95151045927 1829.68557413049 1769.86747879782 1600.14732094002 1463.8285251886 1881.52201207286 1886.73115293347 1845.21926420415 1831.41854465425 1851.91724186368 1887.80364983057 1853.55590078994 1858.74006868498 1746.72427967556 1596.19567103658 1521.66951129804 1831.41854465425 1851.91724186368 1887.80364983057 1853.55590078994 1858.74006868498 1746.72427967556 1669.78640428515 1602.64112766863
"X10" 1284.80305218966 1381.84931835532 1365.30793020769 1534.1008599857 1592.75300771116 1668.77802813832 1624.83590774601 1523.15817296874 1361.94657253471 1494.83482328647 1534.1008599857 1592.75300771116 1668.77802813832 1624.83590774601 1523.15817296874 1408.55925691009 1464.78463458385 1586.22378779093 1730.93602916521 1784.49185879583 1927.31961878854 1900.63606281429 1924.856499271 1882.44922786643 1809.42041516488 1659.9090521841 1402.28124600301 1464.78463458385 1586.22378779093 1730.93602916521 1784.49185879583 1927.31961878854 1900.63606281429 1924.856499271 1882.44922786643 1809.42041516488 1659.9090521841 1524.03930196807 1902.19462154638 1910.90477288874 1873.11641124331 1860.98069547555 1878.64068550433 1923.15033106654 1894.62636539984 1888.9065230889 1793.5732477715 1633.87141317008 1572.04852847359 1860.98069547555 1878.64068550433 1923.15033106654 1894.62636539984 1888.9065230889 1793.5732477715 1715.95310381081 1658.9018136392
