"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99"
"X1" 3178.82883198857 3434.12671904085 3160.41109951439 3187.77555575022 3426.63315692164 3397.27619953665 3798.7895106482 2910.05993835916 2965.26201698595 2876.34500451263 2677.45972274765 2714.67779006685 2856.81381246664 2844.44194571818 2835.39151109511 2874.48170946105 2928.58950398839 2899.00058114881 3077.05614318749 3064.32873654148 2808.73169300308 2779.05861033905 2894.92154485164 2893.50003551008 2889.26089041016 2856.12610050631 3114.06939496864 2182.51764096951 2087.2388774121 2077.61773038542 2589.29423180006 2572.54209856782 2286.29235200109 2284.55646018763 1907.29342477023 1876.9813508548 2864.14511384859 3736.47448446792 3736.12533241851 3704.8300464106 3932.14290561843 2689.47372716417 2724.7971995032 2512.56691199585 2567.01542234668 2193.46800546607 2136.13208715101 3043.8444433567 2827.72800849724 4415.5506082898 4477.76897121327 4103.53207929942 4083.31149747233 3617.07834951684 3622.36995725539 3852.23749155711 3851.33895843739 3939.65655790969 3937.03615968913 1798.16852938514 1839.84262083905 1309.76644400343 1375.58652855386 1288.73751122159 1119.57633203548 1646.52900385207 1386.29999507909 2566.79647659464 4253.99993115569 4393.33191642664 4477.76897121327 4103.53207929942 4083.31149747233 3617.07834951684 3622.36995725539 3852.23749155711 3851.33895843739 3939.65655790969 3937.03615968913 1237.33216265357 1733.66016000288 1650.25864337227 2722.9601340911 2610.33150309803 2896.85079222883 2899.07353036786 2753.75704432511 2707.37137236985 2973.23058058429 2960.19159214422 3336.09635535407 3341.08035794354 3020.25256886848 2896.85079222883 2899.07353036786 2753.75704432511 2707.37137236985 2973.23058058429 2960.19159214422
"X2" 2897.98178188604 3190.29773474027 3019.88552989774 2986.175808042 3385.4906910908 3467.5151296386 3683.90735099188 2493.35527058522 2947.10004625297 3012.45301690776 2837.21014153944 2802.37283614131 2930.15595781114 3005.94943383962 2978.46484654628 2922.77278480523 2540.69837038235 2561.49681264269 2860.57354130342 2872.39697471349 2644.72985610233 2668.60238811537 2808.6147133181 2810.27680186918 2785.95091739716 2836.38620784238 2975.92609853766 2047.53372747988 1963.95026304656 1956.96011617809 2460.90613659778 2488.47294764882 2236.18132241693 2237.76764230587 1941.63225982245 2000.83882104527 2835.24329047255 3683.79944815028 3699.94456596473 3732.18097842824 3936.15171697785 2345.49522206027 2330.84145267124 2113.28972607424 2090.00578688901 1772.44151897867 1827.2354525783 2714.07023053394 2799.63753782431 4364.50585859846 4523.32116097898 3989.84407931785 4064.81339934521 3720.0116528274 3712.29868761368 3906.59105753475 3904.1092280195 3974.08306057412 3961.98140956383 1581.50232678445 1566.36837816662 1162.31814838835 1135.20453943599 1062.42200663974 1127.6231810313 1524.62035625667 1928.67271868619 2539.18940181116 4545.90353954219 4649.59244544557 4523.32116097898 3989.84407931785 4064.81339934521 3720.0116528274 3712.29868761368 3906.59105753475 3904.1092280195 3974.08306057412 3961.98140956383 1081.82045041225 1484.83054037915 1523.92938909761 2455.29838772161 2523.82112091931 2788.81716563463 2721.50918636978 2577.35892574758 2611.44756684648 2843.18253852946 2939.57999285023 3280.05474337684 3303.13181898149 3017.49509662036 2788.81716563463 2721.50918636978 2577.35892574758 2611.44756684648 2843.18253852946 2939.57999285023
"X3" 2703.81618800039 2962.78498092763 3111.10674745476 2982.87577396384 3346.94145043594 3533.67987794765 3574.87602203935 2474.80193155142 2925.53232082584 3137.44722182708 2987.24701140894 2884.20218714273 3000.39546551619 3159.43484581548 3114.11327257874 2968.59199160749 2179.46334585504 2275.35140277725 2650.75843535037 2685.84151771696 2488.33730990064 2562.93008710221 2727.62694657418 2732.20973438029 2688.55363049359 2817.9286347465 2850.13103773007 1935.2242008237 1899.86564635805 1934.32699071091 2334.56349399186 2404.25168697818 2187.26336705466 2191.95866005762 1974.93524996168 2118.23871087834 2808.670107628 3637.60903187218 3666.17336707083 3758.45783280227 3938.62797650551 2016.17441144547 1954.24902062115 1734.95600940808 1638.12022505304 1378.25024080916 1623.29497413388 2402.85237637709 3133.08934276667 4316.79628653505 4564.53657554021 4116.37231129411 4045.55277685084 3819.48812587757 3799.47154138498 3960.91704339669 3956.93746658274 4008.54715549869 3987.45771605449 1392.67579693914 1320.24005097401 1044.13820161597 924.890099733862 862.611212035993 1157.57702310865 1438.23640186614 2446.04826764214 2913.98733652467 4824.2760626204 4889.78904658265 4564.53657554021 4116.37231129411 4045.55277685084 3819.48812587757 3799.47154138498 3960.91704339669 3956.93746658274 4008.54715549869 3987.45771605449 953.563036460132 1257.22116793245 1430.75434195265 2200.79427096588 2440.06831685157 2682.50405975952 2549.45853787019 2407.46441043813 2517.64556831401 2716.71370250402 2916.71880157261 3223.96527320161 3263.98518846632 3013.86038981391 2682.50405975952 2549.45853787019 2407.46441043813 2517.64556831401 2716.71370250402 2916.71880157261
"X4" 2586.64635589487 2775.77335532355 3317.30631828 3089.59916423062 3314.22300305058 3588.13804846898 3477.73434941131 2670.82038796233 2896.71680981651 3232.42811188074 3112.5299753093 2951.94757728137 3062.8775680287 3291.78716547799 3229.59404670393 3007.91165417171 1878.1429585896 2052.47176167186 2463.71142812278 2518.24221002863 2354.62061214448 2472.12902019574 2661.65883320726 2668.71965445061 2607.03273776528 2803.00012011026 2749.57132991823 1856.67468812643 1881.00688151502 1972.41001145593 2217.52495510533 2323.08824671927 2141.99260388035 2149.27196991415 2004.35540012092 2217.79667889653 2787.8768811888 3601.6348861737 3637.36272301186 3780.2344072021 3936.28113526177 1729.12400449974 1627.4087983468 1413.39071193059 1254.9914395266 1053.5417938725 1507.52685369573 2142.91727999435 3620.53245489622 4277.49118407744 4593.41663445954 4349.75880328855 4023.57783746637 3908.87783622199 3878.46677398003 4013.59178887456 4008.33365626539 4042.14569838142 4013.39176847947 1266.55644506037 1144.56852777871 986.243707316169 787.083428891313 731.231401174829 1222.29940396005 1395.66005804285 2887.80380454896 3455.01107397338 5058.40550376391 5084.1216109484 4593.41663445954 4349.75880328855 4023.57783746637 3908.87783622199 3878.46677398003 4013.59178887456 4008.33365626539 4042.14569838142 4013.39176847947 884.670112844137 1082.55673814185 1381.07907764422 1983.55915401227 2365.49510578089 2584.22997855051 2395.78179001828 2257.62666290629 2432.11500527889 2602.68870943028 2890.57655972911 3169.94022228701 3223.98898536704 3006.51926319771 2584.22997855051 2395.78179001828 2257.62666290629 2432.11500527889 2602.68870943028 2890.57655972911
"X5" 2532.0737785571 2646.90424556038 3531.6340063059 3223.84952959955 3289.3085704603 3624.49676400754 3396.25328839379 2911.60431402473 2857.71735164156 3282.66112402137 3201.64713351866 2999.54753168814 3114.05945938335 3392.95049989097 3314.83142887672 3037.53216770234 1658.9957917602 1896.8674376361 2313.01599041261 2381.07928258174 2256.06147207625 2404.762261234 2618.64515400653 2627.51904972858 2549.26021454459 2793.39459863743 2681.96231061671 1814.97831872792 1891.11908321179 2034.34721082153 2116.30903925356 2248.05795404064 2102.00942507273 2111.11538224856 2026.53629054092 2289.64095990473 2774.15049467281 3576.42694041569 3614.87736615193 3794.136086163 3925.93304314588 1506.37269334702 1376.05398649446 1176.08963622519 974.078235476659 829.131153608203 1458.89353019217 1958.2937446824 4075.68933203584 4248.13174258606 4603.05752789651 4571.973522434 3997.69365274681 3982.87981235739 3944.92891586877 4063.17090548841 4056.96002982262 4073.8943112256 4039.46857211542 1221.62395209359 1064.23987168863 1003.25084289188 745.526366390064 692.965464475548 1323.8521776593 1398.07176737254 3209.72905457301 3952.23515111633 5222.13880664305 5209.02434810298 4603.05752789651 4571.973522434 3997.69365274681 3982.87981235739 3944.92891586877 4063.17090548841 4056.96002982262 4073.8943112256 4039.46857211542 891.969092874453 981.990889020409 1377.82402013337 1821.85690266145 2304.85515812788 2499.70260589828 2271.34610586597 2138.99467184768 2360.2231981053 2508.94472779512 2861.1348377142 3120.01769313633 3183.69023184633 2991.8932091637 2499.70260589828 2271.34610586597 2138.99467184768 2360.2231981053 2508.94472779512 2861.1348377142
"X6" 2525.39644504582 2586.99270461783 3670.42953761801 3319.93963382785 3273.03718261296 3638.1228238737 3332.32970577696 3063.28642232332 2806.76104742183 3278.52916065228 3247.27262553741 3023.2349320566 3151.64916672206 3456.35563026987 3363.06289095938 3055.30035849551 1534.76089911642 1807.79175635113 2204.02888165482 2278.94780878149 2201.3714294175 2366.9269061045 2604.06980630992 2613.94213783606 2520.51129442968 2790.32823627149 2651.00219169062 1809.1185988472 1915.63565139333 2089.88076004574 2036.01649654466 2181.83684850274 2068.54359607871 2078.56975426669 2038.81047687839 2326.86123052505 2767.57320831237 3560.90361625107 3599.16700066063 3797.43670280366 3905.11526067355 1363.13141726501 1217.83843991341 1041.32864649961 817.543317736623 724.249294391394 1457.68258947849 1864.064819174 4355.23667058375 4228.36460160613 4588.52321924473 4692.74346951932 3967.26962878782 4037.76639983256 3995.75959798199 4108.49918673345 4101.73411926138 4102.91083240213 4065.26403391401 1265.44118228709 1091.13069821371 1099.56925889277 810.867754772167 759.67699453691 1458.97854202263 1442.89149511863 3393.23689553058 4245.06571344726 5296.87356729478 5248.71512225917 4588.52321924473 4692.74346951932 3967.26962878782 4037.76639983256 3995.75959798199 4108.49918673345 4101.73411926138 4102.91083240213 4065.26403391401 981.937458641376 967.460775996853 1419.68367040062 1727.57970708967 2261.24658782014 2433.32896038374 2184.01243523647 2059.49792190382 2306.05821702894 2441.42424965308 2829.03701862526 3075.92696333532 3143.78747837653 2967.21339571028 2433.32896038374 2184.01243523647 2059.49792190382 2306.05821702894 2441.42424965308 2829.03701862526
"X7" 2554.14816283942 2586.75425558574 3726.459171778 3368.559825356 3263.03343416887 3629.90346045012 3282.73032207175 3111.44497568927 2745.70076324345 3226.10609756198 3254.34401861256 3026.03306056348 3177.10610241328 3485.92206640638 3377.69142975964 3062.28677707818 1491.79528963173 1773.10537244808 2132.66541827005 2208.55071462325 2187.31786335289 2356.76890573601 2615.72315406664 2625.8532610768 2518.09307021576 2793.23426533391 2649.67455234652 1829.3997575862 1947.87800918079 2132.38517425094 1977.12016186782 2125.7843046676 2042.0333043224 2052.17115087468 2041.56676182268 2332.4133716098 2765.55260017406 3550.52826667897 3588.23266435579 3789.77871907836 3873.9220601789 1293.84007049776 1145.82182866618 999.921236779693 773.867285600584 724.748171284044 1492.08989371839 1849.1422070928 4455.4003969894 4213.72556850513 4551.33253301691 4710.67499983715 3933.14035156719 4074.55567675952 4031.64294056094 4149.33230022696 4142.38024473996 4128.75028164268 4090.13486224435 1378.57175409208 1203.86865558379 1255.25173824881 960.560909900536 909.80097524743 1613.57325513503 1519.27263125755 3451.37966990254 4332.24980629553 5288.44486883708 5211.31809691071 4551.33253301691 4710.67499983715 3933.14035156719 4074.55567675952 4031.64294056094 4149.33230022696 4142.38024473996 4128.75028164268 4090.13486224435 1135.18143071535 1025.29144636956 1495.63869757835 1693.70165418265 2232.99477285525 2385.19560427587 2132.09581242514 2017.07260892333 2269.61699681539 2399.88023666613 2796.59444455304 3038.33582739529 3105.41872255729 2933.45837345486 2385.19560427587 2132.09581242514 2017.07260892333 2269.61699681539 2399.88023666613 2796.59444455304
"X8" 2606.44919014211 2631.92875341455 3711.56228548876 3374.47938730202 3256.12315661602 3602.08738323038 3242.95136851674 3071.52576712305 2677.28790724841 3135.34878001873 3230.83282294322 3012.64565954408 3192.81741121486 3488.16320521153 3364.63324421225 3060.35888467663 1509.92644594885 1777.86374755863 2092.87392454672 2164.94759815197 2207.71661264852 2370.4700732497 2649.4943395786 2659.27083272762 2537.34275711589 2801.10526348709 2668.30827069724 1863.97798169918 1983.13414397176 2161.12971089081 1938.9549275734 2080.94007137515 2022.72540348948 2032.32532319886 2035.95023501346 2311.69351926062 2764.83090234546 3539.90399706956 3579.46693214099 3771.38723833869 3833.0795306517 1287.80870510223 1146.98839964573 1035.89395969345 823.204998975419 808.222256818464 1552.30615838555 1895.96031774775 4407.2318479364 4198.72589431625 4494.59881751596 4646.53669965817 3896.50385015685 4095.43658129236 4054.19575634879 4185.64947859089 4178.82058042589 4151.07397658594 4113.38187070152 1534.88338737943 1372.83595750856 1444.30694315432 1163.82558515081 1113.48057414379 1770.83289012919 1614.32639943553 3403.90539987268 4252.28181809993 5208.72734109809 5110.86975773082 4494.59881751596 4646.53669965817 3896.50385015685 4095.43658129236 4054.19575634879 4185.64947859089 4178.82058042589 4151.07397658594 4113.38187070152 1325.88855826452 1135.46333455772 1592.26768054002 1708.51784774811 2217.24496801406 2354.32502668837 2111.55524258799 2007.18841183467 2249.88928500621 2382.54090721565 2766.5359427741 3007.65264264546 3069.83356585469 2892.53580407876 2354.32502668837 2111.55524258799 2007.18841183467 2249.88928500621 2382.54090721565 2766.5359427741
"X9" 2670.4472764183 2708.30860904905 3637.55012185134 3342.45604977131 3249.13587717029 3556.90078461541 3208.50115017781 2959.00654559201 2604.26585535036 3016.17032982421 3184.6754166411 2987.75794851461 3201.15898364614 3469.56082910562 3329.77258474615 3051.37389313133 1569.05156125101 1807.16683925319 2078.63949411381 2143.22932120364 2256.42349421368 2404.23997187733 2701.29807656908 2710.23813134025 2573.62268692362 2812.93961728073 2697.25562791522 1901.02851103914 2016.68168919833 2175.36737666669 1920.8800540276 2048.35726809052 2010.87559892336 2019.44612021693 2023.09683565105 2270.06795052137 2762.15201742647 3523.63412246973 3570.26506689299 3742.47511243809 3783.30278586127 1334.42084301073 1208.4072839893 1133.36305639407 945.818890706756 952.361665908259 1628.53863582425 1987.02471339029 4241.73772264074 4177.87642184317 4421.41291725996 4521.04487805745 3858.55542117961 4102.57947568273 4065.01926506383 4217.42449752703 4210.97220261185 4169.5390282828 4134.30385580976 1708.29285333488 1568.47773657547 1640.78122043839 1389.94158313789 1340.91971977142 1913.95861548143 1715.18584234151 3270.4403591495 4043.58439539811 5069.51424797422 4961.33423536404 4421.41291725996 4521.04487805745 3858.55542117961 4102.57947568273 4065.01926506383 4217.42449752703 4210.97220261185 4169.5390282828 4134.30385580976 1528.2894502012 1278.01671773217 1696.17298590494 1760.37979939021 2211.15715210523 2339.75988682545 2118.38620535038 2025.35286899145 2245.88440650665 2387.66263330526 2741.59326108296 2984.29387331535 3038.28493464105 2846.34490235963 2339.75988682545 2118.38620535038 2025.35286899145 2245.88440650665 2387.66263330526 2741.59326108296
"X10" 2734.30354208883 2801.7226420967 3516.217619977 3277.2399966075 3238.9012194998 3496.54987478598 3174.89494119891 2789.41239558984 2529.37308034896 2878.45141499922 3123.7820703575 2956.04195478237 3204.4981581645 3436.57247277895 3278.9684418956 3037.18087750252 1649.11466037822 1846.14185732581 2083.9771681702 2138.5124441611 2327.32732493951 2454.31161135206 2767.0700068512 2774.81880354928 2622.31503695358 2827.74038450699 2726.88133346503 1928.7321505714 2043.78192658385 2174.33321071082 1922.27845050252 2029.10359180213 2006.74874355386 2013.95596452778 2004.1346515492 2212.87919171328 2754.25783062586 3496.31603014643 3558.02206177167 3703.24318611493 3725.2967819513 1423.1214171101 1317.21780839538 1276.51640828028 1122.05654098234 1134.92680485065 1710.99901439704 2104.89224512839 3989.9131887906 4145.68136804644 4334.84668970286 4354.88523156436 3820.48898328961 4098.13861084018 4065.70091122764 4244.62563932302 4238.74698870094 4183.79794928299 4152.19679764616 1872.73634273935 1761.26849537193 1818.72909717982 1608.21386772498 1562.34928830797 2026.13708382027 1808.99101253952 3070.51138605127 3744.54947996579 4882.53088647741 4776.61917182851 4334.84668970286 4354.88523156436 3820.48898328961 4098.13861084018 4065.70091122764 4244.62563932302 4238.74698870094 4183.79794928299 4152.19679764616 1716.62849864138 1433.02903991101 1793.96537864513 1837.6822037542 2211.90281249557 2340.56193382816 2148.61611145719 2067.1062780334 2256.63014355994 2413.52796138439 2724.50417614781 2968.68456909104 3012.03051079881 2796.77859299161 2340.56193382816 2148.61611145719 2067.1062780334 2256.63014355994 2413.52796138439 2724.50417614781
