"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131"
"X1" 2778.86562691413 2001.18056285793 2835.20912345223 1835.05521329904 1756.78720055638 2895.90128011611 1868.36628392547 1826.88057358528 1742.42852401408 2861.72670724025 1987.15839686681 2016.52115427747 2003.85979396842 1917.55311209788 2713.19428545777 2646.90945922654 1899.95335472158 1943.67288420487 2004.70348446793 1997.73051849941 1995.47778951301 2746.87785804811 2729.32190980441 1879.96491473544 1899.95335472158 1943.67288420487 1941.30273105576 1851.08314797758 1957.89253929634 2191.99914022349 2191.46723441561 1876.28807606581 1944.88841762087 1928.80070436058 1970.18119187153 1896.81059845163 1910.59909850559 2260.09152973359 2217.27678114715 1822.0751984292 1876.28807606581 1944.88841762087 1928.80070436058 1925.91263497677 1644.98759159421 1648.62424520717 2042.72683626267 2002.86762119989 2017.81599604297 2081.79958579662 2105.61969426321 2105.72705789475 1827.59875238609 1922.08364700786 1642.84104627143 1655.46099969297 2055.62286859849 2011.14074835519 1808.99067574482 2017.81599604297 2081.79958579662 2105.61969426321 2105.72705789475 1827.59875238609 1818.33774557461 1729.69714552515 1764.85657710863 1911.46823327431 1869.44537615119 2005.65768625027 2301.91614321672 2301.91614321672 2233.00554794369 2233.00554794369 2207.5536736888 2207.5536736888 1733.39521994787 1733.39521994787 1898.65619880007 1898.65619880007 2312.72420541547 2005.65768625027 2005.65768625027 2301.91614321672 2301.91614321672 2233.00554794369 2233.00554794369 2207.5536736888 2207.5536736888 2009.71016426886 2009.71016426886 1896.9759850639 1896.9759850639 2502.533408459 2498.14402941397 2498.14402941397 2558.34674728372 2558.34674728372 2372.1263946743 2372.1263946743 2061.02791250111 2061.02791250111 1876.22691665506 1876.22691665506 2483.38568470087 2558.34674728372 2558.34674728372 2372.1263946743 2372.1263946743 2279.9184547347 2279.9184547347 2166.39284845402 2166.39284845402 2333.378698547 2241.39149524851 2241.39149524851 2269.02800585145 2269.02800585145 2156.93430986333 2156.93430986333 2315.19907943449 2142.45570540161 2142.45570540161 2161.30559299671 2161.30559299671 2495.60809032822 2495.60809032822 2159.94437748545 2159.94437748545 2492.01008813128 2708.71761887826
"X2" 2578.28685277042 1866.09810789286 2523.3002831604 1688.42723524468 1700.89293560696 2526.75259528361 1694.78888308647 1678.03132499069 1724.78618116226 2542.8354001766 1810.4541815047 1797.79302337284 1807.4986317548 1847.53545006281 2475.6955902877 2508.42718576755 1737.27222536409 1773.31058160004 1803.3128941836 1814.46817094406 1847.98607528393 2461.22175790153 2468.05946444378 1746.86217970564 1737.27222536409 1773.31058160004 1771.73367100334 1701.49302316392 1665.0856353867 2040.60497808862 2056.82600817414 1606.86240835315 1623.08365085171 1724.51476566019 1769.30976017558 1702.32518868331 1696.85743185756 1995.81690938175 2030.13469607448 1661.9352777295 1606.86240835315 1623.08365085171 1724.51476566019 1725.59501817241 1564.49658829349 1556.85545227202 1808.47633393202 1836.90503789371 1689.78039339976 1708.9089079698 1639.40017196928 1639.49383289486 1668.92292841982 1726.99904089352 1566.02281955552 1554.79717110852 1807.20159770427 1827.23498902253 1642.95966444715 1689.78039339976 1708.9089079698 1639.40017196928 1639.49383289486 1668.92292841982 1668.87722565013 1619.607093896 1614.33430513479 1696.98156726853 1717.16141330215 1785.22622556943 2011.88491102409 2011.88491102409 1964.16602034319 1964.16602034319 1823.10827343135 1823.10827343135 1618.98536361882 1618.98536361882 1703.13763340049 1703.13763340049 2066.97838851942 1785.22622556943 1785.22622556943 2011.88491102409 2011.88491102409 1964.16602034319 1964.16602034319 1823.10827343135 1823.10827343135 1785.53619255801 1785.53619255801 1715.9094580897 1715.9094580897 2196.70240815617 2212.05587291194 2212.05587291194 2166.83793349413 2166.83793349413 2112.44363509135 2112.44363509135 1763.91529674617 1763.91529674617 1732.98237630165 1732.98237630165 2198.51194316739 2166.83793349413 2166.83793349413 2112.44363509135 2112.44363509135 1948.69313631895 1948.69313631895 1868.59641137185 1868.59641137185 2106.88469400891 2031.23481447728 2031.23481447728 1952.02492875883 1952.02492875883 1868.82582598838 1868.82582598838 2116.14491295682 1952.90771167917 1952.90771167917 1922.21501830486 1922.21501830486 2241.6672574987 2241.6672574987 1915.11276845076 1915.11276845076 2243.41813066917 2419.97038695044
"X3" 2387.79320161691 1742.34824560369 2227.98698932709 1550.25225375426 1647.80789448244 2178.78981277921 1531.86063953922 1537.80014521822 1708.22414831045 2243.38469669386 1645.99239445916 1594.29875994141 1621.9310991426 1781.34804714139 2249.05775631956 2419.50184412849 1585.23762694521 1612.14678835884 1616.00468244237 1641.17256937771 1710.56510644317 2189.30368390561 2218.9958175972 1622.26915193988 1585.23762694521 1612.14678835884 1611.20119745118 1560.59634983434 1532.83760297984 1895.43563904378 1928.58719550167 1433.13871080294 1405.44476074693 1533.82528074903 1580.37031030993 1521.26427933864 1497.84257508147 1745.89747978705 1851.92270312677 1514.41587685013 1433.13871080294 1405.44476074693 1533.82528074903 1538.58087523201 1486.76371559125 1468.50155664974 1586.65703777049 1679.84138986887 1453.25430557056 1437.26525547945 1375.95638479001 1375.54376164827 1518.78628840394 1544.82532351642 1491.74958499304 1458.08876153051 1572.39115389848 1652.72623909206 1487.83628774753 1453.25430557056 1437.26525547945 1375.95638479001 1375.54376164827 1518.78628840394 1527.10152635352 1513.82442162876 1470.99851576501 1495.35879282137 1574.44383714034 1584.009196054 1745.83528575688 1745.83528575688 1714.19521283928 1714.19521283928 1548.55020033372 1548.55020033372 1509.17877802747 1509.17877802747 1519.50386915819 1519.50386915819 1831.91761646481 1584.009196054 1584.009196054 1745.83528575688 1745.83528575688 1714.19521283928 1714.19521283928 1548.55020033372 1548.55020033372 1576.2000586681 1576.2000586681 1545.75463752058 1545.75463752058 1904.07377547855 1949.13485944244 1949.13485944244 1893.29584100685 1893.29584100685 1871.99111396662 1871.99111396662 1584.1058521611 1584.1058521611 1599.02260987259 1599.02260987259 1926.14837533382 1893.29584100685 1893.29584100685 1871.99111396662 1871.99111396662 1715.28574934493 1715.28574934493 1639.07691443855 1639.07691443855 1889.69583944827 1836.47191239779 1836.47191239779 1733.59024179135 1733.59024179135 1660.74224749436 1660.74224749436 1924.8877032731 1778.09274207168 1778.09274207168 1706.58503836272 1706.58503836272 2000.80341221884 2000.80341221884 1688.3562976678 1688.3562976678 2007.65768701281 2144.36000943215
"X4" 2222.0035294914 1642.85143366546 1975.44247374774 1433.77606288143 1602.41355456861 1883.48875946445 1396.05430757501 1419.69530053122 1694.11147286004 1989.7075717148 1509.8577673949 1426.29787938573 1464.08425988668 1724.57320318485 2051.04512379947 2362.89451603546 1458.19871592063 1474.18552305598 1461.33830747619 1493.57193928244 1596.08378848617 1954.00853113144 2002.28902640491 1517.60234563842 1458.19871592063 1474.18552305598 1473.57690388795 1441.62006698966 1507.65269849288 1767.0735206794 1816.21358670853 1338.82027765121 1277.74755798362 1374.95080711809 1420.52251860825 1371.68867728408 1333.54078703643 1532.59256390293 1696.93641332785 1394.18489986863 1338.82027765121 1277.74755798362 1374.95080711809 1382.69020701093 1417.88459867338 1390.6844919412 1396.13449704821 1544.22266467311 1302.30900980132 1260.87946039992 1258.4046249815 1257.28593207813 1390.44788914668 1392.85634885983 1425.78130107903 1373.28361783692 1371.53559883333 1501.74255686649 1357.25049145154 1302.30900980132 1260.87946039992 1258.4046249815 1257.28593207813 1390.44788914668 1405.28158590546 1420.65196399232 1347.07750514445 1325.21131673848 1453.6150182867 1420.69038784829 1528.57534251459 1528.57534251459 1505.32086787072 1505.32086787072 1370.23577626826 1370.23577626826 1412.69116108089 1412.69116108089 1364.44277928783 1364.44277928783 1625.73962714352 1420.69038784829 1420.69038784829 1528.57534251459 1528.57534251459 1505.32086787072 1505.32086787072 1370.23577626826 1370.23577626826 1401.22681872582 1401.22681872582 1401.83336748112 1401.83336748112 1646.86723995185 1734.58378941232 1734.58378941232 1720.91782823699 1720.91782823699 1673.11996237235 1673.11996237235 1492.52115927171 1492.52115927171 1485.94424779462 1485.94424779462 1686.51571393752 1720.91782823699 1720.91782823699 1673.11996237235 1673.11996237235 1567.40169563714 1567.40169563714 1477.82330456284 1477.82330456284 1698.03428774023 1676.06560731935 1676.06560731935 1598.63233166932 1598.63233166932 1524.58518293948 1524.58518293948 1754.92672114424 1634.42238282652 1634.42238282652 1532.70175017813 1532.70175017813 1792.27930264935 1792.27930264935 1500.62199514144 1500.62199514144 1803.44197133618 1904.17611803628
"X5" 2090.70488614692 1575.48028596644 1784.13598193815 1348.4385978513 1567.82971767082 1663.10772967661 1298.96986732338 1333.36688830177 1682.67835243831 1799.90395913038 1412.90771917324 1307.6565000614 1346.45143411767 1680.9079186282 1894.35565599708 2321.2425646898 1366.02220702935 1369.48914549536 1351.93332992765 1383.24976217404 1513.21887548656 1771.7409871103 1832.44552011943 1440.62105364358 1366.02220702935 1369.48914549536 1368.86931606591 1354.12561785618 1536.71852579461 1663.17391739459 1726.06683139789 1303.13816391624 1220.22745587727 1260.38690006155 1301.87655623625 1266.14668410788 1217.90369684328 1371.85301186052 1575.41521393451 1310.43450145834 1303.13816391624 1220.22745587727 1260.38690006155 1270.13516071339 1362.79503595671 1329.12643372678 1250.6693122437 1438.76775458029 1223.93680690471 1166.12376103972 1228.77096394236 1227.00595221719 1293.47303766879 1282.93199539576 1372.800082221 1306.71939792722 1219.40064447473 1384.425688872 1260.5852036469 1223.93680690471 1166.12376103972 1228.77096394236 1227.00595221719 1293.47303766879 1312.35191310521 1346.58827880857 1251.85949615261 1199.53887251583 1362.86858263697 1306.85199870095 1376.1745545156 1376.1745545156 1352.74392669205 1352.74392669205 1269.54109616304 1269.54109616304 1336.31712760474 1336.31712760474 1249.47864721748 1249.47864721748 1461.95109628929 1306.85199870095 1306.85199870095 1376.1745545156 1376.1745545156 1352.74392669205 1352.74392669205 1269.54109616304 1269.54109616304 1274.23232259587 1274.23232259587 1294.93903759327 1294.93903759327 1441.92454091193 1584.92468151185 1584.92468151185 1627.94364375665 1627.94364375665 1530.87664740647 1530.87664740647 1457.98989153681 1457.98989153681 1401.57675609105 1401.57675609105 1494.81115776218 1627.94364375665 1627.94364375665 1530.87664740647 1530.87664740647 1487.62484374033 1487.62484374033 1379.10290840459 1379.10290840459 1544.04257899629 1562.20984888587 1562.20984888587 1527.65665694074 1527.65665694074 1447.47537659673 1447.47537659673 1616.32676607421 1532.42310922701 1532.42310922701 1411.83225794065 1411.83225794065 1629.67158701664 1629.67158701664 1366.07123350199 1366.07123350199 1643.91993752066 1715.7889693853
"X6" 1999.79849306611 1544.44144310848 1665.5431502074 1300.21620889108 1545.95884317677 1531.41651415529 1247.80501165852 1284.93182262069 1673.83223607597 1684.89714411097 1361.64886904701 1246.7403663691 1277.18359205007 1652.68122164949 1787.10234963824 2280.38178049383 1314.72377071266 1304.54616577674 1295.37081302146 1317.76632015598 1467.22380497482 1652.93338867117 1718.74688231505 1396.04230250126 1314.72377071266 1304.54616577674 1303.55845784305 1304.26728269801 1576.57117841484 1588.72727766052 1662.05170231785 1306.7445299175 1213.7716606548 1197.73842427222 1232.05916056243 1212.34879400725 1159.51799222014 1273.73202967118 1493.89663368753 1268.22583637253 1306.7445299175 1213.7716606548 1197.73842427222 1208.34779477996 1325.05582304326 1287.90435007953 1159.06414513732 1368.88218624934 1203.94596505929 1137.95561827403 1238.20041900538 1236.04678968915 1234.03695902173 1222.25844433359 1336.20203738734 1262.86718002014 1125.37358638132 1307.21932843275 1203.52354713515 1203.94596505929 1137.95561827403 1238.20041900538 1236.04678968915 1234.03695902173 1254.14410136734 1296.17864474969 1191.59713129939 1126.37956086685 1307.10732777549 1248.6710461821 1297.73556097706 1297.73556097706 1265.73379082328 1265.73379082328 1228.50228637907 1228.50228637907 1284.78499481243 1284.78499481243 1181.68388360998 1181.68388360998 1349.34290761815 1248.6710461821 1248.6710461821 1297.73556097706 1297.73556097706 1265.73379082328 1265.73379082328 1228.50228637907 1228.50228637907 1203.63719286924 1203.63719286924 1231.84687938466 1231.84687938466 1300.40536151889 1509.63457638004 1509.63457638004 1593.85924727618 1593.85924727618 1454.27154215493 1454.27154215493 1453.68446676426 1453.68446676426 1350.69377632188 1350.69377632188 1361.05510966824 1593.85924727618 1593.85924727618 1454.27154215493 1454.27154215493 1459.1305511246 1459.1305511246 1335.426060078 1335.426060078 1435.77476199489 1501.89424894062 1501.89424894062 1502.47474700892 1502.47474700892 1416.51715718949 1416.51715718949 1515.78818142694 1478.14764179658 1478.14764179658 1350.04990415153 1350.04990415153 1521.53325689219 1521.53325689219 1293.20540779668 1293.20540779668 1537.36106236514 1589.79746814105
"X7" 1944.76976918956 1544.50885818031 1611.50683757032 1285.36383652187 1535.67690476164 1478.21848755902 1237.41829840836 1270.56846156711 1667.28181388675 1635.72322447807 1350.74593001252 1236.74955343244 1251.95407300677 1638.73779734301 1724.56739576005 2237.98980814697 1299.71366126339 1275.83976482923 1285.41386447139 1293.15645081274 1454.11218144034 1591.18918764992 1655.74129650543 1380.31219872885 1299.71366126339 1275.83976482923 1274.22250242088 1288.5728760151 1617.05215982698 1541.26141885532 1621.53806568157 1338.81392126324 1245.78089160928 1181.16829447841 1206.21986911402 1204.57755278809 1152.00790463638 1231.56363390035 1448.52423685692 1261.80562463675 1338.81392126324 1245.78089160928 1181.16829447841 1191.63549232367 1304.092329857 1266.15001921963 1115.89319504313 1330.82958134822 1229.15460952783 1161.87878143785 1271.4915759915 1269.20723770623 1208.78303799073 1205.33590809837 1315.5120002791 1240.60120880937 1083.43717161694 1266.1161686405 1181.49613851896 1229.15460952783 1161.87878143785 1271.4915759915 1269.20723770623 1208.78303799073 1227.73184318323 1268.21702187414 1163.69589117361 1099.97045586356 1282.43923306041 1238.08008352981 1283.66569317087 1283.66569317087 1237.32743671892 1237.32743671892 1235.17794939561 1235.17794939561 1256.74700999284 1256.74700999284 1155.86083610333 1155.86083610333 1283.04088010715 1238.08008352981 1238.08008352981 1283.66569317087 1283.66569317087 1237.32743671892 1237.32743671892 1235.17794939561 1235.17794939561 1183.43589883963 1183.43589883963 1208.14907812663 1208.14907812663 1216.76920378211 1499.15659299362 1499.15659299362 1606.2823720603 1606.2823720603 1435.92373141098 1435.92373141098 1470.07370590314 1470.07370590314 1329.84709563199 1329.84709563199 1280.16038995835 1606.2823720603 1606.2823720603 1435.92373141098 1435.92373141098 1471.11187043956 1471.11187043956 1337.24533747987 1337.24533747987 1369.46759112822 1488.39089530684 1488.39089530684 1512.95208266676 1512.95208266676 1422.37722149923 1422.37722149923 1450.36169485249 1465.91378863455 1465.91378863455 1339.91131379737 1339.91131379737 1462.46481315544 1462.46481315544 1275.09824544237 1275.09824544237 1478.51940652507 1520.2373633401
"X8" 1918.5299783849 1568.12384073921 1609.01496301501 1297.73418173179 1535.11321229095 1487.39047811651 1259.6177214901 1283.99922671067 1662.68821357258 1638.50108328112 1371.93685048854 1267.13515084437 1263.35404089526 1637.06356168808 1698.86251580515 2194.68635649826 1313.78113046988 1277.38248351751 1312.40996089265 1302.60823394507 1467.61535158748 1575.95187393872 1634.33572790574 1387.83332428545 1313.78113046988 1277.38248351751 1274.99465108094 1301.19245453599 1656.32112553666 1516.46139703611 1600.2818465664 1390.66845372807 1305.30535875791 1201.51742941998 1216.42592537041 1233.79695147231 1185.29947347448 1234.54871334315 1432.87350195671 1282.74654469673 1390.66845372807 1305.30535875791 1201.51742941998 1211.06213478806 1298.31065559458 1261.77576346413 1112.2142157449 1318.61489272538 1286.67256862063 1223.58098788272 1321.86907166283 1319.66274704013 1212.00063816435 1223.52468659074 1309.3008447733 1237.41513070704 1083.76665175331 1254.52658524049 1187.39973288308 1286.67256862063 1223.58098788272 1321.86907166283 1319.66274704013 1212.00063816435 1228.02635117558 1260.07889556673 1163.3770209588 1111.13724083379 1282.79951251589 1263.49042521039 1319.75238273078 1319.75238273078 1256.55303601195 1256.55303601195 1279.16678160444 1279.16678160444 1249.3566258652 1249.3566258652 1163.77925690534 1163.77925690534 1254.79346099877 1263.49042521039 1263.49042521039 1319.75238273078 1319.75238273078 1256.55303601195 1256.55303601195 1279.16678160444 1279.16678160444 1204.05847656973 1204.05847656973 1216.6749801797 1216.6749801797 1181.34938201743 1539.22931647069 1539.22931647069 1654.89997922289 1654.89997922289 1464.40312935248 1464.40312935248 1501.95642463191 1501.95642463191 1333.5581053519 1333.5581053519 1243.30758653222 1654.89997922289 1654.89997922289 1464.40312935248 1464.40312935248 1514.28736605684 1514.28736605684 1374.52533891359 1374.52533891359 1338.43893038134 1511.58092663871 1511.58092663871 1550.98861625526 1550.98861625526 1456.63330358294 1456.63330358294 1414.71539058044 1487.14044815248 1487.14044815248 1370.63663975214 1370.63663975214 1443.61954716619 1443.61954716619 1301.01215856885 1301.01215856885 1458.80997186206 1497.05065624666
"X9" 1914.0235709612 1607.75494407178 1645.11438703478 1331.21168342108 1542.40860063676 1542.88114719658 1306.24931339967 1318.9789405439 1659.71512433836 1679.40962180908 1416.99693502475 1327.39512321702 1304.01729005284 1645.65893808587 1702.14165717026 2151.06795360664 1349.74924175626 1303.22212736643 1366.74951950072 1339.3494342514 1501.49580596378 1596.71806290304 1645.48477440662 1413.03536367503 1349.74924175626 1303.22212736643 1300.04320432324 1336.30904104999 1692.52818325163 1510.03869415403 1594.06140311667 1453.64672566464 1381.4152515216 1249.66961656878 1254.78650174893 1291.01386486778 1249.36598213843 1271.94032436841 1440.55441631616 1322.65309074368 1453.64672566464 1381.4152515216 1249.66961656878 1257.73357797784 1306.13468001477 1272.71422836137 1139.1308150597 1326.27324771574 1363.65194428467 1308.80200291568 1382.57192295203 1380.60314689578 1238.01231348614 1268.22587595834 1316.15641088364 1250.82488296282 1116.58629265309 1265.89536604963 1214.16356570307 1363.65194428467 1308.80200291568 1382.57192295203 1380.60314689578 1238.01231348614 1249.9699957413 1269.16292830268 1185.89389514418 1150.74891675221 1302.15237883131 1313.35615836807 1391.84207431657 1391.84207431657 1312.49434561388 1312.49434561388 1350.10565897826 1350.10565897826 1259.79142467292 1259.79142467292 1197.24784171 1197.24784171 1256.39317515851 1313.35615836807 1313.35615836807 1391.84207431657 1391.84207431657 1312.49434561388 1312.49434561388 1350.10565897826 1350.10565897826 1255.9822234947 1255.9822234947 1250.29113604069 1250.29113604069 1184.535158855 1615.65029623902 1615.65029623902 1729.43991060286 1729.43991060286 1528.33400116883 1528.33400116883 1544.13657636674 1544.13657636674 1356.37653949055 1356.37653949055 1241.72846214148 1729.43991060286 1729.43991060286 1528.33400116883 1528.33400116883 1579.39676643109 1579.39676643109 1437.25768993031 1437.25768993031 1336.04750276379 1561.38750524891 1561.38750524891 1608.50647664155 1608.50647664155 1510.88393613852 1510.88393613852 1403.55191426921 1533.28510881436 1533.28510881436 1431.49324381155 1431.49324381155 1456.19702833542 1456.19702833542 1360.26047597655 1360.26047597655 1469.69279481094 1510.2325917602
"X10" 1924.2201622369 1655.88939339002 1706.89618712849 1379.70557072565 1555.71332326399 1628.69273992884 1369.18788326441 1369.28773142531 1658.02841984918 1744.67203855014 1477.72948944276 1407.06236461463 1366.6118725199 1662.53658611088 1726.59207439845 2107.70794403908 1400.46670723723 1347.43500073694 1438.85496753592 1396.63980463618 1549.54008278664 1643.02555686564 1680.18038464794 1450.36876877315 1400.46670723723 1347.43500073694 1343.56493316726 1388.13201201652 1723.81030220377 1517.72634819512 1598.67272923433 1519.09315316427 1463.18738452993 1316.54114237553 1313.44372688425 1367.2678204045 1334.21655131528 1333.03147581538 1465.20421578276 1373.15201901787 1519.09315316427 1463.18738452993 1316.54114237553 1322.78753497549 1326.00427650807 1296.91603717647 1187.78234139941 1347.86316681397 1447.27189789786 1403.31676780272 1446.84406465132 1445.22312888964 1281.16735597097 1330.8715874608 1334.68190420915 1278.36587440708 1172.15826008141 1293.69426048587 1254.74130524742 1447.27189789786 1403.31676780272 1446.84406465132 1445.22312888964 1281.16735597097 1288.53055817439 1292.8880067979 1226.52662430032 1209.70741830751 1334.48417495999 1376.16099365889 1485.82410306099 1485.82410306099 1394.27827480746 1394.27827480746 1437.65695368196 1437.65695368196 1285.2499138829 1285.2499138829 1248.10491289573 1248.10491289573 1279.66730149697 1376.16099365889 1376.16099365889 1485.82410306099 1485.82410306099 1394.27827480746 1394.27827480746 1437.65695368196 1437.65695368196 1329.72086035348 1329.72086035348 1301.89318411499 1301.89318411499 1216.76082441388 1714.25986945912 1714.25986945912 1819.65828149421 1819.65828149421 1616.38200491152 1616.38200491152 1591.41623081687 1591.41623081687 1392.87426745627 1392.87426745627 1266.69598854971 1819.65828149421 1819.65828149421 1616.38200491152 1616.38200491152 1657.18952073782 1657.18952073782 1515.44902824562 1515.44902824562 1355.68534542653 1627.76434525943 1627.76434525943 1677.43990822799 1677.43990822799 1576.73816206579 1576.73816206579 1411.60245492056 1595.83411476904 1595.83411476904 1511.78342081129 1511.78342081129 1491.43309386873 1491.43309386873 1442.19526730469 1442.19526730469 1502.6632317023 1549.82028846424
