"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 895.816256318638 930.833929177975 858.225074247866 875.46252827094 949.036098022685 1060.4893684864 1064.92474925895 1029.4136593122 906.192979688515 1051.45729907072 1108.78433366474 1173.09140706207 1224.43107448113 1160.97591197046 1125.73013348813 984.191246231254 890.100046339539 1068.58854291493 1261.12745745079 1327.71841363758 1283.85364073222 1290.76080330737 1324.27802554984 1296.92434922936 1230.57481097795 1128.63812587741 892.669235851573 1125.25637572954 1276.46448758882 1302.90607336007 1369.27242656325 1379.59721059453 1366.89781130529 1365.85090240042 1361.11582718647 1302.623652547 1183.3129359226 833.184463876869 1184.56078858133 1260.84065905511 1306.47082614243 1306.33406585859 1320.68888329948 1326.05208325934 1363.54884311923 1344.5306878694 1238.11010078256 999.081222075845 811.846842941652 1346.94808936461 1332.28147447224 1309.46902681713 1303.68135816032 1292.59560168723 1285.62136258323 1088.4400980325 859.133650896427
"X2" 794.771258690694 859.954008974563 808.065049949317 787.807603939455 947.891888796431 1068.5832150083 1068.30766161654 997.267855005451 815.736481310059 986.07484238442 1117.33663806801 1188.92127498549 1214.41784978093 1151.99382412242 1114.84858689046 930.126283369905 835.094806419156 1069.74470228299 1253.25150764274 1321.07816608986 1291.3451497345 1291.08697293443 1309.51522252674 1280.02107197804 1217.18250479166 1103.05141157901 883.68518681533 1144.57917483101 1290.94869915104 1327.60910253336 1386.2988759569 1374.75832197531 1351.58913150692 1358.45915723588 1354.21135113 1296.04721320502 1185.11810041429 846.920273629406 1195.63175783485 1274.45062672454 1328.25767294852 1330.79867368767 1336.99510621546 1343.2912104642 1372.24555997855 1344.44096272441 1240.09116477717 1025.27679768956 769.814858849753 1353.02852973695 1342.26877117706 1327.99058665721 1331.40922743199 1325.86807039554 1310.28655347191 1125.85902190053 887.096139700726
"X3" 705.700316694358 797.22512230804 765.120554629907 711.459876367517 948.558230715159 1077.47353121884 1072.43257665796 968.64439304598 737.859365407766 929.484315378198 1126.70856985311 1205.26442230281 1205.64149266965 1144.15705770001 1105.86049876769 881.721378688296 792.269386498315 1071.0145435859 1247.28434007012 1315.47011797097 1299.89605389696 1293.051383245 1296.41551427917 1264.87551843487 1205.45194329808 1080.19731381108 880.43391196066 1163.0841269742 1305.64122124697 1352.66649876548 1403.73511278023 1371.45526620041 1338.34126547105 1352.60393802772 1348.32051508355 1290.37349839501 1187.83148930011 862.190757792018 1206.27265338411 1287.75655632042 1349.70033593631 1354.79913185099 1352.99511080005 1360.90156824239 1381.3851329492 1345.24619513829 1243.17665591781 1052.06071750765 734.162239948072 1359.09116423381 1352.03124453958 1346.11876078332 1358.55699272828 1358.2895160146 1334.50583343789 1162.82393805011 916.129625021488
"X4" 644.347476588391 754.228774876494 739.318164867747 660.35270056214 954.632054207472 1089.87374957088 1080.40280685502 950.35961430453 686.034331409662 892.042947692787 1139.33592246097 1224.20291714353 1202.09769546386 1141.4474945446 1103.64452129419 848.44943005875 770.722940969755 1073.57474226794 1246.6960970647 1313.83605594116 1312.1874953545 1300.24839157872 1289.23248821544 1256.08644820325 1199.83861741205 1065.91705219909 887.536142434543 1180.44646984598 1321.61556920365 1379.07047915373 1423.1384149047 1372.93423655415 1331.23124409671 1351.79341670781 1346.73483270029 1288.87954158431 1194.46027645721 881.703667916543 1216.58834509495 1301.05904283656 1371.01026441042 1378.50193759211 1369.44265277205 1380.45879185755 1393.06319601734 1349.8877795463 1250.43206729592 1081.20823266839 715.426266594645 1365.86716832179 1362.0478614319 1364.10142281241 1385.0569309231 1389.59094529945 1358.69250954986 1199.7029192929 948.264234535925
"X5" 620.232101076313 738.6612267141 737.098388017377 642.559260954821 968.561248927611 1107.66627186439 1094.4339932257 947.346884763713 667.730885188615 879.902687273031 1156.90944543517 1247.22103076484 1206.80086337133 1146.84794600311 1111.73993012464 837.099566379932 774.20658157135 1078.18184681999 1253.93921220416 1318.44930743284 1330.145365095 1315.23361545173 1291.10241951355 1257.10720557596 1203.62652109326 1064.54901688429 906.269280732168 1196.19241626201 1339.47883361851 1407.282071352 1445.65589814845 1381.65117435041 1333.32758022532 1358.61949038411 1351.96325855647 1294.07745096805 1207.2688492931 907.355077474621 1226.60823363021 1314.52612922131 1392.25634994212 1401.97997734588 1386.89415062433 1403.1415945894 1408.841963667 1360.58864674655 1264.15047120191 1113.82541655027 720.215490968744 1373.95743495291 1372.70665657312 1382.15186300091 1410.83136539305 1419.55079497312 1383.12776714377 1236.58155577079 984.776047605521
"X6" 638.132111676368 754.806180927653 761.91893608535 661.901652759926 991.712938468155 1131.92026422121 1115.8540624671 962.611493987305 686.216790148236 896.07237846478 1180.38136365931 1275.16280227438 1221.67297236281 1162.26637288338 1132.31351393492 851.782764525574 803.34971812867 1085.21305531153 1270.42482279126 1330.76108112887 1354.87918311433 1339.49038362505 1303.98122312041 1270.14408603522 1218.8778544762 1078.8154758837 936.299095051821 1209.84925208322 1359.44217647943 1437.34454088909 1471.91537069541 1399.12676958567 1346.55235514007 1374.67885749909 1365.62222701901 1307.59030143957 1227.66670154412 940.22568919117 1236.29038635262 1328.19066613422 1413.37137809267 1425.20011732615 1405.67779333964 1429.65054939264 1429.68536239702 1378.74731674113 1285.74762807779 1150.41276437014 752.005215660757 1383.77023474599 1384.25993625908 1400.39621823076 1435.76891813704 1447.95676283474 1407.91492500692 1273.3202729709 1026.22933556263
"X7" 690.323325252624 797.428305308858 808.989289832126 711.232225860531 1022.36611765339 1161.35361251308 1143.41361942475 993.516618549093 734.086986932246 935.33586024578 1208.55813666743 1306.9684432714 1245.37080466758 1186.4307658901 1163.51828343669 888.831318325643 851.596429025358 1093.97484784335 1294.50780849912 1349.69905403715 1385.06413941552 1371.34886941938 1326.34391137651 1293.69901209155 1244.06788705926 1106.64808735941 974.102154813456 1221.0710000426 1380.61699508747 1468.16925671911 1500.92748791192 1424.03194197938 1369.37371575997 1398.60615452977 1386.64424122302 1328.35509262625 1254.48063409504 979.01608057966 1245.38507392149 1341.68473499026 1433.88893409595 1447.80332225166 1425.43106039066 1459.220693323 1454.76200776164 1403.27507610158 1313.99626672231 1189.75440648094 805.855791861135 1395.10179171696 1396.52716466269 1418.65964115588 1459.63318405901 1474.58196680343 1432.59292887926 1309.16129349124 1071.13784384756
"X8" 765.983320831678 858.933960898529 871.474739359839 780.684698740741 1058.03381494951 1194.10058171785 1175.22400362007 1036.02779443376 801.291604587737 990.439243297744 1239.7135783298 1341.10529965906 1275.74221460432 1217.28146013574 1202.51259356549 942.651216201797 910.609297335581 1103.5074148676 1323.78515885584 1373.56552328076 1418.77121903727 1408.35710404062 1355.80314249048 1325.3565912847 1276.78342208468 1144.79208810067 1015.36345140457 1229.54121978119 1401.84055422158 1498.38493801162 1531.30072928194 1454.33123657619 1399.40422259363 1428.30196778075 1413.29696188557 1354.64335924486 1285.89704428499 1021.83654405074 1253.59008092445 1354.54000900669 1453.24217244462 1469.34844960331 1445.61950831399 1490.72309743249 1482.79515153864 1432.46665406126 1347.01379131898 1230.20742542715 874.741218653734 1407.59661434697 1409.22019831628 1436.69202584683 1482.15551630332 1499.19428642029 1456.5594303314 1343.19129923498 1117.50523000661
"X9" 854.316455879057 931.751289411086 942.558292401205 860.415819194022 1096.23491963628 1228.29936420905 1209.40159531183 1086.12405634419 877.803143352203 1054.14691200968 1272.1250195071 1376.04346885069 1310.64289391612 1252.76666361358 1246.46392125658 1007.66782502502 972.06354931884 1112.85195722623 1355.85993471161 1400.66855822004 1454.07551286497 1448.06910678971 1389.97987650865 1362.71089595633 1314.62006025578 1190.00469121238 1055.7719732783 1234.94038725777 1421.95019598709 1526.61957304187 1561.64515814197 1487.9954293923 1434.26477169598 1461.67358465946 1443.85462869151 1384.73310290273 1320.10769694722 1066.80200270034 1260.60222703993 1366.28747695991 1470.86293565993 1489.39314685176 1465.70922125928 1523.03103989536 1512.51149997369 1464.6222150527 1382.92313169845 1270.13019473336 951.652411562922 1420.90060373173 1422.05143357349 1454.2430292905 1503.06574022003 1521.55930303763 1479.2112974214 1374.49489538087 1163.33680244691
"X10" 944.541597811678 1008.32161078315 1015.4329287293 940.594176264702 1134.49136967279 1262.08997445671 1244.06568736877 1139.79337741965 953.605070237493 1119.23329757067 1304.07135895687 1410.25406986578 1347.93394649924 1290.84013783686 1292.54565862951 1078.31956065008 1027.63757250732 1121.04960461997 1388.33854972563 1429.32008508641 1489.05403748922 1488.04211315953 1426.50068159951 1403.36273916293 1355.17947801093 1239.05140975527 1091.01580242644 1236.94554043889 1439.78202542568 1551.49886600325 1590.57084857745 1522.99922612745 1471.58189561518 1496.6326221087 1476.59610806265 1416.90684501862 1355.30767846455 1112.02987118554 1266.11702819778 1376.45691598927 1486.18111469158 1507.49335481702 1485.16621122949 1555.01873112732 1542.63977474944 1498.04543543769 1419.85061770876 1307.8805209885 1029.58924579963 1434.66065513656 1434.73348445444 1471.06179182912 1522.09185196635 1541.44004043997 1499.94393667513 1402.1535790219 1206.63725898684
