"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 789.829104231682 908.324878423071 772.917679873335 758.001020364869 1013.35016293752 1164.85095252524 1196.18598506093 1061.88529774926 823.523235147573 984.082453748399 1200.56941502678 1350.67070998363 1373.48592674946 1328.55179225348 1240.09262739192 907.692999844728 745.593795412196 1121.37054976885 1376.53662178202 1496.57822167623 1450.60765560156 1501.16708660863 1527.70464029936 1469.19675875822 1384.3805751874 1146.28275571334 840.14938834266 1159.94343439658 1394.6741957612 1472.20120809957 1553.32762192294 1579.03430187112 1560.89679848946 1567.48416857417 1535.00608701777 1453.14822647106 1263.80616827705 683.788425324563 1304.72982783113 1427.78594601472 1483.40746783917 1494.42570515185 1486.91544707824 1499.73511332016 1524.05234284496 1500.38443462469 1337.81075171341 926.95206379437 567.812405363672 1541.80350130595 1513.55629950725 1484.6791262863 1459.3124814922 1431.45237266888 1379.48871540879 1101.98377064758 741.268237670412
"X2" 710.364485193509 830.440815538094 725.653929057018 710.908764433654 989.883442416171 1186.14715319538 1200.20962804266 1031.86714827102 759.101269832185 998.603044988782 1225.03902948389 1376.89915075228 1383.59909968954 1325.99106118217 1239.24848919316 881.481360008594 758.896718430823 1131.17613774582 1380.03154873862 1498.87726539108 1476.09055356857 1504.44043732576 1519.42401011803 1466.18476423344 1387.81935377143 1144.9328238443 849.724279291874 1206.65796012416 1441.13459736408 1528.32566726074 1584.35265343909 1584.00906815506 1567.44544039056 1568.70264057874 1541.55536886579 1461.03237086008 1287.63190750107 727.213152520423 1333.84132513014 1455.36771076783 1517.90705581799 1533.48153519294 1529.71802600164 1543.37399215678 1559.85498443566 1516.69498153787 1368.33816704431 994.722778185751 614.174520233656 1544.06636837707 1528.88504885904 1517.39271758773 1507.45323524618 1480.11509703863 1428.73603447494 1166.99324427311 806.527767914743
"X3" 643.201930105359 762.06965517958 685.57953507098 673.739031341376 971.782691965872 1207.69018266827 1204.45608964434 1005.58615275186 707.149869536093 1013.60987115347 1249.66881224343 1402.60376020155 1393.45377174321 1324.11325363507 1239.06480522611 859.301626550344 771.038928229753 1140.56686616374 1385.06217485487 1501.8883311259 1501.23668923876 1507.91195027053 1511.37840785364 1463.18405800989 1391.53556191967 1145.07962387677 859.299170241084 1251.018951704 1485.84885844145 1582.90374927917 1614.6034469826 1589.10412466348 1573.54997800496 1570.32225154561 1548.05774928011 1468.65432673745 1311.24041271798 771.393590522473 1361.67946969385 1481.64878105324 1550.88907508746 1570.67201543045 1570.88153739656 1585.27749214069 1594.20520913045 1532.16242944384 1398.25785924457 1061.49122353991 660.73343306863 1544.97848811208 1542.58314966056 1547.83251062267 1553.29106306514 1526.41201613791 1475.66827494084 1230.36384766819 872.099936762543
"X4" 602.869368956451 716.153998671989 662.606620754838 656.909580856218 966.456822098454 1231.90212186265 1212.44037141903 990.476565680058 679.348429701684 1031.14316869754 1275.86307055655 1429.16338305498 1405.70175338171 1326.98030053727 1243.46623814649 848.798036275459 781.932567025183 1150.54988890413 1394.63006142888 1508.15215587457 1527.28466719578 1514.28249938689 1507.01644129619 1463.19465157963 1398.67277800675 1151.46848143362 868.874061190291 1290.70851455597 1527.19721219836 1634.62517179658 1644.46994702526 1596.32729616745 1580.42339910683 1574.90021880675 1556.71946592266 1478.22376960136 1336.57401561957 818.293492574962 1387.62358837414 1506.13381848193 1581.65172251506 1604.82069939753 1609.31117151994 1624.6005473773 1627.08730411811 1547.96769591204 1428.70719439111 1127.01219647782 708.548801416463 1544.45404629484 1554.18457817062 1574.55055166881 1595.10753066879 1568.74942183682 1518.6655662196 1290.93556677921 938.928409834616
"X5" 597.775312310372 701.164377407839 663.168184144292 665.780015569121 978.29720895197 1260.25924895657 1226.67157094991 991.72531586721 681.384826756155 1052.41909704092 1304.35072147161 1457.48269825827 1422.35008757771 1337.66334479888 1255.28742170011 855.37628107393 791.296844380162 1161.64112912377 1410.76904614695 1519.59150305602 1555.13068819743 1525.69714731467 1509.06592676445 1468.55961169686 1411.5378038641 1167.63494046223 878.448952139495 1323.60797278393 1563.7541876014 1682.34366627309 1674.26851170803 1607.35357961696 1589.12546111318 1584.36102764817 1569.21796148866 1491.46859205735 1365.02179461156 869.138689768055 1411.0932779334 1528.38206248436 1609.60751158919 1635.05626593315 1644.10464536647 1660.71938672339 1658.50999640558 1565.16933429191 1460.53025748955 1190.73108433821 758.0967167665 1542.80723653412 1563.5882092113 1596.68436381017 1631.66076066786 1606.01580838162 1556.57366186978 1347.38233793901 1007.02015966653
"X6" 631.829161068783 721.759898573163 690.759706976037 702.361247700917 1009.42017126743 1293.46616914254 1248.67987439805 1012.40960170409 715.119595550892 1077.98157503135 1335.38786616685 1488.0356760891 1444.68168458604 1358.14424402168 1276.29145009023 882.28291933059 798.801030412495 1173.97287490474 1434.55239318714 1537.39358368149 1585.26473769106 1543.55644288088 1519.35288931897 1480.86026191334 1431.59582166927 1195.79457024162 888.023843088694 1348.09115427933 1594.40016610516 1725.09120578063 1704.11204333909 1623.30333140665 1600.41972202685 1599.91679913465 1586.63007800156 1509.52234112772 1397.38225547755 924.485384565781 1431.59582329013 1548.01252647773 1634.2715814853 1660.76940748728 1674.57907701616 1693.19021304563 1688.45816189446 1584.53049885512 1494.18768856961 1251.98384973877 809.398140775932 1540.52730630242 1570.8990032308 1613.81478958712 1662.14650975865 1637.50101036086 1588.6242218339 1398.54911925336 1075.86664955977
"X7" 697.245281646833 772.085493188138 740.800013252281 760.389736080158 1055.96496721506 1330.13253582967 1277.18381783718 1049.59979961898 773.130201212086 1106.54527356336 1368.02869297535 1520.08195894808 1471.81390428768 1387.16561766346 1305.15551193314 926.562701462799 804.090730960197 1186.64801698104 1464.25171686697 1560.50192316522 1616.9340700521 1566.93533463289 1536.93703228723 1499.38886158148 1457.87421455926 1234.23595035279 897.598734037888 1364.20593361301 1618.98468058652 1762.40501038789 1733.39527949169 1643.49115357609 1614.0908816082 1620.64283743509 1608.23058641997 1531.70010935458 1432.70294335275 982.989713263444 1448.92646848638 1564.81463154696 1655.43691051809 1682.06749458968 1700.7035351104 1722.05076169766 1716.80470879636 1605.81135784083 1528.94030794619 1309.94488430308 861.245260870908 1538.43692149274 1576.69411342798 1626.69368915412 1686.99511654727 1663.58670356651 1615.09340872177 1444.06081685751 1143.80372691089
"X8" 783.339127778138 843.681501368712 806.706785582254 831.550077089041 1112.58882181704 1368.34695667415 1310.20444063087 1098.87811601998 845.692383067375 1136.36990036401 1401.02805581996 1552.57874001683 1502.32675020158 1422.66742487818 1339.7918757459 983.724142967527 806.803759434888 1198.51228639295 1497.44292932017 1587.30345801934 1649.07636520068 1594.33193775233 1560.19266963926 1522.87071198606 1488.79609797884 1280.27438135557 907.173624987079 1372.41153723493 1637.59423350965 1793.9437210019 1761.33274911156 1666.78368353707 1629.6809060993 1645.08449938822 1632.84720743827 1556.86581828206 1469.59595668419 1042.83513790817 1462.94969894116 1578.61795566218 1672.96290242417 1699.23329013679 1722.60627919997 1747.45600507364 1743.39312681784 1628.52294124281 1563.74971206593 1363.7450411695 912.123207231128 1537.44247663326 1581.66764672596 1636.36223949852 1706.94081596679 1684.92296998853 1636.51377063396 1483.73208206368 1208.8767905628
"X9" 879.449867057875 928.112607827207 881.915841705032 907.541966190171 1173.96055173575 1406.19995447889 1345.76820010604 1155.84078993945 923.098849024115 1165.71677772327 1433.14126076324 1584.48380449745 1534.8042925329 1462.59724277222 1378.11963409447 1049.29062130957 806.575158474947 1208.41068496254 1531.70607565711 1616.18943214092 1680.62984222566 1624.24906477689 1587.50083804754 1550.03697879087 1522.79003758742 1331.23398793678 916.748515936265 1373.15818845339 1650.30841543165 1819.35925980884 1787.13742068985 1692.05113416635 1646.73395130416 1671.79148203935 1659.31120202869 1583.88692321583 1506.67521132882 1102.20665760456 1473.52627095989 1589.24871292856 1686.70484631934 1712.54482153346 1740.4106820985 1769.55689816566 1768.0648796069 1652.17794756602 1597.57755743617 1412.51030822663 960.516010286784 1538.45159334594 1586.51283568045 1643.85796065684 1722.71221188606 1702.15444142367 1653.41206286331 1517.37052870278 1269.12757138522
"X10" 974.928261349831 1016.95825380418 959.873674465732 980.070759771151 1234.75451136654 1441.78181269089 1381.90474798847 1216.09310027642 995.648232686264 1192.84687852507 1463.12266112302 1614.75435886984 1567.83307624543 1504.90794997879 1418.06235563848 1118.79529760472 803.036798861087 1215.18618668052 1564.62259145277 1645.55357679281 1710.53206302384 1655.19253629762 1617.24747300689 1579.62326523526 1558.28827804052 1384.44469098188 926.323406885447 1366.88763236921 1657.20000478406 1838.29644406055 1810.01981756467 1718.1660181244 1664.7958525385 1699.31618492759 1686.45605525658 1611.63313981218 1542.5548783742 1159.28875330246 1480.51306368612 1596.52956686881 1696.51376379738 1722.27570711898 1754.23537948873 1788.50056036864 1790.65923664745 1676.29020155302 1629.38439252625 1455.36082618526 1004.90488658663 1542.37415706241 1591.92283513348 1650.21590426154 1735.03311562594 1715.92104357226 1666.30985804875 1544.77652369953 1322.59191351889
