"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X1" 3733.29835360143 3422.38571536516 3392.4922548655 3099.841667445 3037.9251439147 3487.47617131561 3694.07094766271 2902.09083345495 2818.64110734197 2812.23755895722 2884.6396657205 3450.21620402851 2859.59207864176 2803.250186453 2670.8252540682 2610.74786569462 3041.4648909109 3333.46060817397 2879.1108022915 2735.46220659506 2596.30699835104 2516.08156788148 2594.7942276305 2734.70815974602 2623.39737298709 2613.92381009049 2720.57872476127 3143.19813847811 4152.96049894453
"X2" 3937.15477897789 3403.16603046863 3453.34970980444 3080.21386814523 3024.73191330914 3493.0960255187 3510.64413441991 2834.05340714967 2764.7520549174 2780.37846116724 3058.12300820809 3246.50205417747 2786.93408490375 2729.58404809416 2620.0353343533 2667.71050915628 3331.32114547143 3142.05004019792 2795.30324374886 2639.29160827364 2521.09991291181 2472.96926248463 2750.7114073221 2654.47984440675 2545.41017960147 2504.71389836203 2566.25533033265 3060.63497049525 4143.33381391215
"X3" 3928.07263366189 3380.64622552425 3502.74761850317 3056.9816996819 3009.06908626571 3493.21325358665 3329.52964663116 2766.05264251778 2711.36533396497 2749.0165522128 3219.57762511361 3050.07363041992 2716.02735701098 2657.90158485759 2571.38675383591 2721.35146462104 3603.30170729651 2960.76289104458 2714.97519009487 2547.58977661733 2449.09044818283 2432.3974065526 2897.2016043727 2578.93798832307 2471.34152753819 2401.75038674659 2419.55122888335 2978.87700483874 4128.4318893727
"X4" 3791.47476800845 3352.46306724826 3527.47155894432 3027.89502978811 2989.59449551512 3482.13066752425 3160.06025605815 2701.3264085169 2661.70929625833 2720.27792558432 3350.80153666211 2875.249350821 2652.32939110055 2593.6478254944 2529.02010899098 2766.31514344796 3827.58862648806 2806.0570989226 2645.35839482636 2468.87441933928 2386.5029693351 2398.13696274703 3018.04192938112 2515.78650097688 2407.83911356054 2314.74626852069 2292.54640343305 2901.45372833821 4102.2965000022
"X5" 3606.83502863888 3316.94269911977 3517.56862756209 2991.46602021804 2965.51838257948 3456.00774445294 3009.94106142187 2642.78448468252 2618.52431492327 2695.82339027896 3437.64881769781 2733.22723896065 2600.38947576308 2541.37246707486 2496.17731725837 2798.16678537953 3980.73983442419 2689.58759466378 2592.11526009491 2409.75257186912 2338.3436271511 2372.95167609774 3100.42287219957 2470.60999496384 2360.00268551832 2250.80860830097 2194.40907655729 2831.27675873938 4060.51567719553
"X6" 3437.59764242557 3273.20924756076 3466.86385166889 2947.00531859688 2936.61424478873 3412.80604234281 2884.77184145589 2592.69481419911 2583.89091283476 2676.88236756073 3470.95976235707 2631.66447565606 2563.5156787675 2504.404320041 2475.15120369927 2813.97040109636 4047.24358640618 2618.63400943103 2559.13517834683 2374.73738320448 2308.15687244659 2358.70951897924 3135.92289368055 2447.02856154838 2331.3316140543 2214.57704469083 2131.28470466379 2770.57010745253 4000.55827743888
"X7" 3294.29863451943 3222.82977936351 3380.64630612044 2896.2093316647 2904.3357224507 3355.7119448147 2783.69530900476 2551.22569697318 2557.86006360349 2663.48871580252 3456.88172917086 2567.62812449479 2541.15947681271 2482.28309958184 2465.46452834265 2815.66240641529 4035.95836223261 2588.1820628645 2545.01423497563 2362.14006035912 2295.06613455558 2354.79875609822 3129.71731224481 2443.12189271128 2320.66750407923 2203.6826889932 2100.48896513258 2719.54746962379 3925.69470728821
"X8" 3174.16813935702 3167.97690351794 3267.04137318389 2841.36603098344 2870.55411205884 3289.20700023087 2704.26042376651 2518.02823429637 2539.98299826028 2655.38230626511 3405.34939059239 2535.56935367558 2531.8208301615 2473.61415134452 2465.95728445686 2806.38561130211 3961.77008407463 2590.17737370372 2547.0413008015 2368.74037665211 2297.10421487337 2359.99651119637 3090.34588343802 2455.60110787635 2325.70283632815 2214.02582740614 2097.15744465192 2677.92851845714 3840.63387708745
"X9" 3074.32329635382 3110.81823499538 3134.14228384539 2784.75890048001 2837.13915177787 3217.76202497344 2644.04092641713 2492.7633194432 2529.82058023518 2652.30922127922 3326.25406592177 2529.9761213378 2534.01497900884 2477.01855056905 2475.48127635776 2789.27014563358 3839.49186973385 2616.60258047015 2562.52408634396 2391.34037522394 2312.32143305189 2373.09041659159 3026.30998819648 2481.1962500057 2344.14824362707 2241.53126134192 2116.4575242458 2645.44390457495 3750.07307913233
"X10" 2991.76534605369 3053.51887141896 2990.01933224126 2728.66954685362 2805.96115669059 3145.84219453997 2600.63259580273 2475.10126407065 2526.94281529139 2654.02147059969 3229.4549684802 2545.36691459428 2546.27076543479 2491.13154144718 2492.89881490296 2767.4370176569 3683.88086809834 2659.46822866621 2588.78608797893 2426.76073762552 2338.78341146327 2392.87723189414 2946.08229162591 2516.65256934431 2373.72990705213 2282.14367264327 2153.58288241929 2621.83495624101 3658.70333522384
