"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X11" 1042.99789602563 1237.36700369055 1013.16717221616 1420.44025027484 1544.13440899574 1456.61063976056 926.763821533092 1356.94442343902 1597.58923863527 1648.81206350023 1616.65688108934 1323.04808707318 1663.09105695467 1654.92352049235 1664.56621716243 1596.93844206066 1576.5229988563 1557.43901167135 1677.92025627689 1649.86433822729 1591.8578817178 1543.45789201418 1516.85446524471 1595.9632564143 1533.61238992699 1439.77231852638 1355.72608355044 1366.78721133718 1325.41748348728
"X12" 1076.93293659454 1261.98964698526 1014.94499538402 1426.72361177362 1568.60159187414 1500.32552139735 943.251946076254 1371.99310362112 1604.5547227398 1667.24095071265 1652.44727632343 1289.66112244876 1680.18347584109 1671.83550826149 1690.32251411348 1623.29166299829 1600.52706413724 1518.06910500263 1685.70191905645 1663.9691694078 1620.51909778221 1572.38389697844 1531.93407182253 1607.28635423988 1557.24868518082 1467.48532458983 1395.60593256133 1384.58296112443 1343.58125800624
"X13" 1092.98564200044 1281.57807507245 1006.88729187621 1421.42151240662 1590.52229036836 1538.21131090776 950.617403239074 1375.89299797412 1610.50726579199 1682.38231143857 1681.87158288079 1251.12755617635 1690.54546245465 1687.68588560459 1708.82141720114 1643.34323962423 1615.94438622661 1470.28292354038 1689.89262342754 1674.35948101897 1641.1694985368 1592.8577591754 1538.36194538027 1616.11877174683 1575.579170816 1488.92944344451 1425.50131233506 1394.3021831701 1355.46707312141
"X14" 1084.11227555706 1292.54021108849 986.591308601415 1400.11619956478 1607.1828423317 1565.57242196868 944.524016620175 1363.47583454475 1613.78957680165 1692.12978297516 1701.21437612929 1207.01849586047 1690.23945877736 1700.70648331163 1716.92231379818 1654.39729790236 1620.10222377661 1414.6204077203 1688.43848671995 1679.42234029958 1650.58886157598 1601.79327877716 1534.16180137191 1621.55727101318 1586.30484503653 1501.37350236704 1441.17943197207 1393.32706491426 1358.54702971457
"X15" 1046.11512167927 1292.4833024887 951.825890368713 1360.55791844128 1616.4872570899 1578.63018006038 921.259168741353 1331.95919147179 1613.07381372576 1694.60805114443 1707.29361534032 1158.02209649059 1676.8721233511 1709.16250596392 1712.06319656594 1654.17343973235 1610.72057434584 1352.92048337184 1679.78314195992 1677.6296240681 1646.19604636932 1596.78052120455 1517.8238200718 1622.79027761468 1587.50306838463 1502.64174417839 1439.74867437954 1380.07166548432 1351.63711354149
"X16" 986.261458530336 1283.83808228316 901.155579419386 1309.22103069401 1618.82463356468 1577.30425661515 879.748454905732 1288.15572878433 1608.35609589969 1688.88119190559 1699.09092587691 1109.31449546526 1654.25930170632 1711.45884105395 1694.02837749422 1642.08063596683 1587.12611238827 1292.24831690315 1664.37645413072 1667.80790639976 1628.00107919759 1578.15095935635 1489.73920300321 1619.38279922295 1578.77992837557 1492.80801839591 1423.7274238533 1357.11201362158 1338.95798561627
"X17" 915.801901384829 1270.5491315385 834.675775117877 1255.38952208418 1615.27218859674 1562.8220874839 821.07015217604 1241.87027541607 1600.071978614 1674.36544864956 1676.48379114811 1067.2416818233 1628.07561820782 1706.11500982549 1663.52768106247 1618.16520341145 1549.37087785654 1240.92248305287 1643.41473902143 1648.99302513885 1596.99415041408 1547.17210243729 1450.96350225423 1611.03210570265 1560.38981516764 1472.81850660707 1397.37296896932 1328.29678262427 1326.14517545587
"X18" 850.477519707075 1257.62268032029 759.297685085403 1210.61319207514 1606.98094548068 1537.97176287835 753.629887203288 1204.9310159916 1589.0427243388 1650.97062319336 1640.94792857048 1037.91256228158 1604.90237877252 1692.02805574584 1622.75960449282 1583.41402620464 1499.02514396711 1206.43334043402 1619.11667266377 1620.80246245121 1555.59795522013 1506.12236036074 1403.35848957891 1597.59613245828 1533.78751025904 1444.96726464062 1366.34391456241 1298.22192281491 1318.63051822529
"X19" 806.011899858234 1249.10157824353 689.563734327317 1185.00382905991 1593.99963024885 1505.59114235577 692.610968926309 1187.2239651308 1575.78470487244 1618.65570539253 1594.82231921136 1025.10357147728 1589.5455394813 1668.3518308064 1574.52929241721 1539.15531810914 1438.75792723365 1192.88277331847 1593.87660264245 1583.31348881063 1506.67228499802 1457.20409405641 1348.95200414718 1578.93142909083 1501.07610466149 1412.03676998667 1335.38493144847 1270.40454092503 1319.35254954196
"X20" 792.39748952095 1246.21727488626 643.574515500262 1183.25154461273 1574.58358254624 1466.83893080937 654.72132188649 1192.95269641341 1559.7689738581 1576.89620082633 1540.08022311576 1028.82582390046 1582.82628944055 1634.24311654609 1520.85955372448 1486.27590212606 1371.34094211622 1199.38683242057 1569.07198553001 1536.70233487306 1452.09549098216 1401.36154553813 1289.17487539095 1554.73559162203 1463.96989775557 1375.96992306265 1305.99119549567 1245.60218916338 1327.60111217076
"X21" 812.147675868995 1247.40454568022 637.645466703231 1203.96027898099 1545.64361981745 1420.86910637111 653.054588994858 1220.4969543709 1539.32288951653 1524.57794721386 1477.75152421078 1045.83220489215 1581.85261868797 1588.7363618258 1462.38149474936 1424.98803239092 1298.99784828343 1220.84455910334 1544.62235264346 1480.99753674535 1392.24329168894 1338.10823831118 1224.66753810617 1524.54551897453 1423.22964317542 1337.29613109584 1276.20109057261 1221.81615293112 1340.01854441778
"X22" 864.662618440514 1250.3666340559 684.381640195967 1243.54883121465 1504.06010349043 1366.29453972834 696.830680630185 1266.47412152179 1512.42164033613 1460.46445306368 1408.43306295566 1072.11807381955 1582.85578300376 1530.85518817748 1399.10417577024 1355.30920653826 1223.56915582794 1251.15010541034 1519.8212012758 1416.14666513239 1326.91505849205 1266.60659742382 1155.80727532765 1487.88756740231 1379.10023270818 1295.89889367227 1243.06103099394 1196.30747459202 1353.04284844935
"X23" 942.222644682396 1252.18979539536 780.909723758934 1294.24004644722 1448.01335038182 1301.416480136 781.110461108733 1324.95258136132 1476.61495485158 1383.49051441337 1331.79469158649 1103.29326503786 1581.64934552288 1459.83325106189 1329.6700167577 1277.15054063655 1145.78885747867 1283.56155753016 1492.55573748789 1342.00487358353 1254.89860255441 1185.98522351691 1082.60379795657 1444.45060407375 1330.47303048243 1250.16658273562 1202.58282518586 1165.7105783953 1364.66820087202
"X24" 1031.00345917821 1250.05515959269 907.070468193264 1345.15397941737 1377.84211999022 1225.33696414901 886.429727917644 1388.38409612206 1429.55689708119 1293.4021665778 1247.04208762413 1135.38295504659 1574.54967757529 1375.55389450291 1251.95411314166 1190.79671257416 1065.58024691349 1311.71404286764 1459.70233057642 1258.74090256293 1174.76971050768 1096.26223960988 1005.03576506625 1394.2765518415 1275.22639811341 1197.47726194439 1151.09062388436 1127.05836696891 1375.00374760317
"X25" 1114.56127227623 1241.72321600739 1032.15085083877 1384.63711563491 1296.07410052157 1139.12234269254 986.082498201913 1448.57292062333 1369.77622056113 1191.4846428071 1153.8919555326 1165.22233852787 1558.73190860801 1279.10764105197 1164.41553133387 1097.4850143368 983.024010428766 1330.29511692985 1418.16017487935 1167.50813970693 1086.25822012989 999.28948217785 923.582784301778 1337.92730890591 1211.33571234269 1135.46136117528 1086.77429589309 1078.83588455337 1385.16161972152
"X26" 1177.34778736755 1225.47820771632 1125.76199018391 1402.3262889795 1206.76163403827 1046.36669804442 1056.21523073893 1496.88098423636 1297.37235502003 1081.1245103772 1053.57625546191 1190.15405780807 1531.7721172009 1173.32247370057 1067.48948195361 999.852650124806 899.476208245598 1335.0261011504 1365.93537943019 1071.1146275835 991.42942224132 899.241523945284 839.776602222511 1276.63247087685 1138.18439079093 1063.37630002383 1010.56097035273 1021.46789421791 1395.14111831297
"X27" 1207.79209967927 1200.01467479938 1168.53803554463 1390.98537638875 1114.64164134864 953.090410789347 1084.64358667822 1524.50658632173 1214.56740417788 968.066801937219 949.645561432634 1207.57247442856 1491.18803289097 1063.11680702642 964.638261225082 902.201700161039 818.449772422081 1322.56645778963 1303.05000935899 974.43340727876 895.311408518104 802.555746732467 756.753250945563 1212.44636950436 1057.70721664999 983.248560010521 926.319811952693 957.355324894218 1402.18138823632
"X28" 1200.62445309176 1164.76594705051 1158.26469994117 1348.18339821273 1024.66867432166 867.10507396082 1074.69505730794 1523.69675909537 1126.03752848348 860.261906139416 848.345791249101 1214.92010477216 1434.81723984764 955.52421999549 862.723608539521 810.539953315418 745.893813782379 1290.93803190568 1232.08676718578 884.328592406617 805.732459937581 717.365266482925 679.696510615562 1148.40867863008 974.985479199721 900.444814486369 840.592281078394 890.697885578507 1400.91766206575
"X29" 1158.10973288083 1120.80664642562 1109.00613079357 1277.61288634084 942.149768506435 797.035111034507 1042.50256040825 1490.10166780731 1038.89735693152 767.227789556813 758.358949056474 1210.41509778207 1362.31770106207 859.265558213328 771.480729929269 732.314571699326 689.642499436016 1240.60736819376 1158.23372800082 808.986547489085 732.319859860887 652.527151584736 615.921158582655 1088.63232751387 898.003422545792 823.405436057468 762.000456118798 827.253404606108 1385.71861824696
"X30" 1089.79696993384 1071.91717983203 1043.88658919972 1189.47909698539 873.219357747147 751.128138710353 1009.07452093289 1425.50929143813 962.16966275337 698.89803294444 689.758041776426 1194.25433857571 1277.23519836695 783.807605305445 702.051506398651 675.713792156233 658.026819184034 1175.7260899027 1088.76201377907 756.703698133576 684.806495498169 616.347149475498 574.257653275311 1038.17953949597 836.458127941058 762.417742450698 700.309273258269 773.971713538177 1354.27815951818
"X31" 1010.45546597191 1025.01167355742 984.930902322876 1099.23559558322 825.020955035966 735.902322594506 990.783221553322 1339.48838956579 905.606206373337 664.008655480361 652.16293476608 1169.59901610068 1188.43833312847 737.951640123147 664.748327726386 648.437708939423 657.887148174693 1104.59526728417 1031.95779197462 734.343100998095 670.954368956229 615.093342357552 563.475415354402 1002.5827855623 799.75435525651 727.516174803575 664.978122485149 738.267308600857 1310.58418746054
"X32" 936.187398976629 989.172080420656 944.453916920824 1024.22325909673 804.947757867611 754.665084045544 992.524798143048 1248.49690860753 877.868508410466 668.199122411978 652.295340033842 1142.57326997141 1109.68164662039 728.123624264112 666.426765960046 655.968911555249 692.415863268977 1038.48718018574 995.636341037272 745.77757394166 694.500654561161 651.423969030372 589.753576491674 986.94921978934 794.548670659238 725.833494159135 663.083628224715 726.705233106664 1265.35001402714
"X33" 880.82413284762 973.743566057214 923.390807409498 980.04513531192 819.444685678041 807.038344619457 1007.89351982524 1172.44957439084 885.241477090029 713.237638127701 692.684080738814 1121.02615113784 1057.18478709752 757.593029502926 709.32256176899 700.611885659656 760.456096757097 989.315267012228 986.10404446463 791.493141208798 754.655592304024 723.980014393139 655.063526534891 995.241301722659 823.549212809791 760.241437390258 698.034841151655 743.933500060806 1233.32198489616
"X34" 857.583448946049 988.054841819607 920.264456109744 981.80813495173 874.733019365127 891.88670146631 1028.15726346085 1131.83262111733 933.491626602148 800.091291472983 774.966160912282 1113.11056862162 1047.58923909379 828.975718097054 794.699302554283 784.001175136972 859.94820373505 969.032552177027 1009.33427721606 871.287518880206 849.701654071273 830.581909841605 760.463876943174 1031.17332999846 888.623537843191 832.700298119206 772.453307952121 794.17885929092 1229.96317390285
"X35" 877.09776000788 1039.7604381192 933.46610263426 1041.77817866808 975.592322413013 1007.05763136952 1045.40346031826 1144.64490837362 1027.10615818063 928.59090758868 899.305529852429 1125.98946272878 1095.57238156916 943.871420024238 922.470760521619 906.562363661712 987.87142959281 987.677630782777 1070.42228421193 984.249886874688 977.003403041756 968.083182947529 905.240574220713 1097.71886994527 990.40024378102 943.749177247044 887.35708219512 880.447922587608 1268.48061500913
"X36" 937.291013365725 1128.08740212156 961.293591442303 1158.11422367378 1119.50581107505 1145.44896216551 1056.41114082696 1216.18958464512 1164.16646048978 1092.97698206139 1058.67036444363 1161.74555562992 1205.67490653838 1098.81329258902 1085.97453479565 1062.75948530473 1136.61083375333 1045.66317941759 1170.00676054007 1125.99059607444 1129.50718405259 1128.65620287803 1080.0639975151 1194.09687838751 1123.4752952025 1087.01506888124 1035.89551188697 999.662915558255 1350.56312376185
"X37" 1023.14630358897 1242.98595878815 1003.63249042911 1314.17903516215 1296.04729475251 1295.58801851145 1064.88527882853 1336.78535325458 1336.15761285047 1282.3298980432 1239.40413295016 1216.34765735635 1370.25102920598 1285.40116047309 1272.63731305495 1241.39265476793 1294.89019239643 1132.73703668198 1303.91491416308 1289.08369631373 1296.57149080666 1300.52117512101 1267.72160198345 1315.52578067908 1276.97492470541 1249.8421332444 1203.6996539358 1142.51800188062 1464.3167072091
"X38" 1112.32441876919 1368.40396479303 1060.59689723926 1484.41333438454 1489.71910634638 1444.43607588237 1078.77892778043 1485.73862610998 1530.4676424761 1483.33309962629 1424.94912770237 1281.20617787117 1572.28419947702 1492.44427974468 1467.38335527575 1428.5196983879 1450.63699761255 1231.65123864089 1464.51683488993 1464.8057883131 1466.57579172119 1470.74838326033 1447.88495666717 1454.54667802379 1437.63722604922 1416.88882481276 1372.85013165238 1296.10134411329 1588.31631623896
"X39" 1182.77516123242 1487.46463481621 1127.62966673528 1642.70858412967 1684.30269149697 1580.66171947929 1103.44503853878 1638.68914665942 1733.72756030806 1683.4876703278 1600.25122243398 1346.22337203419 1790.91024019557 1708.54083161022 1656.47868031048 1611.04725399147 1593.94023835508 1324.02316035477 1642.62749057978 1644.93982518323 1629.60231083394 1628.38508473883 1602.88325004778 1602.89878993085 1593.30585916306 1574.27947542258 1526.89701898524 1447.50240733247 1699.107160757
"X40" 1219.88822831775 1587.78596466082 1189.76348356646 1770.54907277851 1867.30937338205 1697.43566463871 1133.88138255868 1775.72398202781 1935.02247989568 1873.89241120472 1755.55547777883 1403.23429786675 2007.72704317411 1924.41470477003 1830.74478360281 1779.93462517043 1719.29633854884 1396.37697297254 1829.45376540482 1823.2225492684 1779.50269232615 1767.02272513871 1722.68821140113 1753.40271423704 1735.85583783051 1713.11306100449 1655.39389842727 1587.28835958623 1779.39760081272
"X41" 1220.68199893142 1664.9678405512 1218.7380830042 1862.04878129503 2032.94401115659 1793.81078356624 1150.2492396469 1887.21110823261 2127.99274553511 2050.75857409493 1888.37198211468 1448.50546945247 2211.58502922039 2134.37141925162 1987.18248552625 1931.97387119469 1826.47599265342 1444.1159823388 2018.08000504929 1996.09935752962 1914.77243814105 1885.96860804061 1807.37097204581 1901.28331664547 1862.67749392809 1831.23085294629 1756.3766114542 1711.65910806014 1823.68736584247
"X42" 1193.38959318391 1722.82408366279 1176.00571240585 1923.93079072036 2182.43459882899 1874.10372835958 1119.96769229256 1975.05795514738 2311.18226984351 2215.16969354028 2002.88676584622 1483.26382720249 2400.08143507579 2336.49120946599 2128.47324757683 2069.50013064505 1919.69371065256 1471.80724838778 2204.15348781679 2162.63366560909 2037.95068060321 1989.53133204264 1865.97077786301 2044.54571932922 1976.23926950873 1932.6166897328 1835.7650079284 1822.46344811821 1838.87714905957
"X43" 1152.2450699789 1770.03210638797 1022.61342729921 1970.1288245129 2321.46258522076 1945.26598910868 1007.38552573617 2048.73844680472 2486.54946317046 2371.10153337579 2106.83287515093 1511.94132501038 2577.19970886703 2531.55386642633 2260.41957412291 2198.00277881578 2005.20180362006 1489.40614186349 2385.70528905482 2323.63665188322 2153.64269319476 2084.45173541816 1911.76671727037 2183.33300668612 2081.79026930965 2024.47755498464 1903.5931380828 1924.93852398846 1839.17418504385
