"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X24" 2366.17834117161 2680.0116567073 2592.32110455347 2582.02473043429 2680.51347811189 2675.43168131142 2536.39257374862 2592.32110455347 2582.02473043429 2680.51347811189 2675.43168131142 2799.84301389472 2825.93194479547 2825.96524093021 2591.94360474329 2591.94944612217 2468.80474980115 2799.84301389472 2825.93194479547 2825.96524093021 2591.94360474329 2591.94944612217 2468.80474980115 2811.70205272653 2618.64153945064 2618.64153945064 2528.92805455945 2528.92805455945 2558.18836259787
"X25" 2372.0822833087 2634.5970291984 2579.5675681449 2566.43010012953 2595.28285498979 2590.94075418269 2514.14402063657 2579.5675681449 2566.43010012953 2595.28285498979 2590.94075418269 2770.16719489556 2765.62178414592 2765.65388640209 2481.82092258364 2481.82813463099 2383.88795805122 2770.16719489556 2765.62178414592 2765.65388640209 2481.82092258364 2481.82813463099 2383.88795805122 2742.88834942496 2505.52964277046 2505.52964277046 2437.41119908621 2437.41119908621 2484.92691239555
"X26" 2370.4682637356 2605.9160098505 2553.63044538132 2539.73497803009 2506.23207406949 2502.24123681032 2494.87948525429 2553.63044538132 2539.73497803009 2506.23207406949 2502.24123681032 2735.65495450746 2689.31195037759 2689.32863224076 2363.62131635801 2363.62001751344 2323.05127717042 2735.65495450746 2689.31195037759 2689.32863224076 2363.62131635801 2363.62001751344 2323.05127717042 2660.58046621656 2383.45168468223 2383.45168468223 2343.83634546769 2343.83634546769 2464.26434568759
"X27" 2364.10833829781 2598.63652787485 2509.46780832711 2497.11108119349 2418.47240443483 2412.75099544046 2477.40969799358 2509.46780832711 2497.11108119349 2418.47240443483 2412.75099544046 2694.08203059903 2596.74168440842 2596.74281485468 2240.40574695057 2240.39164616905 2287.03323793487 2694.08203059903 2596.74168440842 2596.74281485468 2240.40574695057 2240.39164616905 2287.03323793487 2567.88457884081 2256.41658299158 2256.41658299158 2249.99729703132 2249.99729703132 2497.0796586653
"X28" 2353.23242448953 2602.97010890998 2443.98993289871 2434.90094734619 2331.75771749713 2322.49538207564 2456.27515861705 2443.98993289871 2434.90094734619 2331.75771749713 2322.49538207564 2640.40000801028 2487.24596687362 2487.24361267595 2112.83111652964 2112.80854281623 2263.7689900418 2640.40000801028 2487.24596687362 2487.24361267595 2112.83111652964 2112.80854281623 2263.7689900418 2464.45436929569 2123.38266158096 2123.38266158096 2151.61387242316 2151.61387242316 2557.2651580735
"X29" 2335.05370802355 2599.82299608441 2358.62906335323 2353.42382350246 2243.14444916978 2230.60486526686 2424.90381728723 2358.62906335323 2353.42382350246 2243.14444916978 2230.60486526686 2569.98929046749 2362.44944298752 2362.45566819705 1982.13553661114 1982.11533207675 2234.84473218086 2569.98929046749 2362.44944298752 2362.45566819705 1982.13553661114 1982.11533207675 2234.84473218086 2349.16706654999 1982.14450550168 1982.14450550168 2042.96325174088 2042.96325174088 2602.75794591744
"X30" 2306.36028181293 2572.21736784489 2261.75865875612 2259.83647404254 2153.03497627821 2140.13983918744 2380.38065888649 2261.75865875612 2259.83647404254 2153.03497627821 2140.13983918744 2483.49828066541 2230.35829720268 2230.37303310114 1855.28034738425 1855.27450264543 2187.06524486009 2483.49828066541 2230.35829720268 2230.37303310114 1855.28034738425 1855.27450264543 2187.06524486009 2225.46182468851 1836.42425621731 1836.42425621731 1924.63295261462 1924.63295261462 2596.29398315931
"X31" 2267.78975866554 2517.2345548403 2169.26062708763 2169.17500584075 2070.97051264527 2062.24346680182 2327.32161473656 2169.26062708763 2169.17500584075 2070.97051264527 2062.24346680182 2390.50049946244 2108.10151631879 2108.1100862493 1748.84841628129 1748.86466427664 2123.25882102848 2390.50049946244 2108.10151631879 2108.1100862493 1748.84841628129 1748.86466427664 2123.25882102848 2106.0746580004 1701.90406601145 1701.90406601145 1809.99499272027 1809.99499272027 2526.27502241726
"X32" 2227.28096762326 2451.90711569363 2101.82579326671 2101.99093097954 2017.05857209647 2016.36829838482 2278.38926108464 2101.82579326671 2101.99093097954 2017.05857209647 2016.36829838482 2309.21894575775 2020.52394847798 2020.50719021419 1688.15464967863 1688.19384302891 2066.04703715477 2309.21894575775 2020.52394847798 2020.50719021419 1688.15464967863 1688.19384302891 2066.04703715477 2013.5875520375 1606.66423289268 1606.66423289268 1725.8520573092 1725.8520573092 2417.25785703154
"X33" 2199.6634765769 2408.55890179677 2080.39871180079 2079.77544842932 2017.62906800161 2026.05210986637 2250.88105443439 2080.39871180079 2079.77544842932 2017.62906800161 2026.05210986637 2262.11939238464 1995.06413859623 1995.01325620778 1701.73367784525 1701.79033841311 2051.52006769306 2262.11939238464 1995.06413859623 1995.01325620778 1701.73367784525 1701.79033841311 2051.52006769306 1975.91318987641 1585.19276020003 1585.19276020003 1706.31392110332 1706.31392110332 2322.22673237735
"X34" 2201.10216523557 2422.4553181207 2125.80661986482 2124.04181425043 2100.131477213 2115.52068704504 2262.90682231895 2125.80661986482 2124.04181425043 2100.131477213 2115.52068704504 2272.36424338251 2059.50910543363 2059.42891928211 1818.58555604227 1818.64812605181 2118.27709529982 2272.36424338251 2059.50910543363 2059.42891928211 1818.58555604227 1818.64812605181 2118.27709529982 2021.89620540657 1673.0771685293 1673.0771685293 1786.76196524598 1786.76196524598 2299.66422035172
"X35" 2246.48975839003 2524.09262622034 2255.11627156616 2252.54080434824 2287.4581738691 2304.75258242853 2329.61025103236 2255.11627156616 2252.54080434824 2287.4581738691 2304.75258242853 2359.24206964854 2236.91372283229 2236.82244671847 2062.30265605007 2062.35490330488 2299.03592189032 2359.24206964854 2236.91372283229 2236.82244671847 2062.30265605007 2062.35490330488 2299.03592189032 2175.94407095501 1900.06865374841 1900.06865374841 1996.85993736317 1996.85993736317 2401.10367308922
"X36" 2343.79135129456 2719.13964838507 2466.51016547107 2464.0863581539 2579.14788041738 2592.06967045582 2451.04752487188 2466.51016547107 2464.0863581539 2579.14788041738 2592.06967045582 2522.39879090099 2526.32844539452 2526.25488725334 2429.04616574025 2429.07389441857 2596.25046554353 2522.39879090099 2526.32844539452 2526.25488725334 2429.04616574025 2429.07389441857 2596.25046554353 2439.73350549856 2266.10013906055 2266.10013906055 2337.06445365605 2337.06445365605 2641.60286980997
"X37" 2489.22902849375 2981.95603284545 2737.574512864 2736.64424493299 2947.30690939159 2950.87930927798 2609.79507319608 2737.574512864 2736.64424493299 2947.30690939159 2950.87930927798 2739.06337183143 2899.68629818568 2899.65951679396 2884.05967905259 2884.05677079005 2975.87519613574 2739.06337183143 2899.68629818568 2899.65951679396 2884.05967905259 2884.05677079005 2975.87519613574 2788.28655518388 2736.49862245484 2736.49862245484 2773.83226401623 2773.83226401623 2988.71652084027
"X38" 2665.6006073342 3263.41830235996 3032.72488708143 3034.65316875677 3344.85802540124 3337.59768496967 2776.60807274568 3032.72488708143 3034.65316875677 3344.85802540124 3337.59768496967 2971.46526268922 3310.6443813218 3310.67967995137 3372.1055915008 3372.07630855269 3377.82217755612 2971.46526268922 3310.6443813218 3310.67967995137 3372.1055915008 3372.07630855269 3377.82217755612 3177.72400688957 3252.54100364643 3252.54100364643 3249.99236319575 3249.99236319575 3372.89684804236
"X39" 2844.23976142978 3508.26097808627 3314.67857829298 3320.55425462182 3720.77600572852 3705.55403840828 2920.47131600902 3314.67857829298 3320.55425462182 3720.77600572852 3705.55403840828 3179.57029399821 3709.3908486772 3709.47952257659 3834.93431785095 3834.89152594042 3736.47498467808 3179.57029399821 3709.3908486772 3709.47952257659 3834.93431785095 3834.89152594042 3736.47498467808 3559.48783665962 3750.32452541131 3750.32452541131 3703.39962356814 3703.39962356814 3712.85544713325
"X40" 2989.97715871214 3675.20272022369 3556.09418708356 3566.5949506592 4036.81341003017 4019.94963307881 3019.36215749507 3556.09418708356 3566.5949506592 4036.81341003017 4019.94963307881 3334.57685644566 4058.29358485222 4058.40195984403 4229.69376054752 4229.65415247798 4003.55665904729 3334.57685644566 4058.29358485222 4058.40195984403 4229.69376054752 4229.65415247798 4003.55665904729 3895.9638832131 4181.24208990975 4181.24208990975 4087.17561923002 4087.17561923002 3945.76518902898
"X41" 3067.47992363132 3751.40918133374 3747.11739428488 3762.55650732327 4279.10438387412 4268.06605053628 3067.4435623287 3747.11739428488 3762.55650732327 4279.10438387412 4268.06605053628 3427.90918908708 4342.49442390472 4342.57282741673 4541.23926402012 4541.217577724 4164.04282391512 3427.90918908708 4342.49442390472 4342.57282741673 4541.23926402012 4541.217577724 4164.04282391512 4171.45338305905 4526.13846887391 4526.13846887391 4383.65360355222 4383.65360355222 4049.50773933252
"X42" 3047.14467573098 3754.61962517333 3895.81742277568 3916.30577989524 4459.58861011888 4460.35526415177 3075.50506250315 3895.81742277568 3916.30577989524 4459.58861011888 4460.35526415177 3471.81859582106 4571.096151942 4571.09305833196 4783.13684145029 4783.14125993365 4237.97835084737 3471.81859582106 4571.096151942 4571.09305833196 4783.13684145029 4783.14125993365 4237.97835084737 4393.88551050319 4797.17126035292 4797.17126035292 4606.09827770177 4606.09827770177 4046.79968740993
"X43" 2909.34072516437 3720.77302473497 4020.87397232799 4046.48823477415 4605.78333629055 4621.21328528127 3063.81447035758 4020.87397232799 4046.48823477415 4605.78333629055 4621.21328528127 3490.59437054676 4767.82458044899 4767.69805007317 4986.02511837378 4986.05562754708 4266.08370863113 3490.59437054676 4767.82458044899 4767.69805007317 4986.02511837378 4986.05562754708 4266.08370863113 4585.93714623924 5025.70924014897 5025.70924014897 4786.558810354 4786.558810354 3987.79782726538
