"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63"
"X1" 512.000998451639 484.937959742627 1157.29594432344 879.491323287406 862.599095361862 805.020792432121 547.118352150188 388.005673855574 1209.15892223216 1600.77195187247 1286.14249800939 993.510490503867 342.071578599483 789.0946880824 1025.42727734547 995.941295704653 874.860505365355 747.950874794027 467.597113753849 1285.12138637737 1522.67154591611 1152.64630539119 976.679766445273 730.610770959976 718.818515918111 759.199702605826 934.21719387299 1074.37282399486 1084.41015811508 981.058719160779 808.514782801892 440.566639894572 609.022311696972 888.535705213299 584.581222561344 700.54362496701 966.422837189951 989.884020316262 927.85031499699 973.03818091702 1157.61791218565 1175.02183457776 1072.53271699714 729.519132870382 960.681858366038 1096.50853299593 1088.66559568121 1127.67815770944 1175.23187468123 1232.89572398388 815.210441645715 1230.70261883582 1269.55390713758 1271.31221079152 1136.87563155685 1030.76244831748 1438.19818896393 1219.35525462921 847.424669734929 1339.4806551341 1086.60178286562 465.834271736705 876.326435302321
"X2" 447.307867225165 431.724014034071 1022.37263065815 822.373938703479 811.954289211717 755.216123054262 472.66112887193 328.704490803871 1188.45114681072 1628.4256634947 1317.82018427903 920.000116052429 337.270919955851 752.930988330984 1013.3831354353 975.267903876755 810.64509651498 668.853314011637 384.02135939938 1380.60113785612 1579.12713417294 1241.75444491434 1045.64960473258 732.127144107314 665.982926996778 707.098374941955 906.881338627693 1068.35996397323 1085.73809325099 991.271313310326 792.337984983073 377.268353934789 1025.09775880509 984.029065680946 714.57908916963 764.89335206473 961.406623815625 958.957990901479 931.315150840246 986.414708546564 1155.15972653494 1177.96424545222 1094.89494046245 709.651916372962 931.694703316746 1102.25825168295 1130.87405950746 1157.18694073642 1191.63157975138 1233.0296854884 866.606535431504 1226.31023256388 1287.67141448348 1233.77534811422 1126.96614028274 1008.16846019612 1446.66192131752 1210.42536674207 795.738568059809 1351.99740616547 1084.93829029302 634.52840888685 883.295329817986
"X3" 395.411989684408 389.218306891237 901.66017196857 773.846226794691 770.368241977515 713.604232342038 411.700481520121 282.613044493136 1173.05541406647 1656.81880807273 1352.02976008668 856.593497758275 342.038558616179 725.488877381593 1006.96908566277 960.737904497714 757.559260965361 601.226610372116 316.430502572269 1473.73285617206 1633.82510082053 1329.12898272582 1114.62303778661 741.907578384963 624.417553625542 665.308330258051 887.193818918806 1067.44591713343 1092.05323196407 1007.08349755438 782.792839597015 328.568688130744 1182.01065149631 1075.8219657761 842.410150631852 830.954750297979 959.963952707944 933.943968503979 939.324926325024 1003.1536568735 1157.03440959598 1186.38981447698 1122.79535522035 699.689057663218 909.026610943621 1110.56933101152 1173.49449499242 1188.44070872851 1210.19498500712 1238.3113269397 920.793853341427 1224.80059462853 1305.59966962188 1202.48851000269 1121.32264902978 995.672958388881 1455.31992429627 1204.16981564609 755.940204879168 1366.44644465603 1086.61188196342 565.14369069958 895.745278909439
"X4" 372.156265027127 370.076579840609 814.807422483194 745.935548975982 751.510485073287 692.103264054306 380.92426137718 266.540122525717 1169.45337639082 1687.5925628693 1392.53003185854 818.221714765076 366.600057610876 719.215727764136 1015.14800635621 961.440143099856 730.252215512741 560.355688723097 284.392373141477 1559.70425603977 1685.3626024191 1412.20523918152 1183.31163114787 768.988023358265 607.398406389946 646.865834756779 885.393315297731 1079.43865381475 1110.90549577642 1035.94417030394 789.180860375893 314.478732936732 1191.14946735431 1158.55295354413 963.577319751876 899.711085643337 967.659186149321 923.563667704013 958.508558254887 1028.41107024332 1170.19748619853 1208.32532335878 1163.03816124431 713.112352959236 901.240449769703 1125.43583241612 1217.44848087855 1224.54815212966 1234.88890817841 1256.36403703319 980.827927673802 1230.48729064639 1324.64978530984 1187.63867147766 1127.03929713998 1006.05257570109 1465.48400922478 1205.98411240835 744.676544550268 1385.41366608985 1097.17429620779 400.107024690158 920.245495959371
"X5" 386.980569279718 382.206583136633 775.05960103013 747.297506804152 764.101831021507 698.832648245281 390.310240737671 290.424960918576 1181.35537933462 1721.77968155315 1442.03733753544 815.759313455345 416.809192151399 741.336650427363 1043.2212412079 983.186520663339 738.314399138407 556.593193373821 299.497793819292 1633.40668849922 1732.56461837703 1488.69331338005 1251.09028621141 818.626288527664 623.365740162811 659.794224007999 907.378025399897 1108.89144629026 1146.94943193813 1082.37866501954 817.634645225486 347.614905710957 1152.06035271795 1227.37563562017 1072.49464106342 970.074029590381 988.410827319561 933.847322514172 992.878496022696 1065.26201956671 1198.94689755866 1248.67146886941 1219.42687704781 758.716587393713 913.538235962893 1149.19157077584 1262.77655099941 1267.02845126999 1268.00600463951 1292.12435527469 1048.22388918781 1245.50530582442 1345.57312938564 1195.9840670093 1148.52103967768 1047.11403591346 1477.77238833374 1219.61217176086 772.203984894382 1409.79085636182 1120.45120207546 261.196839645425 960.787309499714
"X6" 444.230386542824 429.507281035596 789.929085372803 783.126125737045 812.539083718513 738.30283452542 444.600903705905 358.787682963478 1210.35631306725 1759.83697648716 1502.0823847035 855.788192262299 495.022270032008 795.023374721048 1093.58331265269 1028.96331929068 786.871644373633 595.703555141642 367.16447172173 1690.61660113033 1774.54736978516 1556.83292112223 1317.20414401482 893.107045629459 676.536003535153 707.989114287804 955.728654095782 1157.80217261571 1202.3963024644 1148.45726663446 871.416984364614 434.310470245509 1141.90678136161 1278.71209603629 1164.27817973727 1040.1741991674 1024.47272114558 968.173998459279 1044.28229145442 1115.07827661188 1245.35211989003 1309.72157610537 1293.43432660741 841.054729417346 948.405385685465 1182.84821345246 1309.0432196474 1316.28882956203 1310.55500489415 1348.12886507675 1123.33292678884 1270.50965107076 1368.69533977536 1231.22401103883 1188.02468324 1122.61709757627 1492.38473950207 1247.25209485828 843.623308752464 1439.46562111597 1158.62981556745 239.065745870255 1019.19975194971
"X7" 534.520672057281 504.817046250486 850.834224885556 848.460372715894 889.146185560756 804.668781279468 534.558669280862 461.594162183041 1252.44501739098 1800.56108251771 1570.60244095234 932.188155847171 594.114726583544 872.637259644358 1160.80537543925 1093.91127880567 868.552838854899 670.379021383406 476.37941321461 1730.67234300126 1811.31865532995 1616.60385760778 1380.67542702559 986.724741160245 759.318953478592 784.072200017872 1024.23671253667 1221.31915761309 1272.71726036695 1229.48188068833 945.680831804712 563.537503812759 1166.42164083753 1313.31324716173 1237.60731267995 1106.95389010734 1073.23004060629 1022.22559139153 1108.63841371814 1174.58499624363 1305.35424068788 1386.60665111312 1380.29741842224 952.683049319524 1000.96410058145 1223.85085225248 1354.76358405332 1369.90139838664 1360.14155394262 1420.15991835602 1203.41427788083 1302.44347845572 1393.22210435097 1288.47475223342 1242.02960113222 1225.31638132995 1508.54733039279 1286.70429261333 950.089587940461 1471.98626688659 1209.20469771661 327.606843687092 1091.3508701145
"X8" 645.058975367102 598.230937357571 945.206940154256 935.824431219439 983.250465682618 889.517950862423 647.478958164849 585.197962382861 1302.21884838218 1842.33549922567 1644.64302958076 1035.69298561195 704.607506750087 963.854974036656 1237.51544119651 1171.22477695539 972.888886314675 770.072240412059 612.054405016844 1753.78744880356 1843.10459299058 1668.41352868983 1440.46792555124 1091.79080898759 861.195762892531 877.868286239416 1104.51178781728 1292.88942145659 1351.70981278829 1319.07365877238 1033.56783980278 719.960743915468 1213.42166543104 1332.99779638203 1292.0354478972 1167.05430393959 1130.86087730545 1089.77528953082 1180.39283993457 1239.35296650946 1373.37268932771 1472.67920576938 1473.70356815683 1083.18148967141 1064.50949836934 1268.7584544653 1398.18934689293 1424.73242783413 1413.52585275978 1502.32379174979 1284.95755027213 1337.32697658781 1418.0800826901 1360.72431156281 1305.582243197 1345.23635187695 1525.24418078345 1334.67935111179 1079.29878140783 1504.31788602954 1268.50720718034 496.520130603392 1171.62897390483
"X9" 763.075237504179 699.864368088977 1060.5172536503 1037.76765004889 1084.19861316648 984.458769300083 770.683347165005 715.975669616136 1354.28380875546 1883.54486254325 1721.2558514245 1157.067344879 817.034269538274 1058.3680202578 1316.35199259965 1254.11218618292 1089.43635187841 884.264323648795 759.131223197918 1760.15563036277 1870.12547661805 1712.65996651118 1495.54101646276 1200.62934242647 971.669083278123 979.221983983254 1188.17662140338 1365.96903197699 1433.18118749907 1410.86327875774 1128.23509491302 888.275296100553 1270.62894617653 1339.56710347348 1327.0936623504 1217.10861287169 1193.55332851447 1164.61147643892 1253.99971160555 1304.95881599585 1443.83590047283 1561.30202620783 1567.34735376306 1222.15120895116 1132.34908185335 1314.13434076365 1437.56938400463 1477.64941457469 1467.47237268612 1588.73818162676 1364.45382065172 1371.1835733265 1442.19628018261 1440.97782200091 1373.7399077408 1472.4208459821 1541.45990884842 1387.89767212758 1218.97237765054 1533.42515821943 1332.87867962601 715.468021023888 1254.43146062908
"X10" 875.807271629859 799.841864199944 1184.25904370685 1146.85606980593 1181.34457576882 1081.11109052883 891.505158612986 840.311406894974 1403.24841783536 1922.57311382822 1797.49543407588 1287.09627849716 921.930622191327 1145.87102531874 1389.95562792979 1335.7881602391 1207.76558848007 1002.45288508626 902.564516027947 1749.95100438331 1892.59603490415 1749.73228589865 1544.84848321443 1305.56836127843 1080.25110406831 1077.98616462375 1266.8575932565 1434.01567811372 1510.94130218801 1498.48370818891 1222.84734217918 1053.18924054781 1325.65804956241 1334.80723713632 1342.29017977062 1253.73814043373 1257.50116579359 1240.53067154662 1323.91503629341 1366.97999285901 1511.17499063267 1645.84063619535 1654.92335067553 1359.20276301083 1197.79513573814 1356.54228516654 1471.14776124978 1525.51753071948 1518.74618708669 1673.52552305517 1438.3916475456 1400.03542477603 1464.49683882232 1522.24958784066 1441.56513276149 1596.92175510411 1556.1785851734 1443.08575442341 1356.84344424499 1556.26890738613 1398.6662739461 954.041829738089 1334.15844539478
