"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X15" 1610.61966953696 1845.56196205458 1932.20012094817 1961.50107933416 2317.08362567311 2311.98671927631 1645.31247596032 1932.20012094817 1961.50107933416 2317.08362567311 2311.98671927631 2003.68186602883 2399.01110239569 2400.77822931407 2433.85336506543 2430.8678181062 2149.23016960113 2003.68186602883 2399.01110239569 2400.77822931407 2433.85336506543 2430.8678181062 2149.23016960113 2251.31349787665 2362.66847013583 2362.66847013583 2200.81237390796 2200.81237390796 1917.8488314684
"X16" 1579.93758046932 1850.45974888773 1910.21420430535 1929.1460185758 2280.69078850719 2279.10791284936 1648.43466658702 1910.21420430535 1929.1460185758 2280.69078850719 2279.10791284936 1979.1697712692 2351.84362675312 2352.55414556882 2373.05336058023 2372.17640905076 2118.45573637882 1979.1697712692 2351.84362675312 2352.55414556882 2373.05336058023 2372.17640905076 2118.45573637882 2217.87154165853 2323.34741834231 2323.34741834231 2169.71875485327 2169.71875485327 1919.02392951934
"X17" 1545.08626233841 1850.09047001574 1877.6203785215 1889.03605302763 2228.31236342936 2227.98828900932 1644.87746409555 1877.6203785215 1889.03605302763 2228.31236342936 2227.98828900932 1948.37394370431 2290.75610606087 2291.00819810796 2295.31929186603 2295.26454819489 2070.77166586721 1948.37394370431 2290.75610606087 2291.00819810796 2295.31929186603 2295.26454819489 2070.77166586721 2175.08223168512 2266.58449618489 2266.58449618489 2119.48710694011 2119.48710694011 1914.84153003192
"X18" 1513.46768928052 1849.43956727143 1842.61604679768 1848.16812913406 2166.31996081537 2165.24651076703 1638.74712209953 1842.61604679768 1848.16812913406 2166.31996081537 2165.24651076703 1918.88914277968 2225.25501472437 2225.40455137884 2209.41780490828 2209.49287048135 2011.68217827141 1918.88914277968 2225.25501472437 2225.40455137884 2209.41780490828 2209.49287048135 2011.68217827141 2129.55599155401 2201.3679659169 2201.3679659169 2057.55670437129 2057.55670437129 1909.60766581796
"X19" 1491.01678767036 1850.75237500071 1812.17883591713 1812.42555486717 2100.39202662599 2097.08441718183 1633.61651122815 1812.17883591713 1812.42555486717 2100.39202662599 2097.08441718183 1896.51489065551 2163.14087045032 2163.28370614156 2122.07731885276 2122.17084173339 1945.69227386501 1896.51489065551 2163.14087045032 2163.28370614156 2122.07731885276 2122.17084173339 1945.69227386501 2086.08627321772 2133.66179426426 2133.66179426426 1989.91514282731 1989.91514282731 1900.9299440424
"X20" 1479.67943924155 1852.01665832045 1788.8396403392 1783.98288881817 2033.0512056835 2026.64586116595 1630.83280702549 1788.8396403392 1783.98288881817 2033.0512056835 2026.64586116595 1882.66586534658 2107.02616876111 2107.09984303793 2035.0238509611 2035.32236939905 1874.77964740297 1882.66586534658 2107.02616876111 2107.09984303793 2035.0238509611 2035.32236939905 1874.77964740297 2045.32065695101 2063.52564629686 2063.52564629686 1918.61864123455 1918.61864123455 1880.91782756657
"X21" 1477.2165686101 1848.15749562812 1770.43022073478 1761.08904903298 1963.5536244697 1953.80150598936 1629.27288987927 1770.43022073478 1761.08904903298 1963.5536244697 1953.80150598936 1874.3985449624 2054.25999607862 2054.17230369507 1945.36393050162 1946.03465166459 1798.98705216987 1874.3985449624 2054.25999607862 2054.17230369507 1945.36393050162 1946.03465166459 1798.98705216987 2004.03090780059 1986.17431319302 1986.17431319302 1842.2898835868 1842.2898835868 1840.91401272407
"X22" 1480.07090505632 1834.05647120467 1753.43693351565 1740.81168187348 1890.35643012156 1877.60247974225 1626.99795414304 1753.43693351565 1740.81168187348 1890.35643012156 1877.60247974225 1867.53819413844 2000.80145493477 2000.47020937119 1849.31060338422 1850.41894676324 1718.357582516 1867.53819413844 2000.80145493477 2000.47020937119 1849.31060338422 1850.41894676324 1718.357582516 1958.13468800106 1896.28021046711 1896.28021046711 1759.09879489371 1759.09879489371 1774.90839479033
"X23" 1482.76202215257 1807.47439059567 1732.86418761247 1718.68389439078 1811.56842366249 1796.67088593869 1620.77136378501 1732.86418761247 1718.68389439078 1811.56842366249 1796.67088593869 1856.54043661371 1941.50521266603 1940.90921223922 1743.65851224413 1745.11318386216 1634.85311735565 1856.54043661371 1941.50521266603 1940.90921223922 1743.65851224413 1745.11318386216 1634.85311735565 1903.52307137526 1790.90721594525 1790.90721594525 1668.57253831708 1668.57253831708 1689.61103916363
"X24" 1479.16366924174 1770.34872951885 1703.71442479991 1689.85615554793 1726.09925539457 1710.3033845467 1606.72631264295 1703.71442479991 1689.85615554793 1726.09925539457 1710.3033845467 1835.74777969018 1871.91094068288 1871.10161182724 1627.60407227583 1629.20617653531 1552.83009866419 1835.74777969018 1871.91094068288 1871.10161182724 1627.60407227583 1629.20617653531 1552.83009866419 1837.50145812702 1671.3781845495 1671.3781845495 1572.63941860234 1572.63941860234 1604.70215660013
"X25" 1464.30709298901 1727.74443560868 1662.51555346116 1650.48434432458 1634.42307470554 1619.17266968299 1581.41002627626 1662.51555346116 1650.48434432458 1634.42307470554 1619.17266968299 1800.74659425511 1789.81308163758 1788.88812398359 1503.46487027084 1505.01731620412 1477.65597967878 1800.74659425511 1789.81308163758 1788.88812398359 1503.46487027084 1505.01731620412 1477.65597967878 1759.65161657065 1542.76576572101 1542.76576572101 1474.97400534043 1474.97400534043 1544.32585629726
"X26" 1435.59025873941 1685.1142232017 1607.89929580909 1598.48790048355 1538.48792100695 1525.16409437057 1542.62596635937 1607.89929580909 1598.48790048355 1538.48792100695 1525.16409437057 1749.03879168414 1695.61234940416 1694.6855144244 1375.85745385512 1377.2323590315 1413.25624031158 1749.03879168414 1695.61234940416 1694.6855144244 1375.85745385512 1377.2323590315 1413.25624031158 1671.6127606223 1411.34018196389 1411.34018196389 1379.00971971065 1379.00971971065 1525.00409855031
"X27" 1393.31991422016 1645.53768512314 1540.56469218176 1533.8719301846 1441.28315573456 1430.90710546296 1490.11387498049 1540.56469218176 1533.8719301846 1441.28315573456 1430.90710546296 1680.3554988764 1591.93402757239 1591.12368265537 1250.26093043583 1251.37319155365 1360.15302997634 1680.3554988764 1591.93402757239 1591.12368265537 1250.26093043583 1251.37319155365 1360.15302997634 1576.36787438228 1281.83536537703 1281.83536537703 1286.14826189487 1286.14826189487 1546.02024113946
"X28" 1340.70860673415 1608.66253922092 1463.18921092432 1458.95057746381 1346.69631537472 1339.68044834249 1426.11269097469 1463.18921092432 1458.95057746381 1346.69631537472 1339.68044834249 1597.01672609933 1483.26338717193 1482.69975085965 1132.12481795136 1132.83709167483 1315.44023408105 1597.01672609933 1483.26338717193 1482.69975085965 1132.12481795136 1132.83709167483 1315.44023408105 1477.79907440618 1156.50410407059 1156.50410407059 1195.67649125546 1195.67649125546 1587.68888588438
"X29" 1283.47046654273 1572.13528497892 1380.64157434566 1378.64345295126 1259.94831568901 1255.99533191705 1355.70367066287 1380.64157434566 1378.64345295126 1259.94831568901 1255.99533191705 1504.44243903307 1376.07323331257 1375.90528986456 1027.17980664696 1027.22061773286 1275.13726767391 1504.44243903307 1376.07323331257 1375.90528986456 1027.17980664696 1027.22061773286 1275.13726767391 1380.94819208173 1036.84895198019 1036.84895198019 1106.92265193118 1106.92265193118 1619.36330312774
"X30" 1229.05289385165 1534.85699385769 1300.35954879096 1300.667934362 1188.30114254656 1186.51581436181 1286.64283640799 1300.35954879096 1300.667934362 1188.30114254656 1186.51581436181 1411.44766966584 1279.29581460219 1279.67586249142 942.673394875538 941.651730672016 1237.96887701471 1411.44766966584 1279.29581460219 1279.67586249142 942.673394875538 941.651730672016 1237.96887701471 1292.78573445545 927.205260749024 927.205260749024 1022.74594346691 1022.74594346691 1614.17853384928
"X31" 1185.43451483521 1500.21153777773 1232.31175993629 1235.1655496693 1141.25797156217 1140.46018331468 1228.32750995659 1232.31175993629 1235.1655496693 1141.25797156217 1140.46018331468 1329.63671346756 1204.42411474324 1205.46258901876 888.429795765244 885.974263736836 1208.57937817098 1329.63671346756 1204.42411474324 1205.46258901876 888.429795765244 885.974263736836 1208.57937817098 1222.73486451658 837.960806852735 837.960806852735 952.352113980109 952.352113980109 1563.80582362639
"X32" 1159.43496314333 1477.16171776074 1187.8753251515 1193.30174613477 1129.44553189927 1128.58878477679 1189.71155189417 1187.8753251515 1193.30174613477 1129.44553189927 1128.58878477679 1271.31088517988 1164.39542792589 1166.10206280743 876.428556542642 872.398124268015 1198.11747677766 1271.31088517988 1164.39542792589 1166.10206280743 876.428556542642 872.398124268015 1198.11747677766 1182.06775442865 785.94185445177 785.94185445177 911.328206608979 911.328206608979 1485.8850806811
"X33" 1155.55465416986 1478.2851808198 1178.10919518711 1185.53206496474 1162.79554497719 1161.30891500923 1177.48141851952 1178.10919518711 1185.53206496474 1162.79554497719 1161.30891500923 1247.09667490901 1171.73428267195 1173.97713893937 919.000234766052 913.650114895057 1221.58524348522 1247.09667490901 1171.73428267195 1173.97713893937 919.000234766052 913.650114895057 1221.58524348522 1182.34898260076 791.382386263491 791.382386263491 918.558516054506 918.558516054506 1418.53760387999
"X34" 1177.7803605259 1516.83018905303 1213.95780493652 1222.11672728146 1251.05029750681 1248.90499236229 1197.79372360838 1213.95780493652 1222.11672728146 1251.05029750681 1248.90499236229 1267.19415524471 1238.83564336714 1241.33342115101 1028.50939322421 1022.52319373622 1294.68365349231 1267.19415524471 1238.83564336714 1241.33342115101 1028.50939322421 1022.52319373622 1294.68365349231 1235.16725274095 875.125293514143 875.125293514143 993.505077168004 993.505077168004 1403.85251625788
"X35" 1228.8910140395 1603.95285642553 1304.68586927729 1311.72304727542 1402.03930884777 1399.70499663584 1255.12466323344 1304.68586927729 1311.72304727542 1402.03930884777 1399.70499663584 1339.59215310573 1376.15476107726 1378.49851781531 1215.20858417435 1209.63960908726 1430.68221283146 1339.59215310573 1376.15476107726 1378.49851781531 1215.20858417435 1209.63960908726 1430.68221283146 1350.47237506467 1054.88734681131 1054.88734681131 1152.752979586 1152.752979586 1479.1161548668
"X36" 1305.72010194538 1740.03465455046 1450.98605949705 1454.91657301422 1613.86474185422 1612.07305804504 1345.66223207992 1450.98605949705 1454.91657301422 1613.86474185422 1612.07305804504 1461.25325589795 1584.19758952265 1585.96283898368 1478.46241256146 1474.42762043495 1630.33328746967 1461.25325589795 1584.19758952265 1585.96283898368 1478.46241256146 1474.42762043495 1630.33328746967 1529.74194004123 1332.23933834411 1332.23933834411 1398.06736860185 1398.06736860185 1656.326939014
"X37" 1399.23663027441 1912.5748711938 1643.84482373496 1643.22078992284 1873.8684805005 1873.26553467553 1457.28239344046 1643.84482373496 1643.22078992284 1873.8684805005 1873.26553467553 1617.55520859936 1852.11834278866 1853.00232048417 1805.05099038946 1803.34244396097 1879.53686222572 1617.55520859936 1852.11834278866 1853.00232048417 1805.05099038946 1803.34244396097 1879.53686222572 1764.52828128269 1689.58390737274 1689.58390737274 1713.7031570745 1713.7031570745 1914.25555012043
"X38" 1497.30940460656 2099.85907582203 1867.32591072472 1861.7950394446 2162.15547991658 2162.9953918366 1573.36651203758 1867.32591072472 1861.7950394446 2162.15547991658 2162.9953918366 1786.92613112206 2160.84413409805 2160.76708926641 2172.64862747041 2173.43780686522 2153.52350181258 1786.92613112206 2160.84413409805 2160.76708926641 2172.64862747041 2173.43780686522 2153.52350181258 2038.88511777602 2095.20994649815 2095.20994649815 2071.11363694523 2071.11363694523 2205.34851951034
"X39" 1588.30607915467 2278.03987924044 2103.21227276988 2093.71710502784 2457.19443875341 2459.20082590644 1677.90298025341 2103.21227276988 2093.71710502784 2457.19443875341 2459.20082590644 1947.53126301373 2488.39089216889 2487.52230810946 2555.98383101271 2558.73967002057 2424.73951005428 1947.53126301373 2488.39089216889 2487.52230810946 2555.98383101271 2558.73967002057 2424.73951005428 2333.80714805609 2512.88348574826 2512.88348574826 2437.74023690617 2437.74023690617 2473.12996348607
"X40" 1664.42362430062 2429.03782008466 2336.01082004192 2324.51787464545 2741.67607816219 2744.12485176803 1760.25018226153 2336.01082004192 2324.51787464545 2741.67607816219 2744.12485176803 2083.83475244782 2815.6696443627 2814.36771989757 2933.64148509905 2937.30183247224 2671.58445781604 2083.83475244782 2815.6696443627 2814.36771989757 2933.64148509905 2937.30183247224 2671.58445781604 2632.23976086131 2912.6166625703 2912.6166625703 2786.79740467324 2786.79740467324 2673.12705520182
"X41" 1723.61024112247 2546.10421108456 2556.58199023133 2545.43978216044 3006.55958488408 3008.53814863525 1817.89401126097 2556.58199023133 2545.43978216044 3006.55958488408 3008.53814863525 2190.69173814588 3130.78198040267 3129.47024907876 3293.06247095186 3296.39180742611 2884.60068647229 2190.69173814588 3130.78198040267 3129.47024907876 3293.06247095186 3296.39180742611 2884.60068647229 2922.91999161255 3278.54979973734 3278.54979973734 3104.3706278082 3104.3706278082 2788.45997487368
"X42" 1769.32293366777 2634.60548696918 2763.09076139669 2754.29927001623 3251.7907568122 3252.50719920803 1856.10265546384 2763.09076139669 2754.29927001623 3251.7907568122 3252.50719920803 2273.34451796531 3430.28734111073 3429.3211069778 3631.86441558095 3633.84317937714 3067.52585743147 2273.34451796531 3430.28734111073 3429.3211069778 3631.86441558095 3633.84317937714 3067.52585743147 3201.70265523938 3610.80867717626 3610.80867717626 3391.01727771147 3391.01727771147 2833.02709835927
"X43" 1808.02936755359 2707.29177336905 2958.91465574478 2953.66389350821 3483.31153114929 3482.29633075225 1884.34781763816 2958.91465574478 2953.66389350821 3483.31153114929 3482.29633075225 2343.02393164539 3716.99887549155 3716.58397956948 3954.91882168509 3954.97888184602 3232.45280714082 2343.02393164539 3716.99887549155 3716.58397956948 3954.91882168509 3954.97888184602 3232.45280714082 3469.94539309802 3920.37324949253 3920.37324949253 3657.03488954645 3657.03488954645 2839.88503402636
