"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63"
"X1" 984.317914450765 984.317914450765 1466.16085791114 1455.93005780757 1713.71961962785 1713.71961962785 1405.09083339814 1405.09083339814 2259.75745165193 2259.75745165193 2180.3359376985 2180.3359376985 1155.16715548835 1382.84797594331 1690.8166554001 1690.8166554001 1383.84232191762 1383.84232191762 1018.08506065512 2259.75745165193 2259.75745165193 2180.3359376985 2180.3359376985 1753.27444534423 1753.27444534423 1872.87802174166 1872.87802174166 2135.38968676886 2135.38968676886 1806.56067368949 1806.56067368949 1183.28671240129 1558.08317977473 1558.08317977473 1509.75594446795 1509.75594446795 1754.15774985692 1754.15774985692 1884.68514364811 1884.68514364811 2135.96925639798 2135.96925639798 1799.7236576436 1799.7236576436 1862.76438399121 1862.76438399121 2238.2166184918 2238.2166184918 2132.36605900571 2132.36605900571 1520.73774118516 1861.97320819133 2240.24425419178 2240.24425419178 2119.75077501175 2119.75077501175 2083.24976656392 2083.24976656392 1483.7894519831 2071.48650010096 2071.48650010096 1475.12952491191 1434.44683569494
"X2" 983.904656380678 983.904656380678 1413.67783007522 1395.8900429156 1625.26784601475 1625.26784601475 1331.13596648026 1331.13596648026 2317.35265219273 2317.35265219273 2228.57684888711 2228.57684888711 1217.35551415115 1389.41448125155 1668.86164395165 1668.86164395165 1380.52028623713 1380.52028623713 1009.31940866059 2317.35265219273 2317.35265219273 2228.57684888711 2228.57684888711 1763.11785837144 1763.11785837144 1833.80348860895 1833.80348860895 2100.8660256744 2100.8660256744 1779.32293207579 1779.32293207579 1140.96782178014 1584.52361148447 1584.52361148447 1522.33187620543 1522.33187620543 1754.74877536539 1754.74877536539 1866.97659696852 1866.97659696852 2121.24043778732 2121.24043778732 1790.42266943266 1790.42266943266 1848.13160372021 1848.13160372021 2192.97572359227 2192.97572359227 2127.24515779312 2127.24515779312 1557.73460393424 1821.15701736923 2202.57845997284 2202.57845997284 2087.19661231634 2087.19661231634 2079.3283858182 2079.3283858182 1503.9653168779 2039.45520611157 2039.45520611157 1429.08619450094 1453.12952269625
"X3" 986.763945869075 986.763945869075 1369.64721848776 1346.01406175693 1542.43928745935 1542.43928745935 1261.53970640318 1261.53970640318 2375.31982299045 2375.31982299045 2279.72960665167 2279.72960665167 1280.55796031001 1398.54931986196 1648.89448038683 1648.89448038683 1377.94570852184 1377.94570852184 1001.97557945541 2375.31982299045 2375.31982299045 2279.72960665167 2279.72960665167 1774.72772422958 1774.72772422958 1795.23821369544 1795.23821369544 2068.54800217084 2068.54800217084 1755.93138953349 1755.93138953349 1106.15574345711 1607.87587299134 1607.87587299134 1531.3056391761 1531.3056391761 1757.60811446937 1757.60811446937 1848.53616546985 1848.53616546985 2107.67166991222 2107.67166991222 1784.0458849911 1784.0458849911 1831.40179255453 1831.40179255453 2145.83453858613 2145.83453858613 2123.24959416487 2123.24959416487 1597.283367514 1779.59996162219 2162.60965993049 2162.60965993049 2057.38730520817 2057.38730520817 2073.79088166768 2073.79088166768 1523.93561435367 2007.2961996307 2007.2961996307 1386.3005802949 1471.00648219191
"X4" 996.433292915054 996.433292915054 1345.15079913014 1319.71364601714 1477.24157465577 1477.24157465577 1206.02791402569 1206.02791402569 2434.63237549599 2434.63237549599 2339.23943906338 2339.23943906338 1344.53776345918 1414.10490053121 1636.8120737811 1636.8120737811 1379.6081229367 1379.6081229367 998.78011198861 2434.63237549599 2434.63237549599 2339.23943906338 2339.23943906338 1792.88635536228 1792.88635536228 1763.18386246035 1763.18386246035 2046.59392378684 2046.59392378684 1745.24781882455 1745.24781882455 1089.89637756169 1627.16230165373 1627.16230165373 1536.68589878473 1536.68589878473 1768.36772913157 1768.36772913157 1833.30627110627 1833.30627110627 2101.61349278727 2101.61349278727 1787.84229649767 1787.84229649767 1814.93557395452 1814.93557395452 2101.22010561989 2101.22010561989 2126.30817401697 2126.30817401697 1643.18899648324 1741.99816992896 2124.07975601478 2124.07975601478 2038.99578783571 2038.99578783571 2069.02424487334 2069.02424487334 1546.01312172006 1979.92464984348 1979.92464984348 1354.98182974495 1488.63735921224
"X5" 1014.8362923148 1014.8362923148 1347.83762200869 1326.54545336005 1438.60628359293 1438.60628359293 1172.15182322029 1172.15182322029 2495.49662904785 2495.49662904785 2410.6120138713 2410.6120138713 1408.63402942609 1438.43469084336 1636.75497549938 1636.75497549938 1388.0579636508 1388.0579636508 1001.81517883295 2495.49662904785 2495.49662904785 2410.6120138713 2410.6120138713 1820.94010046124 1820.94010046124 1742.33769567982 1742.33769567982 2040.94387349139 2040.94387349139 1753.49979831415 1753.49979831415 1099.82436535442 1641.49591270408 1641.49591270408 1539.00108299398 1539.00108299398 1791.04397899217 1791.04397899217 1824.35435418864 1824.35435418864 2107.52640054441 2107.52640054441 1806.7576672098 1806.7576672098 1800.76354030358 1800.76354030358 2063.2754280815 2063.2754280815 2140.51086814626 2140.51086814626 1697.63787373734 1712.27298469658 2090.58306294541 2090.58306294541 2038.47925795894 2038.47925795894 2067.08944073985 2067.08944073985 1571.60778980935 1961.43444264781 1961.43444264781 1341.27767879038 1506.46055519366
"X6" 1042.72915544873 1042.72915544873 1382.07405616891 1372.14115440159 1432.18900284841 1432.18900284841 1164.92651072999 1164.92651072999 2557.57847030027 2557.57847030027 2495.5232730525 2495.5232730525 1472.00678903005 1472.63612179063 1651.17903261297 1651.17903261297 1404.90977224922 1404.90977224922 1012.47626059794 2557.57847030027 2557.57847030027 2495.5232730525 2495.5232730525 1860.82600988156 1860.82600988156 1735.89754410572 1735.89754410572 2055.29981102835 2055.29981102835 1784.41044751924 1784.41044751924 1140.37740412085 1650.31137944761 1650.31137944761 1538.97733848639 1538.97733848639 1828.02318515521 1828.02318515521 1823.78696159037 1823.78696159037 2128.10347663557 2128.10347663557 1843.65002345993 1843.65002345993 1790.44665468876 1790.44665468876 2035.29624668672 2035.29624668672 2168.29786065051 2168.29786065051 1761.53890533934 1693.2771193904 2065.04253989562 2065.04253989562 2059.95179255833 2059.95179255833 2069.5395526761 2069.5395526761 1601.49718127845 1954.76527467698 1954.76527467698 1349.19887404616 1524.8188488534
"X7" 1077.84744164935 1077.84744164935 1442.79175914767 1450.63450240728 1453.96941475459 1453.96941475459 1181.70915927118 1181.70915927118 2619.13883719854 2619.13883719854 2590.3892979972 2590.3892979972 1533.47520505026 1514.34940055783 1677.71264233939 1677.71264233939 1429.07407489148 1429.07407489148 1030.13821768994 2619.13883719854 2619.13883719854 2590.3892979972 2590.3892979972 1910.40539687584 1910.40539687584 1742.57018177773 1742.57018177773 2086.86284204029 2086.86284204029 1834.54730663581 1834.54730663581 1206.8801968731 1654.20217589936 1654.20217589936 1537.67017991584 1537.67017991584 1876.94037934569 1876.94037934569 1830.8762651456 1830.8762651456 2161.0268192015 2161.0268192015 1895.5039691272 1895.5039691272 1784.09906175042 1784.09906175042 2017.68804756026 2017.68804756026 2207.49846418979 2207.49846418979 1832.36421359902 1684.5463129062 2048.03491927942 2048.03491927942 2100.62967483927 2100.62967483927 2076.32553182232 2076.32553182232 1634.87341602212 1959.25084278373 1959.25084278373 1376.51119528746 1543.81396275297
"X8" 1117.17706887583 1117.17706887583 1522.58509609159 1553.31145509644 1497.5316281294 1497.5316281294 1217.9626476288 1217.9626476288 2678.08641066377 2678.08641066377 2690.31872934753 2690.31872934753 1591.7710891187 1560.35618834974 1712.78724816283 1712.78724816283 1458.79150409467 1458.79150409467 1053.6766327469 2678.08641066377 2678.08641066377 2690.31872934753 2690.31872934753 1966.52846334525 1966.52846334525 1759.95078552702 1759.95078552702 2131.2231095085 2131.2231095085 1898.70477460779 1898.70477460779 1292.40026075525 1654.04749360057 1654.04749360057 1536.21684869188 1536.21684869188 1934.2524789966 1934.2524789966 1844.19243277677 1844.19243277677 2202.73593830029 2202.73593830029 1957.84792037768 1957.84792037768 1781.47686736165 1781.47686736165 2010.14314434272 2010.14314434272 2254.79865009765 2254.79865009765 1906.73192629259 1684.79603960795 2039.55821814958 2039.55821814958 2156.02070843679 2156.02070843679 2087.00170469655 2087.00170469655 1670.53512541611 1973.33300799469 1973.33300799469 1419.43548144603 1563.4879733097
"X9" 1157.70869173296 1157.70869173296 1614.07027039064 1671.48564757965 1556.48501906598 1556.48501906598 1269.17245818292 1269.17245818292 2732.32677300395 2732.32677300395 2790.42594873358 2790.42594873358 1645.62240365996 1607.44300092641 1752.8442701273 1752.8442701273 1492.3092108967 1492.3092108967 1081.97384689869 2732.32677300395 2732.32677300395 2790.42594873358 2790.42594873358 2026.05300533995 2026.05300533995 1785.64711180119 1785.64711180119 2183.98570296537 2183.98570296537 1971.6935186596 1971.6935186596 1390.02691994708 1650.72202411848 1650.72202411848 1535.75468179562 1535.75468179562 1996.42613538204 1996.42613538204 1862.31303402989 1862.31303402989 2249.68064452155 2249.68064452155 2026.22248071557 2026.22248071557 1782.34073610674 1782.34073610674 2012.36583628636 2012.36583628636 2306.89387852988 2306.89387852988 1981.26415995104 1692.75241853387 2039.62066542392 2039.62066542392 2221.64982534945 2221.64982534945 2101.12710712629 2101.12710712629 1707.28369248889 1995.46494698029 1995.46494698029 1474.21075174442 1583.88379148503
"X10" 1196.43427925074 1196.43427925074 1709.87692645371 1796.4885113855 1624.45698533687 1624.45698533687 1330.84155822751 1330.84155822751 2779.76003648991 2779.76003648991 2885.82553867618 2885.82553867618 1693.75181185705 1652.39756086092 1794.33107860888 1794.33107860888 1527.87888568656 1527.87888568656 1113.9176904122 2779.76003648991 2779.76003648991 2885.82553867618 2885.82553867618 2085.84085562809 2085.84085562809 1817.27680303595 1817.27680303595 2240.76569039494 2240.76569039494 2048.33459537607 2048.33459537607 1492.86345253752 1645.09697479459 1645.09697479459 1537.42242982308 1537.42242982308 2059.93373156473 2059.93373156473 1883.82144903176 1883.82144903176 2298.31704109361 2298.31704109361 2096.17539164633 2096.17539164633 1786.45564638928 1786.45564638928 2024.07210293656 2024.07210293656 2360.48536794103 2360.48536794103 2052.58318654242 1707.15079241754 2048.24074209071 2048.24074209071 2293.0540233184 2293.0540233184 2118.26500652252 2118.26500652252 1743.9219061604 2024.1094170203 2024.1094170203 1537.0899466861 1605.04522030761
