"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99"
"X1" 875.617664915672 1047.18289060645 1096.04721072073 1378.6855648286 1560.6590681908 1550.86544980891 1155.24604746068 664.032702023657 778.627750959124 1165.05800927999 1539.31278252574 1524.32615223285 1678.64118725526 1862.77089969139 1580.58370655983 844.178244113436 635.807688499543 1094.20897042299 1330.86499723622 1668.67029317903 1793.66419289855 1825.36757872547 1873.24979789747 1891.33119339487 1616.01691565929 1251.56662515555 877.462414132348 537.988976675566 1016.61710066824 1789.46864488113 2088.05464491055 2195.19572110351 2115.31305445184 1896.40757056407 1544.15620063475 1391.56460505977 1302.29421071117 1204.0388393865 1466.6102531281 1635.42699882871 1455.21097892959 1801.10709708478 2010.01391466807 1537.36302461516 1323.71834664147 1037.5988853671 1106.60927686223 1329.10043720948 1413.54603348998 1428.75845218686 762.466264448398 884.899181844224 1265.59704350066 1646.72975809783 2091.47647357417 2285.43729410132 2432.19117304458 2352.37339663365 1618.96705593464 889.312414895478 975.924266513408 633.830416456462 526.682706538049 384.851923718161 474.846890652276 606.845320558349 1166.32203312183 1581.49628564168 1515.37717283023 1759.23974210675 1918.34001934502 1880.60588172261 1917.50731275714 2148.47773407147 2465.11373786152 2650.97501945934 2845.52048336816 2802.98242054521 1694.20308926211 258.270575686159 235.861679502588 443.125575844145 744.093966893297 1881.92897099832 2067.20640324073 2102.6404876441 1924.4147857671 1932.80334930646 2164.03390459816 2435.71673061807 2597.43130387023 2495.14549615848 2037.9077285177 1028.08833671511 1412.34288035818 1546.00580292489 1530.59862827399 1723.51173633389 1915.1993028686
"X2" 791.806557220901 951.605781643299 1061.1993809735 1318.70944207095 1477.19891719775 1476.44126029116 1090.83556766581 603.647124215805 760.216568682516 1120.72205961394 1515.03068103134 1527.61526162457 1648.26719226438 1844.72907033182 1556.9585704751 816.708699232854 606.69696898806 957.16560819054 1285.96121941644 1677.72977966521 1792.5771659006 1861.69280679563 1920.88096786522 1931.83210060703 1668.45322165685 1207.20716123237 766.642529548401 579.527613045342 987.479979163503 1732.32165790033 2040.23077509321 2134.37618312972 2070.00136064095 1900.13127277468 1546.58172522564 1375.49550067614 1229.05588422009 1112.15867862928 1392.86430094048 1574.20206543463 1322.73250424521 1613.646354016 1745.01704449886 1395.31907375711 1200.50400391505 921.173015571118 1011.47428903428 1254.33715344009 1349.07351674761 1325.36722833397 793.07417009155 900.764196927316 1225.23136122902 1680.79926847086 2153.37043786817 2366.9550266443 2511.13023368089 2406.59891944504 1701.02862404699 742.920229691746 920.597560383132 643.791287064305 539.801333425872 416.689936005227 397.754163846149 614.648896212254 1223.75135678804 1680.29839480375 1647.92019901818 1868.79089808544 2022.51729692072 1936.7152628746 1945.53207261032 2232.60533635627 2567.95581353409 2738.07008861229 2933.75166113966 2923.63729741934 1849.7060626844 193.404241427644 282.076801698844 527.208732847784 900.694281519593 1917.10650143361 2161.21434969485 2191.83111772398 2012.70811732264 2043.89366134248 2278.90098112638 2539.10162357802 2708.51960847183 2709.5665343308 2277.31452031233 1047.97986507248 1339.97806536929 1429.74957461708 1518.16923427902 1828.04484379595 2088.2710542652
"X3" 724.345169506401 873.580983654157 1040.53525412292 1272.84715145407 1409.08771938347 1418.29267333882 1043.31094767214 554.805815318313 749.330431196235 1127.86500958279 1497.13761021715 1536.6194353044 1627.18454380952 1836.95597630683 1547.94156540507 802.311282547197 587.376393179491 832.398187121822 1243.0985870633 1683.83589466394 1790.41196344043 1895.94242114261 1966.57165902982 1972.42963172428 1723.3859612103 1172.92266247803 671.163837639334 508.414254493313 963.099991807897 1674.81873624268 1989.55112784124 2071.55651670726 2023.46612779152 1900.66496832679 1548.19213238101 1360.67262545444 1163.35504558237 1035.555309175 1333.14677437746 1524.97193054828 1205.50138669453 1435.57395837526 1494.72236792126 1265.14769082659 1090.09278337525 819.82261021283 928.046276100687 1188.34909726618 1293.29506331829 1234.68599141159 832.733344971177 926.724829190591 1198.69990167806 1721.03887252336 2218.54216366199 2450.68853884945 2592.3082547603 2464.90616067225 1786.89237454447 614.213815272351 732.449294103732 530.399116151908 435.739168254564 346.18176949973 336.915846560667 631.381359538391 1281.8149985808 1773.94598081085 1781.7155629845 1978.60676168009 2126.58163737335 1999.10634823411 1981.88991219752 2319.40271432289 2671.2230115157 2826.18784134204 3022.42030200694 3042.61529078867 2004.58252451783 144.714021552977 261.894773907188 616.058358054182 1053.69427307732 1952.04345908336 2249.3533273809 2274.38021117843 2093.04563816312 2146.5591186557 2387.86149156136 2638.9530860739 2817.02371805952 2914.22355190468 2503.89510520498 1067.35090188301 1268.68195125019 1315.62618992959 1502.73375903638 1922.08053287549 2243.08206324123
"X4" 689.843151929254 831.06742933986 1044.43145347881 1256.46929188977 1373.52869936837 1394.30579479157 1031.57299383379 529.195022315402 751.377957340163 1165.63429470335 1492.82630546571 1557.97239729684 1626.15575995685 1850.5911431558 1568.98393052213 815.776571104632 586.811585810762 736.605152074036 1206.33664837595 1682.84361159857 1787.68464933023 1926.17816553484 2007.41407893897 2012.65680261237 1782.50867373415 1160.48073440557 610.822706444123 409.329462175316 950.414052002842 1619.52673190774 1935.88972502564 2007.75071047394 1976.29369236351 1894.77918436804 1548.70831569775 1349.95892312882 1116.03181067252 990.652986638294 1302.88192268615 1501.82702325023 1123.89105988576 1283.25831409686 1282.62760628834 1163.9579062793 1008.6364260229 752.754628678357 871.794684432094 1141.85423464504 1257.7111245647 1174.66455824327 888.961838753419 971.495808707937 1199.42827269119 1772.31306760477 2288.6895358535 2536.99639857038 2676.65050531285 2531.9776594714 1880.47493229395 530.29431903344 519.59171138973 394.177017833834 309.683564726321 258.258909107368 317.605029897077 667.989025729253 1339.99375704371 1855.284518867 1913.89439582746 2085.63258014051 2227.31087836797 2072.0188584838 2032.88170743882 2409.41561293287 2773.0088120134 2914.42364996967 3110.46997921532 3156.43095656971 2155.75591658354 137.19552162326 231.382285586456 711.888906783101 1194.54018726309 1987.2642983685 2324.87004456571 2343.44251320237 2158.27409394073 2231.56290845323 2482.53143571775 2729.86631319212 2917.6956412522 3094.1179207952 2700.00051562781 1086.72728318551 1204.15027653489 1211.98560965267 1483.72272334527 1993.59909187369 2358.69216494365
"X5" 698.899354091049 835.85100924984 1078.50637514801 1279.43964094358 1381.820549458 1416.31409476098 1068.15986122227 534.286597954665 770.029951567177 1215.73111050843 1507.179427104 1596.29764967872 1652.59729992213 1892.94238495057 1629.60676200942 866.928269224131 610.122870732945 681.059713284681 1179.44281688064 1673.52580089765 1786.35781485845 1952.04580345797 2042.30925171916 2052.78768238128 1847.01399821789 1178.20118030293 599.403792982276 349.821001283766 953.160054351776 1569.02203771884 1880.86388320209 1945.69889253074 1930.05715329491 1880.73489765068 1547.99565415183 1345.59085640418 1095.00603826185 988.659420425509 1312.67940183991 1514.78979665025 1093.14194192913 1168.59170634055 1125.65780306414 1102.33308869084 965.514184410252 730.798158916765 851.759634235 1121.28167688505 1250.69487681376 1159.21147744505 966.208496231597 1040.47856258174 1236.08242095939 1837.36053233974 2364.3969475961 2625.47856475092 2764.21436779438 2610.87750454318 1984.17120141605 507.069105571798 368.77960348659 314.755913447218 236.957530921092 219.310898012976 354.072044955692 729.307184899088 1396.36282506855 1918.94098584574 2041.37709829262 2187.09415848403 2322.12367598882 2157.76783276615 2101.90547907912 2502.29387689039 2871.11130027654 3001.44430149925 3196.52236347026 3261.73084772442 2300.04090141212 185.246782515483 234.460431417276 813.139607275249 1314.29803500896 2023.23153854866 2383.01959717249 2394.49098114646 2204.54026255067 2292.9739325927 2557.18468512797 2808.07234420796 3006.32843912692 3237.49401384859 2852.06404270287 1106.33889681476 1151.10312761575 1125.79904889951 1460.78077623251 2033.70356638278 2420.83123738914
"X6" 756.811855772168 894.084456606758 1144.75182688743 1346.70392057613 1439.88184153042 1490.55718468144 1159.76004878755 573.857478839933 807.188319494002 1263.71970714332 1543.08024806495 1654.1258518941 1710.58780613276 1967.73295488238 1734.36539820424 960.968369370034 659.397406359887 672.249637370403 1165.2721456324 1656.17125908194 1788.54232546928 1973.92987664308 2071.15586396161 2093.29241706508 1917.45572800339 1230.89191639141 644.811195127101 377.669454534509 972.901080079239 1525.50288403719 1826.68566856795 1888.49283230936 1886.6834163969 1858.13523119986 1546.22392088727 1349.12827378001 1105.18229756459 1035.75132376642 1368.43089460762 1569.65797286567 1122.72470607499 1099.20403668693 1034.5321323162 1085.96471115281 965.333917549201 758.930534411617 872.272161037684 1129.85233757154 1277.31872141466 1197.1642517769 1066.24331629341 1136.1382792172 1313.04197140966 1917.11131794793 2445.36778444661 2715.2223993016 2854.38012100859 2703.00046271149 2098.88883040203 552.171335813566 341.609340553718 348.006334486294 270.358193541753 275.386153855732 452.524232365232 816.338117503507 1448.78977806547 1961.47596928158 2161.33642595436 2280.72509121192 2409.10263670524 2257.09338977748 2190.11547680497 2597.04256673496 2963.38250696649 3085.75618367904 3279.10052461844 3355.6919190431 2434.58593440412 295.260398986179 301.453192600966 916.789175335168 1405.78576347318 2060.23026323053 2420.99918132762 2425.11645300298 2230.35789806346 2327.63094690502 2608.41838894702 2871.16707783824 3079.89333489141 3336.43352607525 2951.21131403512 1126.25583655637 1113.00279259168 1062.24940793169 1434.04388130189 2037.09836536385 2421.56646570632
"X7" 853.996573515599 995.925382322791 1235.50129263028 1449.3414665787 1538.37140910873 1607.32931923465 1296.42581030621 641.337372213797 859.534471710283 1307.10575409256 1596.908042976 1727.7938327318 1794.45937363591 2068.41356356731 1874.14136440158 1089.89659224949 728.546928683471 703.31189277158 1163.50914948301 1634.2697643873 1795.66491863984 1993.63586278018 2096.05113823318 2134.73022858203 1992.37853467733 1313.05864872605 737.922421811588 482.240683182405 1005.76654059889 1489.77953439634 1776.35803846282 1839.11659531246 1848.64158264642 1830.41794532671 1544.62616602163 1360.14091109454 1142.6199450189 1123.57241097272 1462.33202183586 1659.76137501653 1204.75656393232 1070.58462253243 1002.32481624015 1107.78031524299 1000.59129986782 827.316606971851 925.465183277181 1162.39881882447 1332.89274267911 1281.6925082837 1183.30338284224 1252.65704450911 1422.55926784678 2007.44778167719 2528.88657138413 2803.9788313362 2944.66457267427 2804.78893324905 2221.18297390444 651.717284290957 424.892993459696 479.757118199734 396.365616695686 413.122975587437 598.339905795318 920.874352802465 1495.55935795847 1985.19765107383 2272.00132727869 2365.87840630066 2488.23682863929 2366.40131283971 2292.65020629782 2690.93775379204 3048.06821338838 3165.5736996616 3356.57942586476 3437.32227767064 2557.82395444278 452.553505666691 422.684825368702 1017.51446274634 1468.72353423104 2097.9245979614 2441.6031169984 2438.92199899363 2240.34845531373 2339.97790142055 2639.27858419179 2920.44756105201 3138.86206306641 3394.64864684176 3002.71880498055 1146.20791293811 1089.46362254079 1021.04920027629 1405.38317304749 2009.42651004114 2371.16862598393
"X8" 977.180310847814 1127.56759394525 1340.69271904742 1574.99282714906 1664.16523158359 1752.97225884094 1464.08630519815 727.591577931833 922.456795813133 1346.34914289089 1663.43043798104 1812.10228706862 1896.12795017978 2185.88692452984 2036.42469538461 1242.43961229564 809.454721456707 764.078055570011 1173.05606811935 1612.10819809109 1808.98579825246 2013.32288806836 2119.63876231008 2177.68317999475 2069.827737619 1416.65503784193 865.396909253313 638.337088394088 1046.53758918467 1462.32227827858 1733.08594835529 1800.53495711193 1818.5415352213 1801.97573067951 1544.70154756133 1377.70722709193 1201.18948090584 1240.16597291873 1583.18506111071 1775.34127264042 1327.05943848972 1075.22178223155 1017.74788704006 1157.54718609108 1060.78205757251 922.449311893029 1000.44763939534 1211.67573208618 1410.31006842259 1402.087153265 1309.75540704108 1382.1622930964 1553.88061744875 2102.99809056984 2611.6342340302 2889.16287487143 3032.11776944804 2911.45433434394 2346.52597732657 786.486316550356 586.81039506317 678.377145221712 584.918214110236 604.34100030204 771.725524554755 1032.4182427005 1535.05493374052 1993.83516585647 2371.85588534988 2442.30412260723 2559.98473651658 2481.02096232464 2403.15469266944 2780.82137348346 3123.50525609323 3239.03355445929 3427.29185004667 3506.07657108919 2668.49839634953 637.210150076674 578.507952031294 1109.41253460061 1504.53206114319 2135.82376874843 2449.01039323193 2440.99961976683 2240.64716938535 2336.3412605174 2654.40632808511 2958.12423105021 3184.56866396256 3418.72449848064 3015.36043232546 1165.83982525415 1079.15058871642 1000.56273776338 1377.10237952443 1959.04010524275 2284.41751797613
"X9" 1113.1200287799 1275.23925627042 1450.28070905015 1711.32469116043 1804.17038791228 1913.86073237559 1648.70610069753 823.507166108086 991.35571414615 1381.86936626663 1737.42949031432 1901.86369744322 2007.52957130132 2311.07454157642 2208.73034047078 1407.35075909654 894.017525076469 844.41356823055 1192.8277617773 1593.97285005651 1829.77204183421 2035.14975721557 2144.56044092161 2222.73453955177 2147.85084210342 1533.65881831533 1013.93349608064 820.789605921411 1090.00436408848 1443.61096889439 1700.08257723479 1775.72511200981 1799.00217420819 1777.2000634493 1547.95086355263 1400.91309450756 1274.78569420343 1373.60835814581 1719.82314621799 1906.66802165769 1477.50149992856 1105.64231492624 1069.56824193934 1225.06439135816 1135.43005566054 1030.85128445653 1086.35290821802 1270.45670162071 1502.48883533783 1547.68020697556 1437.97659456416 1516.79604409981 1696.27717438468 2198.39607276846 2690.29038920015 2968.18501706082 3113.78611534309 3018.2133757905 2470.39334656446 937.297243399906 795.594658903086 912.27133510229 805.974782993173 820.877412752314 952.917420417745 1140.479498479 1565.65114333209 1991.09985836436 2459.37125516133 2509.74175019101 2624.79579594814 2596.28720296559 2515.28239042345 2863.53024546692 3188.01940593637 3304.26473223504 3489.56242396338 3561.3942412251 2765.3377154126 829.344635550645 749.293874865281 1186.56996022569 1514.60057589382 2173.43701428752 2447.38431436014 2436.42701486672 2237.3770853535 2323.02809134714 2658.42397940781 2986.39374996446 3218.33148099418 3415.20624462177 2997.86466121584 1184.79591650314 1080.74403529613 999.178350643749 1351.50558131742 1894.26473028769 2176.05036451566
"X10" 1248.58777344273 1425.18721144018 1554.22506982874 1846.01585318149 1945.31015674716 2076.3869293288 1836.26919791338 919.982603950551 1061.63842868871 1414.04512596482 1813.69574663796 1991.89642758402 2120.61118116828 2434.90637390013 2378.58394814637 1573.39721618034 974.136312020689 934.206213887404 1221.75046972417 1584.15427218329 1859.2990347387 2061.27740055663 2173.45888396602 2270.46942968014 2224.49530428841 1656.06266086669 1170.25529496156 1004.43000950209 1130.96007605229 1434.135575215 1680.57298298406 1767.68005505442 1792.65438859377 1760.48618935114 1555.87825516732 1428.85076159586 1357.32071931974 1511.9953962285 1861.09755290371 2044.02998777602 1643.98335966771 1154.40301413428 1146.59487641622 1300.15119022108 1214.07538526924 1139.05953677577 1172.32645833679 1331.52614615909 1602.36413079045 1707.83266551302 1560.34596156295 1648.70594527221 1839.0327186132 2288.27510360258 2761.52956020629 3038.44826589855 3186.70900865236 3120.28261943641 2588.25860172816 1084.98654339111 1019.49716507729 1149.84569210887 1029.48112604494 1034.55563376763 1122.15935854921 1234.56327808328 1585.71204974733 1980.68950278067 2533.00391117536 2567.91998039283 2683.11088780829 2707.53507828148 2622.68794378333 2935.8924677164 3239.92346058705 3359.38636380192 3541.70571182716 3602.69889109968 2847.05394042416 1009.07894830491 915.410808520184 1243.05609538167 1500.2884151581 2210.27303055349 2440.87723604782 2430.27335599814 2236.65601791403 2306.33323227338 2655.94044712786 3007.44149858072 3241.45465495237 3390.60653266538 2958.92443641402 1202.71977739458 1092.93819320867 1015.3065695368 1330.89984408012 1823.40891480399 2060.77857524593
