"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106"
"X1" 3749.67887475414 3923.58238413188 4005.04325914004 3391.22679383578 3496.97338604271 3594.19263739854 3851.92699331147 3622.38718490918 3229.77052542386 3186.27464073073 3334.56693990693 3783.20889377889 3586.20690218633 3152.95605791559 3217.59671582176 3534.77817950173 3570.268389525 3720.40775194562 3108.52583347445 3414.41649197548 3644.07588559301 3698.15277655797 3712.612662155 3893.99526264763 2949.71849653338 3084.86222305486 3319.4160778519 3406.858546983 3759.82433358751 3576.56433385474 2827.11676380276 2873.32071227985 3026.39669514088 3078.23565402766 3061.97045025965 3345.21891802804 3344.58048885654 2686.16802817028 2818.38827132753 2931.86784043366 2888.36108377442 2880.88516535327 2940.12830367979 2959.2890071549 3557.64818492769 3555.87895868996 2778.74118937592 2797.21967973927 2850.4530742029 2829.50818026959 2778.20873319987 2730.28860983469 2764.13296699579 2988.63823820786 3364.61802901131 2817.36003860737 2735.54679992227 2781.27039665371 2796.12437613356 2804.39450520204 2693.41623273224 2736.93504744565 2771.55564868418 3062.61152946358 3046.00273212798 2801.83574348551 2828.35884951628 2835.50458617925 2866.60002434974 2790.3543234851 2761.89013208257 2878.46161728645 2972.26899563516 2959.31043286742 2882.68889132553 2932.26890552953 2894.05440199725 2898.36464578215 2812.78356744103 2856.99538009033 2961.00625643308 2903.21777966996 3218.88036368727 2860.34751325994 2871.89271228205 2857.52342149272 2872.95951673725 2840.84801631688 2864.51625975664 2822.77071350446 2693.2774039355 2719.17636167791 2588.43872447218 2566.09215375657 2795.36865510455 2761.54096637681 2301.69118034558 2212.97327801013 2354.76093809225 2282.63384979455 2029.16650644204 2773.56558768118 1795.75837619976 1849.94970133336 1778.75408985156 2232.73537178405
"X2" 3768.2237610539 3890.32617828147 3929.74528503764 3328.07937953388 3534.15696656388 3703.85786173837 3791.76035607495 3523.20925504112 3125.41041364949 3124.98094886484 3281.30438616129 3723.12177549899 3543.62100164971 3042.06905986837 3106.54469252058 3380.56056083051 3502.5298847553 3677.49675421895 2973.8530506137 3250.98240407891 3528.74524626354 3595.47516807489 3607.5470687329 3792.17291400035 2868.6858468011 2961.65500219355 3207.04129677927 3339.61020951549 3599.60929402923 3459.40003525849 2743.31174178929 2760.70600049165 2917.32125333406 3007.31665061799 2984.62929951058 3214.64996322561 3248.45793001281 2580.43232760382 2704.18032101029 2818.73411708515 2786.26126425029 2750.29211565904 2811.67808835708 2889.80596298789 3483.77919773182 3320.60452407273 2622.11118398705 2673.48553086993 2707.89136407594 2688.22936396232 2638.60226267037 2614.05059155721 2654.2233736034 2944.74837788233 3300.80318739676 2667.5744269654 2604.19890473252 2657.41839039551 2664.86467256721 2653.81784056916 2569.66499858861 2590.92900243234 2652.46966868639 3010.54642982937 2836.23240456694 2672.28259450142 2695.39604296177 2690.35167540883 2701.5460929205 2654.49964299492 2637.4289554056 2714.56055246405 2830.7971209642 3147.826908231 2766.95052933769 2778.8033295479 2744.62114817596 2748.24111950813 2674.21063198681 2714.00864151461 2779.33405149562 2749.76706311696 3027.99236677785 2769.03937429715 2753.35701901061 2730.82713087027 2731.89200520873 2685.00098900399 2722.89549093473 2709.59800893814 2605.07818708911 2601.82072191209 2513.95900115574 2463.05835229515 2650.78374420701 2693.17028191816 2300.10322338071 2161.49196822677 2259.49371655761 2213.54225426305 1994.24221307598 2563.48561716908 1623.86141658092 1717.34022852327 1650.06698676552 1905.81360529605
"X3" 3797.28720465986 3862.80829820504 3861.27949253694 3279.06583554153 3571.97825125389 3811.65278954736 3731.21258102027 3427.67522655967 3032.86423895849 3070.36470810911 3232.29010975279 3666.66122842557 3502.66594206557 2939.48549348869 3003.69737907569 3236.92425707438 3438.39615446533 3636.39648768514 2847.87441180745 3099.47424543811 3420.70208450796 3499.53374944475 3507.82324279376 3688.54006917988 2793.4498437628 2845.6672663299 3102.63131792194 3277.43741197231 3448.60450069613 3348.00709207491 2667.09938278016 2655.17080037878 2815.54165657047 2941.61432880592 2913.53137426314 3090.75156350978 3158.83549505594 2480.59826955357 2596.24679638707 2712.39164269315 2689.64219721726 2626.20865367813 2690.81212781167 2823.14731448681 3409.3922538519 3092.31628560983 2477.78335097208 2556.07917097256 2574.075951648 2555.25056961404 2505.92474772525 2503.13088208573 2548.62034159156 2901.77405907307 3237.58145039795 2526.92144867474 2479.43557756824 2539.66130991375 2541.09254764691 2510.57136225153 2451.32523407969 2452.15985631304 2539.57531566796 2960.73935858918 2639.27629588867 2548.82376753914 2569.19634573796 2553.49271756094 2545.35191270672 2524.99282259329 2519.19231490515 2559.69984395933 2697.99423724526 2976.72067354602 2655.63026033049 2633.39458959249 2604.32129276823 2606.36046113848 2543.51595128654 2578.83880382602 2607.36069666382 2604.88105250455 2844.28306521902 2680.83337680003 2640.3980398112 2611.17863425494 2598.5277502809 2538.41469011135 2589.24139672192 2600.22345798685 2520.59164785099 2489.85814461528 2443.38292841387 2367.51693902444 2515.64446936022 2630.49685604372 2295.97933566556 2109.93964088561 2168.31796212341 2146.18975892097 1960.73753355641 2364.30282735812 1461.06272739841 1591.99339640585 1528.52095917484 1600.26861152153
"X4" 3844.69996679603 3847.08348265702 3808.29027764913 3258.60969653991 3610.05202450444 3911.31810814296 3672.26525675952 3343.19226106738 2967.06729653115 3031.80224745301 3194.43020548404 3620.25628315636 3467.12357306812 2857.76341610971 2921.66012990732 3120.45080197721 3384.89584764565 3601.19614644655 2744.55211913919 2977.15617490994 3331.86799746673 3421.56909749497 3423.36926947583 3584.392156561 2732.65130627146 2748.92504981207 3017.97009274007 3227.7407267282 3322.60443180828 3252.87647503775 2607.75671180229 2568.23190012485 2732.42970788012 2888.92735979416 2857.55139641107 2986.0896026716 3084.72415351501 2395.89345551638 2505.35608524121 2624.01615036148 2607.67567171613 2519.65705776925 2590.47066564258 2764.76090624488 3335.05800354764 2885.85517998487 2361.60632064089 2456.06041293101 2462.68602688319 2443.65316810597 2391.80158224313 2407.10779676299 2455.84224839552 2862.0138782697 3177.58481848448 2409.50405482998 2372.77289073452 2439.14037216334 2437.08919790408 2387.44927278407 2348.31967729816 2332.90098989928 2442.83248545958 2915.03063221793 2475.02946697885 2442.76323291878 2461.87806771864 2438.49769004595 2412.84363927667 2412.97600501691 2417.66872411476 2427.91273151969 2584.72217344724 2632.91851763756 2557.92277255767 2509.47763954849 2487.32777549761 2486.32239697269 2433.3403562508 2463.67083672009 2460.37656568865 2480.45119897628 2682.85783926671 2602.58302126487 2543.27249969968 2510.07987706188 2485.55763244751 2415.88477363626 2475.80992120836 2502.31369453445 2446.80068747095 2392.98876603558 2383.28041106896 2288.80669183575 2403.88706899628 2579.43822754264 2286.67530507755 2060.43331495272 2088.36421495868 2084.42920847012 1930.64403593543 2194.12230177079 1323.78200704115 1484.96266974968 1426.60431354974 1345.29810373206
"X5" 3910.65814641652 3845.90465996162 3775.38278531463 3272.79975943797 3646.46525520903 3995.33079373518 3615.73342190372 3273.66253342037 2936.59258919005 3014.76982812374 3171.99239498742 3588.10397563255 3439.6329950563 2805.35360400356 2869.10627878205 3043.02502756683 3347.13705830338 3574.81952132896 2673.5740501788 2895.79287825649 3270.92785206626 3369.82408348066 3361.63987008453 3481.37772285365 2691.92647114221 2679.72307857419 2960.99406717767 3195.38120650414 3233.3584479345 3181.86143272665 2570.42169180245 2507.73039635568 2675.50638259983 2854.15081961706 2821.87093198538 2910.12085680464 3031.54347158722 2332.42916821027 2438.98540477019 2561.39733390195 2547.0353045029 2438.64053723149 2519.60073487241 2718.02328918679 3260.65079869134 2712.94471432004 2283.49790480611 2381.30977439396 2383.22836457927 2362.80998279567 2304.83096216578 2333.06209043055 2382.18486678215 2826.38330079626 3122.03812392309 2325.06615598247 2292.64075747442 2364.123834562 2361.82686934886 2294.24060556929 2268.16071275599 2242.20602521818 2368.99202442296 2873.66492215001 2356.91385803163 2362.65506649093 2382.63217335653 2355.50977085504 2315.24498811152 2327.05025917402 2340.6900332974 2329.26918250397 2498.09562501895 2282.65626360229 2480.99208369522 2417.00753522551 2403.99260924901 2398.37478455461 2353.00759029003 2377.47001622296 2349.64804078377 2384.85311673336 2554.2189892058 2539.46504786023 2469.56454858396 2435.53259901207 2402.21562564257 2328.16615433328 2391.53442811831 2421.79998565059 2388.77766681656 2318.05198671881 2337.90975202541 2232.08783527734 2324.94535729407 2542.81268839271 2269.89918075628 2014.36983862857 2023.76350262522 2030.1099206601 1903.57485979446 2065.37551830295 1222.36083064466 1402.95688441695 1352.01629173197 1160.47408131763
"X6" 3991.91890444988 3859.9167718543 3764.42841034607 3322.78567959781 3679.06985809193 4057.33379023045 3561.9222758989 3220.81935998327 2945.40986569263 3021.92426762564 3167.25561311203 3572.55258274569 3421.80726560804 2787.15399747051 2851.1999564447 3012.00753988861 3328.36683829206 3559.13608008364 2640.78735568286 2862.3493866757 3243.37925732005 3349.53354168964 3327.53113856444 3381.27918572358 2674.46698155143 2643.08661671525 2936.38294304381 3183.18672390446 3188.47506745158 3140.15366694222 2557.50746520549 2478.3357686689 2649.1448573357 2840.02896769605 2809.18292190537 2869.07312435021 3002.26428208135 2293.76620704368 2401.71094697262 2529.31603808754 2512.02617558317 2388.33924604604 2483.69864078876 2684.93345370095 3186.10181308598 2581.71658574427 2248.78785122295 2336.7890568892 2341.5316081472 2318.63444612604 2250.65599920448 2285.66289663176 2331.83407464842 2795.2398650099 3071.56834653547 2279.46191167472 2244.47704261345 2320.0062969738 2321.04419339377 2237.50906055406 2215.89627319472 2185.97663685857 2322.22727939542 2836.44922738101 2292.85714742789 2314.14696393782 2337.53203184773 2311.13820395615 2259.98672481681 2273.04351722539 2293.44154523788 2270.19690732376 2442.37310223953 2053.73116515 2429.7348850443 2362.48465237202 2360.93871972757 2349.28915151727 2308.59861768155 2326.10015462621 2282.52413764147 2323.44242911648 2464.85466646633 2494.98171507581 2424.25215621582 2392.55329191535 2354.46468952103 2282.17748388099 2342.22760280876 2362.76116840511 2349.86554463635 2269.42961304215 2309.85422196329 2199.98149944528 2284.55340656755 2521.86000402043 2244.25729038359 1972.85880281426 1976.85034040122 1984.23676993479 1878.68315368742 1985.78321904838 1162.68983461603 1349.69832448723 1309.05122960055 1057.28468422793
"X7" 4078.80900152382 3884.64275965729 3770.47448207288 3398.26217347589 3706.14062951148 4096.44206576118 3510.25765517069 3181.28467809713 2985.62190800142 3048.66845474862 3177.29531203826 3570.91697444636 3412.39076300182 2798.23051897544 2863.29026927191 3021.78497702811 3326.49712853907 3553.06720973364 2641.27947228931 2870.47302129033 3245.52594857171 3357.20443731342 3318.46363608474 3286.15261051839 2676.85890001796 2634.97136543467 2939.88692143187 3188.53502840151 3183.48901708885 3125.23307575088 2564.75224679643 2475.96271864095 2649.2072055279 2843.73459445341 2816.02601623828 2859.73190535282 2993.77348670148 2276.56694447424 2390.04834349001 2524.1670926266 2500.21728970324 2365.94590879042 2478.74867350474 2664.13353733227 3112.21631298374 2489.53259906688 2250.6485839283 2319.24163799303 2333.2018237831 2307.24085215459 2226.44293590018 2262.69130115786 2302.99042495054 2768.0739682262 3025.81523468265 2267.67263268033 2225.14681191022 2303.87142647839 2311.182690718 2214.3040038546 2189.413850961 2161.06014158967 2299.81894185022 2802.96249485644 2275.71236927156 2294.34380648394 2323.46573798701 2301.66773815231 2243.36167470019 2248.57046773041 2273.47090253574 2246.86862858215 2414.33100971903 1951.10746074367 2402.29821382232 2342.44029879823 2354.07023691764 2335.67397323338 2296.88165652214 2306.56301378998 2255.11878586057 2293.28401689655 2410.16049431876 2467.81249622972 2404.84252989814 2377.98151029721 2338.97257516578 2273.91889966232 2324.85899581645 2323.83567577901 2328.58027625301 2244.76476006879 2297.42575977646 2189.2063068624 2278.44261482988 2514.59898644692 2211.48156345573 1936.61301169077 1945.84899657261 1946.43729475943 1855.52005988968 1950.29761415895 1139.21478385994 1321.46416935564 1293.3694446287 1025.11642868751
"X8" 4160.04889097814 3914.33301007081 3786.8753855876 3486.07888663907 3726.05276171636 4113.11820694269 3459.9470387791 3150.41263903548 3046.38953835408 3088.60749334176 3197.89812779789 3579.26502647169 3409.41766958445 2831.21509434237 2898.29734654395 3063.5343763082 3338.12028751496 3554.8053897082 2667.47544757775 2910.51601137627 3271.39800249759 3387.18517182242 3330.01011510623 3198.12738235531 2694.05323888301 2649.08937048795 2965.04709862845 3207.45581080849 3210.95000142253 3132.67418100458 2586.24174921685 2494.35972370013 2669.44958557238 2861.06226476623 2837.41607545281 2876.54873003504 3001.45402566564 2275.78695792878 2398.51955258994 2540.27130978163 2507.51316260287 2366.67993620872 2498.38277498209 2653.43673764298 3040.01889784908 2431.09523989409 2279.2429266356 2323.37898459896 2351.31728744525 2322.32117078807 2227.26413770427 2260.22708487626 2292.37646402447 2744.162500621 2984.17550077462 2281.98933967735 2229.39625355157 2310.7487528836 2326.38550802707 2219.32455115619 2184.83275491981 2162.06671597587 2297.34496246189 2772.72963897604 2294.6021560079 2298.239016547 2335.05122333766 2320.83123893729 2258.91062455454 2249.2175493577 2276.43938859144 2252.92330546894 2408.89834444407 1948.97789854971 2395.16199604288 2350.94252182511 2376.64174820344 2351.62661649435 2312.32412440391 2313.67161066889 2260.77058111681 2289.39632726561 2382.78724026652 2455.44593781251 2406.99700342375 2386.63613482407 2350.11004777161 2296.69224263847 2334.21416425994 2302.31902589619 2322.2460234439 2240.03596178773 2297.88140379595 2195.02223699099 2299.87168741482 2518.25415242631 2174.07965475709 1906.25097269888 1927.96937697196 1916.00145040386 1833.73696958463 1950.71506521842 1143.54957934619 1312.69088465281 1298.49481744171 1047.88839242062
"X9" 4224.35147210814 3943.24357061325 3806.99713314719 3573.0990915762 3737.1731668831 4107.79858180478 3410.1991928876 3123.5667184239 3116.8970746941 3135.36176048897 3224.86299766832 3593.67621890164 3410.92965954746 2878.76497569888 2949.16789274016 3128.46982418115 3359.84442566362 3562.5522206747 2711.83010534365 2972.86756250543 3315.0530228015 3433.85009306563 3357.76723849306 3119.34108310963 2721.01823947501 2679.17854816754 3005.42970365 3235.99443867199 3263.4452964922 3158.07738930656 2616.07809291307 2527.29950821109 2703.65162175037 2887.82225600986 2868.385537822 2914.00534304232 3020.70735277638 2286.40098149463 2421.67010643192 2571.97424396565 2529.84049319427 2385.78761535576 2536.261206759 2650.66792147905 2970.53612765168 2401.1459841248 2324.76452203762 2343.93790100121 2388.9870253934 2357.59810852865 2248.22107494642 2274.37389914012 2296.73602248584 2722.78608329861 2946.05032413306 2314.73322342695 2251.99904776538 2335.69457398038 2360.82485153672 2247.30251373667 2198.29778986195 2183.6367061299 2310.40640171386 2745.27915997799 2338.69021909982 2320.85359629288 2366.93618858336 2362.39465243748 2300.21147965488 2270.60035189635 2298.03488526047 2282.03390500777 2421.03024106073 2021.4179973016 2404.82980917916 2382.0924328912 2421.94173393702 2391.27837306253 2349.42471586468 2342.26972668052 2292.85639437315 2306.82810066389 2375.41656916918 2455.38784107514 2426.40187866653 2413.36261742595 2382.27831837749 2343.83482727556 2365.10944035107 2295.52699666804 2328.20432603865 2251.24474202915 2308.49287960693 2212.70765348664 2342.13039473632 2530.06213762452 2134.55390829587 1882.39815870152 1920.43641628525 1892.22750590078 1812.9860551073 1978.87266436573 1167.33963074228 1317.83730502137 1317.97478252483 1109.58226562926
"X10" 4260.40926105775 3965.62962353826 3824.20982713627 3646.18475474323 3737.85862903936 4080.89384104799 3360.22328480937 3096.11445945726 3186.34004084749 3182.55966370506 3253.99639465421 3610.23718997148 3414.97368093388 2933.55440135154 3008.86717629993 3207.83247459595 3388.28955899287 3574.51638774364 2766.81947741162 3047.94293509194 3370.56939028242 3491.59310662279 3397.3505810102 3051.94192944544 2752.73365851813 2718.99557742583 3054.61878919269 3270.20746273694 3333.59133000376 3197.06399590873 2648.37310240495 2568.5719755663 2745.60934205502 2919.83579963639 2903.97777564516 2966.60743841814 3046.94820820358 2303.39720134843 2454.06292252684 2613.63977237555 2563.14353684547 2418.53671066926 2586.06535155478 2653.66115993544 2904.79769609409 2394.45932952115 2377.42668349631 2375.67455634705 2439.34298727906 2406.8179762987 2284.43875792211 2301.25484250263 2312.83052247666 2703.22825803507 2910.84467795857 2358.2469215834 2287.75043399099 2373.78634423002 2408.69536632109 2292.99641246294 2225.97487946228 2220.43454049108 2334.62243380922 2720.14260261681 2397.16903513565 2357.23047611217 2413.79202543314 2420.14991992392 2360.87196357944 2308.35863434216 2333.96697288276 2327.90020999448 2445.70222801539 2142.35745404685 2427.82491611406 2430.01750487101 2483.28493621838 2448.78778574785 2402.70714721736 2387.22604359887 2344.78384203657 2340.65273373137 2380.75274034226 2465.15843529815 2458.7635281829 2453.02712284848 2429.90267809643 2408.711864358 2412.38603484233 2300.79257998745 2343.81108520193 2274.41107477104 2326.54350085804 2237.55392678565 2398.53193657571 2547.26854335612 2095.40420713806 1865.68772795098 1920.48693026138 1874.42125214432 1792.91987337796 2026.63895564141 1202.2523753667 1331.37834145077 1345.37300484316 1194.22412828915
