"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63"
"X1" 808.777168070132 845.180989812517 1621.95485822496 1324.80755952319 1145.37825480778 1108.61170847043 865.395011716425 700.781431890779 1769.29883148736 2123.56991157204 1791.48054707268 1395.78758242498 764.95841711943 1105.74711313695 1345.49546222692 1335.40339958864 1210.71977180358 1059.50818340922 725.66085113846 1869.33247169699 1970.3905270154 1521.49916378895 1364.65021324654 1132.83071237401 1062.27246982278 1104.07214119915 1221.13752357263 1426.54607005243 1500.73507791008 1306.66276258248 1158.96248181758 622.819559245173 1181.88539930295 1184.90619509833 838.958077244178 953.380025146142 1365.00643858124 1340.85284595942 1311.44319710419 1316.97905506526 1543.72085303389 1613.2936130144 1484.9943612187 1106.92267735091 1274.21278428341 1443.07902972143 1475.62817793887 1498.90541896202 1596.09420267938 1653.13195085009 1249.7198087076 1578.58717872948 1658.97336735597 1673.61153200732 1567.56144293222 1433.43525132777 1903.28783132235 1659.10950173415 1236.11636038103 1793.24381542791 1498.59373251576 682.832006941622 1247.94078784835
"X2" 760.964391007111 813.91174702178 1498.21515000671 1270.79104340941 1109.88306465686 1057.28592327897 770.540612751463 644.907868995988 1731.74747474103 2134.42173436599 1802.78225838427 1344.31573025708 770.352334441128 1061.50594254943 1334.18213390284 1313.24596288042 1131.70503796694 988.953270991064 692.526612003946 1943.29251925173 2043.21069842947 1639.93823122243 1429.53603514834 1151.04942017086 1024.26698106513 1043.38570399651 1199.7387408192 1414.28830376126 1475.39169057931 1302.4079585386 1085.04692910897 586.046048549699 1320.82246373567 1328.72748647085 950.097501200065 1033.14512465181 1353.41569760232 1311.85095446896 1283.41021663615 1319.95416663799 1524.65675012359 1604.1637110336 1503.57456240234 1079.25623003545 1243.65425142654 1432.66386759041 1488.20644376841 1499.27439875695 1589.29024758339 1672.15274246836 1278.95561316912 1566.34344007136 1667.80220282395 1634.07966641426 1533.53442998147 1451.32281823147 1893.29695223277 1622.15407880618 1157.83059087145 1803.2305322101 1501.60923006368 939.754747187166 1262.87234698673
"X3" 723.880892998942 790.127805071065 1382.90283086037 1222.32732582182 1080.50699733243 1013.45934516327 686.668954452891 600.15818353646 1698.89041046895 2145.26917074722 1816.08622950576 1299.02607221656 781.886193026639 1025.09015670127 1326.98236641544 1294.03897335742 1061.35957761196 926.899049778412 667.694858431387 2014.3261225403 2111.27140487813 1752.81687898981 1491.44582557739 1172.74973291783 992.83120700115 990.521659789345 1181.97339622907 1405.83600846189 1454.34708954015 1303.39874796635 1019.98823683592 560.123503953602 1453.09696034384 1462.61597601307 1056.50038736912 1110.55666085689 1343.35905988204 1286.24048739184 1259.45282072639 1323.67473112919 1508.67585338398 1597.71654805495 1524.88371190531 1058.77567699605 1214.84413985704 1423.26642584734 1500.68941806405 1499.79885217807 1583.74275901898 1693.54620797294 1311.87361073899 1554.18964033477 1675.66845278459 1596.10242987583 1502.61170813289 1472.75362617952 1882.82354371229 1587.33978360363 1091.8392999501 1812.33827351968 1506.0388878136 880.619942587538 1278.94627290608
"X4" 707.200407238254 781.345312010968 1289.74845709201 1188.15287837075 1066.24821472202 987.732968153873 628.44341879617 578.496478141003 1676.4326451814 2158.18740488696 1835.54804604278 1269.88435637679 804.105505515328 1006.02869021265 1330.68986018169 1283.88164443327 1012.40588505788 885.439674988768 661.084573184319 2077.45401488341 2170.08369505328 1853.23144395538 1547.65459081252 1201.14505551409 975.534109402053 955.161077732454 1173.89500393285 1408.07462827769 1445.20680527615 1317.37597747923 977.578450359995 558.587387689023 1568.22661127809 1574.305941949 1151.67219892595 1181.94161165581 1338.91283155806 1269.79777225865 1246.46330348414 1331.20269781591 1502.20357357372 1599.52308826376 1553.29034238771 1055.5699115891 1192.15975266104 1418.07706134675 1514.66982266346 1503.0647760673 1583.60084375684 1721.8017449325 1352.80269725603 1543.86235719958 1683.51723961459 1565.25439562194 1481.44397552802 1502.7379873773 1873.24778857081 1560.79949481663 1055.85938575866 1820.39776879481 1515.3966145483 679.896302567926 1297.97044848227
"X5" 716.410585433906 791.505071068445 1229.11797796807 1175.2951340331 1072.78757726886 987.115836754891 605.316507414643 586.66856596901 1667.65337515748 2175.01121111793 1864.47119700156 1264.5167954166 839.432994307797 1009.85379160242 1349.51374842925 1286.9982411959 993.655324303311 873.18635893226 678.446483866037 2127.5190832171 2216.53624746497 1936.10598989337 1596.51132896522 1238.26502984722 977.374064502185 943.502297941775 1179.28941884172 1425.27914921827 1452.97252853822 1349.44630909796 967.787208461269 589.873778801808 1657.03139403306 1654.43656575443 1229.80788135482 1243.46141024518 1343.70280577481 1266.87511431539 1249.15709624065 1344.72436508281 1509.67095603526 1613.34442473164 1591.63831588695 1076.61366223783 1178.8242647703 1419.43858249754 1531.31971271923 1511.00641091802 1591.83850214881 1759.87912652143 1404.37404790591 1536.39126630283 1692.16240634323 1545.7659915326 1474.64565899875 1544.42131890657 1865.61101023803 1547.37886892115 1060.87335029379 1826.90279919997 1532.41728934404 490.077920247168 1321.25121333053
"X6" 753.737967757441 822.024731274285 1207.64779979352 1188.45259848236 1102.97416064216 1015.43517472479 622.373275383684 627.54496276167 1673.9970944632 2197.0454010331 1905.03768554661 1287.86658776965 888.597931651742 1038.99169305501 1385.51260356499 1305.86564310138 1010.25386187078 895.246976333439 722.373893773623 2160.42813894497 2248.83495773297 1998.27749087948 1637.20358090623 1285.09992767398 1001.03551145602 958.788900567227 1200.08633178007 1459.56209437614 1480.3643553683 1402.31583711191 996.641698284162 658.190024038488 1712.83281190953 1697.06573819051 1286.71382829396 1292.0486740194 1360.30534664593 1280.19361983583 1270.23953024042 1365.56314070689 1533.62054647466 1641.30118038565 1641.37810718076 1125.90838816855 1176.89335277236 1428.81743763934 1551.36676621428 1524.89215661157 1610.28891400517 1809.32243697088 1467.77568302831 1532.31557329665 1702.22427701634 1540.46532825885 1485.01952158846 1599.34508937002 1860.66941224804 1550.38512404372 1112.51221554135 1831.32366814682 1558.91283884478 426.574470997752 1349.57528304921
"X7" 812.666318713409 867.863685741913 1220.82885056232 1225.01811750475 1151.8197661816 1067.60847153413 672.721667883891 693.851399196623 1692.06959906079 2223.80755350001 1955.93759728653 1336.78914341576 947.719944503189 1087.57413147764 1434.85232493624 1337.99694320133 1056.90182870903 946.513120013208 787.130378976485 2176.24452978022 2268.97457393922 2042.21859968451 1671.15970168586 1339.72286052838 1042.675025932 996.111593727092 1233.17024743505 1507.12473415619 1523.74360733951 1471.89149928914 1058.59609014032 756.166342019488 1737.23387048531 1706.65138037632 1323.67754701233 1327.67987730359 1387.72892911081 1307.54940601575 1306.7161700591 1392.55160494707 1571.19508593702 1680.8921302483 1700.00578301798 1198.91888225683 1185.03187825427 1445.11550452422 1574.23198273379 1544.05841806967 1637.51069651453 1867.64427970656 1540.19386635356 1530.94805317722 1713.72259632525 1548.0858611999 1510.31885472087 1664.59436449507 1858.41974520816 1568.46394723456 1202.04080555443 1833.33712149868 1593.89705143774 487.608647821267 1382.20172960448
"X8" 884.510215451353 922.378458979727 1261.39450822532 1280.57757670503 1212.39144489912 1136.34482326708 746.502174940865 775.797213143191 1717.27613305507 2254.37240556603 2014.99650949506 1406.13907549835 1011.77370563835 1147.67416367761 1492.23594383019 1379.6750933991 1125.71259519678 1019.34602587986 864.913390087703 2176.05565565239 2279.88704134908 2071.79561928302 1700.36264477206 1399.48366366837 1096.83149586656 1048.5404856496 1274.17404542218 1562.70084481819 1577.89469307321 1552.39359936053 1145.23826431213 873.562041953781 1733.88096593725 1690.2238653789 1343.33982905655 1351.08113281591 1424.09896088293 1345.51873544944 1354.17997585041 1423.90463210436 1618.19833942517 1728.4699422083 1764.03566744464 1288.99489309106 1201.06538595289 1466.59920214115 1599.01194085968 1567.36302321575 1671.25104001354 1931.35630189319 1617.82128886757 1531.29704161124 1726.52824599726 1566.34831192363 1547.04686806315 1736.14811788926 1858.67126601033 1599.10839578668 1317.1622906537 1832.66931653594 1635.69123860624 642.071283675774 1418.01116947581
"X9" 960.598663607996 978.935403559251 1322.10982080037 1350.73863319535 1277.76954042619 1214.37218685515 833.882232204795 863.609580957755 1745.03007800515 2287.81908637098 2080.04925564968 1490.7943892002 1075.73949389443 1211.37783044412 1552.37555356781 1427.19408537054 1208.82498023426 1106.13160947593 947.935269079911 2160.93010074835 2284.49360547876 2090.85805946823 1726.78964684521 1461.73784803475 1158.05796825006 1109.1630049877 1318.7396288165 1621.03331338461 1637.61440174534 1638.05483873898 1248.18437967538 1000.15853186342 1706.38821181372 1654.78332965664 1348.32143028159 1362.9643485465 1467.55090276808 1390.68991358432 1408.23638018276 1457.84213854523 1670.44492620936 1780.39648072865 1829.98814630499 1389.50566571026 1222.82858035725 1491.54093162096 1624.80539133969 1593.66862081911 1709.26468614251 1996.97627727492 1696.85645971636 1532.37288258126 1740.51365907975 1592.98579855578 1591.71994303869 1809.99245435713 1861.23616785396 1639.82611592392 1445.60877226948 1829.04329935839 1682.62453915694 858.770189337461 1455.8878062998
"X10" 1032.26522105789 1030.90315468755 1395.76328557722 1431.12571793846 1341.03983115497 1294.42911632885 925.045046217541 947.522402781842 1770.74774084225 2323.23007896587 2148.93746662261 1585.65065778319 1134.59747554842 1270.77516224741 1609.9863088813 1476.85474949597 1298.39431775903 1199.2718092412 1028.41439795527 2131.91885574809 2285.7081440485 2103.24301816269 1752.4144786406 1523.84358529022 1220.91544918084 1171.07604102448 1362.51297914666 1676.86817567004 1697.70600058472 1723.11376565828 1359.06934691539 1125.7477020594 1658.34155804852 1607.3076438186 1341.22606195855 1364.02804640373 1516.22815056771 1439.65941184369 1464.49829823692 1492.58707028672 1723.75557512757 1833.0386829652 1894.38571691432 1493.83240405138 1248.16287331231 1518.21712111596 1650.71224151134 1621.84139953538 1749.31138823224 2061.02415690157 1773.49938408365 1533.18681381719 1755.55268620457 1625.74127402921 1640.86368420347 1882.11605102125 1865.92937654291 1688.13652121255 1575.1273466404 1822.17869952116 1733.03202513292 1106.39569389488 1494.71816251478
