"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63"
"X1" 2387.6067174086 2387.6067174086 3520.41938124989 3729.64555575238 2684.12565919376 2684.12565919376 2507.93702330621 2507.93702330621 3412.65474614146 3412.65474614146 3003.8264209583 3003.8264209583 3880.70589001661 3376.51459401762 2725.65198418936 2725.65198418936 2465.59285848201 2465.59285848201 2553.3335829096 3412.65474614146 3412.65474614146 3003.8264209583 3003.8264209583 2947.77225674591 2947.77225674591 2535.43776196402 2535.43776196402 2501.99452167356 2501.99452167356 2344.38122021566 2344.38122021566 3718.00471801598 2324.42673566352 2324.42673566352 1945.30036035716 1945.30036035716 3093.97777700219 3093.97777700219 2601.62595869359 2601.62595869359 2494.94981194689 2494.94981194689 2332.08891873522 2332.08891873522 2317.36369547849 2317.36369547849 2665.05755738973 2665.05755738973 3060.95928040301 3060.95928040301 3750.2799534653 2336.50050370545 2657.07936421355 2657.07936421355 3012.86193363338 3012.86193363338 2633.88499396319 2633.88499396319 2624.83657029227 2631.96802169491 2631.96802169491 2633.53487295292 2953.10430343389
"X2" 2320.29702921235 2320.29702921235 3239.07919831492 3550.88417478254 2613.86758735362 2613.86758735362 2326.01710500457 2326.01710500457 3451.75392201656 3451.75392201656 3150.84491810738 3150.84491810738 3702.01114232556 3179.0117211361 2577.868726373 2577.868726373 2363.32104791278 2363.32104791278 2325.57348709014 3451.75392201656 3451.75392201656 3150.84491810738 3150.84491810738 3108.96966186789 3108.96966186789 2540.74886608079 2540.74886608079 2419.39474999149 2419.39474999149 2304.53082998148 2304.53082998148 3395.52345678361 2295.77735456922 2295.77735456922 1877.17296309374 1877.17296309374 2886.63400921115 2886.63400921115 2470.56753593248 2470.56753593248 2432.29220240965 2432.29220240965 2339.76707789522 2339.76707789522 2239.20640391737 2239.20640391737 2541.29380466541 2541.29380466541 2835.99140275062 2835.99140275062 3391.35154977773 2219.78109316665 2570.03596582653 2570.03596582653 2860.04745701744 2860.04745701744 2569.91319810945 2569.91319810945 2431.6294295832 2563.63103131762 2563.63103131762 2436.76003488182 2751.71491222312
"X3" 2258.89707219004 2258.89707219004 3064.71276552145 3454.17019366136 2546.62324046218 2546.62324046218 2155.69599675205 2155.69599675205 3483.56567922012 3483.56567922012 3289.47590039265 3289.47590039265 3623.83795701565 2992.66906494533 2437.66643860304 2437.66643860304 2271.38125032693 2271.38125032693 2276.26696500577 3483.56567922012 3483.56567922012 3289.47590039265 3289.47590039265 3259.08096770206 3259.08096770206 2546.05279886871 2546.05279886871 2342.41937295343 2342.41937295343 2270.63629861106 2270.63629861106 3091.67305778757 2269.52948064979 2269.52948064979 1816.60948307573 1816.60948307573 2688.36969784076 2688.36969784076 2346.19416812109 2346.19416812109 2374.08954889457 2374.08954889457 2350.77863976882 2350.77863976882 2166.10387514603 2166.10387514603 2422.01541480011 2422.01541480011 2626.44251247274 2626.44251247274 3055.2782069707 2110.1122525606 2485.41305258358 2485.41305258358 2717.97478306384 2717.97478306384 2509.66025571614 2509.66025571614 2343.75644568463 2499.17780351825 2499.17780351825 2261.44113015877 2561.50484148199
"X4" 2207.45752952972 2207.45752952972 2962.69368417873 3404.34798388717 2487.95443292038 2487.95443292038 2014.14606773678 2014.14606773678 3499.32624637856 3499.32624637856 3405.29863631177 3405.29863631177 3596.07826390852 2833.05250592651 2317.82678944436 2317.82678944436 2200.54750360135 2200.54750360135 2334.8122628397 3499.32624637856 3499.32624637856 3405.29863631177 3405.29863631177 3380.79042683104 3380.79042683104 2551.1436188542 2551.1436188542 2280.93091633014 2280.93091633014 2250.97372116811 2250.97372116811 2833.02853419151 2248.00383679727 2248.00383679727 1771.04827715903 1771.04827715903 2516.473507639 2516.473507639 2240.33737507125 2240.33737507125 2328.36621361608 2328.36621361608 2369.16607547496 2369.16607547496 2105.2404528465 2105.2404528465 2316.80086304558 2316.80086304558 2455.57841371815 2455.57841371815 2775.02988090474 2018.20844649447 2409.38834896452 2409.38834896452 2602.6410009468 2602.6410009468 2459.44920464014 2459.44920464014 2336.85635264154 2445.25013036839 2445.25013036839 2131.86545220821 2400.08109600755
"X5" 2167.67404099858 2167.67404099858 2898.48171771088 3368.71876183281 2441.45047212399 2441.45047212399 1913.38568163227 1913.38568163227 3492.77906992767 3492.77906992767 3487.3600762048 3487.3600762048 3572.87943443454 2709.8263079553 2227.49525452952 2227.49525452952 2156.79529693091 2156.79529693091 2432.98488268319 3492.77906992767 3492.77906992767 3487.3600762048 3487.3600762048 3460.66527951052 3460.66527951052 2555.20027755675 2555.20027755675 2242.06905680738 2242.06905680738 2251.27170897511 2251.27170897511 2638.28615230009 2231.28415146518 2231.28415146518 1743.7871677739 1743.7871677739 2384.48401301384 2384.48401301384 2161.67513549458 2161.67513549458 2300.84778937122 2300.84778937122 2397.33610517968 2397.33610517968 2061.23208457125 2061.23208457125 2233.32161919582 2233.32161919582 2339.79457737121 2339.79457737121 2574.1537946302 1951.48591787815 2346.95302579044 2346.95302579044 2525.09996171456 2525.09996171456 2423.89888118864 2423.89888118864 2382.6636830651 2406.72898679968 2406.72898679968 2062.90508613925 2279.7529210729
"X6" 2139.86624266829 2139.86624266829 2843.54819511155 3321.49775670294 2409.18548726595 2409.18548726595 1860.74962319303 1860.74962319303 3460.35968386707 3460.35968386707 3528.68791873209 3528.68791873209 3518.66984369452 2628.23509944388 2172.3892080561 2172.3892080561 2142.87063870535 2142.87063870535 2515.46775967347 3460.35968386707 3460.35968386707 3528.68791873209 3528.68791873209 3489.94992878643 3489.94992878643 2557.39573513525 2557.39573513525 2230.30598936881 2230.30598936881 2274.90778147365 2274.90778147365 2518.87111857588 2218.68195315236 2218.68195315236 1735.87934595569 1735.87934595569 2301.52190068629 2301.52190068629 2115.77637955018 2115.77637955018 2295.07652608849 2295.07652608849 2436.44231366533 2436.44231366533 2036.69961177023 2036.69961177023 2176.98848283106 2176.98848283106 2289.09241810214 2289.09241810214 2467.25541638026 1914.4486517457 2301.73187217719 2301.73187217719 2491.98944709336 2491.98944709336 2405.97344545152 2405.97344545152 2455.75119992974 2386.7689565634 2386.7689565634 2062.22036599246 2208.08312175203
"X7" 2121.18229123799 2121.18229123799 2791.0001569704 3260.09935832709 2389.2488503681 2389.2488503681 1850.4011006264 1850.4011006264 3406.53137383267 3406.53137383267 3534.32190812812 3534.32190812812 3431.95119034017 2581.9979838474 2148.47597560406 2148.47597560406 2153.49725524983 2153.49725524983 2571.84921494724 3406.53137383267 3406.53137383267 3534.32190812812 3534.32190812812 3474.16403020317 3474.16403020317 2557.42109327093 2557.42109327093 2242.42955462139 2242.42955462139 2318.59652736459 2318.59652736459 2465.64351089998 2208.55538312079 2208.55538312079 1743.5200133316 1743.5200133316 2263.34192909738 2263.34192909738 2099.24917678889 2099.24917678889 2308.36640637461 2308.36640637461 2484.31947074075 2484.31947074075 2028.98133593568 2028.98133593568 2146.39427644827 2146.39427644827 2295.33716230486 2295.33716230486 2443.42365220866 1903.4969435344 2273.27713376055 2273.27713376055 2497.59536998315 2497.59536998315 2403.89226048368 2403.89226048368 2544.05823080377 2383.56062265707 2383.56062265707 2118.40983305343 2179.36447460823
"X8" 2107.98491098085 2107.98491098085 2739.36741604842 3187.72750732229 2378.74404164235 2378.74404164235 1873.24540267827 1873.24540267827 3337.74707398261 3337.74707398261 3512.27537069059 3512.27537069059 3319.7365504585 2561.98079545441 2149.31138016154 2149.31138016154 2181.41288832791 2181.41288832791 2602.93961599533 3337.74707398261 3337.74707398261 3512.27537069059 3512.27537069059 3422.35862875324 3422.35862875324 2555.09514209913 2555.09514209913 2273.32643227875 2273.32643227875 2377.40328785687 2377.40328785687 2464.37705481026 2199.02586748692 2199.02586748692 1761.70214025976 1761.70214025976 2262.39510428703 2262.39510428703 2106.48604613601 2106.48604613601 2336.49023951238 2336.49023951238 2537.97965382408 2537.97965382408 2034.10881574693 2034.10881574693 2138.44947443919 2138.44947443919 2345.90724227223 2345.90724227223 2485.43722556602 1913.02683160684 2260.13754631671 2260.13754631671 2533.14782428601 2533.14782428601 2414.70181144971 2414.70181144971 2638.83305402147 2394.06767283183 2394.06767283183 2215.35216640177 2184.60773108294
"X9" 2096.64362373776 2096.64362373776 2687.19910606044 3107.57706877201 2374.78563548521 2374.78563548521 1920.22608022591 1920.22608022591 3260.44246324163 3260.44246324163 3470.52981185889 3470.52981185889 3189.03847908901 2559.07863034938 2168.47995166184 2168.47995166184 2219.37498063338 2219.37498063338 2609.54844552292 3260.44246324163 3260.44246324163 3470.52981185889 3470.52981185889 3343.54333574094 3343.54333574094 2550.23413359326 2550.23413359326 2317.90514035979 2317.90514035979 2446.41089618081 2446.41089618081 2500.90562428943 2188.21547940846 2188.21547940846 1785.43070672728 1785.43070672728 2291.17552470441 2291.17552470441 2131.90714348148 2131.90714348148 2375.23812933758 2375.23812933758 2594.44165154851 2594.44165154851 2048.12853404993 2048.12853404993 2150.09097982226 2150.09097982226 2428.2324970523 2428.2324970523 2576.15088475589 1937.45808706654 2260.87979705883 2260.87979705883 2589.91173906886 2589.91173906886 2435.46357718083 2435.46357718083 2731.27424424861 2415.26974600526 2415.26974600526 2336.97245074708 2214.86265235961
"X10" 2083.53061342218 2083.53061342218 2633.06130989764 3022.83674861605 2374.4960306543 2374.4960306543 1982.31465152248 1982.31465152248 3181.04328667945 3181.04328667945 3417.04398309758 3417.04398309758 3046.87634673996 2564.20549098761 2199.58764252172 2199.58764252172 2260.1524302524 2260.1524302524 2592.48394304442 3181.04328667945 3181.04328667945 3417.04398309758 3417.04398309758 3246.69657468267 3246.69657468267 2542.65157857384 2542.65157857384 2371.0902563088 2371.0902563088 2520.71408803736 2520.71408803736 2561.10713588202 2174.24480861984 2174.24480861984 1809.71701725354 1809.71701725354 2342.21185798619 2342.21185798619 2169.9539275939 2169.9539275939 2420.41269792773 2420.41269792773 2650.72757586511 2650.72757586511 2067.09740643597 2067.09740643597 2178.27864957494 2178.27864957494 2529.77988967227 2529.77988967227 2698.4759063983 1971.22787365564 2274.08690281046 2274.08690281046 2659.17695495093 2659.17695495093 2463.25069333324 2463.25069333324 2812.51918630798 2444.15900235629 2444.15900235629 2467.22387985113 2261.20783853982
