"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127"
"X1" 1512.86253783822 574.30404714461 380.767058687817 1565.54858021435 1546.66945552224 1273.04008880239 850.426891261977 447.855747932069 1442.34764023115 1282.7537713769 1312.74632862919 999.72425550385 760.697324951347 569.822123975614 923.262825987435 1146.48799521828 1137.07195388165 1025.35839200515 1093.58128244723 1026.5873660789 1171.51751535686 1246.52720285568 815.251091039692 1067.32131797846 1076.06519258565 970.404357244567 948.542859527317 1025.43235873015 1048.98465497505 970.589391447334 1256.0788367253 1343.90940164052 1151.85243558603 785.192358254963 453.550168551816 386.845133054579 828.826708877052 861.473956552321 815.391862592009 911.126201307676 980.808506991029 975.385931296571 1068.44214947943 1005.39108018693 1075.71184149931 1031.49368070078 939.65037482748 925.977738254582 820.579371893361 239.91923331494 568.996301625559 720.969997248715 831.693443935445 992.686394504601 964.267010978212 869.977487883679 990.147336241462 917.370733535175 889.704593393017 868.517464402479 912.462608288298 1049.86875860923 1083.55902827758 990.80585654389 796.069722434806 631.247211459959 856.300024726612 909.788121473325 847.191824562723 819.818522655302 913.670548310037 943.597896927001 898.305075349794 900.089853117585 996.619969104693 1224.94365644005 1193.25931910372 1181.3313785059 830.829067150953 631.078806765705 590.171674147412 555.674978825227 743.968815084372 814.708746273985 841.167897721531 921.727859467562 892.999368657776 998.068080077006 881.378310555636 840.408711603865 906.368015718937 1166.65085842022 1006.14807982177 718.00157720274 439.895359047678 329.881021412875 361.434432895996 281.984290834975 676.277489815444 787.625002153497 787.614351871623 838.727180273402 812.621754091779 894.43276718675 782.909050246744 568.276603358318 394.364846629418 464.719484867015 592.103088703402 406.643072763745 242.517992400681 270.884716019718 201.407151430278 187.21676413776 286.170907267333 528.990431429396 728.946147944919 756.980039146038 622.785167160029 464.362953620005 416.86225429059 667.432694387015 319.649271165166 374.19262236845 415.251058218612 622.847942740715 640.904174607684
"X2" 1278.19984250174 548.024901350086 354.870226766929 1418.01945568121 1553.53144392937 1229.62647064429 814.944174154843 401.577814838019 1486.18782629722 1362.24016920171 1340.40318313801 1013.6540050255 714.668479416787 509.629977137469 814.252687412635 1252.02910933306 1187.3260320584 1062.44924346477 1097.92256175712 993.501859853681 1110.97075609494 1208.55331503423 809.694454125 998.348633036025 1030.43461468942 960.20721585191 949.587920277614 981.888503765665 995.662897474826 1128.13167090006 1211.1059188601 1378.31845361714 1192.8647302356 736.505724477949 358.926225511541 424.093267881639 835.064059246091 857.022217152093 798.558154746976 835.011443801709 916.570758251856 924.198923514748 999.895846998972 965.130169808584 1057.63474178138 1048.44044518983 971.023897659907 897.307452447429 740.027455495934 308.228330382706 551.839038223338 675.702106241182 768.645895427475 879.949515727174 875.312468893183 820.273386500524 924.581478533407 877.670808608416 863.499021613577 817.764028899931 837.405450967306 949.163590487401 983.731103029864 875.974545407341 634.466313373401 638.668082116172 771.040067711878 835.09865586678 771.28947394193 731.122176954995 828.678786596894 870.562906961893 827.470865022675 786.950412290551 857.340978475868 1043.08024547715 1277.12030492697 1124.53002472233 752.503694920073 519.946564787755 498.62674114011 611.173278263945 746.915460142409 736.318093821127 745.385927522129 784.821828716662 771.701233704722 840.758548106302 946.249113537619 804.051267948322 903.842816320554 949.939018797404 915.449512368024 710.332768458495 362.809210461208 327.678551700683 375.060953638647 304.863063442441 589.090834465226 667.191212603689 683.855138464034 720.034593255399 685.423482201241 820.122158602011 657.094156514169 562.205380578649 423.474629110104 419.717989489702 505.827650897326 364.574467716085 340.59935548385 276.071362488416 263.400740392754 272.914622014825 294.568636006552 544.633846973979 671.210764004496 659.230780922249 518.057325228699 384.973423775482 353.982438083924 509.91506314688 307.569876225833 432.288106030726 375.426325303865 568.300612058589 647.501968412544
"X3" 1067.3495094746 536.32359581411 343.881642918557 1287.06041198 1567.40212967341 1198.73822983059 792.057805815625 370.566582794157 1532.75526791355 1444.83719917011 1375.08398450851 1036.46247565168 684.012403059595 463.40951071861 720.28643594408 1216.70909163881 1242.29860671858 1106.01028793129 1109.92023403396 968.898181636971 1061.11821807692 1181.97628800575 812.183254097584 898.038290691748 994.647003378392 957.491863511481 957.628637633386 946.380057820456 952.442508344829 1077.85762432883 1173.46632748622 1415.30578466637 1236.28128101462 696.744413014533 280.814002580729 426.293605088144 786.731759320901 858.829072453144 789.134989196158 770.972112156101 861.455657403961 880.824500101252 939.217610277381 931.956538407106 1044.91313648468 1068.22587702408 1004.31786476175 875.244707408646 671.143524658663 308.818810731951 543.596568946472 639.832250397399 715.704430602287 781.855859754363 797.970682764141 778.37576875344 866.130457392817 842.658848521557 842.616781236265 774.450151800172 771.590174891165 859.758670599959 896.039683115898 775.198785835 492.251941471785 582.198681804264 696.723557574755 771.514211570964 706.139891924195 654.506778165382 753.751036068448 804.102461834365 763.210659385586 684.56605806771 732.114498349913 877.469822667242 1075.18499806625 916.074168760766 578.900171371046 389.017553684633 386.740361823933 546.381823816671 663.186085450936 669.322088375883 660.746935051981 660.822514474226 661.106966602845 695.748968522258 811.087510917336 646.695723793622 743.263022511092 753.716421787575 711.923124041292 564.345712481307 268.105313032145 253.370509235359 300.461470849594 274.512743392894 512.957634671151 561.383612603059 592.100425735708 615.925400919378 571.201228301053 640.02639090109 486.97073550471 433.672405512996 333.400920126092 343.155202311555 438.47510870233 340.270360798933 300.501819483172 218.866763566723 215.020004999329 224.206850346702 232.858176133421 500.956458384768 620.288284618519 572.613516876162 427.361184642278 322.517272912382 279.711978529183 340.621899680787 216.458832785953 392.15756648664 348.518557543844 524.069277564727 525.996136211805
"X4" 914.549185365919 553.152598875828 362.303707494286 1195.97131553667 1596.44479067978 1195.23542049678 796.00007646841 371.228186748514 1584.08525711656 1532.23841539127 1424.59145951083 1078.43650135865 685.795424961726 447.044668986998 660.218561406546 1126.24826451679 1306.41148782525 1163.01525138565 1138.25508361534 964.252724890839 1036.03322220898 1179.7246630684 831.471040333747 807.701010546025 981.108738624472 971.778782958139 981.358111260029 930.06196706645 932.961412441071 934.097283294112 1153.25350098583 1457.39728989651 1284.31624298744 677.376544353992 239.198127865896 426.939729833095 728.896449466512 874.591681976133 796.411277585429 735.361620865488 827.764340810401 856.03450485417 898.053236894282 915.481236184295 1044.60214927095 1094.32810424798 1042.1825135738 868.732105566465 629.249639097929 293.661071681803 556.19181010486 626.898945400606 686.825977895628 718.587553288666 748.42649056586 755.067569083321 825.594948082053 819.748905456168 834.779086569897 749.201034108717 728.587767530482 797.988551622598 837.115764404518 706.91189288185 397.544387920387 515.152619942819 649.845250225892 734.546844735496 666.346742847676 606.345057459878 703.312861749618 754.603721323654 715.734520017363 609.213219474638 641.769837180218 754.345478527132 764.237718986144 676.834298221991 403.194254551388 290.916393555191 306.445665033501 441.390058333352 558.921011045539 629.683133500185 603.068851481864 569.321824772597 578.172139580653 583.452812124921 596.995619107329 461.635311975013 537.335751096907 610.653198380522 499.104001724394 392.6050481274 207.481525259594 178.994942985242 219.077842855608 252.516941791218 464.506787068311 489.963842538974 529.917924087287 546.224413779965 489.193847059252 439.035740420237 335.231508783108 282.284453281944 216.780833492361 285.438327788364 413.449034015669 354.585306874503 226.090744915608 167.501218684149 148.667348026254 145.983573586331 173.94071575244 446.241193641479 586.017861434911 513.287512941978 371.488375097826 301.846092604487 238.673942817895 212.965926729052 128.366391787189 322.050993035118 349.130295277126 504.953050585592 369.705311279758
"X5" 843.917008398653 606.466137779182 418.009662157941 1160.93232490043 1646.01295555878 1229.16676248211 836.174557829497 413.184155483847 1641.14973155129 1624.85021135017 1494.0479952502 1146.33170080539 731.0863330125 470.721006008696 646.532683871326 1053.91865626023 1381.87037047592 1237.28066572126 1188.2207430914 987.512832635305 1045.22469813776 1210.10749099261 873.535485445767 759.965999165743 997.904781812206 1009.12484076386 1026.14250627034 940.476117648678 946.573991252984 798.158148187104 1157.47886109581 1506.04773247688 1338.32767457958 686.675497022087 246.708823064747 451.78066697633 697.996962077239 908.868711132456 826.100876333408 738.846520682999 823.583176256558 856.948283460883 884.857542219069 922.346919620711 1061.41076024652 1128.98441452807 1086.3065707668 883.663234644991 624.491581341469 303.540956530756 596.156713983167 645.215511441562 690.935072584453 703.381630340113 737.263095939445 757.363427093314 810.72616280935 814.522316301685 845.419658127885 749.107816793873 717.448062335418 774.391605611512 817.611184805836 683.245840852158 368.702761659227 479.890771211922 640.940541245785 734.147871321433 661.328990050238 597.220765271144 687.098750813118 729.628562563537 692.353840670401 572.170958034178 600.178972612274 690.856957664072 494.994020355312 504.549785565687 298.062275261611 263.866321607078 295.434390720082 363.11831807909 488.020496088495 627.415245287361 582.943260827533 524.328186878414 535.181914746894 518.230261403214 408.242430528611 325.297387703053 379.887111687029 542.082117180172 359.640770495149 285.484024731319 217.008608920682 161.218349275001 195.162100370348 283.728627159981 454.356446310253 465.414606211135 508.641425186279 523.912755527269 452.559641637005 287.975111232263 248.562801234817 187.718280127388 148.388940811281 283.671882011302 443.942399742644 418.643495558534 200.651686974976 173.595821253803 136.977410579682 121.660322847179 172.995868282349 419.42311402355 574.967592819489 492.141267957632 363.20662913844 336.760104552733 260.826813565396 163.843631556294 106.344689067824 278.80731727805 384.997616877707 519.301586781937 255.159629713788
"X6" 869.587546656871 699.471675148897 513.92078278627 1191.20986013084 1718.79983479277 1305.95520441978 917.506751936983 500.711860470131 1704.05220769617 1722.13884482786 1585.96688224547 1243.49795380386 825.447551734651 539.632067909318 685.977092474275 1054.13049134653 1469.14025936932 1330.07015758839 1262.24157812678 1043.08376188115 1093.85274754733 1277.32402715387 941.630910929526 777.186901722427 1049.245892526 1072.46819438631 1094.40968903077 981.711119285993 998.446723821313 747.148088594688 1190.10431722395 1561.78186161325 1398.86786242396 729.512572963702 309.74330185622 518.061160531081 719.786567200568 963.664118951543 880.877098608836 787.021473733656 853.246825611931 887.412350791634 904.701698223676 956.307277279768 1097.87244720826 1173.28645377569 1137.4163108541 923.127015763128 662.368340871185 366.73141447347 666.013056051263 698.799137740772 732.59810670026 743.327709271352 770.180126051044 788.99276574721 826.163832519697 830.471510800651 877.665627918679 778.065603133639 743.144047986621 794.600886118388 843.180578286541 710.845271158312 415.643532035582 506.005082975986 675.458390745889 775.479816819302 696.06495805083 632.729880677545 710.558597709742 733.81594729702 697.514033561704 580.024373829538 615.056154142913 696.484171432275 379.716325356232 469.028062569225 313.691868728194 331.898997784774 377.312933996418 360.402713687414 489.021823714589 667.599358397237 606.235082180605 534.178756242639 539.58462305526 508.686903387033 322.962985063852 292.695207813857 339.267191765524 559.745733911468 351.619254057179 306.907480179259 318.581041080659 238.811138395849 272.980980223088 397.171172394657 488.045036842947 494.205158359828 534.324808706063 556.003194475742 468.832055503949 238.292910309101 257.8526127654 206.177104191178 181.297935248971 361.782178934176 535.668228335495 536.669124148182 282.949939814214 271.510342219655 230.264238284712 209.714991460292 266.954118764203 447.962882847358 590.759422155581 515.273891869062 408.950072509364 433.160595257548 363.645115229943 215.622504348408 192.911411770583 303.610839770801 459.011060736998 570.77748718245 237.597228445622
"X7" 976.747788187592 822.563258319309 639.923438722343 1276.10619109982 1809.84228642432 1417.67096665504 1032.1403621426 623.726061816447 1770.49889439195 1821.07453393322 1695.2752739026 1363.41752949974 958.761547284292 645.007343925854 769.128457359571 1122.42459207543 1563.9751816813 1435.67836996419 1354.79846861608 1125.01732692832 1174.57194909315 1374.00736045843 1031.09658378441 850.889638080818 1128.4228898433 1155.92589534824 1180.32241190643 1047.91614882032 1081.60713498541 780.571462636155 1246.22617454006 1622.51283432149 1464.16202032606 800.655276465964 417.489088288524 617.996455730241 787.788411137521 1034.02063592661 954.990472906549 871.221100857696 910.55654499657 942.064738433655 952.634720782378 1012.7620420685 1150.32118240351 1225.05567314786 1193.40955573098 982.237644338624 735.294830265867 474.712094060174 757.769252679904 779.944218951725 804.255576652659 828.293408194907 839.277457301008 844.531749018825 867.43914381988 864.788915715869 927.903752187843 830.953748586702 799.162206972732 850.747139074142 905.786178026559 781.086182665845 524.847794354761 585.154691517939 744.785158590632 850.416203031324 763.242666296814 704.631799266845 767.020627776209 763.22401055748 727.362471657838 625.973414153765 676.894678875292 759.649670126106 411.490192242272 556.60656071463 434.422226655333 478.334436607805 535.224768062308 426.668175208339 554.119756996937 741.823491062287 665.477838883385 590.627445278729 584.615188196321 546.97626740174 337.618642005167 354.127335397883 405.92841220538 649.032336401495 459.998894455661 441.942255388472 494.49818738033 397.242453726514 437.434487841798 577.323748020703 557.125639709109 566.391953828827 598.483073646942 632.886527029025 529.574419369819 281.778456109889 348.947479500723 324.084762908053 303.592139017535 505.973041911289 674.908914377426 695.20809018917 458.675203723549 445.654121785636 413.042110307018 394.664049945946 440.120786932792 524.788693545819 628.717735984259 575.260513616142 498.191720817658 576.689414899993 530.484371865343 350.516835336366 370.569156537014 389.532694173387 561.673120336292 650.925309095051 307.97779989252
"X8" 1143.4137889821 962.954865276019 782.668324287208 1399.97652126199 1912.27722050179 1553.07382283722 1169.04998793855 768.578347457947 1837.59888925516 1918.00376313965 1815.0170729549 1497.12325002371 1117.02114297219 774.614173203247 882.555739608866 1239.65715940363 1660.95646247072 1546.66680894792 1458.4005849745 1224.79776141894 1276.93583419301 1489.92213615305 1135.31000517874 964.934410671853 1226.0185590171 1251.42510232821 1275.99044460443 1130.77525888914 1186.07275980657 878.50674267166 1318.74306137386 1685.50445705679 1531.85701386691 892.367941931218 554.86659548107 737.573618035593 887.500501135441 1113.25251075673 1040.6007196884 979.243452576949 986.702245684177 1013.26061517385 1021.22289209454 1085.04044075748 1213.55368157205 1281.30165189223 1251.48036486459 1054.13101739181 832.443002222287 609.794649731943 860.821768459063 878.035721872841 895.340217429248 943.876597102711 933.283871407075 916.28721918319 927.827154003641 913.106964755911 990.850080186398 900.416725462809 876.141518154718 931.614166923929 993.996739665869 881.561770307794 676.987460323319 699.543772410547 836.819055304668 947.53492377782 852.503365953068 801.255688354915 846.809069385797 811.786288752253 775.992230230926 699.902609623658 771.920287185706 863.557691568873 553.647118541325 732.820138395684 628.195018184786 676.372151708769 742.252762266653 541.501179207458 663.955950018135 838.329405063966 749.901202604476 681.320311167778 659.988355676752 621.17770981124 428.267734230161 483.761640224009 550.89761081952 788.798855711734 651.522810792536 655.993483222534 717.212859688028 608.691891906965 658.602979459083 797.57337130791 649.683087282058 667.962729022982 689.027269671068 740.833783234046 622.393624020018 395.365349763415 496.486464701749 510.462781146431 487.151203709531 693.060427713255 843.125860841279 876.417477124 695.285160617321 667.994727881942 653.423946432697 642.590177570986 663.695297327016 634.228272487879 682.110380820444 661.324923459431 616.198655807043 747.959477105013 736.215450447593 540.765155953079 606.864413291212 517.650133405914 680.410920221023 748.282312077443 441.235868632393
"X9" 1347.66964047318 1107.88037705799 928.825275979807 1547.22058072914 2019.25433318782 1700.95049875055 1317.23555352685 921.644977028615 1902.46177855896 2009.27032875337 1938.24776169538 1635.66329902818 1286.24723185217 916.247530596701 1012.86282811588 1386.70757846184 1754.66750863905 1655.6027010355 1565.5694047514 1333.92938465618 1390.52238556419 1614.85473048083 1247.66542223363 1103.22090370814 1332.63658582065 1350.90637309377 1373.53437365528 1221.99139423997 1301.88519853676 1020.9755439913 1400.57219132331 1748.02289553284 1599.60221921974 996.938271654538 706.829949075113 862.805509471847 1004.44976341202 1194.6839086224 1129.88052046355 1098.91364912524 1072.89531997328 1093.3739986585 1103.05614139584 1166.48968057085 1282.37884495882 1339.03890239034 1308.82481955368 1131.95744326129 943.012543553905 754.314068188032 964.579705781163 982.477615726928 995.307012378024 1075.70996511153 1040.95653812395 996.584484155344 1000.62481031745 971.074084030681 1061.23508121914 979.117823917989 964.744740813653 1026.01393581783 1096.41031535805 999.8999174329 852.783378893966 831.396725379174 939.484214784563 1055.43922342468 953.513487528477 910.95887223912 940.274683250566 873.458235297545 837.5179265837 791.728485237367 886.396591478082 991.458760805174 769.531967516581 963.255434084029 863.00686350889 899.263534093086 971.528556799531 684.485995292489 799.195944617164 945.38440312438 848.763850603759 793.942795891156 755.453714486341 719.411499145723 570.962381779151 655.803663814659 745.236694601932 957.959531831523 892.988272684568 914.502193284628 959.222370294652 845.359935483615 906.567024460954 1031.34078506069 753.829067472259 784.938733164575 793.898684531493 866.151355001735 734.93349590952 556.042307334268 675.15515190977 734.358565021939 703.883263408352 899.895705637402 1021.81312332447 1062.47987195307 960.254369250048 910.534348575107 919.556456051039 919.618198031538 908.916965822311 760.63748343895 744.222970145672 762.720769706868 748.270688263977 927.614635852338 955.746623861483 758.664035136422 869.376264547835 669.06705068695 802.669516110594 851.405333101521 612.339595886093
"X10" 1567.64255685343 1244.57905254526 1065.06810880851 1702.26489330059 2123.9283143433 1850.10191493573 1465.70979041075 1069.31138332909 1962.19434640621 2091.21117645406 2058.02650006716 1770.0910385733 1452.47286903617 1057.7161414043 1146.67330897553 1544.45775288487 1839.68764878062 1755.0505431153 1668.83020651078 1443.92694143736 1504.92218682659 1738.60162964897 1361.56630639673 1249.67034047644 1438.89087284214 1446.31450275977 1465.07664681927 1313.27696218971 1419.09879404556 1187.92049488661 1484.64131040543 1807.33356376384 1665.04684595469 1106.66855959844 858.349877638204 979.715363695817 1124.176132486 1271.64132399664 1215.00662205756 1218.07004441408 1160.35865236326 1174.78908874369 1190.73962215034 1250.46738469775 1351.61185508402 1395.28347491931 1362.63783599509 1208.87385627404 1056.21859770636 890.609271479007 1058.45277948915 1082.6808375655 1093.6212146527 1209.44469266359 1151.06823931337 1077.75859633208 1079.14333237546 1034.34974550144 1133.79765489289 1059.73081444589 1055.64780560542 1122.77386566498 1201.64129755422 1123.74913047201 1032.98343404952 962.93848330513 1040.7169830938 1162.74475020443 1055.95289750135 1022.11360058787 1037.783796073 942.210351414503 906.06903196455 891.388102727383 1006.60947060137 1126.63067142221 1022.46295689711 1213.51289472631 1106.87380508769 1120.28179640121 1196.20237065074 835.182101975926 940.507847726196 1051.26800315028 951.341262458289 916.205734155916 860.784051404418 829.825321801734 741.722252231513 844.468184014266 960.010831020423 1135.461969437 1151.20983742252 1182.90699255288 1193.03758894138 1079.4368082461 1151.37373944261 1252.05084054011 857.688625298738 903.358843542909 901.055148297751 995.165431437191 854.860760212637 740.827893078145 859.657319935071 964.811027548938 925.693871996205 1103.33969470512 1192.47637944265 1235.58311795642 1221.03824417459 1145.27855911077 1179.58485800096 1191.87775989878 1147.03301027235 888.383118093658 808.351257185949 868.719348734235 879.723666011397 1096.30771190532 1163.99531350581 976.536911241665 1125.68015772794 824.893309322644 915.897622680348 948.857797158039 796.263288877759
