"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 2305.01679575607 2305.57449211176 2234.93108904576 2476.0534130741 2485.40674308778 2467.0826517793 2475.83214246907 2344.71293300239 2470.10792559998 2474.83415726242 2476.0534130741 2485.40674308778 2467.0826517793 2475.83214246907 2344.71293300239 2340.17810042088 2575.01652160137 2574.48434456457 2594.24173886871 2593.77072436907 2645.05226819045 2656.27004136643 2618.02650003754 2609.60530158801 2541.9103181976 2561.39278271153 2200.06084308852 2575.01652160137 2574.48434456457 2594.24173886871 2593.77072436907 2645.05226819045 2656.27004136643 2618.02650003754 2609.60530158801 2541.9103181976 2561.39278271153 2359.19883002883 2775.4844316367 2779.90918666078 2780.28980099184 2776.59708542563 2773.41283645966 2774.02319152664 2773.62906544957 2713.48461125216 2717.18688996832 2323.43927649029 2335.16476007412 2776.59708542563 2773.41283645966 2774.02319152664 2773.62906544957 2713.48461125216 2717.18688996832 2591.10323025985 2459.46529012175
"X2" 2195.54365780684 2195.28572744271 2150.51273272828 2383.55835629293 2378.69102725882 2381.19741193177 2364.40816351628 2253.44579471623 2370.60757633918 2368.49365290273 2383.55835629293 2378.69102725882 2381.19741193177 2364.40816351628 2253.44579471623 2209.39914011416 2461.6849751428 2498.95389252723 2641.22536019737 2642.31242015403 2586.6091599379 2582.10509828097 2571.91178947392 2556.3699540005 2466.62350741149 2442.73458481353 2210.51490128284 2461.6849751428 2498.95389252723 2641.22536019737 2642.31242015403 2586.6091599379 2582.10509828097 2571.91178947392 2556.3699540005 2466.62350741149 2442.73458481353 2259.81402941923 2679.46792898828 2700.54889757856 2696.73140646276 2699.64615969798 2701.64217338908 2710.68067596525 2711.12334321287 2658.40678547352 2633.24225804887 2280.39969758463 2274.5285372902 2699.64615969798 2701.64217338908 2710.68067596525 2711.12334321287 2658.40678547352 2633.24225804887 2506.77500767626 2632.40427039089
"X3" 2095.36432682984 2094.32770487605 2072.15882153553 2299.15173624898 2280.77809706269 2301.11923550882 2259.50526597205 2167.12843276871 2281.52415935225 2272.85963287243 2299.15173624898 2280.77809706269 2301.11923550882 2259.50526597205 2167.12843276871 2085.83557536539 2359.38350442856 2432.02697630653 2563.66712776527 2562.87750293947 2532.93260000588 2513.89848248865 2528.64170384019 2506.10415353448 2396.65379417891 2330.89451803626 2220.64932888137 2359.38350442856 2432.02697630653 2563.66712776527 2562.87750293947 2532.93260000588 2513.89848248865 2528.64170384019 2506.10415353448 2396.65379417891 2330.89451803626 2164.73826705297 2590.63348230727 2627.01011846203 2618.92609002974 2626.889772572 2633.77823943736 2651.1715131691 2652.40569480795 2607.08430876891 2553.79058862838 2239.43929487559 2216.93432788489 2626.889772572 2633.77823943736 2651.1715131691 2652.40569480795 2607.08430876891 2553.79058862838 2426.84830494185 2549.79307654128
"X4" 2019.62331107 2017.93020349312 2009.95503044188 2235.15421218546 2205.41431833038 2238.48630745058 2174.94309180802 2096.55061423486 2216.38483119154 2202.18600405389 2235.15421218546 2205.41431833038 2238.48630745058 2174.94309180802 2096.55061423486 1983.92349429034 2282.13061359594 2384.1690274928 2435.75813581215 2431.47204714665 2494.0795970775 2462.99954435745 2496.68245078345 2467.9703954572 2342.9068206786 2240.43990227413 2230.58540407315 2282.13061359594 2384.1690274928 2435.75813581215 2431.47204714665 2494.0795970775 2462.99954435745 2496.68245078345 2467.9703954572 2342.9068206786 2240.43990227413 2085.14865674639 2520.45286757067 2569.95893438012 2557.75492223348 2567.79510119281 2578.8209113813 2604.47676252942 2606.3793364323 2567.89875638885 2489.74571034876 2206.84374122299 2170.51458475882 2567.79510119281 2578.8209113813 2604.47676252942 2606.3793364323 2567.89875638885 2489.74571034876 2361.68291559509 2341.45450835651
"X5" 1976.87309515271 1974.71170324441 1970.28465994048 2199.15618816987 2161.29363988871 2201.3639602433 2120.81600462931 2049.35692516224 2181.98597011373 2163.83337753043 2199.15618816987 2161.29363988871 2201.3639602433 2120.81600462931 2049.35692516224 1914.28370170699 2237.79700541759 2360.5618601603 2321.66943178351 2313.9004977123 2476.923219713 2437.1530082059 2482.21215572014 2448.87781700256 2312.61513868299 2181.91857513868 2240.46573055036 2237.79700541759 2360.5618601603 2321.66943178351 2313.9004977123 2476.923219713 2437.1530082059 2482.21215572014 2448.87781700256 2312.61513868299 2181.91857513868 2028.93659494872 2476.78486048764 2536.88784790456 2521.00704346189 2529.44635086364 2543.50078653754 2577.32915412257 2579.71607059113 2546.6976269987 2449.50164047269 2186.26609615486 2140.30305509146 2529.44635086364 2543.50078653754 2577.32915412257 2579.71607059113 2546.6976269987 2449.50164047269 2318.63258666828 2123.89054443579
"X6" 1971.31847048316 1968.92057606386 1956.78511556945 2195.31811171346 2153.30415379523 2194.70546771366 2103.58709075284 2030.40565114062 2181.09996235481 2160.94794859136 2195.31811171346 2153.30415379523 2194.70546771366 2103.58709075284 2030.40565114062 1883.80743110025 2230.16356666457 2363.24878029987 2269.68440054211 2259.70772325221 2485.60030501815 2441.01419275896 2489.20462785857 2453.36046099754 2310.11449094735 2162.07480006995 2250.43255176003 2230.16356666457 2363.24878029987 2269.68440054211 2259.70772325221 2485.60030501815 2441.01419275896 2489.20462785857 2453.36046099754 2310.11449094735 2162.07480006995 2001.16897695313 2464.35293577893 2532.38843411478 2513.53926351228 2516.5051761051 2532.24682905294 2574.15425806268 2576.80091332651 2547.15595101289 2438.67066542873 2179.75268644902 2129.2311982959 2516.5051761051 2532.24682905294 2574.15425806268 2576.80091332651 2547.15595101289 2438.67066542873 2302.39343916137 1987.27213418301
"X7" 1996.52946845233 1994.10279174257 1965.98496421348 2218.99976954656 2176.39727159805 2214.86105010175 2119.29505731704 2036.82119034664 2207.19201629621 2186.79319930404 2218.99976954656 2176.39727159805 2214.86105010175 2119.29505731704 2036.82119034664 1888.67781310667 2252.93890744112 2387.03749899604 2278.59713193571 2267.74320213495 2516.71537529481 2470.74034297952 2515.33679239487 2478.97995760642 2332.04801364068 2176.84367379089 2260.61403373664 2252.93890744112 2387.03749899604 2278.59713193571 2267.74320213495 2516.71537529481 2470.74034297952 2515.33679239487 2478.97995760642 2332.04801364068 2176.84367379089 1999.17353894512 2479.20903824033 2552.88310550278 2531.85158422769 2526.59781362041 2542.80896033898 2592.6573699672 2595.36067543487 2566.99082423546 2454.59591997377 2185.62927265797 2135.04789502929 2526.59781362041 2542.80896033898 2592.6573699672 2595.36067543487 2566.99082423546 2454.59591997377 2310.29553653791 1937.06121225186
"X8" 2043.44185657681 2041.15331658986 1992.65407470656 2263.38309779059 2223.06550110354 2256.05245826896 2161.40009837234 2063.81566366284 2251.42137790722 2232.18420334571 2263.38309779059 2223.06550110354 2256.05245826896 2161.40009837234 2063.81566366284 1922.43060768971 2297.33775346748 2424.94318506292 2334.75904724034 2324.1119625284 2565.00834043496 2520.38542094918 2556.72745241827 2521.57268044698 2373.15565371133 2219.48679959098 2271.13509622224 2297.33775346748 2424.94318506292 2334.75904724034 2324.1119625284 2565.00834043496 2520.38542094918 2556.72745241827 2521.57268044698 2373.15565371133 2219.48679959098 2018.36465545457 2515.25962450907 2592.77255759079 2570.37611913997 2555.61098674645 2571.2856673115 2628.88191656706 2631.47564612685 2602.44584334397 2492.57573899906 2201.30151864623 2154.22014412181 2555.61098674645 2571.2856673115 2628.88191656706 2631.47564612685 2602.44584334397 2492.57573899906 2337.84716732357 1957.47850668117
"X9" 2103.01591735308 2100.99182133286 2031.58224123455 2321.67363403876 2285.82823790107 2312.52583517994 2223.3930709396 2106.62496587361 2304.9673234542 2287.95765692327 2321.67363403876 2285.82823790107 2312.52583517994 2223.3930709396 2106.62496587361 1978.63502501167 2354.59928581373 2469.9967079627 2424.41141251267 2414.80821805667 2625.2389109922 2584.02625132613 2609.51324283271 2576.99487656812 2428.19913388213 2283.29787115477 2282.1211182815 2354.59928581373 2469.9967079627 2424.41141251267 2414.80821805667 2625.2389109922 2584.02625132613 2609.51324283271 2576.99487656812 2428.19913388213 2283.29787115477 2054.18094152128 2566.4354213548 2646.47976328968 2623.56824932793 2599.4533091556 2613.79617455143 2678.89184765237 2681.2464458836 2649.78240977525 2547.93396137024 2224.18610891621 2183.23004777791 2599.4533091556 2613.79617455143 2678.89184765237 2681.2464458836 2649.78240977525 2547.93396137024 2380.57871607425 2032.63813008604
"X10" 2166.22619027497 2164.55237705067 2077.57326814034 2387.09280008963 2357.22326900246 2378.54519274936 2298.78811612493 2160.50336606824 2359.01913422242 2344.96146488152 2387.09280008963 2357.22326900246 2378.54519274936 2298.78811612493 2160.50336606824 2050.88643062734 2415.97718054392 2515.23671469093 2533.66911920111 2525.69887944317 2692.18065856009 2655.75580200658 2669.8442611989 2641.11798032364 2491.95601181924 2361.59506795355 2293.69808385452 2415.97718054392 2515.23671469093 2533.66911920111 2525.69887944317 2692.18065856009 2655.75580200658 2669.8442611989 2641.11798032364 2491.95601181924 2361.59506795355 2102.08008705074 2626.6845304546 2708.44364330577 2685.90033156527 2654.05064703962 2666.47604602431 2738.7671756624 2740.78960772377 2705.27549103376 2616.01463050167 2251.70782870862 2218.57083070891 2654.05064703962 2666.47604602431 2738.7671756624 2740.78960772377 2705.27549103376 2616.01463050167 2434.0375936034 2146.52987302953
