"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X1" 734.655391531618 947.673790565901 721.877783390026 1187.16263379029 1264.20665687397 1123.77170927501 674.820038054362 1201.39079240445 1325.40603580229 1268.49185848371 1194.37772568484 975.055990300354 1388.21816741646 1282.10572730962 1220.39362274742 1113.99355409252 1001.15156151898 988.413576296737 1379.45144833656 1167.594305491 1081.74017424453 1019.17108856494 923.405505343323 1130.11335902785 1076.61459887251 963.055348786165 860.697883576341 878.388447081349 875.754868130506
"X2" 675.749934911365 919.698381055024 664.421379837352 1134.16697567155 1218.14832265674 1058.76462503841 649.304116929986 1128.26192140058 1303.52361991157 1243.91582524677 1149.78813677529 992.785071069987 1348.24073874355 1249.29387809991 1198.10965288343 1101.65480571413 998.186800449817 1042.34700258196 1350.3014045679 1172.45347203467 1083.62771161841 1029.46163757298 937.381235284398 1130.54612723283 1056.41756796479 963.227062036032 868.253003103231 875.833372375859 832.583986736336
"X3" 625.235817146136 895.454304973273 614.54039896758 1085.93201725008 1175.10433263995 999.853139308713 628.871552260864 1061.15609489267 1282.6267547061 1221.67928705009 1109.97685073586 1011.49944887604 1310.45485675408 1219.47546617479 1178.46660378222 1092.0335690424 998.234724082489 1094.89230508099 1323.19153103288 1178.10303938534 1087.40031618137 1041.04670546484 954.25180690662 1131.9301213043 1040.22831889919 966.065461729972 878.595222497563 876.279541180422 796.691616207911
"X4" 594.485275249272 880.823111601825 581.475730925777 1050.56075084756 1141.54247867238 957.026633162632 619.268731037231 1009.35325105483 1266.79281978596 1207.27032843261 1083.16051587794 1031.59278399336 1280.702066437 1199.60525099036 1167.1033811836 1090.32019870631 1006.14662427878 1144.04583678731 1303.39362544577 1187.40070373116 1096.82470090886 1056.70871380767 977.950383646599 1137.17636140228 1034.572196007 975.865768008192 895.941332191906 884.380471353704 777.196889932437
"X5" 590.473012766462 879.439061001352 571.263225981732 1033.07233210918 1122.13951051734 937.584977181017 624.114462290113 978.71491636294 1258.83858244072 1204.59318242692 1075.1897727316 1052.58243507602 1262.82786149474 1194.57743191529 1168.01704752036 1100.00903073758 1025.21302022595 1187.51892144646 1294.43860714123 1202.28953219874 1114.38565870158 1078.19996958926 1010.64328761021 1148.27718943793 1043.73607763069 995.334967669924 922.761939157365 902.911500390753 779.566055663752
"X6" 616.573832117672 893.101959419035 587.005326539051 1036.00134938475 1119.74919814483 945.937333373425 645.139888122638 972.300681039284 1260.38977123022 1215.92098195007 1089.49626719185 1073.5986642232 1258.96998706773 1207.24456722689 1183.50399105608 1122.98890440575 1057.15705638484 1223.26742989157 1298.27193141017 1223.79792237224 1141.34606670615 1106.32513120766 1053.08978138926 1166.32128763405 1069.9750131324 1025.78323640191 960.108136635699 933.113812796803 806.421807363419
"X7" 666.356177137682 918.62555471757 623.470285893724 1055.17283118304 1131.90278037442 977.901738761643 678.76159165017 985.553105577008 1269.67342340018 1238.73663942786 1122.42081149604 1093.04358280717 1266.55883021532 1234.53679037334 1210.85320624669 1156.54545478236 1099.11239470628 1250.38824461936 1312.36175466632 1250.28415713945 1175.45021526678 1139.18683865414 1102.23833242323 1189.77608896402 1109.79763516655 1064.60653321657 1005.1650283418 972.046525988132 852.80344913598
"X8" 730.955270981967 951.586360377541 673.35903321787 1084.74713089507 1154.81282662286 1027.167631048 720.077307342856 1012.02618832383 1284.07321448658 1269.33476769837 1168.54654501091 1109.13525890337 1281.85725694002 1271.9154822957 1246.11133189785 1196.82190578503 1147.07308465262 1268.25564885477 1333.06516118668 1279.44288499491 1213.5682936178 1174.21579123949 1154.08944720903 1216.45801512873 1158.28664132018 1108.22869602002 1054.15695510862 1015.72989040623 911.869722342868
"X9" 801.523009213044 987.569354749367 729.387655897081 1118.89638199784 1184.70439688247 1087.44427899063 764.193508740498 1045.28911910287 1300.97888112204 1304.01898189126 1222.47175714276 1120.08765297304 1301.13720891866 1314.85373416187 1285.33411200858 1239.96923365345 1197.03997062149 1276.23311389133 1356.7469851447 1308.97190701948 1252.57512299706 1208.84519428385 1204.64649119027 1244.1872797538 1210.53458623393 1153.07899312229 1103.3126103862 1060.18954044256 976.79370954676
"X10" 869.217906782822 1022.16297026787 784.279115812833 1151.79788569341 1217.81076285651 1152.45363700523 806.21984315191 1078.91897933615 1317.7832716783 1339.09771124807 1278.80375540207 1124.10858881033 1320.67548551617 1358.83121879994 1324.58192436511 1282.14180253247 1245.01615202173 1273.67258503462 1379.77569581131 1336.56957283928 1289.34661416103 1240.50785093223 1249.9111506774 1270.78542192374 1261.63831135612 1195.58807109298 1148.86075966826 1101.45198461644 1040.75507405559
