"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X1" 516.854669576045 516.854669576045 493.681959490258 493.681959490258 493.681959490258 493.681959490258 493.681959490258 493.681959490258 493.681959490258 493.681959490258 493.681959490258 538.033287309296 538.033287309296 538.033287309296 538.033287309296 538.033287309296 566.178441587586 538.033287309296 538.033287309296 538.033287309296 538.033287309296 538.033287309296 566.178441587586 538.033287309296 538.033287309296 538.033287309296 566.178441587586 566.178441587586 587.412827810806
"X2" 457.348690118756 457.348690118756 476.735341507855 476.735341507855 476.735341507855 476.735341507855 476.735341507855 476.735341507855 476.735341507855 476.735341507855 476.735341507855 505.161053282637 505.161053282637 505.161053282637 505.161053282637 505.161053282637 522.163512463459 505.161053282637 505.161053282637 505.161053282637 505.161053282637 505.161053282637 522.163512463459 505.161053282637 505.161053282637 505.161053282637 522.163512463459 522.163512463459 512.205148582763
"X3" 405.092930195925 405.092930195925 464.207742001037 464.207742001037 464.207742001037 464.207742001037 464.207742001037 464.207742001037 464.207742001037 464.207742001037 464.207742001037 478.868220038795 478.868220038795 478.868220038795 478.868220038795 478.868220038795 486.142058140898 478.868220038795 478.868220038795 478.868220038795 478.868220038795 478.868220038795 486.142058140898 478.868220038795 478.868220038795 478.868220038795 486.142058140898 486.142058140898 446.443163390455
"X4" 370.324962761402 370.324962761402 461.660430385816 461.660430385816 461.660430385816 461.660430385816 461.660430385816 461.660430385816 461.660430385816 461.660430385816 461.660430385816 467.863765254739 467.863765254739 467.863765254739 467.863765254739 467.863765254739 467.704492027377 467.863765254739 467.863765254739 467.863765254739 467.863765254739 467.863765254739 467.704492027377 467.863765254739 467.863765254739 467.863765254739 467.704492027377 467.704492027377 402.938749027248
"X5" 359.481309998418 359.481309998418 472.150328079871 472.150328079871 472.150328079871 472.150328079871 472.150328079871 472.150328079871 472.150328079871 472.150328079871 472.150328079871 477.407367403486 477.407367403486 477.407367403486 477.407367403486 477.407367403486 472.478868241508 477.407367403486 477.407367403486 477.407367403486 477.407367403486 477.407367403486 472.478868241508 477.407367403486 477.407367403486 477.407367403486 472.478868241508 472.478868241508 389.81394484177
"X6" 375.88701601861 375.88701601861 496.911933124798 496.911933124798 496.911933124798 496.911933124798 496.911933124798 496.911933124798 496.911933124798 496.911933124798 496.911933124798 509.967278762228 509.967278762228 509.967278762228 509.967278762228 509.967278762228 503.065073970233 509.967278762228 509.967278762228 509.967278762228 509.967278762228 509.967278762228 503.065073970233 509.967278762228 509.967278762228 509.967278762228 503.065073970233 503.065073970233 411.315320010942
"X7" 414.408177707416 414.408177707416 532.455023568389 532.455023568389 532.455023568389 532.455023568389 532.455023568389 532.455023568389 532.455023568389 532.455023568389 532.455023568389 560.437304125444 560.437304125444 560.437304125444 560.437304125444 560.437304125444 554.046036976242 560.437304125444 560.437304125444 560.437304125444 560.437304125444 560.437304125444 554.046036976242 560.437304125444 560.437304125444 560.437304125444 554.046036976242 554.046036976242 461.114132626239
"X8" 467.813581514583 467.813581514583 574.116399935353 574.116399935353 574.116399935353 574.116399935353 574.116399935353 574.116399935353 574.116399935353 574.116399935353 574.116399935353 621.831434245797 621.831434245797 621.831434245797 621.831434245797 621.831434245797 618.016257109733 621.831434245797 621.831434245797 621.831434245797 621.831434245797 621.831434245797 618.016257109733 621.831434245797 621.831434245797 621.831434245797 618.016257109733 618.016257109733 530.260139500171
"X9" 528.888819275449 528.888819275449 617.239734954749 617.239734954749 617.239734954749 617.239734954749 617.239734954749 617.239734954749 617.239734954749 617.239734954749 617.239734954749 687.175911425764 687.175911425764 687.175911425764 687.175911425764 687.175911425764 687.584800065396 687.175911425764 687.175911425764 687.175911425764 687.175911425764 687.175911425764 687.584800065396 687.175911425764 687.175911425764 687.175911425764 687.584800065396 687.584800065396 609.824893291356
"X10" 590.428091017104 590.428091017104 657.170283834875 657.170283834875 657.170283834875 657.170283834875 657.170283834875 657.170283834875 657.170283834875 657.170283834875 657.170283834875 749.501305576259 749.501305576259 749.501305576259 749.501305576259 749.501305576259 755.36689322223 749.501305576259 749.501305576259 749.501305576259 749.501305576259 749.501305576259 755.36689322223 749.501305576259 749.501305576259 749.501305576259 755.36689322223 755.36689322223 690.891593373329
