"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 1408.9642650439 1411.44468373719 1344.83080447895 1684.15186926919 1682.54570621873 1788.158444797 1783.43993727172 1551.64581343143 1529.53972130515 1526.36679138971 1684.15186926919 1682.54570621873 1788.158444797 1783.43993727172 1551.64581343143 1521.82308946916 1763.23258050985 1777.33108953441 2002.78460349433 2005.23442509563 2098.27384196133 2095.31020809092 2116.52284043995 2109.55041775656 1884.32205797163 1873.60595137894 1457.4999429072 1763.23258050985 1777.33108953441 2002.78460349433 2005.23442509563 2098.27384196133 2095.31020809092 2116.52284043995 2109.55041775656 1884.32205797163 1873.60595137894 1493.07212494776 2142.2708350165 2275.89465758267 2276.56190168651 2249.6151117474 2250.26892638132 2254.15056067369 2250.34001533012 2153.76556747188 2140.91634106157 1513.56710405522 1495.20558893984 2249.6151117474 2250.26892638132 2254.15056067369 2250.34001533012 2153.76556747188 2140.91634106157 1855.03890630497 1841.62363018489
"X2" 1356.78936374427 1355.26071974879 1355.16703350304 1696.67279359443 1689.71113204245 1793.10470101531 1770.63690103239 1556.12456005307 1489.12374096368 1490.58157564878 1696.67279359443 1689.71113204245 1793.10470101531 1770.63690103239 1556.12456005307 1503.87723275016 1768.57651054519 1789.93088956073 2020.13720958439 2027.14187251663 2121.63445858874 2115.43632138128 2132.33136615352 2111.37069758338 1904.46184837512 1863.06603675451 1472.67798040938 1768.57651054519 1789.93088956073 2020.13720958439 2027.14187251663 2121.63445858874 2115.43632138128 2132.33136615352 2111.37069758338 1904.46184837512 1863.06603675451 1507.90645691216 2137.61209959496 2269.58594177258 2271.76645594848 2255.92945721448 2257.38076471152 2266.62462341903 2257.25168021543 2174.44668519583 2141.11169780446 1547.98394143247 1512.41837256304 2255.92945721448 2257.38076471152 2266.62462341903 2257.25168021543 2174.44668519583 2141.11169780446 1873.82074747362 1839.11343403992
"X3" 1309.5386787877 1304.21363311782 1364.90290944647 1709.45163646822 1697.45030021256 1798.19180564424 1758.88016765131 1560.27934024051 1457.68625860716 1463.56718013747 1709.45163646822 1697.45030021256 1798.19180564424 1758.88016765131 1560.27934024051 1486.89189620079 1772.90647238486 1801.17030801097 2037.80179940005 2049.11705631374 2144.71294647838 2135.46022683088 2147.56304449751 2113.33479844333 1923.67076002724 1853.17395718512 1487.85601791155 1772.90647238486 1801.17030801097 2037.80179940005 2049.11705631374 2144.71294647838 2135.46022683088 2147.56304449751 2113.33479844333 1923.67076002724 1853.17395718512 1521.75939546823 2133.32192693649 2263.83269100415 2267.44518420655 2262.11145700536 2264.31875812752 2278.97514111912 2264.32715704284 2194.32330430677 2141.43991610565 1580.35895381777 1528.52876239164 2262.11145700536 2264.31875812752 2278.97514111912 2264.32715704284 2194.32330430677 2141.43991610565 1891.5651424121 1836.593128156
"X4" 1276.85416342636 1268.33840030629 1374.92610018117 1726.20246362626 1709.93874637034 1807.91886884507 1754.26687084224 1567.52964968368 1446.85254862831 1456.46283202915 1726.20246362626 1709.93874637034 1807.91886884507 1754.26687084224 1567.52964968368 1476.4554932584 1777.66835549683 1811.87490372623 2059.19657766598 2074.15898593999 2170.70309385295 2158.87770793175 2165.84416205935 2120.32393227654 1944.99541859398 1849.72411089142 1503.03405541372 1777.66835549683 1811.87490372623 2059.19657766598 2074.15898593999 2170.70309385295 2158.87770793175 2165.84416205935 2120.32393227654 1944.99541859398 1849.72411089142 1536.57717489532 2132.88314328085 2262.66610547518 2267.48996244084 2271.30278718933 2274.15241136498 2294.5723534163 2275.43759783174 2216.10458418707 2146.32456849183 1610.94042681526 1545.26795284027 2271.30278718933 2274.15241136498 2294.5723534163 2275.43759783174 2216.10458418707 2146.32456849183 1910.37161907812 1838.02193881039
"X5" 1264.42342782075 1253.62625959025 1385.94960093538 1749.49327896399 1730.11293346209 1825.64551516999 1761.46985316047 1580.59202253601 1461.90115150689 1474.17089985748 1749.49327896399 1730.11293346209 1825.64551516999 1761.46985316047 1580.59202253601 1477.01270913926 1783.80868806721 1822.48817920689 2086.67272373207 2104.28383576736 2201.86717282183 2188.19498264672 2189.87865460273 2136.05136305805 1970.73448872922 1857.22090642488 1518.2120929159 1783.80868806721 1822.48817920689 2086.67272373207 2104.28383576736 2201.86717282183 2188.19498264672 2189.87865460273 2136.05136305805 1970.73448872922 1857.22090642488 1553.8935141004 2138.76391504849 2269.00435628428 2274.70818042576 2285.82798076043 2289.14808004952 2315.90213251498 2293.47247346002 2241.83320633338 2159.20864239094 1639.86191461854 1563.99560744422 2285.82798076043 2289.14808004952 2315.90213251498 2293.47247346002 2241.83320633338 2159.20864239094 1931.84202661846 1846.53809058606
"X6" 1275.14613037499 1263.17668936803 1398.46374448401 1780.77064872873 1759.66878754874 1853.47335393363 1783.50090867568 1601.28400961918 1504.38369325972 1517.99457620022 1780.77064872873 1759.66878754874 1853.47335393363 1783.50090867568 1601.28400961918 1491.55234906077 1791.82041905048 1833.15425052671 2121.48819202461 2140.52160974804 2239.47021124934 2224.84310244404 2221.33021607652 2162.87133642871 2002.33834605974 1878.62075152087 1533.39013041807 1791.82041905048 1833.15425052671 2121.48819202461 2140.52160974804 2239.47021124934 2224.84310244404 2221.33021607652 2162.87133642871 2002.33834605974 1878.62075152087 1574.72091062428 2152.39602941731 2284.58335383653 2290.76066217272 2307.09757824182 2310.67639802107 2344.46247784385 2320.2065352325 2272.74879090776 2182.30695157475 1667.1686981382 1585.60441846466 2307.09757824182 2310.67639802107 2344.46247784385 2320.2065352325 2272.74879090776 2182.30695157475 1956.96110880463 1864.20085115018
"X7" 1304.85857182745 1292.71236477153 1412.27698722981 1818.24045061478 1796.69349802507 1889.75296606516 1818.35066723006 1628.65323736582 1567.29709074547 1581.0677822495 1818.24045061478 1796.69349802507 1889.75296606516 1818.35066723006 1628.65323736582 1518.57879033397 1800.91959380748 1843.21838396103 2161.68787649639 2181.01921500317 2281.8142495532 2267.04690120579 2258.741505979 2199.03029077438 2038.71414297046 1912.17323986812 1548.56816792024 1800.91959380748 1843.21838396103 2161.68787649639 2181.01921500317 2281.8142495532 2267.04690120579 2258.741505979 2199.03029077438 2038.71414297046 1912.17323986812 1598.47163871627 2172.17842981575 2307.64146115808 2313.9202983843 2333.78251501886 2337.42501533769 2378.7901946067 2354.06037781312 2307.63805556802 2214.05529429864 1692.67866935636 1609.55544600441 2333.78251501886 2337.42501533769 2378.7901946067 2354.06037781312 2307.63805556802 2214.05529429864 1984.81801709898 1889.71692304868
"X8" 1347.64639092556 1336.12776516 1427.02850177373 1859.30342128086 1838.37817250267 1931.90423668322 1862.76522131488 1661.06055944555 1641.51469774332 1654.49626446581 1859.30342128086 1838.37817250267 1931.90423668322 1862.76522131488 1661.06055944555 1555.48590288412 1810.00395228432 1851.82561896416 2204.51765594391 2223.20608646981 2326.46435532438 2312.2341186904 2299.87986929122 2241.75551016262 2078.13723451781 1954.96149864503 1563.74620542242 1810.00395228432 1851.82561896416 2204.51765594391 2223.20608646981 2326.46435532438 2312.2341186904 2299.87986929122 2241.75551016262 2078.13723451781 1954.96149864503 1624.16045875408 2195.75688761127 2335.54879951525 2341.61882822153 2363.8732938844 2367.41514002245 2416.68652433588 2392.6219341446 2344.67775223472 2251.95194524187 1716.15142783484 1634.95389252029 2363.8732938844 2367.41514002245 2416.68652433588 2392.6219341446 2344.67775223472 2251.95194524187 2014.03028288621 1920.96148424955
"X9" 1397.61019998175 1387.33326700663 1442.35869783686 1901.36468561014 1881.91953477504 1977.35410551739 1913.50198813127 1696.8729012368 1717.92214570358 1729.39697126827 1901.36468561014 1881.91953477504 1977.35410551739 1913.50198813127 1696.8729012368 1599.6792247982 1817.97149561293 1858.11958400438 2247.22664024686 2264.51380236786 2370.98846450067 2357.83614660865 2342.51721749394 2288.28212976523 2118.88674417744 2004.07958202856 1578.9242429246 1817.97149561293 1858.11958400438 2247.22664024686 2264.51380236786 2370.98846450067 2357.83614660865 2342.51721749394 2288.28212976523 2118.88674417744 2004.07958202856 1650.80460667136 2220.78177999694 2365.68131052755 2371.29345245648 2395.3645581086 2398.67193048695 2455.95703642904 2433.48478271938 2382.04733681635 2293.50251424008 1737.34445147957 1660.90686805071 2395.3645581086 2398.67193048695 2455.95703642904 2433.48478271938 2382.04733681635 2293.50251424008 2043.21722805493 1955.81656220658
"X10" 1448.85889963237 1440.24824256805 1457.90882401844 1941.83083022948 1924.51676099957 2023.53366800906 1967.32604943392 1734.4614251719 1787.40699263738 1796.88796439691 1941.83083022948 1924.51676099957 2023.53366800906 1967.32604943392 1734.4614251719 1648.57303458617 1823.71925411234 1861.24154376327 2287.064065045 2302.3731863203 2412.95464109266 2401.28513309115 2384.42752331718 2335.85002039609 2159.24363403167 2056.62919422773 1594.10228042678 1823.71925411234 1861.24154376327 2287.064065045 2302.3731863203 2412.95464109266 2401.28513309115 2384.42752331718 2335.85002039609 2159.24363403167 2056.62919422773 1677.42269687942 2244.90543917736 2395.41779443569 2400.38394138059 2426.25283286906 2429.22227165402 2494.40915604385 2474.24543447091 2417.92692392885 2336.21713509803 1756.01284183941 1686.52239529665 2426.25283286906 2429.22227165402 2494.40915604385 2474.24543447091 2417.92692392885 2336.21713509803 2070.9984180135 1992.16864860867
