"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57"
"X1" 2928.57074997983 2673.17980428429 2805.00204403088 3106.05045517046 2637.52621411873 2348.04570485933 2362.60755402254 2573.4057275042 3249.22885944007 2770.53039764932 2518.8635099046 2496.55221204543 2317.62646365283 2233.41741507999 2416.91181260221 2931.59579162594 3348.41625213301 2901.85884762039 2647.75504687407 2495.73266131119 2416.85916147773 2380.93461579765 2339.62230140015 2353.72937632748 2368.21505895 2578.73258688981 2938.62895048395 2776.8633926494 2545.91335634163 2405.6519069042 2327.24609947716 2338.49788398277 2308.61811378095 2302.92807955807 2327.39543925308 2383.99095272147 2448.18994630044 3500.85791900153 2697.48243257218 2556.85539203135 2355.31421043128 2256.38392805345 2210.06985391496 2211.47019279823 2236.1083537873 2279.11109616846 2366.39958977318 2990.15313611206 4006.50737689101 2583.23939950585 2487.39515129375 2430.86136034089 2412.92959817168 2462.54642646391 2547.45923641316 2711.22583226158 3420.38700787826
"X2" 2770.20238745523 2511.69726837887 2663.1953933715 2898.81656959688 2483.47825856653 2197.73762579633 2054.03338301118 2212.80452571218 2982.12557621181 2586.25228609988 2361.9004004748 2214.80744258173 2144.80015296167 2068.99283002705 2084.14619234251 2622.77725519901 3048.18362170816 2724.91135152551 2476.09136516041 2322.5273375522 2259.41132274598 2222.04607160793 2186.32501539932 2165.81733662678 2179.96632270389 2379.64233707548 2766.30315230401 2578.76425387253 2363.27214103566 2277.79716722581 2236.91670046664 2213.91364575845 2182.86573213215 2175.766535747 2187.80984855874 2220.97445094404 2291.67951631473 3243.15641878971 2441.76649088095 2341.48181693246 2221.50125252234 2149.78940131438 2116.58600726157 2121.18291001331 2146.76136337257 2171.12586368741 2225.5269948666 2740.85792914045 3718.0098060724 2395.1975101273 2307.52778997152 2263.45579876058 2251.6721194966 2297.36191431007 2341.43509848888 2450.77724174319 3108.96213009011
"X3" 2613.84691441967 2359.71978735428 2531.76176205485 2694.7493619411 2334.92597728489 2059.60719792629 1879.28775585993 2062.44422474485 2720.5151294067 2407.08613989985 2214.04951349875 2036.4479201159 1989.75884702407 1923.1943576756 1911.76424557225 2457.53752596852 2756.29035437171 2553.05135676963 2315.48033783465 2165.08070934016 2118.19126826451 2081.69285303892 2051.63601887999 1998.0909145099 2012.26567244542 2241.76063348924 2598.60136263079 2390.81537068102 2196.00931345476 2164.34237921977 2158.39486470133 2102.19911907444 2071.97004378162 2065.94591574307 2063.07574577022 2073.60423840536 2154.80506106594 2996.34404017895 2205.06534211627 2142.9741872355 2099.99286320719 2054.12894505493 2036.19466147695 2044.53930269897 2071.57318677752 2077.14252331397 2101.27004856794 2509.99808971814 3436.04967255467 2217.78261619935 2138.09950666569 2106.70996523136 2103.43647331669 2146.19666346686 2152.14428293769 2215.13225802862 2813.36120904617
"X4" 2466.55611903853 2229.67854429334 2420.18774057829 2503.7585431728 2203.27346724522 1948.96470843911 1805.9500105308 2049.31991935514 2478.71375948605 2244.89010568111 2088.50543285217 1941.34815818173 1869.84588425741 1813.18884920767 1856.08938874563 2391.73822472875 2490.49340277241 2397.47742093251 2181.21642642015 2040.10961992327 2006.82079948225 1974.72695395217 1950.58570629947 1869.47603968741 1882.34651288502 2158.47453048145 2444.90459530425 2227.77628326509 2060.63617652384 2078.98587126337 2102.14397518168 2016.72005319273 1988.47447948596 1985.48129438437 1967.36315490503 1956.40774384191 2048.29742585276 2777.01277253834 2010.26049900939 1981.09588030443 2004.11975502217 1980.55833326558 1979.75616672704 1991.95754393861 2020.71102144298 2007.96868037913 2005.54666229698 2315.95060560795 3175.41114675498 2066.12426737986 1993.68680167621 1974.45306461683 1982.52160604857 2023.71247713158 1996.78568344006 2024.31339740594 2554.11643727262
"X5" 2334.71539211542 2129.79741977996 2334.36501577939 2334.87763967935 2097.2605367966 1875.57921208574 1798.34754376963 2102.01416273344 2269.39231139471 2109.54648198048 1994.66632349624 1906.44185029063 1795.71343963311 1748.96445978907 1870.93865673785 2380.88559559011 2265.81287556115 2267.70413721665 2084.26838923048 1959.10800601806 1934.1002003824 1909.79004072654 1891.73349364001 1791.15175412644 1800.22314623535 2118.4948208255 2313.21333180819 2100.4608586288 1967.97533861895 2030.15108600647 2074.4320249785 1966.10600241398 1939.81815170416 1941.0427864263 1909.43379593019 1878.64495234304 1977.74662368443 2598.07146062699 1873.4916725 1869.33093208831 1942.27565588044 1935.79389038012 1952.72032390621 1968.78686200273 1999.518604134 1969.76551433544 1944.96196953462 2171.53273007938 2948.93328477024 1951.76884600625 1885.12334481477 1876.78618382684 1898.59991070816 1939.80984524412 1887.07002500799 1891.33176325899 2347.10328955314
"X6" 2223.48035030754 2065.09927894647 2277.63868856493 2195.3414379465 2023.02007530429 1845.13833089958 1825.506029243 2162.13195591817 2102.37584620855 2008.40592747515 1938.70720167701 1911.1738323122 1773.22282091627 1735.66315249038 1916.91949850351 2387.97943312846 2093.46013777468 2170.89900909485 2031.7512828455 1929.09748548196 1905.18279547731 1891.35277742626 1879.36952086906 1768.99602590901 1771.06703619159 2110.62870484669 2209.52634348436 2016.06463072435 1924.41626152244 2022.44308108212 2078.63586507404 1955.4147181804 1930.00850285269 1935.88925848345 1894.22469876906 1845.72049550524 1945.67662377817 2468.37327298828 1804.77636396757 1815.87586232085 1919.28693459249 1923.56966423257 1957.46456631281 1977.42890964362 2010.45300972953 1965.73257559601 1922.80637652483 2084.68395240856 2766.25920539214 1882.58431336032 1819.69843804379 1820.43374624476 1857.69344115086 1900.57952208758 1830.20211095818 1823.64134685682 2203.04768311522
"X7" 2134.04642162085 2032.24018844477 2246.8886734898 2086.48581548803 1979.25308127045 1852.79643648619 1875.98965458873 2217.18214392175 1978.3281975511 1941.08875482165 1918.01457931146 1946.34763452208 1795.99577132512 1766.39498684542 1981.14287097617 2403.36271202379 1972.80018250451 2106.93776099473 2020.06090092775 1944.78353887366 1915.66551920992 1913.54966923756 1907.30219457082 1795.63789278488 1788.06050273789 2127.69333462835 2133.56556477897 1971.63262294813 1924.59640317185 2050.65315990406 2110.88188145754 1980.37295230172 1954.55908651796 1965.04997547088 1916.97079852309 1853.10104907969 1947.49133759095 2384.73497278425 1796.91765605144 1814.466770501 1930.84713611446 1940.26205473707 1989.50065386188 2013.58384107756 2049.2776068505 1991.94917263738 1934.48921312199 2049.7863688621 2626.77216102216 1855.73883916335 1794.64991762611 1802.68342559096 1856.12158206966 1901.91277982879 1821.1886720328 1813.80092624543 2117.34176671582
"X8" 2066.63851942694 2025.81125123139 2237.40053471135 2008.19922446376 1962.82873254833 1891.10600081199 1943.24910794373 2266.14324740137 1895.66070141058 1905.31209496369 1927.80749450619 2005.59797762839 1854.63131274889 1831.29797601649 2057.3484026662 2424.22441650013 1900.28138105915 2073.90181845652 2042.94746033215 1997.83052308467 1958.78904354013 1967.96462291948 1966.75222822172 1860.43408109812 1841.4265912546 2163.53026296298 2083.50790555414 1961.70618378071 1960.25172469234 2107.14863625672 2165.50665743251 2034.40389564809 2006.88831256967 2021.52463315573 1970.51292313857 1893.80250026817 1976.84346186437 2341.00365107167 1838.46608478479 1855.2681296292 1970.39507193258 1980.43158515244 2042.64590763344 2071.29880683044 2110.10495600001 2042.73940647873 1973.47774334309 2057.87692240115 2527.32822629235 1865.76145694523 1804.73693000705 1818.49643315284 1887.8113680656 1937.18535831075 1852.02758085012 1850.69455385788 2081.5943513317
"X9" 2021.50733446185 2040.43417661409 2244.48478597148 1960.40578169548 1970.64787662569 1952.65454552221 2020.73394056853 2307.98861834199 1852.83288352848 1898.82969474725 1963.33990722053 2082.54385500168 1939.76950219581 1920.5491860202 2139.27671966946 2447.76735775399 1872.40805225347 2069.90853400755 2094.20088320513 2079.94561948852 2027.83159251844 2046.21855962896 2048.97612139564 1952.78496178852 1921.43023794617 2212.00577347157 2057.56043859574 1980.86665305886 2023.15926050097 2184.32918073663 2236.87206549922 2110.96360473131 2080.44639297968 2098.34376345898 2047.72725184008 1960.87923672787 2027.41843787166 2331.07295611603 1918.02963976923 1928.49329248012 2031.40150405997 2038.66519327991 2110.74147506281 2144.64549471167 2187.07253034168 2112.45538474681 2033.27096675076 2100.04314598666 2464.83033600475 1907.2235936555 1844.75908301837 1862.87272635592 1946.72855178636 1999.81260061914 1914.76347135991 1923.26158236879 2087.47296462434
"X10" 1998.92962460512 2070.75515823189 2263.47153631255 1943.0651861716 1999.63951315307 2030.05620156616 2101.88379115303 2341.68344991963 1848.35071186973 1919.42936719431 2019.89529209822 2170.77996044538 2042.08074938715 2024.35352397305 2220.66084467675 2471.20384532721 1885.73648852225 2093.10904696096 2167.64372266266 2182.86936807736 2116.10124690178 2139.95983256806 2145.2561609913 2062.12245250932 2018.36714589614 2267.00348408311 2053.95835979137 2023.72919274799 2105.12774178494 2274.61814521167 2319.35882124247 2203.53352759865 2168.70785046325 2188.56074298508 2141.51717890983 2047.41620842492 2092.92719840694 2348.87614444382 2024.26078844076 2024.3933409824 2107.36169701764 2109.57004874866 2187.64529133126 2227.71334729093 2274.3360001198 2195.47075226333 2107.39217356171 2167.41299220731 2436.22476989781 1974.73288036097 1909.55051736194 1930.8453051193 2026.87071885315 2083.24193874518 2001.47866199813 2020.48402430644 2126.69435875414
