"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X1" 1097.99436345241 1509.14430756086 1088.13112822629 1722.96465279523 1942.99600743117 1738.91992392426 979.3393084507 1751.50070322905 2010.4961448642 1898.13795100495 1806.73479004027 1480.90294534936 2097.72750420738 1980.37801134211 1805.66594616028 1725.07410706077 1548.33778867441 1465.81394901705 2027.75500173004 1803.86426922437 1693.8849124128 1554.56069102169 1153.80955949046 1686.18408630331 1630.09026519381 1490.78658316075 1162.65807212463 1140.22232869514 1262.64921435823
"X2" 1015.68708750787 1429.34468049103 941.006625306545 1659.89212290317 1845.2200320593 1639.56757382096 960.120816854559 1662.51253641976 1968.94963330208 1872.77755196459 1748.25856119602 1502.1577927945 2025.83103746176 1943.4551546987 1779.74837121025 1697.14325922121 1512.29418660517 1547.1084393095 1987.89313080611 1788.74780525406 1675.40174761025 1550.70180935509 1636.01654273283 1687.84816569445 1617.44363989266 1493.63960028741 1486.78111441457 1412.46617215656 1200.3404951191
"X3" 942.060238823158 1355.40671755152 887.989037752872 1601.85155535297 1753.0830549619 1545.93316627734 943.860187749627 1583.13430324364 1929.01040833958 1848.34247488949 1693.63510492984 1522.34301543682 1958.72188952861 1907.53495807397 1755.71879474392 1671.83557706148 1479.12794044957 1623.89813624119 1950.48955832407 1774.4636330007 1659.14492296716 1548.10955079341 1692.82889101312 1690.29410577389 1605.84108284954 1497.04517981824 1514.30768284124 1448.98391593264 1144.32349935579
"X4" 887.257730220568 1296.7108003802 895.109067059791 1556.20783476078 1678.54933947526 1469.80176845486 932.993321696503 1521.5880967652 1896.45460446773 1830.32213349802 1652.05602943962 1537.15973727461 1905.69850263126 1878.48286148167 1740.48891150864 1656.21646880464 1456.9638057047 1689.56796336275 1921.93311208721 1765.95689265262 1651.59154693271 1552.51228446514 1516.75359496256 1696.79749722624 1600.11269736518 1505.38283507112 1384.62087821899 1356.99627926881 1102.53145308834
"X5" 858.426106978931 1259.80194237111 930.377850503231 1527.4756626217 1629.84328710314 1420.16136612312 929.137590409506 1482.70228482933 1874.83365092445 1822.42613638241 1630.02278623874 1543.73243402663 1872.36146081033 1860.39389070897 1738.66526962198 1654.88625766822 1451.75998252899 1738.55825336023 1906.17341224729 1766.59854326265 1657.14056897432 1567.64510112282 1283.79571685898 1709.29870614457 1603.43546204278 1521.33207957175 1223.93155283138 1234.58999881417 1080.48455868012
"X6" 859.658150446997 1248.56277635609 967.805134988506 1517.94613530154 1611.86304989267 1402.79051051797 933.114726669962 1468.718162603 1866.03225639083 1826.78791693755 1631.4304891427 1540.30418713507 1861.57624946195 1855.73698417591 1752.8158248405 1670.35250223831 1467.1463232309 1766.93900619982 1905.23943970939 1778.29586517402 1678.22719312542 1595.4911085467 1131.80176509327 1728.7118316554 1617.56326544131 1546.22613248039 1130.36248352983 1158.48303589417 1081.45760614275
"X7" 886.084710629431 1259.2921049454 1001.45140602721 1523.98818663132 1620.22624695126 1413.7946635648 943.433702069684 1475.02352478612 1867.59517861238 1841.15068376406 1652.68182085739 1528.07537636798 1869.1109616406 1862.40002878602 1779.82236361426 1699.36958012061 1499.84665768345 1775.99987795113 1916.03261025958 1798.80158835132 1711.67147649427 1633.15008259876 1073.68480399883 1753.23639790621 1640.32178994986 1577.79861678698 1110.89108330517 1135.45912480272 1102.34340055098
"X8" 930.616480651539 1286.41043436138 1030.37920585959 1540.50225253566 1648.25140412756 1446.88414629933 958.030301601416 1495.30904980791 1875.99012693376 1862.16745254675 1688.32189066202 1508.97850014845 1888.97374438828 1877.13459826329 1815.15457461512 1737.26353132665 1544.87160436427 1768.3188787236 1934.18167322191 1824.83644119357 1752.89888688423 1676.50784166012 1091.02853289685 1780.39687329804 1668.56077560654 1612.88740056247 1149.62429342102 1154.72507314018 1138.45531178133
"X9" 986.184867134684 1324.35673905048 1053.63785087349 1562.40029544717 1689.27900293037 1495.79427401793 974.845151589094 1523.28152872356 1887.69224272208 1886.49803538903 1732.91155076723 1484.93823680069 1915.18661921321 1896.70123556147 1854.29067490505 1779.36948883096 1597.2449555017 1746.45448094892 1955.32380100062 1853.12705835635 1797.34306418624 1721.45571207544 1165.26134110519 1807.72033522296 1699.13528434299 1648.33308087687 1230.53484579361 1205.34711840851 1185.12384903744
"X10" 1045.73394388643 1367.58214151723 1070.261430386 1584.60002181591 1736.66392431512 1554.27824366558 991.82137017851 1552.65669070154 1899.18011065572 1910.80525892233 1781.02122463489 1457.87361898692 1941.77870400558 1917.86579118368 1892.71228469803 1821.0263856939 1651.99803067953 1712.94853394365 1975.09965045572 1880.40227758553 1840.4406426739 1763.88587211335 1277.63646373117 1832.73367035042 1728.9021350563 1680.97540219986 1337.44359712712 1276.23859134457 1237.69134255887
