"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29"
"X1" 1401.29467376059 1982.11504601905 2026.5561826228 2008.80251186511 2209.43916417283 2232.79916559424 1388.6050740399 2026.5561826228 2008.80251186511 2209.43916417283 2232.79916559424 1657.62894913805 2264.83227614418 2290.16767273217 2009.66319633481 2011.14925993122 1905.77739592216 1657.62894913805 2264.83227614418 2290.16767273217 2009.66319633481 2011.14925993122 1905.77739592216 2033.02746168137 1958.2322240351 1958.2322240351 1758.05776659028 1758.05776659028 1809.02512995736
"X2" 1436.4730716481 1879.18487204695 1951.91504279491 1960.92244620395 2141.84918874248 2115.2844302085 1463.14331487043 1951.91504279491 1960.92244620395 2141.84918874248 2115.2844302085 1736.03494621452 2206.89387408535 2191.42729413387 1990.96559960225 1990.13409997505 1897.03474596852 1736.03494621452 2206.89387408535 2191.42729413387 1990.96559960225 1990.13409997505 1897.03474596852 2000.90216941339 1866.46981884213 1866.46981884213 1850.52780855511 1850.52780855511 1762.59296846338
"X3" 1471.07502526147 1782.18094121961 1881.43105620197 1915.89093174622 2078.55970842164 2004.73985573938 1535.87536023283 1881.43105620197 1915.89093174622 2078.55970842164 2004.73985573938 1812.07057834695 2151.72088682355 2097.4477145552 1973.96361063462 1970.93578717382 1889.40745878088 1812.07057834695 2151.72088682355 2097.4477145552 1973.96361063462 1970.93578717382 1889.40745878088 1970.09994770897 1782.75341316231 1782.75341316231 1799.9690567566 1799.9690567566 1721.80539144197
"X4" 1503.29327433796 1701.30373710344 1822.32812352966 1878.22994728463 2027.85113892999 1914.22852292698 1600.65716822485 1822.32812352966 1878.22994728463 2027.85113892999 1914.22852292698 1879.80137749344 2106.35221472373 2019.09269513457 1963.72774022367 1958.85116253479 1885.59968544613 1879.80137749344 2106.35221472373 2019.09269513457 1963.72774022367 1958.85116253479 1885.59968544613 1944.45409201056 1719.10150984494 1719.10150984494 1679.40960986269 1679.40960986269 1692.35362708416
"X5" 1531.23116648802 1643.75642364041 1779.49306949141 1850.73047387388 1995.6906060378 1853.49135983311 1652.14247053786 1779.49306949141 1850.73047387388 1995.6906060378 1853.49135983311 1934.02500678289 2075.69165353457 1964.36109696496 1963.80266857013 1957.60075723096 1887.53658278597 1934.02500678289 2075.69165353457 1964.36109696496 1963.80266857013 1957.60075723096 1887.53658278597 1926.6781908335 1683.84580814552 1683.84580814552 1555.28763121526 1555.28763121526 1677.68959497538
"X6" 1553.25300698972 1613.97687376419 1755.74942749079 1834.83148641809 1985.73084777796 1828.69486588701 1686.39480056219 1755.74942749079 1834.83148641809 1985.73084777796 1828.69486588701 1970.91800222434 2062.66878119825 1938.28583851932 1976.25288957068 1969.36523747028 1896.35114731861 1970.91800222434 2062.66878119825 1938.28583851932 1976.25288957068 1969.36523747028 1896.35114731861 1918.45517295169 1681.88863910003 1681.88863910003 1479.11601479374 1479.11601479374 1679.59929161702
"X7" 1568.75850247901 1608.59335817958 1748.1681798227 1828.37178009557 1994.90503382688 1835.4129195592 1704.0688103326 1748.1681798227 1828.37178009557 1994.90503382688 1835.4129195592 1991.19663351345 2064.62884248716 1937.21268168406 1998.88233951248 1991.88371060369 1910.86174646097 1991.19663351345 2064.62884248716 1937.21268168406 1998.88233951248 1991.88371060369 1910.86174646097 1918.56479633161 1708.39032087815 1708.39032087815 1453.66030334361 1453.66030334361 1695.52421393337
"X8" 1577.40020896144 1622.30156116867 1752.39519580062 1828.29756264397 2018.48184183095 1866.59701465728 1706.95273308597 1752.39519580062 1828.29756264397 2018.48184183095 1866.59701465728 1996.6977251858 2077.53308035075 1955.33609623313 2028.43760149864 2021.79316013081 1929.3121998306 1996.6977251858 2077.53308035075 1955.33609623313 2028.43760149864 2021.79316013081 1929.3121998306 1925.06769151416 1756.09838759985 1756.09838759985 1469.42456023941 1469.42456023941 1721.83065610688
"X9" 1578.82253246551 1649.8186901929 1764.089768893 1831.56226868017 2051.74614589037 1915.22647923335 1696.81773471738 1764.089768893 1831.56226868017 2051.74614589037 1915.22647923335 1989.24082703314 2097.35516758428 1986.87251657162 2061.67270131825 2055.73854846848 1949.95021425058 1989.24082703314 2097.35516758428 1986.87251657162 2061.67270131825 2055.73854846848 1949.95021425058 1936.03158447709 1817.78407146878 1817.78407146878 1516.80030312959 1516.80030312959 1754.89622234789
"X10" 1572.66132504304 1685.87747245575 1778.91968898354 1835.12310114412 2089.99366274306 1974.30050264348 1675.41991908196 1778.91968898354 1835.12310114412 2089.99366274306 1974.30050264348 1970.63027713666 2120.07664511649 2026.05378413896 2095.34542747689 2090.36901312215 1971.02539120355 1970.63027713666 2120.07664511649 2026.05378413896 2095.34542747689 2090.36901312215 1971.02539120355 1949.5291068512 1886.23408124581 1886.23408124581 1586.05516577094 1586.05516577094 1791.10569259667
