"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63"
"X1" 1784.57259552643 1784.57259552643 2612.74772511007 2686.31244995476 2622.89380524048 2622.89380524048 2360.66427139187 2360.66427139187 3321.88017925965 3321.88017925965 3143.52117712435 3143.52117712435 2400.72489195016 2514.49707037865 2594.43835296795 2594.43835296795 2283.94199645641 2283.94199645641 1916.18452609864 3321.88017925965 3321.88017925965 3143.52117712435 3143.52117712435 2833.12969341474 2833.12969341474 2809.90148087823 2809.90148087823 3035.28587454846 3035.28587454846 2736.67250559024 2736.67250559024 2438.33551508499 2466.08772382857 2466.08772382857 2241.24240520364 2241.24240520364 2869.86416778661 2869.86416778661 2805.19852851395 2805.19852851395 3026.81111943995 3026.81111943995 2698.9812276037 2698.9812276037 2690.2577185446 2690.2577185446 3107.27563067372 3107.27563067372 3117.82811523086 3117.82811523086 2567.43211408395 2709.84522529412 3105.61522036308 3105.61522036308 3118.94169129864 3118.94169129864 3001.28627250057 3001.28627250057 2311.58852426792 3000.57905988264 3000.57905988264 2365.83381851106 2327.96701817762
"X2" 1825.89967169542 1825.89967169542 2510.97243367327 2581.59007166113 2510.65153943472 2510.65153943472 2190.6506661373 2190.6506661373 3380.40481032615 3380.40481032615 3217.03827244931 3217.03827244931 2359.7616471027 2465.99591438141 2533.61829600467 2533.61829600467 2230.71575324515 2230.71575324515 1867.41371145056 3380.40481032615 3380.40481032615 3217.03827244931 3217.03827244931 2826.57886866839 2826.57886866839 2752.61903367452 2752.61903367452 2955.96840169819 2955.96840169819 2640.92488803999 2640.92488803999 2281.27730026403 2465.65826879438 2465.65826879438 2263.14845195875 2263.14845195875 2790.49118921542 2790.49118921542 2758.49121634176 2758.49121634176 2985.30104260917 2985.30104260917 2677.76316994255 2677.76316994255 2668.87938410283 2668.87938410283 3029.60446119119 3029.60446119119 3081.23127854975 3081.23127854975 2595.96759260965 2627.5665465381 3037.29377570324 3037.29377570324 3046.69926348859 3046.69926348859 2964.47227567948 2964.47227567948 2347.15941074971 2935.91965537262 2935.91965537262 2251.77256385849 2345.29112458816
"X3" 1867.68080992457 1867.68080992457 2417.95078733688 2492.52263199096 2407.64190784411 2407.64190784411 2032.80512178928 2032.80512178928 3439.86221842335 3439.86221842335 3293.49020159801 3293.49020159801 2402.41309327545 2424.95459060765 2479.8978864137 2479.8978864137 2182.40163657451 2182.40163657451 1826.57724184531 3439.86221842335 3439.86221842335 3293.49020159801 3293.49020159801 2824.16220377419 2824.16220377419 2697.80406088483 2697.80406088483 2880.20772809198 2880.20772809198 2555.43229595858 2555.43229595858 2140.71503595707 2461.93603046563 2461.93603046563 2280.42814931995 2280.42814931995 2719.09800887976 2719.09800887976 2713.68040045553 2713.68040045553 2945.80295273719 2945.80295273719 2662.76923955311 2662.76923955311 2646.35124585626 2646.35124585626 2951.43881518355 2951.43881518355 3046.60225285312 3046.60225285312 2628.3108224049 2547.38541043743 2967.97456406601 2967.97456406601 2978.29587629675 2978.29587629675 2926.44578083076 2926.44578083076 2383.38016278729 2871.48910420668 2871.48910420668 2146.27924177895 2361.99949588978
"X4" 1907.92194716086 1907.92194716086 2346.57866782658 2436.31319002504 2329.4828484554 2329.4828484554 1906.81765870951 1906.81765870951 3502.17527133284 3502.17527133284 3376.97816522405 3376.97816522405 2497.87980048024 2400.98817625502 2444.36382639045 2444.36382639045 2147.24683880732 2147.24683880732 1802.24616105346 3502.17527133284 3502.17527133284 3376.97816522405 3376.97816522405 2833.70245951854 2833.70245951854 2653.79341704134 2653.79341704134 2819.18435516132 2819.18435516132 2497.86355102033 2497.86355102033 2038.7944844872 2454.52813407534 2454.52813407534 2292.150605394 2292.150605394 2670.17717164375 2670.17717164375 2678.1179195144 2678.1179195144 2916.31314997762 2916.31314997762 2664.68045165516 2664.68045165516 2626.22833885008 2626.22833885008 2879.98104465081 2879.98104465081 3021.6092127328 3021.6092127328 2669.86831273132 2478.44665425911 2903.99353299086 2903.99353299086 2924.60457048736 2924.60457048736 2891.43033932497 2891.43033932497 2422.69788170995 2814.01512850655 2814.01512850655 2065.47709291583 2379.39569976401
"X5" 1944.07683639071 1944.07683639071 2306.22021371072 2424.08881076823 2286.7183036183 2286.7183036183 1826.77933755131 1826.77933755131 3567.86262145122 3567.86262145122 3469.30664218598 3469.30664218598 2614.87094189084 2399.72964492314 2433.80636225277 2433.80636225277 2130.77903359808 2130.77903359808 1799.34973192696 3567.86262145122 3567.86262145122 3469.30664218598 3469.30664218598 2860.6948433576 2860.6948433576 2626.73992648751 2626.73992648751 2781.11924951083 2781.11924951083 2480.81847882514 2480.81847882514 1990.34713802375 2443.53215211665 2443.53215211665 2297.61717991268 2297.61717991268 2654.41753769907 2654.41753769907 2657.18345215515 2657.18345215515 2902.3693300815 2902.3693300815 2690.61445631655 2690.61445631655 2611.33740014952 2611.33740014952 2821.47925456258 2821.47925456258 3012.0352053051 3012.0352053051 2723.69776364888 2427.99711040874 2850.90261690479 2850.90261690479 2893.93185807848 2893.93185807848 2863.06198581373 2863.06198581373 2465.88315009942 2769.16600312298 2769.16600312298 2021.00755040039 2398.35573930004
"X6" 1973.93847587773 1973.93847587773 2302.6053648062 2461.80077809947 2285.42917519138 2285.42917519138 1801.38257256491 1801.38257256491 3636.54180139845 3636.54180139845 3570.6730398598 3570.6730398598 2727.22786554131 2423.82091672042 2451.69395690099 2451.69395690099 2136.21058333477 2136.21058333477 1820.21933895841 3636.54180139845 3636.54180139845 3570.6730398598 3570.6730398598 2908.29837315709 2908.29837315709 2620.58754546842 2620.58754546842 2771.2604762418 2771.2604762418 2511.89266806371 2511.89266806371 2003.80826500143 2429.38879771999 2429.38879771999 2296.56656865657 2296.56656865657 2678.429773966 2678.429773966 2654.30561820851 2654.30561820851 2907.3233393879 2907.3233393879 2744.51760382645 2744.51760382645 2603.66235941432 2603.66235941432 2780.61784961378 2780.61784961378 3021.65390275512 3021.65390275512 2791.10413574987 2400.98691074286 2812.91677058341 2812.91677058341 2891.75374635518 2891.75374635518 2844.08664812962 2844.08664812962 2512.89660144034 2741.07598298113 2741.07598298113 2020.15200528283 2419.44542243072
"X7" 1997.04505587985 1997.04505587985 2330.80709778755 2541.09732986635 2319.26763062732 2319.26763062732 1823.83224593332 1823.83224593332 3705.61186997709 3705.61186997709 3677.15600651044 3677.15600651044 2827.76378496831 2468.05375834196 2492.68658095008 2492.68658095008 2160.38935202221 2160.38935202221 1860.5345827968 3705.61186997709 3705.61186997709 3677.15600651044 3677.15600651044 2972.85900822925 2972.85900822925 2632.8704704906 2632.8704704906 2786.24451300456 2786.24451300456 2584.19684733732 2584.19684733732 2069.81469290618 2413.44952664973 2413.44952664973 2290.2338540539 2290.2338540539 2736.73179533939 2736.73179533939 2667.29065911583 2667.29065911583 2928.44177966392 2928.44177966392 2821.45054610752 2821.45054610752 2602.67235351394 2602.67235351394 2757.07837224963 2757.07837224963 3048.32147252804 3048.32147252804 2868.79821077991 2395.38983376907 2789.95495057365 2789.95495057365 2915.12943842283 2915.12943842283 2834.45143382978 2834.45143382978 2562.10846748459 2729.06434005647 2729.06434005647 2057.66301726898 2442.44829348362
"X8" 2013.36520910728 2013.36520910728 2383.26038304041 2650.08433430741 2378.80728924884 2378.80728924884 1883.50087655118 1883.50087655118 3771.91680377653 3771.91680377653 3783.80760892048 3783.80760892048 2914.03063511732 2525.27314775491 2549.26054910483 2549.26054910483 2198.58756495012 2198.58756495012 1914.32778594272 3771.91680377653 3771.91680377653 3783.80760892048 3783.80760892048 3049.03299799265 3049.03299799265 2659.53586169808 2659.53586169808 2820.57572457908 2820.57572457908 2687.25423245016 2687.25423245016 2174.59636362009 2397.29251369795 2397.29251369795 2280.22425066789 2280.22425066789 2820.84640078523 2820.84640078523 2692.55247088646 2692.55247088646 2961.48331486326 2961.48331486326 2914.27099163493 2914.27099163493 2607.21363983941 2607.21363983941 2749.30689477844 2749.30689477844 3088.42904279677 3088.42904279677 2952.35016013555 2407.45375428289 2780.87542976449 2780.87542976449 2959.03544716727 2959.03544716727 2833.41207188711 2833.41207188711 2611.49285726332 2731.26060958374 2731.26060958374 2125.19279338193 2466.95399175492
"X9" 2022.85993082219 2022.85993082219 2452.42824068797 2776.90154586235 2454.65142133186 2454.65142133186 1969.80388849241 1969.80388849241 3832.29732639494 3832.29732639494 3885.67984962976 3885.67984962976 2983.57458042765 2588.33875784279 2613.91011527837 2613.91011527837 2246.09380397197 2246.09380397197 1975.64688736814 3832.29732639494 3832.29732639494 3885.67984962976 3885.67984962976 3131.4898559625 3131.4898559625 2696.54764206546 2696.54764206546 2868.78107657283 2868.78107657283 2810.62341757401 2810.62341757401 2304.42774707161 2382.49595775376 2382.49595775376 2268.13909350891 2268.13909350891 2922.3260436067 2922.3260436067 2726.51928178742 2726.51928178742 3002.22056142248 3002.22056142248 3015.85488713011 3015.85488713011 2616.13909508993 2616.13909508993 2755.76810112477 2755.76810112477 3138.38347427966 3138.38347427966 3037.33686448365 2433.44718493879 2784.55291161111 2784.55291161111 3018.47223109693 3018.47223109693 2840.23453405762 2840.23453405762 2659.02414604343 2745.81106668576 2745.81106668576 2214.42829270684 2492.55398032748
"X10" 2025.48253250596 2025.48253250596 2530.79317412702 2909.70910150787 2537.42228352103 2537.42228352103 2072.18758710393 2072.18758710393 3883.58733139496 3883.58733139496 3977.8190536955 3977.8190536955 3033.93262111857 2650.11684225414 2679.13895468239 2679.13895468239 2298.20766202091 2298.20766202091 2038.54867129225 3883.58733139496 3883.58733139496 3977.8190536955 3977.8190536955 3214.90631214769 3214.90631214769 2739.88193393449 2739.88193393449 2925.40394582938 2925.40394582938 2943.88652116253 2943.88652116253 2445.61223535362 2370.63989657995 2370.63989657995 2255.57769124253 2255.57769124253 3032.7432416754 3032.7432416754 2765.62961655758 2765.62961655758 3046.43531289415 3046.43531289415 3119.08833357457 3119.08833357457 2628.30693824335 2628.30693824335 2774.94357502377 2774.94357502377 3194.6033004105 3194.6033004105 3119.33689361278 2469.65506191262 2799.87728436249 2799.87728436249 3088.45853600634 3088.45853600634 2854.19422804035 2854.19422804035 2702.67468963201 2770.87664672875 2770.87664672875 2317.0817942936 2518.84109407757
